english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
environment,A positive work environment improves employee productivity and morale.,환경,긍정적인 근무 환경은 직원 생산성과 사기를 향상시킨다.,環境,良好な職場環境は従業員の生産性と士気を向上させる。,环境,积极的工作环境能提高员工的生产力和士气。,entorno; ambiente,Un entorno de trabajo positivo mejora la productividad y la moral de los empleados.,môi trường,Công ty cam kết giảm tác động đến môi trường.,สิ่งแวดล้อม,บริษัทมุ่งมั่นลดผลกระทบต่อสิ่งแวดล้อม,lingkungan,Perusahaan berkomitmen meminimalkan dampak terhadap lingkungan.
equip,The training center is equipped with the latest presentation technology.,장비를 갖추다,교육 센터는 최신 프레젠테이션 기술을 갖추고 있다.,装備する,研修センターは最新のプレゼンテーション技術を備えている。,装备,培训中心配备了最新的演示技术设备。,equipar; dotar,El centro de capacitación está equipado con la última tecnología de presentación.,trang bị,Văn phòng mới được trang bị công nghệ hiện đại nhất.,จัดเตรียม; ติดตั้ง,สำนักงานใหม่ติดตั้งเทคโนโลยีที่ทันสมัยที่สุด,melengkapi,Kantor baru dilengkapi dengan teknologi terkini.
equivalent,One euro is roughly equivalent to one dollar and ten cents.,동등한; 상당하는,1유로는 대략 1달러 10센트에 해당한다.,同等の; 相当する,1ユーロはおよそ1ドル10セントに相当する。,等同的; 相当的,一欧元大约相当于一美元一角。,equivalente; igual,Un euro equivale aproximadamente a un dólar con diez centavos.,tương đương,Chứng chỉ này tương đương với bằng cấp chuyên nghiệp.,เทียบเท่า,ใบรับรองนี้เทียบเท่ากับคุณวุฒิวิชาชีพ,setara,Sertifikat ini setara dengan kualifikasi profesional.
erect,The construction crew will erect the steel frame of the building.,세우다; 건설하다,건설 팀이 건물의 철골 구조를 세울 것이다.,建てる; 立てる,建設作業員が建物の鉄骨フレームを組み立てる。,建造; 竖立,施工人员将搭建建筑物的钢结构框架。,erigir; levantar,El equipo de construcción levantará la estructura de acero del edificio.,dựng lên; xây dựng,Công ty xây dựng dựng lên tòa nhà văn phòng mới.,สร้าง; ตั้งขึ้น,บริษัทก่อสร้างสร้างอาคารสำนักงานใหม่,mendirikan,Perusahaan konstruksi mendirikan gedung kantor baru.
error,An accounting error was found during the routine financial review.,오류; 실수,정기 재무 검토 중 회계 오류가 발견되었다.,エラー; 誤り,定期的な財務レビュー中に会計上のエラーが発見された。,错误,在例行财务审查中发现了一个会计错误。,error; equivocación,Se encontró un error contable durante la revisión financiera rutinaria.,lỗi; sai sót,Kế toán phát hiện lỗi trong báo cáo tài chính.,ข้อผิดพลาด,นักบัญชีพบข้อผิดพลาดในรายงานการเงิน,kesalahan,Akuntan menemukan kesalahan dalam laporan keuangan.
essential,Good communication skills are essential for effective project management.,필수적인,훌륭한 소통 능력은 효과적인 프로젝트 관리에 필수적이다.,不可欠な; 必須の,優れたコミュニケーション能力は効果的なプロジェクト管理に不可欠だ。,必要的; 基本的,良好的沟通能力对有效的项目管理至关重要。,esencial; fundamental,Las buenas habilidades de comunicación son esenciales para una gestión de proyectos efectiva.,thiết yếu,Giao tiếp tốt là kỹ năng thiết yếu cho mọi quản lý.,จำเป็น,การสื่อสารที่ดีเป็นทักษะจำเป็นสำหรับผู้จัดการ,esensial; penting,Komunikasi yang baik adalah keterampilan esensial bagi manajer.
establish,The company established its first overseas office in Singapore last year.,설립하다; 확립하다,회사는 작년에 싱가포르에 첫 해외 사무소를 설립했다.,設立する; 確立する,会社は昨年シンガポールに初の海外オフィスを設立した。,建立; 设立,公司去年在新加坡设立了首个海外办事处。,establecer; fundar,La empresa estableció su primera oficina en el extranjero en Singapur el año pasado.,thành lập,Công ty được thành lập năm 1985 và phát triển ổn định.,ก่อตั้ง,บริษัทก่อตั้งขึ้นในปี 1985 และเติบโตอย่างต่อเนื่อง,mendirikan,Perusahaan didirikan pada 1985 dan terus berkembang.
estate,Real estate prices in the downtown area have risen sharply.,재산; 부동산,시내 지역의 부동산 가격이 급격히 상승했다.,不動産; 財産,市街地の不動産価格が急騰している。,地产; 遗产,市中心地区的房地产价格大幅上涨。,propiedad; bienes inmuebles,Los precios de los bienes inmuebles en el área del centro han subido drásticamente.,bất động sản,Thị trường bất động sản phục hồi mạnh trong năm qua.,อสังหาริมทรัพย์,ตลาดอสังหาริมทรัพย์ฟื้นตัวอย่างแข็งแกร่งในปีที่ผ่านมา,properti,Pasar properti pulih dengan kuat selama setahun terakhir.
estimate,The contractor provided an estimate for the office renovation project.,추정하다; 견적,시공사가 사무실 리모델링 프로젝트에 대한 견적서를 제출했다.,見積もる; 推定する,建設業者がオフィス改装プロジェクトの見積もりを提出した。,估计; 估算,承包商为办公室翻新项目提供了报价。,estimar; calcular,El contratista proporcionó un presupuesto estimado para el proyecto de renovación de la oficina.,ước tính,Nhà thầu đưa ra ước tính chi phí cho dự án cải tạo.,ประมาณการ,ผู้รับเหมาให้ประมาณการต้นทุนสำหรับโครงการปรับปรุง,estimasi; memperkirakan,Kontraktor memberikan estimasi biaya untuk proyek renovasi.
evaluate,The team will evaluate three vendors before making a final decision.,평가하다,팀은 최종 결정 전에 세 업체를 평가할 것이다.,評価する,チームは最終決定の前に3社のベンダーを評価する。,评估,团队将在做出最终决定前评估三家供应商。,evaluar,El equipo evaluará a tres proveedores antes de tomar una decisión final.,đánh giá,Đội quản lý sẽ đánh giá hiệu quả chiến dịch tiếp thị mới.,ประเมิน,ทีมผู้บริหารจะประเมินประสิทธิผลของแคมเปญการตลาด,mengevaluasi,Tim manajemen akan mengevaluasi efektivitas kampanye pemasaran.
eventually,After years of losses the startup eventually became profitable.,결국; 최종적으로,수년간의 손실 끝에 스타트업은 마침내 수익을 내게 되었다.,最終的に; 結局,数年間の赤字の後、そのスタートアップはついに黒字になった。,最终; 终于,经过多年亏损，这家初创公司终于实现了盈利。,eventualmente; finalmente,"Después de años de pérdidas, la startup finalmente se volvió rentable.",cuối cùng,Cuối cùng công ty đã mở rộng sang thị trường châu Âu.,ในที่สุด,ในที่สุดบริษัทก็ขยายธุรกิจไปยังตลาดยุโรป,akhirnya,Akhirnya perusahaan memperluas operasinya ke pasar Eropa.
evidence,The audit found no evidence of financial misconduct at the firm.,증거; 증거물,감사에서 회사의 재무 부정 행위에 대한 증거가 발견되지 않았다.,証拠; 根拠,監査では会社の財務上の不正行為の証拠は見つからなかった。,证据,审计未发现公司有财务不当行为的证据。,evidencia; prueba,La auditoría no encontró evidencia de irregularidades financieras en la empresa.,bằng chứng,Cuộc điều tra phát hiện bằng chứng gian lận tài chính.,หลักฐาน,การสอบสวนพบหลักฐานการทุจริตทางการเงิน,bukti,Penyelidikan menemukan bukti penipuan keuangan.
evident,It was evident that the new strategy was producing positive results.,명백한; 분명한,새로운 전략이 긍정적인 결과를 내고 있다는 것이 분명했다.,明らかな,新しい戦略が良い結果を生んでいることは明らかだった。,明显的,新战略正在产生积极效果，这一点显而易见。,evidente; obvio,Era evidente que la nueva estrategia estaba produciendo resultados positivos.,rõ ràng,Tác động của suy thoái hiển nhiên trong tất cả các ngành.,เห็นได้ชัด,ผลกระทบจากภาวะถดถอยเห็นได้ชัดในทุกอุตสาหกรรม,jelas; nyata,Dampak resesi tampak nyata di semua industri.
evolve,Consumer preferences continue to evolve with changing technology trends.,진화하다; 발전하다,소비자 선호도는 변화하는 기술 트렌드에 따라 계속 진화한다.,進化する; 発展する,消費者の好みは変化するテクノロジートレンドとともに進化し続けている。,进化; 发展,消费者偏好随着技术趋势的变化不断演变。,evolucionar; desarrollarse,Las preferencias de los consumidores continúan evolucionando con las tendencias tecnológicas cambiantes.,phát triển; tiến hóa,Chiến lược kinh doanh phải phát triển theo xu hướng thị trường.,วิวัฒนาการ; พัฒนา,กลยุทธ์ธุรกิจต้องพัฒนาให้ทันแนวโน้มตลาด,berkembang; berevolusi,Strategi bisnis harus berkembang mengikuti tren pasar.
exceed,Annual revenue is expected to exceed fifty million dollars this year.,초과하다; 넘다,올해 연간 매출이 5천만 달러를 초과할 것으로 예상된다.,超える,今年の年間売上は5千万ドルを超える見込みだ。,超过,预计今年年收入将超过五千万美元。,superar; exceder,Se espera que los ingresos anuales superen los cincuenta millones de dólares este año.,vượt quá,Doanh thu hàng năm vượt quá kỳ vọng mười phần trăm.,เกิน,รายได้ประจำปีเกินความคาดหวังสิบเปอร์เซ็นต์,melampaui,Pendapatan tahunan melampaui ekspektasi sepuluh persen.
excel,She excels at building strong client relationships and closing deals.,뛰어나다,그녀는 강력한 고객 관계 구축과 거래 성사에 뛰어나다.,優れる; 秀でる,彼女は強固なクライアント関係の構築と取引の成立に優れている。,出色; 擅长,她擅长建立牢固的客户关系和促成交易。,sobresalir; destacar,Ella sobresale en la construcción de relaciones sólidas con clientes y cierre de tratos.,xuất sắc; vượt trội,Công ty vượt trội trong dịch vụ khách hàng chất lượng cao.,เป็นเลิศ,บริษัทเป็นเลิศในการบริการลูกค้าคุณภาพสูง,unggul,Perusahaan unggul dalam layanan pelanggan berkualitas tinggi.
exception,All employees must attend the training session without exception.,예외,모든 직원은 예외 없이 교육에 참석해야 한다.,例外,すべての従業員は例外なく研修に出席しなければならない。,例外,所有员工必须参加培训，无一例外。,excepción,Todos los empleados deben asistir a la sesión de capacitación sin excepción.,ngoại lệ,Tất cả nhân viên phải tuân theo quy tắc không có ngoại lệ.,ข้อยกเว้น,พนักงานทุกคนต้องปฏิบัติตามกฎโดยไม่มีข้อยกเว้น,pengecualian,Semua karyawan harus mengikuti aturan tanpa pengecualian.
excess,The warehouse has excess inventory that needs to be cleared quickly.,초과; 과잉,창고에 빨리 처리해야 할 과잉 재고가 있다.,超過; 過剰,倉庫には早急に処分が必要な余剰在庫がある。,过量; 超额,仓库有需要尽快清理的多余库存。,exceso; sobrante,El almacén tiene inventario en exceso que debe liquidarse rápidamente.,dư thừa,Hàng tồn kho dư thừa được giảm giá mạnh để giải phóng kho.,ส่วนเกิน,สินค้าส่วนเกินถูกลดราคาเพื่อเคลียร์สต๊อก,kelebihan,Inventaris berlebihan dijual diskon besar untuk mengosongkan gudang.
exclusive,The hotel offers exclusive amenities for its premium suite guests.,독점적인; 고급의,호텔은 프리미엄 스위트 투숙객에게 전용 편의시설을 제공한다.,独占の; 排他的な,ホテルはプレミアムスイートのゲストに限定的なアメニティを提供している。,独家的; 排他的,酒店为高级套房客人提供专属设施。,exclusivo,El hotel ofrece servicios exclusivos para sus huéspedes de suites premium.,độc quyền,Cửa hàng có quyền phân phối độc quyền nhãn hiệu này.,เฉพาะ; เอ็กซ์คลูซีฟ,ร้านค้ามีสิทธิ์จัดจำหน่ายเฉพาะสำหรับแบรนด์นี้,eksklusif,Toko memiliki hak distribusi eksklusif untuk merek ini.
execute,The team must execute the marketing plan before the product launch.,실행하다; 수행하다,팀은 제품 출시 전에 마케팅 계획을 실행해야 한다.,実行する; 遂行する,チームは製品発売前にマーケティング計画を実行しなければならない。,执行; 实施,团队必须在产品上市前执行营销计划。,ejecutar; llevar a cabo,El equipo debe ejecutar el plan de marketing antes del lanzamiento del producto.,thực hiện,Nhóm thực hiện thành công chiến lược ra mắt sản phẩm.,ดำเนินการ,ทีมดำเนินกลยุทธ์เปิดตัวผลิตภัณฑ์ได้สำเร็จ,melaksanakan,Tim berhasil melaksanakan strategi peluncuran produk.
exempt,Non-profit organizations are often exempt from certain types of taxation.,면제하다; 면제된,비영리 단체는 종종 특정 유형의 세금이 면제된다.,免除する; 免除された,非営利団体は特定の種類の税金が免除されることが多い。,豁免; 免除,非营利组织通常免缴某些类型的税款。,exento; libre de,Las organizaciones sin fines de lucro a menudo están exentas de ciertos tipos de impuestos.,miễn; được miễn,Tổ chức phi lợi nhuận được miễn thuế thu nhập.,ยกเว้น,องค์กรไม่แสวงหากำไรได้รับยกเว้นภาษี,dikecualikan; bebas,Organisasi nirlaba dibebaskan dari pajak penghasilan.
exhibit,The company will exhibit its latest products at the trade show.,전시하다; 전시품,회사는 무역 박람회에서 최신 제품을 전시할 것이다.,展示する; 展示品,会社は見本市で最新製品を展示する予定だ。,展览; 展品,公司将在贸易展上展示其最新产品。,exhibir; exponer,La empresa exhibirá sus últimos productos en la feria comercial.,trưng bày; triển lãm,Công ty trưng bày sản phẩm mới nhất tại triển lãm thương mại.,จัดแสดง,บริษัทจัดแสดงผลิตภัณฑ์ล่าสุดในงานแสดงสินค้า,memamerkan,Perusahaan memamerkan produk terbaru di pameran dagang.
expand,The retailer plans to expand into three new markets next year.,확장하다; 확대하다,소매업체는 내년에 세 개의 새로운 시장으로 확장할 계획이다.,拡大する; 拡張する,小売業者は来年3つの新市場に進出する予定だ。,扩展; 扩大,该零售商计划明年拓展三个新市场。,expandirse; ampliar,El minorista planea expandirse a tres nuevos mercados el próximo año.,mở rộng,Công ty mở rộng hoạt động sang Đông Nam Á.,ขยาย,บริษัทขยายธุรกิจไปยังเอเชียตะวันออกเฉียงใต้,memperluas,Perusahaan memperluas operasinya ke Asia Tenggara.
expedition,The research team organized an expedition to study Arctic wildlife.,탐험; 원정,연구팀은 북극 야생 동물을 연구하기 위한 탐사를 조직했다.,遠征; 探検,研究チームは北極の野生動物を研究するための遠征を組織した。,远征; 探险,研究团队组织了一次考察北极野生动物的探险。,expedición,El equipo de investigación organizó una expedición para estudiar la fauna del Ártico.,cuộc thám hiểm,Công ty tài trợ cuộc thám hiểm nghiên cứu tại Bắc Cực.,การสำรวจ,บริษัทสนับสนุนการสำรวจวิจัยในภูมิภาคอาร์กติก,ekspedisi,Perusahaan mensponsori ekspedisi penelitian di kawasan Arktik.
expenditure,Government expenditure on infrastructure has increased by twelve percent.,지출; 경비,인프라에 대한 정부 지출이 12% 증가했다.,支出; 経費,インフラに対する政府支出が12％増加した。,支出; 开支,政府在基础设施上的支出增加了百分之十二。,gasto; desembolso,El gasto del gobierno en infraestructura ha aumentado un doce por ciento.,chi tiêu,Chi tiêu vốn tăng đáng kể trong năm tài chính này.,รายจ่าย,รายจ่ายลงทุนเพิ่มขึ้นอย่างมากในปีงบประมาณนี้,pengeluaran,Pengeluaran modal meningkat signifikan pada tahun fiskal ini.
expertise,Her expertise in data analysis makes her a valuable team member.,전문 지식; 전문성,데이터 분석에 대한 그녀의 전문 지식이 그녀를 귀중한 팀원으로 만든다.,専門知識; 専門技術,データ分析における彼女の専門知識は、彼女を貴重なチームメンバーにしている。,专业知识,她在数据分析方面的专业知识使她成为宝贵的团队成员。,experiencia; pericia,Su experiencia en análisis de datos la hace un miembro valioso del equipo.,chuyên môn,Công ty tư vấn cung cấp chuyên môn về quản lý chuỗi cung ứng.,ความเชี่ยวชาญ,บริษัทที่ปรึกษาให้ความเชี่ยวชาญด้านห่วงโซ่อุปทาน,keahlian,Firma konsultan menyediakan keahlian manajemen rantai pasokan.
expire,Your subscription will expire at the end of this billing cycle.,만료되다,구독은 이번 청구 주기 말에 만료됩니다.,期限が切れる,サブスクリプションは今回の請求サイクルの終わりに期限切れになります。,到期; 过期,您的订阅将在本计费周期结束时到期。,vencer; expirar,Su suscripción vencerá al final de este ciclo de facturación.,hết hạn,Hợp đồng thuê sẽ hết hạn cuối tháng này.,หมดอายุ,สัญญาเช่าจะหมดอายุในสิ้นเดือนนี้,kedaluwarsa; berakhir,Kontrak sewa akan berakhir pada akhir bulan ini.
explicit,The contract includes explicit terms regarding payment deadlines and penalties.,명시적인; 분명한,계약서에는 결제 기한과 벌금에 관한 명시적 조항이 포함되어 있다.,明示的な; 明確な,契約書には支払い期限と違約金に関する明示的な条項が含まれている。,明确的,合同包含关于付款截止日期和罚款的明确条款。,explícito; claro,El contrato incluye términos explícitos sobre fechas límite de pago y penalidades.,rõ ràng; minh bạch,Hợp đồng có hướng dẫn rõ ràng về điều khoản thanh toán.,ชัดเจน,สัญญามีคำแนะนำชัดเจนเกี่ยวกับเงื่อนไขการชำระเงิน,eksplisit; jelas,Kontrak memiliki panduan jelas tentang ketentuan pembayaran.
exploit,The company aims to exploit emerging market opportunities in Africa.,활용하다; 이용하다,회사는 아프리카의 신흥 시장 기회를 활용하려고 한다.,活用する; 利用する,会社はアフリカの新興市場の機会を活用することを目指している。,利用; 开发,公司旨在利用非洲新兴市场的机遇。,explotar; aprovechar,La empresa busca aprovechar las oportunidades de mercados emergentes en África.,khai thác; tận dụng,Công ty tận dụng cơ hội mới trong thị trường mới nổi.,ใช้ประโยชน์,บริษัทใช้ประโยชน์จากโอกาสใหม่ในตลาดเกิดใหม่,memanfaatkan,Perusahaan memanfaatkan peluang baru di pasar berkembang.
export,"The country's main exports include electronics, automobiles, and textiles.",수출하다; 수출,"그 나라의 주요 수출품에는 전자제품, 자동차, 직물이 포함된다.",輸出する; 輸出,その国の主な輸出品には電子機器、自動車、繊維製品が含まれる。,出口; 出口,该国主要出口产品包括电子产品、汽车和纺织品。,exportar; exportación,"Las principales exportaciones del país incluyen electrónica, automóviles y textiles.",xuất khẩu,Quốc gia xuất khẩu hàng hóa sang hơn năm mươi nước.,ส่งออก,ประเทศส่งออกสินค้าไปยังกว่าห้าสิบประเทศ,mengekspor,Negara mengekspor barang ke lebih dari lima puluh negara.
expose,The investigation exposed serious flaws in the company's quality controls.,노출시키다; 드러내다,조사를 통해 회사의 품질 관리에 심각한 결함이 드러났다.,暴露する; さらす,調査により会社の品質管理の深刻な欠陥が露呈した。,暴露; 揭露,调查暴露了公司质量控制中的严重缺陷。,exponer; revelar,La investigación reveló graves deficiencias en los controles de calidad de la empresa.,phơi bày; tiết lộ,Cuộc điều tra phơi bày sai phạm trong hệ thống kế toán.,เปิดโปง,การสอบสวนเปิดโปงความผิดปกติในระบบบัญชี,mengungkap,Penyelidikan mengungkap penyimpangan dalam sistem akuntansi.
extend,The airline decided to extend the deadline for redeeming reward points.,연장하다; 확장하다,항공사는 보상 포인트 교환 마감일을 연장하기로 결정했다.,延長する; 拡張する,航空会社はリワードポイントの交換期限を延長することにした。,延伸; 扩展,航空公司决定延长兑换奖励积分的截止日期。,extender; ampliar,La aerolínea decidió extender el plazo para canjear puntos de recompensa.,mở rộng; kéo dài,Công ty kéo dài thời hạn đăng ký thêm hai tuần.,ขยาย; ต่อเวลา,บริษัทขยายกำหนดเวลาลงทะเบียนออกไปสองสัปดาห์,memperpanjang,Perusahaan memperpanjang batas waktu pendaftaran dua minggu.
extensive,The candidate has extensive experience in international trade and logistics.,광범위한,그 후보자는 국제 무역과 물류 분야에서 광범위한 경험을 가지고 있다.,広範な; 大規模な,その候補者は国際貿易と物流において豊富な経験を持っている。,广泛的,该候选人在国际贸易和物流方面有丰富的经验。,extenso; amplio,El candidato tiene una amplia experiencia en comercio internacional y logística.,rộng lớn; bao quát,Cuộc khảo sát bao quát gồm hơn năm nghìn người tham gia.,กว้างขวาง,การสำรวจอย่างครอบคลุมรวมผู้เข้าร่วมกว่าห้าพันคน,luas; ekstensif,Survei ekstensif mencakup lebih dari lima ribu peserta.
exterior,The building's exterior was renovated to give it a modern look.,외부; 외관,건물 외관은 현대적인 외관을 위해 개조되었다.,外部; 外観,建物の外観はモダンな外観にするために改装された。,外部; 外观,建筑外部经过翻新，呈现出现代化面貌。,exterior; fachada,El exterior del edificio fue renovado para darle un aspecto moderno.,bên ngoài,Bên ngoài tòa nhà được cải tạo vào mùa hè vừa qua.,ภายนอก,ภายนอกอาคารได้รับการปรับปรุงในช่วงฤดูร้อนที่ผ่านมา,eksterior; luar,Eksterior gedung direnovasi pada musim panas lalu.
extract,The system can extract key data from large financial reports automatically.,추출하다; 발췌하다,시스템은 대규모 재무 보고서에서 핵심 데이터를 자동으로 추출할 수 있다.,抽出する,システムは大規模な財務報告書から重要なデータを自動的に抽出できる。,提取; 摘录,该系统能从大型财务报告中自动提取关键数据。,extraer,El sistema puede extraer datos clave de grandes informes financieros automáticamente.,trích xuất; chiết xuất,Hệ thống có thể trích xuất dữ liệu liên quan từ cơ sở dữ liệu lớn.,สกัด; ดึงออก,ระบบสามารถสกัดข้อมูลที่เกี่ยวข้องจากฐานข้อมูลขนาดใหญ่,mengekstrak,Sistem dapat mengekstrak data yang relevan dari database besar.
facilitate,The new platform will facilitate communication between remote team members.,촉진하다; 용이하게 하다,새 플랫폼이 원격 팀원 간의 소통을 촉진할 것이다.,促進する,新しいプラットフォームはリモートチームメンバー間のコミュニケーションを促進する。,促进; 便利,新平台将促进远程团队成员之间的沟通。,facilitar; simplificar,La nueva plataforma facilitará la comunicación entre los miembros del equipo remoto.,tạo điều kiện; hỗ trợ,Phần mềm mới sẽ tạo điều kiện cho giao tiếp giữa các bộ phận.,อำนวยความสะดวก,ซอฟต์แวร์ใหม่จะอำนวยความสะดวกในการสื่อสารระหว่างแผนก,memfasilitasi; memudahkan,Perangkat lunak baru akan memfasilitasi komunikasi antar departemen.
factor,Location is an important factor when choosing a new office space.,요인; 요소,위치는 새 사무실을 선택할 때 중요한 요소이다.,要因; 要素,立地は新しいオフィスを選ぶ際の重要な要素だ。,因素,选择新办公空间时，地理位置是一个重要因素。,factor; elemento,La ubicación es un factor importante al elegir un nuevo espacio de oficina.,yếu tố; nhân tố,Chi phí là yếu tố chính trong quyết định chọn nhà cung cấp.,ปัจจัย,ต้นทุนเป็นปัจจัยสำคัญในการตัดสินใจเลือกซัพพลายเออร์,faktor,Biaya adalah faktor utama dalam keputusan pemilihan pemasok.
faculty,The university faculty includes experts from various business disciplines.,교수진; 능력,대학 교수진에는 다양한 경영 분야의 전문가가 포함되어 있다.,教授陣; 能力,大学の教員にはさまざまなビジネス分野の専門家が含まれている。,教职员; 才能,大学教师队伍包括来自各商学科的专家。,profesorado; cuerpo docente,El profesorado universitario incluye expertos de varias disciplinas empresariales.,khoa; giảng viên,Giảng viên khoa kinh doanh đã xuất bản nhiều bài nghiên cứu.,คณะ; อาจารย์,คณาจารย์คณะบริหารธุรกิจตีพิมพ์งานวิจัยหลายชิ้น,fakultas; staf pengajar,Staf pengajar fakultas bisnis telah menerbitkan banyak makalah penelitian.
failure,The product failure led to a massive recall across all markets.,실패; 고장,제품 결함으로 인해 모든 시장에서 대규모 리콜이 이루어졌다.,失敗; 故障,製品の不具合により全市場で大規模なリコールが行われた。,失败; 故障,产品故障导致了所有市场的大规模召回。,fallo; fracaso,El fallo del producto llevó a un masivo retiro de todos los mercados.,thất bại; sự cố,Sự cố hệ thống đã gây ra sự gián đoạn đáng kể trong hoạt động.,ความล้มเหลว,ความล้มเหลวของระบบทำให้เกิดการหยุดชะงักอย่างมากในการดำเนินงาน,kegagalan,Kegagalan sistem menyebabkan gangguan signifikan pada operasi.
familiar,New employees should become familiar with all company safety procedures.,익숙한; 친숙한,신입 직원은 모든 회사 안전 절차에 익숙해져야 한다.,よく知っている; 親しい,新入社員はすべての会社の安全手順に精通する必要がある。,熟悉的,新员工应熟悉公司的所有安全程序。,familiarizado; conocido,Los nuevos empleados deben familiarizarse con todos los procedimientos de seguridad de la empresa.,quen thuộc,Nhân viên phải quen thuộc với các quy trình an toàn của công ty.,คุ้นเคย,พนักงานต้องคุ้นเคยกับขั้นตอนด้านความปลอดภัยของบริษัท,akrab; familiar,Karyawan harus familiar dengan prosedur keselamatan perusahaan.
feasible,The engineering team confirmed that the proposed design is technically feasible.,실현 가능한,엔지니어링 팀은 제안된 설계가 기술적으로 실현 가능하다고 확인했다.,実現可能な,エンジニアリングチームは提案された設計が技術的に実現可能であることを確認した。,可行的,工程团队确认拟议的设计在技术上是可行的。,factible; viable,El equipo de ingeniería confirmó que el diseño propuesto es técnicamente factible.,khả thi,Đội đã đánh giá liệu dự án có khả thi trong ngân sách hiện tại không.,เป็นไปได้; ทำได้,ทีมประเมินว่าโครงการมีความเป็นไปได้ภายในงบประมาณปัจจุบันหรือไม่,layak; dapat dilaksanakan,Tim mengevaluasi apakah proyek layak dalam anggaran saat ini.
feature,The new smartphone features an advanced camera and longer battery life.,특징; 특색,새 스마트폰은 향상된 카메라와 더 긴 배터리 수명이 특징이다.,特徴; 機能,新しいスマートフォンは高性能カメラと長持ちバッテリーを特徴としている。,特点; 功能,新款智能手机配备了先进的摄像头和更长的电池续航。,característica; función,El nuevo teléfono inteligente cuenta con una cámara avanzada y mayor duración de batería.,tính năng; đặc điểm,Mẫu mới nhất có nhiều tính năng nâng cao cho người dùng.,คุณสมบัติ; ฟีเจอร์,รุ่นล่าสุดมีคุณสมบัติขั้นสูงหลายอย่างสำหรับผู้ใช้,fitur,Model terbaru memiliki beberapa fitur canggih untuk pengguna.
feedback,The manager encouraged employees to provide honest feedback on the policy.,피드백; 반응,매니저는 직원들에게 정책에 대한 솔직한 피드백을 제공하도록 권장했다.,フィードバック,マネージャーは従業員にその方針に対する率直なフィードバックを提供するよう促した。,反馈,经理鼓励员工对该政策提出诚实的反馈意见。,retroalimentación; comentarios,El gerente alentó a los empleados a proporcionar comentarios honestos sobre la política.,phản hồi,Chúng tôi đánh giá cao phản hồi của bạn về dịch vụ của chúng tôi.,ข้อเสนอแนะ; ฟีดแบ็ก,เราขอบคุณสำหรับข้อเสนอแนะเกี่ยวกับบริการของเรา,umpan balik,Kami menghargai umpan balik Anda tentang layanan kami.
figure,The quarterly sales figures exceeded expectations by a wide margin.,수치; 인물,분기 매출 수치는 기대치를 크게 초과했다.,数字; 人物,四半期の売上高は期待を大幅に上回った。,数字; 人物,季度销售数据大幅超出预期。,cifra; dato,Las cifras de ventas trimestrales superaron las expectativas por un amplio margen.,con số; hình,Các con số doanh thu cho thấy sự tăng trưởng ổn định trong năm qua.,ตัวเลข; รูป,ตัวเลขรายได้แสดงการเติบโตที่มั่นคงตลอดปีที่ผ่านมา,angka; figur,Angka pendapatan menunjukkan pertumbuhan yang stabil selama setahun terakhir.
file,Please file the signed documents in the appropriate cabinet by Friday.,파일; 서류철; 제출하다,금요일까지 서명된 서류를 적절한 캐비닛에 보관해 주세요.,ファイル; 提出する,金曜日までに署名済みの書類を適切なキャビネットに保管してください。,文件; 提交,请在周五前将已签署的文件归档到相应的文件柜中。,archivar; presentar,"Por favor, archive los documentos firmados en el archivo correspondiente antes del viernes.",tệp; nộp,Vui lòng nộp báo cáo cho bộ phận nhân sự trước thứ Sáu.,ไฟล์; ยื่น,กรุณายื่นรายงานต่อฝ่ายทรัพยากรบุคคลภายในวันศุกร์,berkas; mengajukan,Harap ajukan laporan ke departemen SDM sebelum hari Jumat.
final,The final version of the proposal must be submitted by Monday.,최종의; 마지막의,제안서 최종 버전은 월요일까지 제출해야 한다.,最終の,提案書の最終版は月曜日までに提出しなければならない。,最终的,提案的最终版本必须在周一前提交。,final; definitivo,La versión final de la propuesta debe enviarse antes del lunes.,cuối cùng,Quyết định cuối cùng sẽ được đưa ra tại cuộc họp hội đồng ngày mai.,สุดท้าย; ขั้นสุดท้าย,การตัดสินใจขั้นสุดท้ายจะทำในการประชุมคณะกรรมการในวันพรุ่งนี้,final; terakhir,Keputusan final akan dibuat pada rapat dewan besok.
finance,The bank agreed to finance the construction of the new headquarters.,재정; 금융,은행은 새 본사 건설에 자금을 지원하기로 합의했다.,財政; 金融,銀行は新本社の建設に融資することに同意した。,金融; 财务,银行同意为新总部的建设提供融资。,financiar; finanzas,El banco acordó financiar la construcción de la nueva sede.,tài chính,Bộ phận tài chính đã chuẩn bị ngân sách cho năm tới.,การเงิน,แผนกการเงินเตรียมงบประมาณสำหรับปีหน้า,keuangan; finansial,Departemen keuangan menyiapkan anggaran untuk tahun depan.
