stratigraphy,"The stratigraphy of the site revealed multiple periods of human occupation.",층서학,"해당 유적지의 층서학은 여러 시기의 인간 거주를 드러냈다.",層序学,"その遺跡の層序学は複数の時代の人間の居住を明らかにした。",地层学,"该遗址的地层学揭示了多个人类居住时期。",estratigrafía,"La estratigrafía del sitio reveló múltiples períodos de ocupación humana.",địa tầng học,"Địa tầng học của di chỉ cho thấy nhiều giai đoạn cư trú của con người.",ชั้นหินวิทยา,"ชั้นหินวิทยาของแหล่งโบราณคดีเผยให้เห็นการอยู่อาศัยหลายยุค",stratigrafi,"Stratigrafi situs tersebut mengungkapkan beberapa periode hunian manusia."
polyphony,"Renaissance polyphony interweaves independent melodic lines into a harmonious texture.",다성음악,"르네상스 다성음악은 독립적인 선율선을 조화로운 짜임새로 엮는다.",ポリフォニー,"ルネサンスのポリフォニーは独立した旋律線を調和的なテクスチャーに織り交ぜる。",复调音乐,"文艺复兴时期的复调音乐将独立的旋律线交织成和谐的织体。",polifonía,"La polifonía renacentista entrelaza líneas melódicas independientes en una textura armoniosa.",đa âm,"Đa âm thời Phục Hưng đan xen các tuyến giai điệu độc lập thành kết cấu hài hòa.",โพลีโฟนี,"โพลีโฟนียุคเรอเนซองส์ถักทอเส้นทำนองอิสระให้เป็นเนื้อเสียงที่กลมกลืน",polifoni,"Polifoni Renaisans menjalin garis melodi independen menjadi tekstur yang harmonis."
counterpoint,"Bach's mastery of counterpoint remains unparalleled in Western musical tradition.",대위법,"바흐의 대위법 숙달은 서양 음악 전통에서 비교할 수 없는 수준이다.",対位法,"バッハの対位法の熟達は西洋音楽の伝統において比類がない。",对位法,"巴赫对对位法的精通在西方音乐传统中无与伦比。",contrapunto,"El dominio de Bach del contrapunto sigue siendo incomparable en la tradición musical occidental.",đối vị,"Sự tinh thông đối vị của Bach vẫn vô song trong truyền thống âm nhạc phương Tây.",เคาน์เตอร์พอยต์,"ความเชี่ยวชาญของบาคในเคาน์เตอร์พอยต์ยังไม่มีใครเทียบได้ในประเพณีดนตรีตะวันตก",kontrapung,"Penguasaan Bach atas kontrapung tetap tak tertandingi dalam tradisi musik Barat."
chromatic,"The chromatic scale consists of twelve equally spaced semitones within an octave.",반음계의,"반음계는 한 옥타브 내에서 동일한 간격의 열두 개 반음으로 구성된다.",半音階の,"半音階は1オクターブ内の等間隔の12の半音で構成される。",半音的,"半音阶由一个八度内十二个等距的半音组成。",cromático,"La escala cromática consta de doce semitonos igualmente espaciados dentro de una octava.",bán âm,"Âm giai bán âm gồm mười hai nửa cung cách đều trong một quãng tám.",โครมาติก,"บันไดเสียงโครมาติกประกอบด้วยครึ่งเสียงสิบสองตัวที่เว้นระยะเท่ากันในหนึ่งอ็อกเทฟ",kromatik,"Tangga nada kromatik terdiri dari dua belas semitone yang berjarak sama dalam satu oktaf."
dissonance,"Controlled dissonance creates tension that resolves into consonance.",불협화음,"통제된 불협화음은 협화음으로 해소되는 긴장을 만든다.",不協和音,"制御された不協和音は協和音に解決する緊張を生み出す。",不协和音,"受控的不协和音创造出解决为协和音的紧张感。",disonancia,"La disonancia controlada crea tensión que se resuelve en consonancia.",bất hòa âm,"Bất hòa âm có kiểm soát tạo ra sự căng thẳng được giải quyết thành hòa âm.",เสียงไม่ประสาน,"เสียงไม่ประสานที่ควบคุมสร้างความตึงเครียดที่คลี่คลายเป็นเสียงประสาน",disonansi,"Disonansi terkontrol menciptakan ketegangan yang terurai menjadi konsonansi."
modulation,"The composer employed modulation to shift from C major to E-flat major mid-movement.",전조,"작곡가는 악장 중간에 다장조에서 내림마장조로 전환하기 위해 전조를 사용했다.",転調,"作曲家は楽章の途中でハ長調から変ホ長調への転調を用いた。",转调,"作曲家在乐章中运用转调从C大调转入降E大调。",modulación,"El compositor empleó la modulación para pasar de do mayor a mi bemol mayor a mitad del movimiento.",chuyển điệu,"Nhà soạn nhạc sử dụng chuyển điệu để chuyển từ Đô trưởng sang Mi giáng trưởng giữa chương.",การเปลี่ยนบันไดเสียง,"ผู้ประพันธ์ใช้การเปลี่ยนบันไดเสียงจากซีเมเจอร์ไปอีแฟลตเมเจอร์กลางท่อน",modulasi,"Komposer menggunakan modulasi untuk berpindah dari C mayor ke E-flat mayor di tengah gerakan."
syncopation,"Syncopation in jazz places accents on traditionally weak beats.",싱코페이션,"재즈에서 싱코페이션은 전통적으로 약한 박에 악센트를 둔다.",シンコペーション,"ジャズのシンコペーションは伝統的に弱拍にアクセントを置く。",切分音,"爵士乐中的切分音将重音放在传统的弱拍上。",síncopa,"La síncopa en el jazz coloca acentos en tiempos tradicionalmente débiles.",nghịch phách,"Nghịch phách trong nhạc jazz đặt trọng âm vào các phách yếu truyền thống.",ซิงโคเปชัน,"ซิงโคเปชันในแจ๊สวางการเน้นเสียงบนจังหวะที่อ่อนตามธรรมเนียม",sinkopasi,"Sinkopasi dalam jazz menempatkan aksen pada ketukan yang secara tradisional lemah."
cadence,"The deceptive cadence surprised the audience by avoiding the expected tonic resolution.",종지,"기만 종지는 예상되는 으뜸음 해결을 피함으로써 청중을 놀라게 했다.",カデンツ,"偽終止は予想される主音への解決を避けて聴衆を驚かせた。",终止式,"欺骗终止式通过避免预期的主音解决使听众感到意外。",cadencia,"La cadencia engañosa sorprendió al público al evitar la resolución tónica esperada.",kết thúc,"Kết thúc lừa đảo làm khán giả bất ngờ bằng cách tránh giải quyết về chủ âm.",เคเดนซ์,"เคเดนซ์หลอกทำให้ผู้ฟังประหลาดใจด้วยการหลีกเลี่ยงการคลี่คลายสู่โทนิก",kadens,"Kadens menipu mengejutkan penonton dengan menghindari resolusi tonika yang diharapkan."
timbre,"The timbre of the oboe distinguishes it from other woodwind instruments.",음색,"오보에의 음색은 다른 목관 악기와 구별된다.",音色,"オーボエの音色は他の木管楽器と区別される。",音色,"双簧管的音色使其与其他木管乐器区别开来。",timbre,"El timbre del oboe lo distingue de otros instrumentos de viento madera.",âm sắc,"Âm sắc của kèn ô-boa phân biệt nó với các nhạc cụ hơi gỗ khác.",เสียงสี,"เสียงสีของโอโบทำให้แตกต่างจากเครื่องลมไม้อื่น",timbre,"Timbre obo membedakannya dari instrumen tiup kayu lainnya."
tessiture,"The soprano struggled with the high tessitura of the aria throughout the performance.",음역,"소프라노는 공연 내내 아리아의 높은 음역에서 어려움을 겪었다.",テッシトゥーラ,"ソプラノはパフォーマンス全体を通じてアリアの高いテッシトゥーラに苦労した。",音域,"女高音在整场演出中都对咏叹调的高音域感到吃力。",tesitura,"La soprano luchó con la alta tesitura del aria durante toda la actuación.",âm khu,"Giọng nữ cao gặp khó khăn với âm khu cao của aria trong suốt buổi biểu diễn.",เทสซิตูรา,"นักร้องโซปราโนต้องเผชิญกับเทสซิตูราที่สูงของอารีอาตลอดการแสดง",tessitura,"Sopran kesulitan dengan tessitura tinggi dari aria sepanjang pertunjukan."
diminuendo,"The diminuendo at the coda brought the symphony to a whispering close.",디미누엔도,"코다에서의 디미누엔도는 교향곡을 속삭이는 마무리로 이끌었다.",ディミヌエンド,"コーダのディミヌエンドは交響曲をささやくような終結に導いた。",渐弱,"尾声处的渐弱将交响曲带入低语般的结束。",diminuendo,"El diminuendo en la coda llevó la sinfonía a un cierre susurrante.",giảm dần,"Giảm dần ở đoạn kết đưa bản giao hưởng đến hồi kết thì thầm.",ดิมินูเอนโด,"ดิมินูเอนโดที่โคดานำซิมโฟนีไปสู่การปิดท้ายอย่างกระซิบ",diminuendo,"Diminuendo pada koda membawa simfoni ke penutup yang berbisik."
atonality,"Schoenberg's embrace of atonality dismantled centuries of tonal hierarchy.",무조성,"쇤베르크의 무조성 수용은 수 세기의 조성 위계를 해체했다.",無調性,"シェーンベルクの無調性の採用は何世紀にもわたる調性的階層を解体した。",无调性,"勋伯格对无调性的采纳颠覆了几个世纪的调性层级。",atonalidad,"La adopción de la atonalidad por Schoenberg desmanteló siglos de jerarquía tonal.",phi điệu tính,"Việc Schoenberg chấp nhận phi điệu tính đã phá bỏ hệ thống thứ bậc điệu tính hàng thế kỷ.",อะโทแนลลิตี,"การยอมรับอะโทแนลลิตีของเชินแบร์กทำลายลำดับชั้นเสียงที่มีมาหลายศตวรรษ",atonalitas,"Penerimaan Schoenberg terhadap atonalitas meruntuhkan hierarki tonal selama berabad-abad."
anthropogenic,"Anthropogenic climate change has accelerated the bleaching of coral reefs worldwide.",인위적,"인위적 기후 변화는 전 세계 산호초의 백화를 가속화했다.",人為的な,"人為的な気候変動は世界中のサンゴ礁の白化を加速させた。",人为的,"人为气候变化加速了全球珊瑚礁的白化。",antropogénico,"El cambio climático antropogénico ha acelerado el blanqueamiento de los arrecifes de coral en todo el mundo.",nhân tạo,"Biến đổi khí hậu nhân tạo đã đẩy nhanh hiện tượng tẩy trắng san hô trên toàn thế giới.",ที่เกิดจากมนุษย์,"การเปลี่ยนแปลงสภาพภูมิอากาศที่เกิดจากมนุษย์เร่งการฟอกขาวของแนวปะการังทั่วโลก",antropogenik,"Perubahan iklim antropogenik telah mempercepat pemutihan terumbu karang di seluruh dunia."
geomorphology,"Geomorphology examines how tectonic and erosional forces shape landscapes over millennia.",지형학,"지형학은 구조 운동과 침식력이 수천 년에 걸쳐 지형을 어떻게 형성하는지 연구한다.",地形学,"地形学は構造運動と侵食力が数千年にわたって景観をどう形成するかを調べる。",地貌学,"地貌学研究构造和侵蚀力如何在数千年间塑造地形。",geomorfología,"La geomorfología examina cómo las fuerzas tectónicas y erosivas modelan los paisajes durante milenios.",địa mạo học,"Địa mạo học nghiên cứu cách các lực kiến tạo và xói mòn định hình địa hình qua hàng nghìn năm.",ธรณีสัณฐานวิทยา,"ธรณีสัณฐานวิทยาศึกษาว่าแรงเปลือกโลกและการกัดเซาะกำหนดภูมิประเทศอย่างไร",geomorfologi,"Geomorfologi meneliti bagaimana gaya tektonik dan erosi membentuk lanskap selama ribuan tahun."
oligarchy,"The diplomatic cables revealed that the country functioned as an oligarchy despite its democratic facade.",과두제,"외교 전문은 그 나라가 민주적 외관에도 불구하고 과두제로 기능하고 있음을 드러냈다.",寡頭政治,"外交公電はその国が民主主義の外見にもかかわらず寡頭政治として機能していることを明らかにした。",寡头政治,"外交电报揭示该国尽管有民主外表但实际上是寡头政治。",oligarquía,"Los cables diplomáticos revelaron que el país funcionaba como una oligarquía a pesar de su fachada democrática.",đầu sỏ,"Các bức điện ngoại giao tiết lộ rằng đất nước hoạt động như chế độ đầu sỏ bất chấp vỏ bọc dân chủ.",คณาธิปไตย,"สายการทูตเผยว่าประเทศดังกล่าวดำเนินการแบบคณาธิปไตยแม้จะมีหน้าฉากประชาธิปไตย",oligarki,"Kawat diplomatik mengungkapkan bahwa negara tersebut berfungsi sebagai oligarki meskipun fasad demokratisnya."
extrapolation,"Extrapolation beyond the observed data range carries significant risk of prediction error.",외삽,"관측 데이터 범위를 넘어선 외삽은 예측 오류의 상당한 위험을 수반한다.",外挿,"観測データ範囲を超えた外挿は予測誤差の重大なリスクを伴う。",外推,"超出观测数据范围的外推存在显著的预测误差风险。",extrapolación,"La extrapolación más allá del rango de datos observados conlleva un riesgo significativo de error de predicción.",ngoại suy,"Ngoại suy ngoài phạm vi dữ liệu quan sát mang rủi ro đáng kể về sai số dự đoán.",การประมาณค่านอกช่วง,"การประมาณค่านอกช่วงข้อมูลที่สังเกตมีความเสี่ยงสูงต่อความผิดพลาดในการพยากรณ์",ekstrapolasi,"Ekstrapolasi di luar rentang data yang diamati membawa risiko signifikan dari kesalahan prediksi."
lithic,"Lithic analysis of the stone tools suggested advanced knapping techniques.",석기의,"석기 도구의 석기 분석은 진보된 타격 기술을 시사했다.",石器の,"石器の石器分析は高度な打撃技術を示唆した。",石器的,"石器分析表明存在先进的打制技术。",lítico,"El análisis lítico de las herramientas de piedra sugirió técnicas avanzadas de talla.",đá,"Phân tích đá của các công cụ đá cho thấy kỹ thuật ghè đẽo tiên tiến.",หินเครื่องมือ,"การวิเคราะห์หินเครื่องมือของเครื่องมือหินบ่งชี้เทคนิคการกะเทาะขั้นสูง",litik,"Analisis litik alat batu menunjukkan teknik penyerpihan yang canggih."
necropolis,"The necropolis contained over three hundred tombs spanning five centuries.",네크로폴리스,"그 네크로폴리스에는 5세기에 걸친 300개 이상의 무덤이 포함되어 있었다.",ネクロポリス,"そのネクロポリスには5世紀にわたる300以上の墓が含まれていた。",墓地,"该墓地包含了跨越五个世纪的三百多座墓葬。",necrópolis,"La necrópolis contenía más de trescientas tumbas que abarcaban cinco siglos.",nghĩa địa cổ,"Nghĩa địa cổ chứa hơn ba trăm ngôi mộ trải dài năm thế kỷ.",สุสานโบราณ,"สุสานโบราณมีหลุมศพมากกว่าสามร้อยแห่งครอบคลุมห้าศตวรรษ",nekropolis,"Nekropolis tersebut berisi lebih dari tiga ratus makam yang mencakup lima abad."
morphology,"The morphology of deep-sea fish has adapted to extreme pressure and total darkness.",형태학,"심해 어류의 형태학은 극한의 압력과 완전한 어둠에 적응했다.",形態学,"深海魚の形態学は極度の圧力と完全な暗闺に適応している。",形态学,"深海鱼类的形态学已适应极端压力和完全黑暗。",morfología,"La morfología de los peces de aguas profundas se ha adaptado a la presión extrema y la oscuridad total.",hình thái học,"Hình thái học của cá biển sâu đã thích nghi với áp suất cực lớn và bóng tối hoàn toàn.",สัณฐานวิทยา,"สัณฐานวิทยาของปลานํ้าลึกปรับตัวกับแรงดันสูงและความมืดสนิท",morfologi,"Morfologi ikan laut dalam telah beradaptasi dengan tekanan ekstrem dan kegelapan total."
taxonomy,"Modern taxonomy integrates molecular data with traditional morphological classification.",분류학,"현대 분류학은 분자 데이터를 전통적 형태학적 분류와 통합한다.",分類学,"現代の分類学は分子データを伝統的な形態学的分類と統合する。",分类学,"现代分类学将分子数据与传统形态学分类相结合。",taxonomía,"La taxonomía moderna integra datos moleculares con la clasificación morfológica tradicional.",phân loại học,"Phân loại học hiện đại tích hợp dữ liệu phân tử với phân loại hình thái truyền thống.",อนุกรมวิธาน,"อนุกรมวิธานสมัยใหม่ผสมผสานข้อมูลระดับโมเลกุลกับการจำแนกทางสัณฐานวิทยาดั้งเดิม",taksonomi,"Taksonomi modern mengintegrasikan data molekuler dengan klasifikasi morfologi tradisional."
hegemony,"The conference debated whether a single state's hegemony could maintain global stability.",패권,"회의는 단일 국가의 패권이 세계 안정을 유지할 수 있는지 토론했다.",覇権,"会議は単一国家の覇権がグローバルな安定を維持できるかどうかを議論した。",霸权,"会议讨论了单一国家的霸权能否维持全球稳定。",hegemonía,"La conferencia debatió si la hegemonía de un solo estado podría mantener la estabilidad global.",bá quyền,"Hội nghị tranh luận liệu bá quyền của một quốc gia có thể duy trì ổn định toàn cầu.",การครอบงำ,"การประชุมถกเถียงว่าการครอบงำของรัฐเดียวจะรักษาเสถียรภาพโลกได้หรือไม่",hegemoni,"Konferensi memperdebatkan apakah hegemoni satu negara dapat mempertahankan stabilitas global."
repatriation,"The repatriation of looted antiquities has become a central issue in cultural diplomacy.",반환,"약탈 유물의 반환은 문화 외교의 핵심 문제가 되었다.",返還,"略奪された古代遺物の返還は文化外交の中心的課題となっている。",归还,"被掠夺文物的归还已成为文化外交的核心议题。",repatriación,"La repatriación de antigüedades saqueadas se ha convertido en un tema central en la diplomacia cultural.",hồi hương,"Việc hồi hương cổ vật bị cướp đã trở thành vấn đề trung tâm trong ngoại giao văn hóa.",การส่งกลับ,"การส่งกลับโบราณวัตถุที่ถูกปล้นกลายเป็นประเด็นสำคัญในการทูตเชิงวัฒนธรรม",repatriasi,"Repatriasi barang antik yang dijarah telah menjadi isu sentral dalam diplomasi budaya."
proliferation,"Nuclear proliferation remains one of the most pressing concerns in international security.",확산,"핵 확산은 국제 안보에서 가장 시급한 우려 사항 중 하나로 남아 있다.",拡散,"核拡散は国際安全保障における最も差し迫った懸念の一つである。",扩散,"核扩散仍是国际安全中最紧迫的关切之一。",proliferación,"La proliferación nuclear sigue siendo una de las preocupaciones más apremiantes en la seguridad internacional.",phổ biến,"Phổ biến vũ khí hạt nhân vẫn là một trong những mối lo ngại cấp bách nhất về an ninh quốc tế.",การแพร่กระจาย,"การแพร่กระจายนิวเคลียร์ยังคงเป็นข้อกังวลเร่งด่วนที่สุดในความมั่นคงระหว่างประเทศ",proliferasi,"Proliferasi nuklir tetap menjadi salah satu kekhawatiran paling mendesak dalam keamanan internasional."
confluence,"The confluence of archaeological evidence and textual sources confirmed the ancient trade route.",합류,"고고학적 증거와 문헌 자료의 합류가 고대 무역로를 확인해 주었다.",合流,"考古学的証拠とテキスト資料の合流が古代交易路を確認した。",汇合,"考古证据和文献资料的汇合证实了古代贸易路线。",confluencia,"La confluencia de evidencia arqueológica y fuentes textuales confirmó la antigua ruta comercial.",hội tụ,"Sự hội tụ của bằng chứng khảo cổ và nguồn văn bản xác nhận tuyến thương mại cổ đại.",การบรรจบ,"การบรรจบของหลักฐานทางโบราณคดีและแหล่งข้อมูลตัวอักษรยืนยันเส้นทางการค้าโบราณ",pertemuan,"Pertemuan bukti arkeologis dan sumber tekstual mengkonfirmasi jalur perdagangan kuno."
epoch,"The discovery marked a new epoch in our understanding of human migration patterns.",시대,"그 발견은 인간 이동 양상에 대한 이해의 새로운 시대를 열었다.",時代,"その発見は人類の移動パターンの理解における新時代を画した。",纪元,"这一发现标志着我们对人类迁徙模式理解的新纪元。",época,"El descubrimiento marcó una nueva época en nuestra comprensión de los patrones de migración humana.",kỷ nguyên,"Phát hiện này đánh dấu một kỷ nguyên mới trong hiểu biết về mô hình di cư của con người.",ยุคสมัย,"การค้นพบนี้เป็นจุดเริ่มต้นยุคสมัยใหม่ในความเข้าใจรูปแบบการอพยพของมนุษย์",zaman,"Penemuan tersebut menandai zaman baru dalam pemahaman kita tentang pola migrasi manusia."
endemic,"Several endemic species of reef fish face extinction due to habitat degradation.",고유의,"여러 고유 산호초 어종이 서식지 파괴로 멸종 위기에 처해 있다.",固有の,"いくつかのサンゴ礁固有種の魚が生息地の劣化により絶滅に直面している。",特有的,"几种特有的珊瑚礁鱼类因栖息地退化面临灭绝。",endémico,"Varias especies endémicas de peces de arrecife enfrentan la extinción debido a la degradación del hábitat.",đặc hữu,"Một số loài cá rạn san hô đặc hữu đối mặt với tuyệt chủng do suy thoái môi trường sống.",เฉพาะถิ่น,"สิ่งมีชีวิตเฉพาะถิ่นหลายชนิดในแนวปะการังเผชิญการสูญพันธุ์จากการเสื่อมโทรมของถิ่นอาศัย",endemik,"Beberapa spesies ikan karang endemik menghadapi kepunahan akibat degradasi habitat."
trophic,"Each trophic level in the marine food web transfers roughly ten percent of energy upward.",영양,"해양 먹이 그물의 각 영양 단계는 대략 10%의 에너지를 상위로 전달한다.",栄養の,"海洋食物網の各栄養段階は約10パーセントのエネルギーを上位に伝達する。",营养的,"海洋食物网中每个营养级向上传递约百分之十的能量。",trófico,"Cada nivel trófico en la red alimentaria marina transfiere aproximadamente el diez por ciento de la energía hacia arriba.",dinh dưỡng,"Mỗi bậc dinh dưỡng trong lưới thức ăn biển chuyển khoảng mười phần trăm năng lượng lên trên.",โภชนาการ,"แต่ละระดับโภชนาการในสายใยอาหารทะเลถ่ายโอนพลังงานประมาณสิบเปอร์เซ็นต์ขึ้นไป",trofik,"Setiap tingkat trofik dalam jaring makanan laut mentransfer sekitar sepuluh persen energi ke atas."
oscillation,"The El Nino-Southern Oscillation profoundly affects global weather patterns.",진동,"엘니뇨-남방진동은 전 세계 기상 패턴에 깊은 영향을 미친다.",振動,"エルニーニョ南方振動はグローバルな気象パターンに深く影響する。",振荡,"厄尔尼诺-南方涛动深刻影响全球天气模式。",oscilación,"La Oscilación del Sur-El Niño afecta profundamente los patrones climáticos globales.",dao động,"Dao động Nam El Nino ảnh hưởng sâu sắc đến các mô hình thời tiết toàn cầu.",การแกว่ง,"ปรากฏการณ์เอลนีโญ-ออสซิลเลชันใต้ส่งผลกระทบอย่างลึกซึ้งต่อรูปแบบสภาพอากาศโลก",osilasi,"Osilasi Selatan El Nino sangat mempengaruhi pola cuaca global."
ostinato,"The rhythmic ostinato in the bass line drives the momentum of the entire piece.",오스티나토,"베이스 라인의 리듬 오스티나토가 전체 곡의 추진력을 이끈다.",オスティナート,"低音部のリズミカルなオスティナートが楽曲全体の推進力を生む。",固定音型,"低音线条中的节奏固定音型推动了整首曲子的动力。",ostinato,"El ostinato rítmico en la línea de bajo impulsa el momentum de toda la pieza.",ostinato,"Ostinato nhịp điệu trong dòng bass thúc đẩy động lực của toàn bộ tác phẩm.",ออสตินาโต,"ออสตินาโตจังหวะในแนวเบสขับเคลื่อนโมเมนตัมของบทเพลงทั้งหมด",ostinato,"Ostinato ritmis pada garis bass mendorong momentum seluruh karya."
pentatonic,"Many folk traditions worldwide are built on the pentatonic scale.",오음음계의,"전 세계 많은 민속 전통은 오음음계에 기반을 두고 있다.",五音音階の,"世界中の多くの民俗伝統は五音音階に基づいている。",五声音阶的,"世界各地许多民间传统建立在五声音阶之上。",pentatónico,"Muchas tradiciones folclóricas en todo el mundo se basan en la escala pentatónica.",ngũ cung,"Nhiều truyền thống dân gian trên thế giới được xây dựng trên âm giai ngũ cung.",เพนทาโทนิก,"ประเพณีพื้นบ้านหลายแห่งทั่วโลกสร้างขึ้นจากบันไดเสียงเพนทาโทนิก",pentatonik,"Banyak tradisi rakyat di seluruh dunia dibangun di atas tangga nada pentatonik."
amplitude,"The amplitude of a sound wave determines its perceived loudness.",진폭,"음파의 진폭은 인지되는 음량을 결정한다.",振幅,"音波の振幅はその知覚される音量を決定する。",振幅,"声波的振幅决定了其感知的响度。",amplitud,"La amplitud de una onda sonora determina su volumen percibido.",biên độ,"Biên độ của sóng âm quyết định độ to được cảm nhận.",แอมพลิจูด,"แอมพลิจูดของคลื่นเสียงกำหนดความดังที่รับรู้ได้",amplitudo,"Amplitudo gelombang suara menentukan kekerasan yang dirasakan."
harmonics,"The rich harmonics of a cello give it a warm and resonant quality.",배음,"첼로의 풍부한 배음은 따뜻하고 공명하는 음질을 부여한다.",倍音,"チェロの豊かな倍音は温かく共鳴する音質を与える。",泛音,"大提琴丰富的泛音赋予其温暖共鸣的品质。",armónicos,"Los ricos armónicos del violonchelo le dan una calidad cálida y resonante.",bồi âm,"Bồi âm phong phú của cello mang lại cho nó chất lượng ấm áp và cộng hưởng.",ฮาร์โมนิกส์,"ฮาร์โมนิกส์ที่อุดมสมบูรณ์ของเชลโลทำให้มีคุณภาพเสียงอบอุ่นและก้องกังวาน",harmonik,"Harmonik yang kaya dari cello memberikan kualitas hangat dan beresonansi."
legato,"The pianist's legato technique created seamless transitions between phrases.",레가토,"피아니스트의 레가토 기법은 악구 사이의 매끄러운 전환을 만들었다.",レガート,"ピアニストのレガート技法はフレーズ間のシームレスな移行を生み出した。",连奏,"钢琴家的连奏技巧在乐句之间创造了无缝过渡。",legato,"La técnica de legato del pianista creó transiciones fluidas entre frases.",legato,"Kỹ thuật legato của nghệ sĩ piano tạo ra sự chuyển tiếp liền mạch giữa các câu nhạc.",เลกาโต,"เทคนิคเลกาโตของนักเปียโนสร้างการเปลี่ยนผ่านที่ไร้รอยต่อระหว่างวลี",legato,"Teknik legato pianis menciptakan transisi mulus antar frasa."
embargo,"The trade embargo severely restricted the flow of goods across the border.",금수조치,"무역 금수조치는 국경을 넘는 물자의 흐름을 심각하게 제한했다.",禁輸,"貿易禁輸は国境を越える物資の流れを厳しく制限した。",禁运,"贸易禁运严重限制了跨境货物流通。",embargo,"El embargo comercial restringió severamente el flujo de bienes a través de la frontera.",cấm vận,"Lệnh cấm vận thương mại hạn chế nghiêm trọng luồng hàng hóa qua biên giới.",การคว่ำบาตรทางการค้า,"การคว่ำบาตรทางการค้าจำกัดการไหลของสินค้าข้ามพรมแดนอย่างรุนแรง",embargo,"Embargo perdagangan sangat membatasi arus barang melintasi perbatasan."
demarcation,"The demarcation of maritime boundaries required extensive hydrographic surveys.",경계 획정,"해양 경계의 획정은 광범위한 수로 조사를 필요로 했다.",境界画定,"海洋境界の画定には広範な水路測量が必要だった。",划界,"海洋边界的划定需要大量水文调查。",demarcación,"La demarcación de los límites marítimos requirió extensos estudios hidrográficos.",phân định,"Việc phân định ranh giới hàng hải đòi hỏi các cuộc khảo sát thủy văn rộng rãi.",การกำหนดเขตแดน,"การกำหนดเขตแดนทางทะเลต้องใช้การสำรวจอุทกศาสตร์อย่างกว้างขวาง",demarkasi,"Demarkasi batas maritim memerlukan survei hidrografi yang ekstensif."
confidential,"The confidential memorandum outlined the terms of the proposed ceasefire.",기밀의,"기밀 각서는 제안된 휴전의 조건을 개괄했다.",機密の,"機密覚書は提案された停戦の条件を概説した。",机密的,"机密备忘录概述了拟议停火的条款。",confidencial,"El memorando confidencial esbozó los términos del alto el fuego propuesto.",mật,"Bản ghi nhớ mật phác thảo các điều khoản của lệnh ngừng bắn được đề xuất.",ลับ,"บันทึกลับสรุปเงื่อนไขของการหยุดยิงที่เสนอ",rahasia,"Memorandum rahasia menguraikan ketentuan gencatan senjata yang diusulkan."
autocorrelation,"Autocorrelation in time-series data suggests that observations are not independently distributed.",자기상관,"시계열 데이터의 자기상관은 관측치가 독립적으로 분포되지 않음을 시사한다.",自己相関,"時系列データの自己相関は観測値が独立に分布していないことを示唆する。",自相关,"时间序列数据中的自相关表明观测值不是独立分布的。",autocorrelación,"La autocorrelación en datos de series temporales sugiere que las observaciones no están distribuidas independientemente.",tự tương quan,"Tự tương quan trong dữ liệu chuỗi thời gian cho thấy các quan sát không phân bố độc lập.",สหสัมพันธ์ในตัวเอง,"สหสัมพันธ์ในตัวเองในข้อมูลอนุกรมเวลาบ่งชี้ว่าค่าสังเกตไม่ได้กระจายอย่างอิสระ",autokorelasi,"Autokorelasi dalam data deret waktu menunjukkan bahwa pengamatan tidak terdistribusi secara independen."
eigenvalue,"The largest eigenvalue of the covariance matrix captures the direction of maximum variance.",고유값,"공분산 행렬의 최대 고유값은 최대 분산 방향을 포착한다.",固有値,"共分散行列の最大固有値は最大分散の方向を捉える。",特征值,"协方差矩阵的最大特征值捕获最大方差的方向。",valor propio,"El mayor valor propio de la matriz de covarianza captura la dirección de máxima varianza.",giá trị riêng,"Giá trị riêng lớn nhất của ma trận hiệp phương sai nắm bắt hướng phương sai tối đa.",ค่าลักษณะเฉพาะ,"ค่าลักษณะเฉพาะที่ใหญ่ที่สุดของเมทริกซ์ความแปรปรวนร่วมจับทิศทางของความแปรปรวนสูงสุด",nilai eigen,"Nilai eigen terbesar dari matriks kovarians menangkap arah variansi maksimum."
stratification,"Stratification in sampling ensures proportional representation of subgroups.",층화,"표본 추출에서의 층화는 하위 집단의 비례적 대표성을 보장한다.",層化,"サンプリングにおける層化はサブグループの比例代表を保証する。",分层,"抽样中的分层确保子群的比例代表性。",estratificación,"La estratificación en el muestreo asegura la representación proporcional de subgrupos.",phân tầng,"Phân tầng trong lấy mẫu đảm bảo đại diện tỷ lệ của các nhóm con.",การแบ่งชั้น,"การแบ่งชั้นในการสุ่มตัวอย่างรับประกันการเป็นตัวแทนตามสัดส่วนของกลุ่มย่อย",stratifikasi,"Stratifikasi dalam pengambilan sampel memastikan representasi proporsional dari subkelompok."
fugue,"The four-voice fugue demonstrates the composer's contrapuntal ingenuity.",푸가,"4성 푸가는 작곡가의 대위법적 독창성을 보여준다.",フーガ,"4声のフーガは作曲家の対位法的な独創性を示している。",赋格,"四声部赋格展示了作曲家的对位法独创性。",fuga,"La fuga a cuatro voces demuestra el ingenio contrapuntístico del compositor.",fuga,"Fuga bốn bè thể hiện sự sáng tạo đối vị của nhà soạn nhạc.",ฟูก,"ฟูกสี่เสียงแสดงให้เห็นความเฉลียวฉลาดในเคาน์เตอร์พอยต์ของผู้ประพันธ์",fuga,"Fuga empat suara menunjukkan kecerdikan kontrapuntal komposer."
