hegemony,"The nation's cultural hegemony influenced global media trends.",패권,"그 나라의 문화적 패권은 세계 미디어 트렌드에 영향을 미쳤다.",覇権,"その国の文化的覇権は世界のメディアトレンドに影響を与えた。",霸权,"该国的文化霸权影响了全球媒体趋势。",hegemonía,"La hegemonía cultural de la nación influyó en las tendencias mediáticas globales.",quyền bá chủ,"Quyền bá chủ văn hóa của quốc gia đã ảnh hưởng đến xu hướng truyền thông toàn cầu.",อำนาจครอบงำ,"อำนาจครอบงำทางวัฒนธรรมของชาติมีอิทธิพลต่อแนวโน้มสื่อทั่วโลก",hegemoni,"Hegemoni budaya negara tersebut memengaruhi tren media global."
Schrödinger equation,"The Schrödinger equation is the fundamental equation governing quantum mechanical systems.",슈뢰딩거 방정식,"슈뢰딩거 방정식은 양자역학 시스템을 지배하는 기본 방정식이다.",シュレーディンガー方程式,"シュレーディンガー方程式は量子力学系を支配する基本方程式である。",薛定谔方程,"薛定谔方程是支配量子力学系统的基本方程。",ecuación de Schrödinger,"La ecuación de Schrödinger es la ecuación fundamental que rige los sistemas de mecánica cuántica.",phương trình Schrödinger,"Phương trình Schrödinger là phương trình cơ bản chi phối các hệ thống cơ học lượng tử.",สมการชเรอดิงเงอร์,"สมการชเรอดิงเงอร์เป็นสมการพื้นฐานที่ควบคุมระบบกลศาสตร์ควอนตัม",persamaan Schrödinger,"Persamaan Schrödinger adalah persamaan fundamental yang mengatur sistem mekanika kuantum."
quantum chromodynamics,"Quantum chromodynamics describes the strong force binding quarks within protons and neutrons.",양자 색역학,"양자 색역학은 양성자와 중성자 내에서 쿼크를 결합하는 강한 힘을 설명한다.",量子色力学,"量子色力学は陽子と中性子内のクォークを結合する強い力を記述する。",量子色动力学,"量子色动力学描述了将夸克束缚在质子和中子内的强力。",cromodinámica cuántica,"La cromodinámica cuántica describe la fuerza fuerte que une los quarks dentro de protones y neutrones.",sắc động lực học lượng tử,"Sắc động lực học lượng tử mô tả lực mạnh liên kết các quark trong proton và neutron.",ควอนตัมโครโมไดนามิกส์,"ควอนตัมโครโมไดนามิกส์อธิบายแรงเข้มที่ยึดเหนี่ยวควาร์กภายในโปรตอนและนิวตรอน",kromodinamika kuantum,"Kromodinamika kuantum mendeskripsikan gaya kuat yang mengikat kuark di dalam proton dan neutron."
qubit,"A qubit can represent both zero and one simultaneously through quantum superposition.",큐비트,"큐비트는 양자 중첩을 통해 동시에 0과 1을 나타낼 수 있다.",量子ビット,"量子ビットは量子重ね合わせにより同時にゼロと一の両方を表すことができる。",量子比特,"量子比特可以通过量子叠加同时表示零和一。",cúbit,"Un cúbit puede representar tanto cero como uno simultáneamente mediante la superposición cuántica.",qubit,"Một qubit có thể biểu diễn cả số không và số một đồng thời thông qua chồng chập lượng tử.",คิวบิต,"คิวบิตสามารถแทนค่าทั้งศูนย์และหนึ่งได้พร้อมกันผ่านสถานะซ้อนทับเชิงควอนตัม",qubit,"Sebuah qubit dapat mewakili nol dan satu secara bersamaan melalui superposisi kuantum."
fiduciary duty,"Board members have a fiduciary duty to act in the best interests of shareholders.",수탁자 의무,"이사회 구성원은 주주의 최선의 이익을 위해 행동할 수탁자 의무가 있다.",受託者責任,"取締役会メンバーは株主の最善の利益のために行動する受託者責任を負っている。",信托义务,"董事会成员有信托义务为股东的最大利益行事。",deber fiduciario,"Los miembros de la junta tienen el deber fiduciario de actuar en el mejor interés de los accionistas.",nghĩa vụ ủy thác,"Các thành viên hội đồng quản trị có nghĩa vụ ủy thác hành động vì lợi ích tốt nhất của cổ đông.",หน้าที่ความรับผิดชอบในฐานะผู้ดูแลผลประโยชน์,"สมาชิกคณะกรรมการมีหน้าที่ความรับผิดชอบในฐานะผู้ดูแลผลประโยชน์ในการดำเนินการเพื่อประโยชน์สูงสุดของผู้ถือหุ้น",kewajiban fidusia,"Anggota dewan memiliki kewajiban fidusia untuk bertindak demi kepentingan terbaik pemegang saham."
shareholder activism,"Shareholder activism has compelled corporations to adopt more transparent governance practices.",주주 행동주의,"주주 행동주의는 기업들이 더 투명한 지배구조를 채택하도록 강제했다.",株主アクティビズム,"株主アクティビズムは企業にさらに透明なガバナンス慣行の採用を強いた。",股东积极主义,"股东积极主义迫使企业采取更加透明的治理实践。",activismo accionarial,"El activismo accionarial ha obligado a las corporaciones a adoptar prácticas de gobernanza más transparentes.",hoạt động cổ đông,"Hoạt động cổ đông đã buộc các tập đoàn áp dụng các thông lệ quản trị minh bạch hơn.",การเคลื่อนไหวของผู้ถือหุ้น,"การเคลื่อนไหวของผู้ถือหุ้นบังคับให้บริษัทนำแนวปฏิบัติด้านธรรมาภิบาลที่โปร่งใสมากขึ้นมาใช้",aktivisme pemegang saham,"Aktivisme pemegang saham telah memaksa korporasi untuk mengadopsi praktik tata kelola yang lebih transparan."
due diligence,"The acquiring firm conducted extensive due diligence before finalizing the merger.",실사,"인수 기업은 합병을 최종 확정하기 전에 광범위한 실사를 수행했다.",デューデリジェンス,"買収企業は合併を最終決定する前に広範なデューデリジェンスを実施した。",尽职调查,"收购公司在最终确定合并之前进行了广泛的尽职调查。",diligencia debida,"La empresa adquirente realizó una exhaustiva diligencia debida antes de finalizar la fusión.",thẩm định,"Công ty mua lại đã tiến hành thẩm định rộng rãi trước khi hoàn tất việc sáp nhập.",การตรวจสอบสถานะ,"บริษัทผู้ซื้อกิจการดำเนินการตรวจสอบสถานะอย่างกว้างขวางก่อนสรุปการควบรวม",uji tuntas,"Perusahaan pengakuisisi melakukan uji tuntas yang ekstensif sebelum menyelesaikan merger."
corporate malfeasance,"The CEO was indicted for corporate malfeasance involving fraudulent accounting.",기업 비위,"CEO는 부정 회계를 수반하는 기업 비위로 기소되었다.",企業不正行為,"CEOは不正会計を含む企業不正行為で起訴された。",企业渎职,"首席执行官因涉及欺诈性会计的企业渎职行为被起诉。",delito corporativo,"El CEO fue acusado de delito corporativo que involucraba contabilidad fraudulenta.",hành vi sai trái của doanh nghiệp,"Giám đốc điều hành bị truy tố vì hành vi sai trái của doanh nghiệp liên quan đến gian lận kế toán.",การทุจริตขององค์กร,"ซีอีโอถูกฟ้องร้องในข้อหาทุจริตขององค์กรที่เกี่ยวกับการทำบัญชีหลอกลวง",kejahatan korporasi,"CEO tersebut didakwa atas kejahatan korporasi yang melibatkan akuntansi penipuan."
proxy vote,"Institutional investors used their proxy votes to challenge the board's executive compensation plan.",위임투표,"기관 투자자들은 위임투표를 사용하여 이사회의 임원 보상 계획에 이의를 제기했다.",委任状投票,"機関投資家は委任状投票を使って取締役会の役員報酬計画に異議を唱えた。",委托投票,"机构投资者利用其委托投票权对董事会的高管薪酬计划提出挑战。",voto por delegación,"Los inversores institucionales usaron sus votos por delegación para impugnar el plan de compensación ejecutiva.",bỏ phiếu ủy quyền,"Các nhà đầu tư tổ chức đã sử dụng phiếu bầu ủy quyền để phản đối kế hoạch lương thưởng điều hành.",การลงคะแนนโดยมอบฉันทะ,"นักลงทุนสถาบันใช้การลงคะแนนโดยมอบฉันทะเพื่อท้าทายแผนค่าตอบแทนผู้บริหาร",pemungutan suara proksi,"Investor institusional menggunakan hak suara proksi mereka untuk menentang rencana kompensasi eksekutif dewan."
stakeholder theory,"Stakeholder theory argues that companies should serve all stakeholders rather than just shareholders.",이해관계자 이론,"이해관계자 이론은 기업이 주주만이 아닌 모든 이해관계자를 위해 봉사해야 한다고 주장한다.",ステークホルダー理論,"ステークホルダー理論は企業が株主だけでなく全てのステークホルダーに奉仕すべきだと主張する。",利益相关者理论,"利益相关者理论认为公司应该服务于所有利益相关者而不仅仅是股东。",teoría de las partes interesadas,"La teoría de las partes interesadas argumenta que las empresas deben servir a todas las partes interesadas y no solo a los accionistas.",lý thuyết các bên liên quan,"Lý thuyết các bên liên quan cho rằng công ty nên phục vụ tất cả các bên liên quan chứ không chỉ cổ đông.",ทฤษฎีผู้มีส่วนได้ส่วนเสีย,"ทฤษฎีผู้มีส่วนได้ส่วนเสียโต้แย้งว่าบริษัทควรให้บริการผู้มีส่วนได้ส่วนเสียทุกฝ่ายไม่ใช่แค่ผู้ถือหุ้น",teori pemangku kepentingan,"Teori pemangku kepentingan berargumen bahwa perusahaan harus melayani semua pemangku kepentingan bukan hanya pemegang saham."
whistleblower,"The whistleblower exposed systemic corruption within the multinational corporation.",내부 고발자,"내부 고발자는 다국적 기업 내의 체계적 부패를 폭로했다.",内部告発者,"内部告発者は多国籍企業内の組織的な腐敗を暴露した。",举报人,"举报人揭露了跨国公司内部的系统性腐败。",denunciante,"El denunciante expuso la corrupción sistémica dentro de la corporación multinacional.",người tố giác,"Người tố giác đã phơi bày tham nhũng có hệ thống trong tập đoàn đa quốc gia.",ผู้แจ้งเบาะแส,"ผู้แจ้งเบาะแสเปิดโปงการทุจริตเชิงระบบภายในบริษัทข้ามชาติ",pelapor pelanggaran,"Pelapor pelanggaran mengungkap korupsi sistemik di dalam korporasi multinasional."
hostile takeover,"The hostile takeover attempt was thwarted by the company's poison pill defense.",적대적 인수,"적대적 인수 시도는 회사의 독약 방어 전략에 의해 저지되었다.",敵対的買収,"敵対的買収の試みはポイズンピル防衛策によって阻止された。",恶意收购,"恶意收购企图被公司的毒丸防御措施所挫败。",adquisición hostil,"El intento de adquisición hostil fue frustrado por la defensa de la píldora venenosa de la empresa.",thâu tóm thù địch,"Nỗ lực thâu tóm thù địch đã bị ngăn chặn bởi chiến lược phòng thủ thuốc độc của công ty.",การเข้าครอบครองกิจการแบบไม่เป็นมิตร,"ความพยายามเข้าครอบครองกิจการแบบไม่เป็นมิตรถูกขัดขวางโดยกลยุทธ์ป้องกันแบบยาพิษของบริษัท",pengambilalihan paksa,"Upaya pengambilalihan paksa digagalkan oleh pertahanan pil racun perusahaan."
regulatory compliance,"Failure to maintain regulatory compliance resulted in substantial penalties for the bank.",규제 준수,"규제 준수를 유지하지 못한 것은 은행에 상당한 벌금을 초래했다.",規制遵守,"規制遵守の維持に失敗したことで銀行は多額の罰金を科された。",监管合规,"未能维持监管合规导致该银行受到巨额罚款。",cumplimiento regulatorio,"El incumplimiento del cumplimiento regulatorio resultó en penalizaciones sustanciales para el banco.",tuân thủ quy định,"Việc không duy trì tuân thủ quy định đã dẫn đến các hình phạt đáng kể cho ngân hàng.",การปฏิบัติตามกฎระเบียบ,"การล้มเหลวในการรักษาการปฏิบัติตามกฎระเบียบส่งผลให้ธนาคารถูกปรับเป็นจำนวนมาก",kepatuhan regulasi,"Kegagalan menjaga kepatuhan regulasi mengakibatkan denda yang besar bagi bank tersebut."
insider trading,"The executive was convicted of insider trading after profiting from undisclosed merger information.",내부자 거래,"그 임원은 미공개 합병 정보로 이익을 얻은 후 내부자 거래로 유죄 판결을 받았다.",インサイダー取引,"その役員は非公開の合併情報から利益を得たインサイダー取引で有罪判決を受けた。",内幕交易,"该高管因利用未公开的合并信息获利而被判内幕交易罪。",uso de información privilegiada,"El ejecutivo fue condenado por uso de información privilegiada tras beneficiarse de información no divulgada sobre la fusión.",giao dịch nội gián,"Giám đốc điều hành bị kết tội giao dịch nội gián sau khi thu lợi từ thông tin sáp nhập chưa công bố.",การซื้อขายโดยใช้ข้อมูลภายใน,"ผู้บริหารถูกตัดสินว่ามีความผิดฐานซื้อขายโดยใช้ข้อมูลภายในหลังจากแสวงหากำไรจากข้อมูลการควบรวมที่ไม่เปิดเผย",perdagangan orang dalam,"Eksekutif tersebut dinyatakan bersalah atas perdagangan orang dalam setelah mendapat keuntungan dari informasi merger yang belum diungkapkan."
conflict of interest,"The judge recused herself due to an undisclosed conflict of interest.",이해충돌,"판사는 공개되지 않은 이해충돌로 인해 스스로 회피했다.",利益相反,"裁判官は未開示の利益相反のため自ら回避した。",利益冲突,"法官因未披露的利益冲突而自行回避。",conflicto de intereses,"La jueza se recusó debido a un conflicto de intereses no revelado.",xung đột lợi ích,"Thẩm phán đã tự rút lui do xung đột lợi ích chưa được công bố.",ผลประโยชน์ทับซ้อน,"ผู้พิพากษาถอนตัวเนื่องจากผลประโยชน์ทับซ้อนที่ไม่ได้เปิดเผย",konflik kepentingan,"Hakim tersebut mengundurkan diri karena konflik kepentingan yang tidak diungkapkan."
corporate espionage,"Corporate espionage involving trade secrets has become a major concern for technology firms.",기업 스파이,"영업 비밀과 관련된 기업 스파이는 기술 기업의 주요 관심사가 되었다.",企業スパイ,"企業秘密を含む企業スパイ活動はテクノロジー企業にとって大きな懸念事項となっている。",商业间谍,"涉及商业机密的商业间谍活动已成为科技公司的主要关注点。",espionaje corporativo,"El espionaje corporativo que involucra secretos comerciales se ha convertido en una gran preocupación para las empresas tecnológicas.",gián điệp doanh nghiệp,"Gián điệp doanh nghiệp liên quan đến bí mật thương mại đã trở thành mối lo ngại lớn cho các công ty công nghệ.",การจารกรรมทางธุรกิจ,"การจารกรรมทางธุรกิจที่เกี่ยวข้องกับความลับทางการค้าได้กลายเป็นความกังวลหลักสำหรับบริษัทเทคโนโลยี",spionase korporasi,"Spionase korporasi yang melibatkan rahasia dagang telah menjadi perhatian utama bagi perusahaan teknologi."
sanctions,"Economic sanctions were imposed to pressure the regime into diplomatic negotiations.",제재,"외교 협상에 나서도록 정권에 압력을 가하기 위해 경제 제재가 부과되었다.",制裁,"外交交渉に臨むよう政権に圧力をかけるため経済制裁が科された。",制裁,"经济制裁被施加以迫使该政权进行外交谈判。",sanciones,"Se impusieron sanciones económicas para presionar al régimen a entrar en negociaciones diplomáticas.",trừng phạt,"Các biện pháp trừng phạt kinh tế đã được áp đặt để gây áp lực buộc chế độ tham gia đàm phán ngoại giao.",การคว่ำบาตร,"มาตรการคว่ำบาตรทางเศรษฐกิจถูกบังคับใช้เพื่อกดดันให้ระบอบการปกครองเข้าสู่การเจรจาทางการทูต",sanksi,"Sanksi ekonomi dijatuhkan untuk menekan rezim agar mau bernegosiasi secara diplomatik."
realpolitik,"The foreign minister adopted a realpolitik approach prioritizing national interests over ideological alliances.",현실정치,"외무장관은 이념적 동맹보다 국가 이익을 우선시하는 현실정치적 접근법을 채택했다.",レアルポリティーク,"外務大臣はイデオロギー的同盟よりも国益を優先するレアルポリティーク的アプローチを採用した。",现实政治,"外交部长采取了现实政治的方法将国家利益置于意识形态联盟之上。",realpolitik,"El ministro de relaciones exteriores adoptó un enfoque de realpolitik priorizando los intereses nacionales sobre las alianzas ideológicas.",chính trị thực dụng,"Bộ trưởng ngoại giao đã áp dụng cách tiếp cận chính trị thực dụng ưu tiên lợi ích quốc gia hơn liên minh ý thức hệ.",การเมืองแบบสัจนิยม,"รัฐมนตรีต่างประเทศใช้แนวทางการเมืองแบบสัจนิยมที่ให้ความสำคัญกับผลประโยชน์ของชาติเหนือพันธมิตรทางอุดมการณ์",realpolitik,"Menteri luar negeri mengadopsi pendekatan realpolitik yang memprioritaskan kepentingan nasional di atas aliansi ideologis."
rapprochement,"The rapprochement between the former adversaries led to a historic peace agreement.",화해,"과거 적대국들 간의 화해는 역사적인 평화 협정으로 이어졌다.",関係改善,"かつての敵対国間の関係改善は歴史的な平和協定につながった。",和解,"前对手之间的和解促成了一项历史性的和平协议。",acercamiento,"El acercamiento entre los antiguos adversarios condujo a un acuerdo de paz histórico.",sự xích lại gần nhau,"Sự xích lại gần nhau giữa các đối thủ cũ đã dẫn đến một thỏa thuận hòa bình lịch sử.",การฟื้นฟูความสัมพันธ์,"การฟื้นฟูความสัมพันธ์ระหว่างอดีตฝ่ายตรงข้ามนำไปสู่ข้อตกลงสันติภาพครั้งประวัติศาสตร์",normalisasi hubungan,"Normalisasi hubungan antara mantan musuh tersebut menghasilkan perjanjian damai yang bersejarah."
self-actualization,"Maslow positioned self-actualization at the apex of his hierarchy of needs.",자아실현,"매슬로우는 욕구 계층의 정점에 자아실현을 위치시켰다.",自己実現,"マズローは欲求階層の頂点に自己実現を位置づけた。",自我实现,"马斯洛将自我实现置于其需求层次的顶点。",autorrealización,"Maslow posicionó la autorrealización en la cúspide de su jerarquía de necesidades.",tự hiện thực hóa,"Maslow đặt tự hiện thực hóa ở đỉnh của tháp nhu cầu.",การบรรลุศักยภาพของตนเอง,"มาสโลว์วางตำแหน่งการบรรลุศักยภาพของตนเองไว้ที่จุดสูงสุดของลำดับขั้นความต้องการ",aktualisasi diri,"Maslow menempatkan aktualisasi diri di puncak hierarki kebutuhannya."
confirmation bias,"Confirmation bias leads people to favor information that supports their preexisting beliefs.",확증 편향,"확증 편향은 사람들이 기존 신념을 뒷받침하는 정보를 선호하게 만든다.",確証バイアス,"確証バイアスは人々が既存の信念を支持する情報を好むようにする。",确认偏误,"确认偏误导致人们偏向支持其已有信念的信息。",sesgo de confirmación,"El sesgo de confirmación lleva a las personas a favorecer información que respalda sus creencias preexistentes.",thiên kiến xác nhận,"Thiên kiến xác nhận khiến người ta ưa thích thông tin ủng hộ niềm tin sẵn có của họ.",อคติเพื่อยืนยัน,"อคติเพื่อยืนยันทำให้ผู้คนเลือกรับข้อมูลที่สนับสนุนความเชื่อที่มีอยู่ก่อนแล้ว",bias konfirmasi,"Bias konfirmasi membuat orang cenderung memilih informasi yang mendukung keyakinan mereka yang sudah ada."
operant conditioning,"Operant conditioning uses reinforcement and punishment to shape voluntary behavior.",조작적 조건형성,"조작적 조건형성은 강화와 처벌을 사용하여 자발적 행동을 형성한다.",オペラント条件づけ,"オペラント条件づけは強化と罰を用いて自発的な行動を形成する。",操作性条件反射,"操作性条件反射使用强化和惩罚来塑造自主行为。",condicionamiento operante,"El condicionamiento operante usa refuerzo y castigo para moldear el comportamiento voluntario.",điều kiện hóa tạo tác,"Điều kiện hóa tạo tác sử dụng củng cố và trừng phạt để định hình hành vi tự nguyện.",การวางเงื่อนไขแบบการกระทำ,"การวางเงื่อนไขแบบการกระทำใช้การเสริมแรงและการลงโทษเพื่อหล่อหลอมพฤติกรรมที่ทำโดยสมัครใจ",pengkondisian operan,"Pengkondisian operan menggunakan penguatan dan hukuman untuk membentuk perilaku sukarela."
executive compensation,"Excessive executive compensation has drawn criticism from governance watchdog groups.",임원 보수,"과도한 임원 보수는 지배구조 감시 단체들의 비판을 받았다.",役員報酬,"過度な役員報酬はガバナンス監視団体から批判を受けている。",高管薪酬,"过高的高管薪酬引发了治理监督组织的批评。",compensación ejecutiva,"La compensación ejecutiva excesiva ha recibido críticas de grupos de vigilancia de gobernanza.",lương thưởng điều hành,"Lương thưởng điều hành quá mức đã bị các tổ chức giám sát quản trị chỉ trích.",ค่าตอบแทนผู้บริหาร,"ค่าตอบแทนผู้บริหารที่มากเกินไปถูกวิพากษ์วิจารณ์จากกลุ่มเฝ้าระวังด้านธรรมาภิบาล",kompensasi eksekutif,"Kompensasi eksekutif yang berlebihan telah menarik kritik dari kelompok pengawas tata kelola."
cognitive behavioral therapy,"Cognitive behavioral therapy restructures maladaptive thought patterns to alleviate anxiety disorders.",인지행동치료,"인지행동치료는 불안 장애를 완화하기 위해 부적응적 사고 패턴을 재구성한다.",認知行動療法,"認知行動療法は不安障害を緩和するために不適応的な思考パターンを再構成する。",认知行为疗法,"认知行为疗法通过重构不良思维模式来缓解焦虑症。",terapia cognitivo-conductual,"La terapia cognitivo-conductual reestructura patrones de pensamiento desadaptativos para aliviar trastornos de ansiedad.",liệu pháp hành vi nhận thức,"Liệu pháp hành vi nhận thức tái cấu trúc các mô hình suy nghĩ không thích nghi để giảm bớt rối loạn lo âu.",การบำบัดทางปัญญาและพฤติกรรม,"การบำบัดทางปัญญาและพฤติกรรมปรับโครงสร้างรูปแบบความคิดที่ไม่เหมาะสมเพื่อบรรเทาโรควิตกกังวล",terapi perilaku kognitif,"Terapi perilaku kognitif merestrukturisasi pola pikir maladaptif untuk meringankan gangguan kecemasan."
deterrence,"Nuclear deterrence doctrine relies on the threat of mutually assured destruction.",억제,"핵 억제 독트린은 상호확증파괴의 위협에 의존한다.",抑止,"核抑止ドクトリンは相互確証破壊の脅威に依拠している。",威慑,"核威慑理论依赖于相互确保毁灭的威胁。",disuasión,"La doctrina de disuasión nuclear se basa en la amenaza de destrucción mutua asegurada.",răn đe,"Học thuyết răn đe hạt nhân dựa vào mối đe dọa hủy diệt lẫn nhau được bảo đảm.",การยับยั้ง,"หลักนิยมการยับยั้งด้วยนิวเคลียร์อาศัยการข่มขู่ด้วยการทำลายล้างซึ่งกันและกัน",pencegahan,"Doktrin pencegahan nuklir bergantung pada ancaman kehancuran yang saling dijamin."
brinkmanship,"The leader's brinkmanship brought the two nations dangerously close to armed conflict.",벼랑 끝 전술,"지도자의 벼랑 끝 전술은 두 나라를 무력 충돌의 위험한 경계로 몰고 갔다.",瀬戸際政策,"指導者の瀬戸際政策は両国を武力衝突の危険な境界に追い込んだ。",边缘政策,"领导人的边缘政策使两国危险地接近武装冲突。",política de riesgo calculado,"La política de riesgo calculado del líder llevó a las dos naciones peligrosamente cerca de un conflicto armado.",chính sách bên miệng hố chiến tranh,"Chính sách bên miệng hố chiến tranh của nhà lãnh đạo đã đưa hai quốc gia đến gần xung đột vũ trang một cách nguy hiểm.",นโยบายเสี่ยงขั้นสุด,"นโยบายเสี่ยงขั้นสุดของผู้นำทำให้ทั้งสองประเทศเข้าใกล้ความขัดแย้งทางอาวุธอย่างอันตราย",politik brinksmanship,"Politik brinksmanship pemimpin tersebut membawa kedua negara sangat dekat ke konflik bersenjata."
epigenetics,"Epigenetics reveals how environmental factors can alter gene expression without changing DNA sequences.",후성유전학,"후성유전학은 환경적 요인이 DNA 서열을 변경하지 않고 유전자 발현을 어떻게 변화시킬 수 있는지 밝혀준다.",エピジェネティクス,"エピジェネティクスは環境要因がDNA配列を変えずに遺伝子発現をどのように変化させるかを明らかにする。",表观遗传学,"表观遗传学揭示了环境因素如何在不改变DNA序列的情况下改变基因表达。",epigenética,"La epigenética revela cómo los factores ambientales pueden alterar la expresión génica sin cambiar las secuencias de ADN.",di truyền biểu sinh,"Di truyền biểu sinh cho thấy các yếu tố môi trường có thể thay đổi biểu hiện gen mà không thay đổi trình tự DNA.",เอพิเจเนติกส์,"เอพิเจเนติกส์เผยให้เห็นว่าปัจจัยด้านสิ่งแวดล้อมสามารถเปลี่ยนแปลงการแสดงออกของยีนโดยไม่เปลี่ยนลำดับดีเอ็นเอ",epigenetika,"Epigenetika mengungkap bagaimana faktor lingkungan dapat mengubah ekspresi gen tanpa mengubah urutan DNA."
placebo effect,"The placebo effect demonstrates the powerful influence of psychological expectation on physical healing.",위약 효과,"위약 효과는 심리적 기대가 신체 치유에 미치는 강력한 영향을 보여준다.",プラセボ効果,"プラセボ効果は心理的期待が身体の治癒に及ぼす強力な影響を示す。",安慰剂效应,"安慰剂效应表明心理预期对身体愈合的强大影响。",efecto placebo,"El efecto placebo demuestra la poderosa influencia de la expectativa psicológica en la curación física.",hiệu ứng giả dược,"Hiệu ứng giả dược cho thấy ảnh hưởng mạnh mẽ của kỳ vọng tâm lý đối với quá trình chữa lành thể chất.",ผลของยาหลอก,"ผลของยาหลอกแสดงให้เห็นอิทธิพลอันทรงพลังของความคาดหวังทางจิตวิทยาต่อการรักษาทางกายภาพ",efek plasebo,"Efek plasebo menunjukkan pengaruh kuat ekspektasi psikologis terhadap penyembuhan fisik."
autonomous weapon,"The development of autonomous weapons raises profound ethical questions about algorithmic decision-making in warfare.",자율무기,"자율무기의 개발은 전쟁에서 알고리즘적 의사결정에 대한 심오한 윤리적 질문을 제기한다.",自律型兵器,"自律型兵器の開発は戦争におけるアルゴリズムによる意思決定について深い倫理的問題を提起する。",自主武器,"自主武器的开发引发了关于战争中算法决策的深刻伦理问题。",arma autónoma,"El desarrollo de armas autónomas plantea profundas cuestiones éticas sobre la toma de decisiones algorítmica en la guerra.",vũ khí tự hành,"Việc phát triển vũ khí tự hành đặt ra những câu hỏi đạo đức sâu sắc về việc ra quyết định bằng thuật toán trong chiến tranh.",อาวุธอัตโนมัติ,"การพัฒนาอาวุธอัตโนมัติก่อให้เกิดคำถามทางจริยธรรมอันลึกซึ้งเกี่ยวกับการตัดสินใจด้วยอัลกอริทึมในสงคราม",senjata otonom,"Pengembangan senjata otonom menimbulkan pertanyaan etis yang mendalam tentang pengambilan keputusan algoritmik dalam peperangan."
board of directors,"The board of directors unanimously approved the strategic restructuring plan.",이사회,"이사회는 전략적 구조조정 계획을 만장일치로 승인했다.",取締役会,"取締役会は戦略的リストラ計画を全会一致で承認した。",董事会,"董事会一致批准了战略重组计划。",junta directiva,"La junta directiva aprobó unánimemente el plan de reestructuración estratégica.",hội đồng quản trị,"Hội đồng quản trị đã nhất trí thông qua kế hoạch tái cơ cấu chiến lược.",คณะกรรมการบริษัท,"คณะกรรมการบริษัทอนุมัติแผนปรับโครงสร้างเชิงกลยุทธ์เป็นเอกฉันท์",dewan direksi,"Dewan direksi dengan suara bulat menyetujui rencana restrukturisasi strategis."
dark matter,"Dark matter constitutes approximately twenty-seven percent of the universe yet remains undetectable by conventional instruments.",암흑물질,"암흑물질은 우주의 약 27%를 구성하지만 기존 장비로는 감지할 수 없다.",暗黒物質,"暗黒物質は宇宙の約27パーセントを構成するが従来の機器では検出できない。",暗物质,"暗物质约占宇宙的百分之二十七但仍然无法用传统仪器探测到。",materia oscura,"La materia oscura constituye aproximadamente el veintisiete por ciento del universo pero sigue siendo indetectable por instrumentos convencionales.",vật chất tối,"Vật chất tối chiếm khoảng hai mươi bảy phần trăm vũ trụ nhưng vẫn không thể phát hiện bằng các thiết bị thông thường.",สสารมืด,"สสารมืดประกอบเป็นประมาณยี่สิบเจ็ดเปอร์เซ็นต์ของจักรวาลแต่ยังตรวจจับไม่ได้ด้วยเครื่องมือทั่วไป",materi gelap,"Materi gelap menyusun sekitar dua puluh tujuh persen alam semesta namun tetap tidak terdeteksi oleh instrumen konvensional."
antimatter,"When antimatter collides with matter both are annihilated releasing enormous energy.",반물질,"반물질이 물질과 충돌하면 둘 다 소멸하면서 엄청난 에너지를 방출한다.",反物質,"反物質が物質と衝突すると両方が消滅し莫大なエネルギーを放出する。",反物质,"当反物质与物质碰撞时两者都会湮灭释放出巨大的能量。",antimateria,"Cuando la antimateria colisiona con la materia ambas se aniquilan liberando una energía enorme.",phản vật chất,"Khi phản vật chất va chạm với vật chất cả hai đều bị hủy diệt giải phóng năng lượng khổng lồ.",ปฏิสสาร,"เมื่อปฏิสสารชนกับสสาร ทั้งสองจะถูกทำลายล้างและปลดปล่อยพลังงานมหาศาล",antimateri,"Ketika antimateri bertabrakan dengan materi keduanya dimusnahkan dan melepaskan energi yang sangat besar."
string theory,"String theory posits that fundamental particles are actually one-dimensional vibrating strings.",끈 이론,"끈 이론은 기본 입자가 실제로 1차원 진동하는 끈이라고 가정한다.",弦理論,"弦理論は基本粒子が実際には一次元の振動する弦であると仮定する。",弦理论,"弦理论假设基本粒子实际上是一维振动的弦。",teoría de cuerdas,"La teoría de cuerdas postula que las partículas fundamentales son en realidad cuerdas vibrantes unidimensionales.",lý thuyết dây,"Lý thuyết dây cho rằng các hạt cơ bản thực chất là các dây dao động một chiều.",ทฤษฎีสตริง,"ทฤษฎีสตริงตั้งสมมติฐานว่าอนุภาคพื้นฐานเป็นสายสั่นสะเทือนหนึ่งมิติ",teori string,"Teori string berpendapat bahwa partikel fundamental sebenarnya adalah string bergetar satu dimensi."
