cognition,"Higher-order cognition distinguishes humans from most other species.",인지,"고차원적 인지는 인간을 대부분의 다른 종과 구별한다.",認知,高次の認知は人間を他のほとんどの種と区別する。,认知,高级认知将人类与大多数其他物种区分开来。,cognición,La cognición de orden superior distingue a los humanos de la mayoría de las otras especies.,nhận thức,Nhận thức bậc cao phân biệt con người với hầu hết các loài khác.,การรับรู้,การรับรู้ขั้นสูงทำให้มนุษย์แตกต่างจากสิ่งมีชีวิตอื่นส่วนใหญ่,kognisi,Kognisi tingkat tinggi membedakan manusia dari kebanyakan spesies lain.
multilateral,"Multilateral negotiations are often protracted due to the divergent interests of participating states.",다자간의,"다자간 협상은 참여국들의 서로 다른 이해관계로 인해 종종 장기화된다.",多国間の,多国間交渉は参加国の利害の相違により長期化することが多い。,多边的,多边谈判通常因参与国利益分歧而旷日持久。,multilateral,Las negociaciones multilaterales suelen ser prolongadas debido a los intereses divergentes de los estados participantes.,đa phương,Các cuộc đàm phán đa phương thường kéo dài do lợi ích khác nhau của các quốc gia tham gia.,พหุภาคี,การเจรจาพหุภาคีมักยืดเยื้อเนื่องจากผลประโยชน์ที่แตกต่างกันของรัฐที่เข้าร่วม,multilateral,Negosiasi multilateral sering berlarut-larut karena kepentingan yang berbeda dari negara-negara peserta.
coalition,"A broad coalition of nations was formed to address the humanitarian crisis.",연합,"인도주의적 위기에 대처하기 위해 광범위한 국가 연합이 결성되었다.",連合,人道的危機に対処するために幅広い国家連合が結成された。,联盟,为应对人道主义危机成立了一个广泛的国家联盟。,coalición,Se formó una amplia coalición de naciones para abordar la crisis humanitaria.,liên minh,Một liên minh rộng rãi các quốc gia đã được thành lập để giải quyết cuộc khủng hoảng nhân đạo.,กลุ่มพันธมิตร,กลุ่มพันธมิตรของหลายชาติถูกจัดตั้งขึ้นเพื่อรับมือกับวิกฤตด้านมนุษยธรรม,koalisi,Koalisi luas negara-negara dibentuk untuk mengatasi krisis kemanusiaan.
alliance,"NATO remains the most enduring military alliance in modern history.",동맹,"나토는 현대사에서 가장 오래 지속된 군사 동맹이다.",同盟,NATOは現代史において最も持続的な軍事同盟である。,联盟,北约仍然是现代历史上最持久的军事联盟。,alianza,La OTAN sigue siendo la alianza militar más duradera de la historia moderna.,liên minh,NATO vẫn là liên minh quân sự bền vững nhất trong lịch sử hiện đại.,พันธมิตร,นาโตยังคงเป็นพันธมิตรทางทหารที่ยั่งยืนที่สุดในประวัติศาสตร์สมัยใหม่,aliansi,NATO tetap menjadi aliansi militer paling bertahan lama dalam sejarah modern.
mediation,"International mediation helped avert a full-scale armed conflict between the neighboring states.",중재,"국제 중재는 이웃 국가들 간의 전면적인 무력 충돌을 방지하는 데 도움이 되었다.",調停,国際的な調停は隣国間の全面的な武力紛争の回避に貢献した。,调解,国际调解帮助避免了邻国之间的全面武装冲突。,mediación,La mediación internacional ayudó a evitar un conflicto armado a gran escala entre los estados vecinos.,hòa giải,Hòa giải quốc tế đã giúp ngăn chặn một cuộc xung đột vũ trang toàn diện giữa các quốc gia láng giềng.,การไกล่เกลี่ย,การไกล่เกลี่ยระหว่างประเทศช่วยป้องกันความขัดแย้งทางอาวุธเต็มรูปแบบระหว่างรัฐเพื่อนบ้าน,mediasi,Mediasi internasional membantu mencegah konflik bersenjata berskala penuh antara negara-negara tetangga.
geopolitical,"Geopolitical tensions in the strait have disrupted critical shipping lanes.",지정학적,"해협에서의 지정학적 긴장은 중요한 해운 항로를 방해했다.",地政学的,海峡における地政学的緊張は重要な航路を混乱させた。,地缘政治的,海峡的地缘政治紧张局势扰乱了关键的航运通道。,geopolítico,Las tensiones geopolíticas en el estrecho han interrumpido las rutas de navegación críticas.,địa chính trị,Căng thẳng địa chính trị ở eo biển đã làm gián đoạn các tuyến vận tải biển quan trọng.,ภูมิรัฐศาสตร์,ความตึงเครียดทางภูมิรัฐศาสตร์ในช่องแคบได้ทำลายเส้นทางเดินเรือที่สำคัญ,geopolitik,Ketegangan geopolitik di selat tersebut telah mengganggu jalur pelayaran penting.
hegemony,"Critics argue that cultural hegemony suppresses minority perspectives and alternative narratives.",패권,"비평가들은 문화적 패권이 소수자 관점과 대안적 서사를 억압한다고 주장한다.",覇権,批評家たちは文化的覇権が少数派の視点や代替的な物語を抑圧すると主張する。,霸权,批评者认为文化霸权压制了少数派的观点和替代性叙事。,hegemonía,Los críticos argumentan que la hegemonía cultural suprime las perspectivas minoritarias y las narrativas alternativas.,bá quyền,Các nhà phê bình cho rằng bá quyền văn hóa đàn áp quan điểm của thiểu số và các câu chuyện thay thế.,อำนาจครอบงำ,นักวิจารณ์โต้แย้งว่าอำนาจครอบงำทางวัฒนธรรมกดทับมุมมองของชนกลุ่มน้อยและเรื่องเล่าทางเลือก,hegemoni,Kritikus berpendapat bahwa hegemoni budaya menekan perspektif minoritas dan narasi alternatif.détente,"The period of détente between the superpowers reduced the threat of nuclear confrontation.",데탕트,"초강대국들 간의 데탕트 시기는 핵 대결의 위협을 줄였다.",デタント,超大国間のデタントの時期は核対決の脅威を減少させた。,缓和,超级大国之间的缓和时期减少了核对抗的威胁。,distensión,El período de distensión entre las superpotencias redujo la amenaza de confrontación nuclear.,hòa hoãn,Thời kỳ hòa hoãn giữa các siêu cường đã giảm bớt nguy cơ đối đầu hạt nhân.,การผ่อนคลายความตึงเครียด,ช่วงเวลาการผ่อนคลายความตึงเครียดระหว่างมหาอำนาจลดภัยคุกคามจากการเผชิญหน้านิวเคลียร์,détente,Periode détente antara negara adidaya mengurangi ancaman konfrontasi nuklir.
sovereignty,"The small nation fiercely defended its sovereignty against external interference.",주권,"그 소국은 외부 간섭에 맞서 주권을 맹렬히 수호했다.",主権,その小国は外部の干渉に対して自国の主権を猛烈に守った。,主权,这个小国强烈捍卫其主权不受外部干涉。,soberanía,La pequeña nación defendió ferozmente su soberanía contra la interferencia externa.,chủ quyền,Quốc gia nhỏ bé đã kiên quyết bảo vệ chủ quyền của mình trước sự can thiệp từ bên ngoài.,อำนาจอธิปไตย,ประเทศเล็กๆ ปกป้องอำนาจอธิปไตยของตนอย่างดุเดือดจากการแทรกแซงจากภายนอก,kedaulatan,Negara kecil itu dengan gigih mempertahankan kedaulatannya dari campur tangan luar.
diplomacy,"Effective diplomacy requires patience and a willingness to understand opposing viewpoints.",외교,"효과적인 외교는 인내심과 반대 견해를 이해하려는 의지가 필요하다.",外交,効果的な外交には忍耐と対立する見解を理解しようとする意志が必要である。,外交,有效的外交需要耐心和理解对立观点的意愿。,diplomacia,La diplomacia efectiva requiere paciencia y disposición para comprender puntos de vista opuestos.,ngoại giao,Ngoại giao hiệu quả đòi hỏi sự kiên nhẫn và sẵn sàng thấu hiểu các quan điểm đối lập.,การทูต,การทูตที่มีประสิทธิภาพต้องการความอดทนและความเต็มใจที่จะเข้าใจมุมมองที่ตรงข้าม,diplomasi,Diplomasi yang efektif membutuhkan kesabaran dan kemauan untuk memahami sudut pandang yang berlawanan.
annexation,"The annexation of the territory was condemned by the international community as illegal.",병합,"그 영토의 병합은 국제 사회에 의해 불법으로 규탄되었다.",併合,その領土の併合は国際社会によって違法として非難された。,吞并,国际社会谴责该领土的吞并是非法的。,anexión,La anexión del territorio fue condenada por la comunidad internacional como ilegal.,sáp nhập,Việc sáp nhập lãnh thổ đã bị cộng đồng quốc tế lên án là bất hợp pháp.,การผนวก,การผนวกดินแดนถูกประณามจากประชาคมระหว่างประเทศว่าผิดกฎหมาย,aneksasi,Aneksasi wilayah tersebut dikecam oleh komunitas internasional sebagai ilegal.
rapprochement,"The rapprochement between the former rivals signaled a new era of cooperation.",화해; 관계 개선,"과거 경쟁국들 간의 관계 개선은 새로운 협력의 시대를 예고했다.",関係改善,かつてのライバル間の関係改善は新たな協力の時代を示した。,关系改善,前对手之间的关系改善标志着合作新时代的到来。,acercamiento,El acercamiento entre los antiguos rivales señaló una nueva era de cooperación.,sự xích lại gần nhau,Sự xích lại gần nhau giữa các đối thủ cũ báo hiệu một kỷ nguyên hợp tác mới.,การกลับมาคืนดี,การกลับมาคืนดีระหว่างคู่แข่งเดิมส่งสัญญาณยุคใหม่ของความร่วมมือ,normalisasi hubungan,Normalisasi hubungan antara mantan rival menandai era baru kerja sama.
proliferation,"Nuclear proliferation remains one of the gravest threats to global security.",확산,"핵 확산은 세계 안보에 대한 가장 심각한 위협 중 하나로 남아 있다.",拡散,核拡散は世界の安全保障に対する最も深刻な脅威の一つであり続けている。,扩散,核扩散仍然是全球安全面临的最严重威胁之一。,proliferación,La proliferación nuclear sigue siendo una de las amenazas más graves para la seguridad global.,phổ biến,Phổ biến vũ khí hạt nhân vẫn là một trong những mối đe dọa nghiêm trọng nhất đối với an ninh toàn cầu.,การแพร่กระจาย,การแพร่กระจายของอาวุธนิวเคลียร์ยังคงเป็นหนึ่งในภัยคุกคามที่ร้ายแรงที่สุดต่อความมั่นคงโลก,proliferasi,Proliferasi nuklir tetap menjadi salah satu ancaman paling serius terhadap keamanan global.
extradition,"The extradition treaty compelled the country to surrender the fugitive to face trial.",인도; 범죄인 인도,"범죄인 인도 조약은 그 나라가 도망자를 재판에 넘기도록 강제했다.",引き渡し,引き渡し条約はその国に逃亡犯を裁判にかけるために引き渡すことを強制した。,引渡,引渡条约迫使该国交出逃犯接受审判。,extradición,El tratado de extradición obligó al país a entregar al fugitivo para ser juzgado.,dẫn độ,Hiệp ước dẫn độ buộc quốc gia đó phải giao nộp kẻ bỏ trốn để đưa ra xét xử.,การส่งตัวผู้ร้ายข้ามแดน,สนธิสัญญาส่งตัวผู้ร้ายข้ามแดนบังคับให้ประเทศส่งมอบผู้หลบหนีเพื่อขึ้นศาล,ekstradisi,Perjanjian ekstradisi memaksa negara tersebut untuk menyerahkan buronan untuk diadili.
ratification,"Ratification of the treaty requires a two-thirds majority vote in the senate.",비준,"조약의 비준은 상원에서 3분의 2 다수 투표를 필요로 한다.",批准,条約の批准には上院での3分の2の多数決が必要である。,批准,条约的批准需要参议院三分之二多数票。,ratificación,La ratificación del tratado requiere un voto de mayoría de dos tercios en el senado.,phê chuẩn,Việc phê chuẩn hiệp ước đòi hỏi hai phần ba số phiếu đa số tại thượng viện.,การให้สัตยาบัน,การให้สัตยาบันสนธิสัญญาต้องมีคะแนนเสียงข้างมากสองในสามในวุฒิสภา,ratifikasi,Ratifikasi perjanjian membutuhkan suara mayoritas dua pertiga di senat.
ubiquitous,"Smartphones have become so ubiquitous that life without them is almost unimaginable.",편재하는,"스마트폰은 너무 편재하여 스마트폰 없는 삶은 거의 상상할 수 없다.",遍在する,スマートフォンは非常に遍在し、それなしの生活はほぼ想像できない。,无处不在的,智能手机已经变得如此无处不在以至于没有它们的生活几乎无法想象。,ubicuo,Los teléfonos inteligentes se han vuelto tan ubicuos que la vida sin ellos es casi inimaginable.,phổ biến khắp nơi,Điện thoại thông minh đã trở nên phổ biến đến mức cuộc sống không có chúng gần như không thể tưởng tượng.,แพร่หลาย,สมาร์ทโฟนแพร่หลายมากจนชีวิตที่ไม่มีมันแทบจะจินตนาการไม่ได้,ada di mana-mana,Smartphone telah menjadi begitu ada di mana-mana sehingga hidup tanpanya hampir tak terbayangkan.
ephemeral,"The beauty of cherry blossoms is all the more poignant for being ephemeral.",덧없는,"벚꽃의 아름다움은 덧없기에 더욱 가슴을 찌른다.",儚い,桜の美しさは儚いからこそより一層胸を打つ。,短暂的,樱花之美因其短暂而更加令人动容。,efímero,La belleza de los cerezos en flor es aún más conmovedora por ser efímera.,phù du,Vẻ đẹp của hoa anh đào càng thêm xúc động vì sự phù du của nó.,ชั่วคราว,ความงามของดอกซากุระยิ่งน่าประทับใจมากขึ้นเพราะเป็นสิ่งชั่วคราว,fana,Keindahan bunga sakura semakin mengharukan karena sifatnya yang fana.
clandestine,"The clandestine operation was conducted under the cover of darkness.",은밀한,"은밀한 작전은 어둠의 엄호 아래 수행되었다.",秘密の,その秘密作戦は暗闇に紛れて遂行された。,秘密的,这项秘密行动是在夜幕掩护下进行的。,clandestino,La operación clandestina se llevó a cabo bajo el amparo de la oscuridad.,bí mật,Chiến dịch bí mật được tiến hành dưới sự che phủ của bóng tối.,ลับ,ปฏิบัติการลับดำเนินการภายใต้ความมืด,rahasia,Operasi rahasia itu dilakukan di bawah kegelapan malam.
benevolent,"The benevolent patron funded scholarships for underprivileged students.",자비로운,"자비로운 후원자는 소외 계층 학생들을 위한 장학금을 지원했다.",慈悲深い,慈悲深い後援者は恵まれない学生のための奨学金を資金提供した。,仁慈的,这位仁慈的资助者为贫困学生提供了奖学金。,benevolente,El benevolente mecenas financió becas para estudiantes desfavorecidos.,nhân từ,Nhà bảo trợ nhân từ đã tài trợ học bổng cho các sinh viên thiệt thòi.,เมตตา,ผู้อุปถัมภ์ที่เมตตาให้ทุนการศึกษาแก่นักเรียนที่ด้อยโอกาส,murah hati,Patron yang murah hati mendanai beasiswa untuk siswa kurang mampu.
malevolent,"The villain's malevolent gaze sent shivers down the protagonist's spine.",악의적인,"악당의 악의적인 시선은 주인공의 등골을 오싹하게 했다.",悪意のある,悪役の悪意のある視線は主人公の背筋を凍らせた。,恶毒的,反派恶毒的目光让主角不寒而栗。,malévolo,La mirada malévola del villano hizo estremecer al protagonista.,độc ác,Ánh nhìn độc ác của kẻ phản diện khiến nhân vật chính rùng mình.,มุ่งร้าย,สายตาที่มุ่งร้ายของตัวร้ายทำให้ตัวเอกขนลุก,jahat,Tatapan jahat sang penjahat membuat tulang punggung protagonis bergidik.
ominous,"The ominous clouds gathering on the horizon foretold the approaching storm.",불길한,"지평선에 모이는 불길한 구름은 다가오는 폭풍을 예고했다.",不吉な,地平線に集まる不吉な雲は嵐の接近を予告した。,不祥的,地平线上聚集的不祥乌云预示着暴风雨的来临。,ominoso,Las nubes ominosas que se acumulaban en el horizonte presagiaban la tormenta que se acercaba.,đáng ngại,Những đám mây đáng ngại tụ lại ở chân trời báo trước cơn bão đang đến.,ลางร้าย,เมฆลางร้ายที่รวมตัวกันที่ขอบฟ้าเป็นลางบอกเหตุพายุที่กำลังจะมา,pertanda buruk,Awan pertanda buruk yang berkumpul di cakrawala meramalkan badai yang mendekat.
auspicious,"The clear skies on inauguration day were seen as an auspicious sign.",길조의,"취임식 날의 맑은 하늘은 길조의 징조로 여겨졌다.",吉兆の,就任式の日の晴天は吉兆の印と見なされた。,吉祥的,就职典礼当天的晴朗天空被视为吉祥的征兆。,auspicioso,Los cielos despejados en el día de la inauguración se vieron como una señal auspiciosa.,tốt lành,Bầu trời quang đãng trong ngày nhậm chức được xem là dấu hiệu tốt lành.,เป็นมงคล,ท้องฟ้าแจ่มใสในวันเข้ารับตำแหน่งถูกมองว่าเป็นสัญญาณที่เป็นมงคล,pertanda baik,Langit cerah pada hari pelantikan dianggap sebagai pertanda baik.
nefarious,"The nefarious scheme to embezzle millions was eventually exposed by a whistleblower.",극악한,"수백만 달러를 횡령하려는 극악한 계획은 결국 내부 고발자에 의해 폭로되었다.",極悪の,何百万もの金を横領しようとする極悪な計画は最終的に内部告発者によって暴露された。,邪恶的,挪用数百万资金的邪恶计划最终被举报人揭露。,nefasto,El nefasto plan para malversar millones fue finalmente expuesto por un denunciante.,bất lương,Âm mưu bất lương nhằm biển thủ hàng triệu đô la cuối cùng đã bị người tố giác phơi bày.,ชั่วร้าย,แผนชั่วร้ายในการยักยอกเงินหลายล้านถูกเปิดโปงในที่สุดโดยผู้แจ้งเบาะแส,keji,Skema keji untuk menggelapkan jutaan akhirnya diungkap oleh seorang pelapor.
magnanimous,"Despite winning the bitter election campaign he remained magnanimous toward his opponent.",관대한,"치열한 선거 운동에서 승리했음에도 불구하고 그는 상대에게 관대한 태도를 유지했다.",寛大な,激しい選挙戦に勝利したにもかかわらず彼は対戦相手に対して寛大であり続けた。,宽宏大量的,尽管赢得了激烈的竞选活动他对对手仍然宽宏大量。,magnánimo,"A pesar de ganar la amarga campaña electoral, se mantuvo magnánimo con su oponente.",khoan dung,Mặc dù thắng cuộc vận động tranh cử gay gắt nhưng ông vẫn khoan dung với đối thủ.,ใจกว้าง,แม้ชนะการรณรงค์หาเสียงอันดุเดือดแต่เขาก็ยังคงใจกว้างต่อคู่แข่ง,mulia hati,Meskipun memenangkan kampanye pemilu yang sengit dia tetap mulia hati terhadap lawannya.
insidious,"The insidious nature of the disease means symptoms often appear only after irreversible damage.",교활한; 잠행성의,"이 질병의 잠행성 특성은 증상이 종종 비가역적 손상 후에야 나타난다는 것을 의미한다.",潜行性の,この病気の潜行性の性質はしばしば不可逆的な損傷後にのみ症状が現れることを意味する。,隐伏的,这种疾病的隐伏性意味着症状往往在不可逆转的损害之后才出现。,insidioso,La naturaleza insidiosa de la enfermedad significa que los síntomas a menudo aparecen solo después de un daño irreversible.,ngấm ngầm,Bản chất ngấm ngầm của căn bệnh có nghĩa là các triệu chứng thường chỉ xuất hiện sau khi tổn thương không thể phục hồi.,ร้ายกาจ,ธรรมชาติที่ร้ายกาจของโรคหมายความว่าอาการมักปรากฏหลังจากเกิดความเสียหายที่ไม่สามารถกลับคืนได้,berbahaya diam-diam,Sifat berbahaya diam-diam dari penyakit ini berarti gejala sering muncul hanya setelah kerusakan yang tidak dapat dipulihkan.
pernicious,"The pernicious influence of misinformation undermines public trust in democratic institutions.",유해한,"허위 정보의 유해한 영향은 민주적 제도에 대한 대중의 신뢰를 약화시킨다.",有害な,偽情報の有害な影響は民主的な制度への公の信頼を損なう。,有害的,虚假信息的有害影响破坏了公众对民主制度的信任。,pernicioso,La influencia perniciosa de la desinformación socava la confianza pública en las instituciones democráticas.,tai hại,Ảnh hưởng tai hại của thông tin sai lệch làm suy yếu niềm tin của công chúng vào các thể chế dân chủ.,อันตราย,อิทธิพลอันตรายของข้อมูลเท็จบ่อนทำลายความไว้วางใจของสาธารณชนในสถาบันประชาธิปไตย,merusak,Pengaruh merusak dari misinformasi menggerus kepercayaan publik terhadap institusi demokrasi.
sycophant,"The executive surrounded himself with sycophants who told him only what he wanted to hear.",아첨꾼,"그 임원은 자신이 듣고 싶은 말만 하는 아첨꾼들로 자신을 둘러쌌다.",おべっか使い,その幹部は自分が聞きたいことだけを言うおべっか使いで周りを固めた。,谄媚者,这位高管周围都是只说他想听的话的谄媚者。,sicofante,El ejecutivo se rodeó de sicofantes que le decían solo lo que quería escuchar.,kẻ nịnh hót,Vị giám đốc bao quanh mình bằng những kẻ nịnh hót chỉ nói những gì ông muốn nghe.,คนประจบ,ผู้บริหารล้อมรอบตัวเองด้วยคนประจบที่บอกเขาแต่สิ่งที่เขาอยากได้ยิน,penjilat,Eksekutif itu mengelilingi dirinya dengan penjilat yang hanya mengatakan apa yang ingin dia dengar.
capricious,"The capricious weather in the mountains can shift from sunshine to blizzard within minutes.",변덕스러운,"산의 변덕스러운 날씨는 몇 분 안에 맑은 날씨에서 눈보라로 바뀔 수 있다.",気まぐれな,山の気まぐれな天気は数分で日差しから吹雪に変わりうる。,反复无常的,山里反复无常的天气可以在几分钟内从阳光转为暴风雪。,caprichoso,El tiempo caprichoso en las montañas puede pasar del sol a la ventisca en minutos.,thất thường,Thời tiết thất thường trên núi có thể chuyển từ nắng sang bão tuyết trong vài phút.,เอาแน่เอานอนไม่ได้,อากาศเอาแน่เอานอนไม่ได้ในภูเขาอาจเปลี่ยนจากแดดออกเป็นพายุหิมะภายในไม่กี่นาที,berubah-ubah,Cuaca berubah-ubah di pegunungan bisa berubah dari cerah menjadi badai salju dalam hitungan menit.
tenacious,"Her tenacious pursuit of justice eventually led to the overturning of the wrongful conviction.",끈질긴,"정의를 향한 그녀의 끈질긴 추구는 결국 부당한 유죄 판결을 뒤집는 결과를 가져왔다.",粘り強い,正義への彼女の粘り強い追求は最終的に不当な有罪判決の覆しにつながった。,顽强的,她对正义的顽强追求最终导致了错误定罪的推翻。,tenaz,Su tenaz búsqueda de justicia finalmente llevó a la anulación de la condena injusta.,kiên cường,Sự kiên cường theo đuổi công lý của cô ấy cuối cùng đã dẫn đến việc lật ngược bản án oan.,เหนียวแน่น,การแสวงหาความยุติธรรมอย่างเหนียวแน่นของเธอนำไปสู่การพลิกคำตัดสินที่ผิดพลาดในที่สุด,gigih,Pengejaran keadilan yang gigih akhirnya menghasilkan pembatalan vonis yang salah.
perfunctory,"His perfunctory apology lacked any genuine remorse or sincerity.",형식적인,"그의 형식적인 사과에는 진정한 회한이나 진심이 부족했다.",おざなりの,彼のおざなりの謝罪には真の後悔や誠意が欠けていた。,敷衍的,他敷衍的道歉缺乏任何真诚的悔意。,perfunctorio,Su disculpa perfunctoria carecía de remordimiento o sinceridad genuinos.,qua loa,Lời xin lỗi qua loa của anh ta thiếu bất kỳ sự hối hận hay chân thành thực sự nào.,ทำพอเป็นพิธี,คำขอโทษที่ทำพอเป็นพิธีของเขาขาดความสำนึกผิดหรือความจริงใจที่แท้จริง,sekadarnya,Permintaan maafnya yang sekadarnya tidak memiliki penyesalan atau ketulusan yang tulus.
recalcitrant,"The recalcitrant student refused to comply with the school's disciplinary measures.",반항적인,"반항적인 학생은 학교의 징계 조치에 따르기를 거부했다.",反抗的な,反抗的な生徒は学校の懲戒処分に従うことを拒否した。,桀骜不驯的,这名桀骜不驯的学生拒绝遵守学校的纪律措施。,recalcitrante,El estudiante recalcitrante se negó a cumplir con las medidas disciplinarias de la escuela.,bướng bỉnh,Học sinh bướng bỉnh từ chối tuân theo các biện pháp kỷ luật của trường.,ดื้อรั้น,นักเรียนดื้อรั้นปฏิเสธที่จะปฏิบัติตามมาตรการทางวินัยของโรงเรียน,membangkang,Siswa yang membangkang menolak untuk mematuhi tindakan disiplin sekolah.
sanguine,"Despite the setbacks the entrepreneur remained sanguine about the company's future.",낙관적인,"좌절에도 불구하고 그 기업가는 회사의 미래에 대해 낙관적인 태도를 유지했다.",楽観的な,挫折にもかかわらずその起業家は会社の将来について楽観的であり続けた。,乐观的,尽管遭遇挫折这位企业家对公司的未来仍然保持乐观。,optimista,"A pesar de los contratiempos, el empresario se mantuvo optimista sobre el futuro de la empresa.",lạc quan,Bất chấp những thất bại doanh nhân vẫn giữ thái độ lạc quan về tương lai của công ty.,มองโลกในแง่ดี,แม้จะมีอุปสรรคแต่ผู้ประกอบการยังคงมองโลกในแง่ดีเกี่ยวกับอนาคตของบริษัท,optimis,Meskipun mengalami kemunduran pengusaha itu tetap optimis tentang masa depan perusahaan.
languor,"A pleasant languor settled over the guests after the lavish afternoon meal.",나른함,"풍성한 오후 식사 후 기분 좋은 나른함이 손님들에게 내려앉았다.",倦怠,豪華な午後の食事の後心地よい倦怠感が客たちに広がった。,慵懒,丰盛的午餐后一种愉悦的慵懒感笼罩了宾客们。,languidez,Una agradable languidez se apoderó de los invitados después de la suntuosa comida de la tarde.,uể oải,Một cảm giác uể oải dễ chịu bao trùm các vị khách sau bữa trưa thịnh soạn.,ความเฉื่อยชา,ความเฉื่อยชาอย่างสบายใจปกคลุมแขกรับเชิญหลังมื้อบ่ายอันหรูหรา,kelesuan,Kelesuan yang menyenangkan menyelimuti para tamu setelah makan siang yang mewah.
quixotic,"His quixotic ambition to reform the entire bureaucracy single-handedly was doomed from the start.",비현실적인,"관료제 전체를 혼자서 개혁하려는 그의 비현실적인 야망은 처음부터 실패할 운명이었다.",非現実的な,官僚機構全体を一人で改革しようとする彼の非現実的な野望は最初から失敗する運命にあった。,不切实际的,他独自改革整个官僚体系的不切实际的雄心从一开始就注定要失败。,quijotesco,Su ambición quijotesca de reformar toda la burocracia por sí solo estaba condenada desde el principio.,viển vông,Tham vọng viển vông cải cách toàn bộ bộ máy hành chính một mình của anh ta đã thất bại ngay từ đầu.,เพ้อฝัน,ความทะเยอทะยานเพ้อฝันของเขาที่จะปฏิรูประบบราชการทั้งหมดด้วยตัวคนเดียวถึงคราวล้มเหลวตั้งแต่เริ่มต้น,idealis berlebihan,Ambisi idealis berlebihannya untuk mereformasi seluruh birokrasi sendirian pasti gagal sejak awal.
laconic,"The general's laconic reply conveyed more authority than a lengthy speech could have.",간결한,"장군의 간결한 대답은 긴 연설보다 더 많은 권위를 전달했다.",簡潔な,将軍の簡潔な返答は長い演説以上の権威を伝えた。,简洁的,将军简洁的回答传达了比长篇大论更多的权威。,lacónico,La respuesta lacónica del general transmitió más autoridad de lo que un largo discurso podría haber hecho.,ngắn gọn,Câu trả lời ngắn gọn của vị tướng truyền tải nhiều uy quyền hơn bất kỳ bài phát biểu dài nào.,พูดน้อย,คำตอบสั้นๆ ของนายพลสื่อถึงอำนาจมากกว่าสุนทรพจน์ยาวเหยียด,singkat,Balasan singkat sang jenderal menyampaikan lebih banyak otoritas daripada pidato panjang lebar.
obsequious,"The obsequious waiter hovered around the celebrity's table all evening.",아부하는,"아부하는 웨이터는 저녁 내내 유명인의 테이블 주위를 맴돌았다.",卑屈な,卑屈なウェイターは一晩中その有名人のテーブルの周りをうろついた。,谄媚的,谄媚的服务员整晚都在名人的桌子周围转来转去。,obsequioso,El obsequioso camarero rondó la mesa de la celebridad toda la noche.,khúm núm,Người phục vụ khúm núm loanh quanh bàn của người nổi tiếng suốt buổi tối.,ประจบสอพลอ,พนักงานเสิร์ฟที่ประจบสอพลอวนเวียนอยู่รอบโต๊ะของคนดังตลอดทั้งค่ำ,menjilat,Pelayan yang menjilat berputar-putar di sekitar meja selebriti sepanjang malam.
vitriolic,"The vitriolic criticism from her former mentor left deep emotional scars.",신랄한,"전 멘토의 신랄한 비판은 깊은 감정적 상처를 남겼다.",辛辣な,元師匠からの辛辣な批判は深い感情的な傷跡を残した。,尖刻的,前导师尖刻的批评留下了深深的情感创伤。,vitriólico,La crítica vitriólica de su antiguo mentor dejó profundas cicatrices emocionales.,cay độc,Lời chỉ trích cay độc từ người cố vấn cũ đã để lại những vết thương tình cảm sâu sắc.,รุนแรง,คำวิจารณ์อย่างรุนแรงจากอดีตพี่เลี้ยงของเธอทิ้งแผลทางอารมณ์ที่ลึก,pedas,Kritik pedas dari mantan mentornya meninggalkan luka emosional yang dalam.
prodigious,"The young pianist displayed a prodigious talent that astonished even seasoned critics.",경이적인,"그 젊은 피아니스트는 노련한 비평가들조차 놀라게 하는 경이적인 재능을 보여주었다.",驚異的な,その若いピアニストはベテランの批評家さえも驚かせる驚異的な才能を披露した。,惊人的,这位年轻钢琴家展现出的惊人天赋让资深评论家也为之惊叹。,prodigioso,El joven pianista mostró un talento prodigioso que asombró incluso a los críticos experimentados.,phi thường,Nghệ sĩ piano trẻ thể hiện tài năng phi thường khiến ngay cả những nhà phê bình dày dạn cũng kinh ngạc.,มหัศจรรย์,นักเปียโนหนุ่มแสดงพรสวรรค์อันมหัศจรรย์ที่ทำให้แม้แต่นักวิจารณ์มากประสบการณ์ก็ตะลึง,luar biasa,Pianis muda itu menampilkan bakat luar biasa yang mengagumkan bahkan kritikus berpengalaman.
solicitous,"The nurse was unfailingly solicitous toward the comfort and wellbeing of her patients.",세심히 배려하는,"그 간호사는 환자의 편안함과 안녕에 대해 변함없이 세심히 배려했다.",気遣う,その看護師は常に患者の快適さと幸福に対して気遣いを欠かさなかった。,关心的,这位护士始终对患者的舒适和健康体贴入微。,solícito,La enfermera era invariablemente solícita con la comodidad y el bienestar de sus pacientes.,chu đáo,Nữ y tá luôn chu đáo với sự thoải mái và sức khỏe của bệnh nhân.,เอาใจใส่,พยาบาลเอาใจใส่ต่อความสบายและสุขภาพของผู้ป่วยอย่างไม่มีวันพร่องจาก,perhatian,Perawat itu selalu perhatian terhadap kenyamanan dan kesejahteraan pasiennya.
