amortization,"The amortization schedule showed decreasing interest payments over the loan's lifetime.",상각,"상각 일정은 대출 기간 동안 이자 지급이 감소함을 보여주었다.",償却,"償却スケジュールはローン期間中の利息支払いの減少を示していた。",摊销,"摊销计划显示了贷款期限内利息支付的递减。",amortización,"El calendario de amortización mostraba pagos de intereses decrecientes durante la vida del préstamo.",khấu hao,"Lịch khấu hao cho thấy các khoản thanh toán lãi giảm dần trong suốt thời hạn vay.",การตัดจำหน่าย,"ตารางการตัดจำหน่ายแสดงการชำระดอกเบี้ยที่ลดลงตลอดอายุเงินกู้",amortisasi,"Jadwal amortisasi menunjukkan pembayaran bunga yang menurun selama masa pinjaman."
prognosis,"The oncologist delivered a cautiously optimistic prognosis after reviewing the latest scan results.",예후,"종양학자는 최신 스캔 결과를 검토한 후 조심스럽게 낙관적인 예후를 전달했다.",予後,"腫瘍専門医は最新のスキャン結果を確認した後慎重に楽観的な予後を伝えた。",预后,"肿瘤科医生在查看最新扫描结果后给出了谨慎乐观的预后。",pronóstico,"El oncólogo dio un pronóstico cautelosamente optimista tras revisar los últimos resultados del escáner.",tiên lượng,"Bác sĩ ung thư đưa ra tiên lượng lạc quan thận trọng sau khi xem kết quả quét mới nhất.",การพยากรณ์โรค,"แพทย์มะเร็งให้การพยากรณ์โรคในเชิงบวกอย่างระมัดระวังหลังจากตรวจสอบผลสแกนล่าสุด",prognosis,"Onkolog menyampaikan prognosis yang optimis dengan hati-hati setelah meninjau hasil pemindaian terbaru."
deposition,"The witness's deposition was recorded under oath before the trial commenced.",증언 녹취,"증인의 증언 녹취는 재판 시작 전에 선서 하에 기록되었다.",証言録取,"証人の証言録取は裁判開始前に宣誓の下で記録された。",庭外证词,"证人的庭外证词在审判开始前宣誓录取。",deposición,"La deposición del testigo fue grabada bajo juramento antes de que comenzara el juicio.",lời khai,"Lời khai của nhân chứng được ghi nhận dưới lời tuyên thệ trước khi phiên tòa bắt đầu.",การให้ปากคำ,"การให้ปากคำของพยานถูกบันทึกภายใต้คำสาบานก่อนการพิจารณาคดีเริ่มต้น",deposisi,"Deposisi saksi direkam di bawah sumpah sebelum persidangan dimulai."
tort,"The plaintiff filed a tort claim alleging negligence by the pharmaceutical manufacturer.",불법행위,"원고는 제약 제조업체의 과실을 주장하는 불법행위 청구를 제기했다.",不法行為,"原告は製薬メーカーの過失を主張する不法行為の請求を提出した。",侵权,"原告提出了侵权索赔指控制药商存在过失。",agravio,"El demandante presentó una demanda por agravio alegando negligencia del fabricante farmacéutico.",hành vi sai trái,"Nguyên đơn đã nộp đơn kiện về hành vi sai trái cáo buộc sự cẩu thả của nhà sản xuất dược phẩm.",ละเมิด,"โจทก์ยื่นฟ้องคดีละเมิดโดยกล่าวหาว่าผู้ผลิตยาประมาทเลินเล่อ",perbuatan melawan hukum,"Penggugat mengajukan klaim perbuatan melawan hukum yang menuduh kelalaian oleh produsen farmasi."
subpoena,"The court issued a subpoena compelling the executive to produce all relevant financial documents.",소환장,"법원은 임원에게 모든 관련 재무 문서를 제출하도록 강제하는 소환장을 발부했다.",召喚令状,"裁判所は幹部にすべての関連財務書類の提出を強制する召喚令状を発行した。",传票,"法院发出传票强制该高管出示所有相关财务文件。",citación,"El tribunal emitió una citación obligando al ejecutivo a presentar todos los documentos financieros relevantes.",trát đòi hầu tòa,"Tòa án đã ban hành trát đòi hầu tòa buộc giám đốc phải xuất trình tất cả tài liệu tài chính liên quan.",หมายเรียก,"ศาลออกหมายเรียกบังคับให้ผู้บริหารจัดส่งเอกสารทางการเงินที่เกี่ยวข้องทั้งหมด",surat panggilan,"Pengadilan mengeluarkan surat panggilan yang memaksa eksekutif untuk menyerahkan semua dokumen keuangan yang relevan."
recidivism,"Studies on recidivism revealed that educational programs in prison significantly reduce reoffending rates.",재범률,"재범률에 대한 연구는 교도소 내 교육 프로그램이 재범률을 크게 줄인다는 것을 밝혔다.",再犯率,"再犯率に関する研究は刑務所内の教育プログラムが再犯率を大幅に減少させることを明らかにした。",再犯率,"关于再犯率的研究表明监狱教育项目显著降低了再犯率。",reincidencia,"Los estudios sobre reincidencia revelaron que los programas educativos en prisión reducen significativamente las tasas de reincidencia.",tái phạm,"Các nghiên cứu về tái phạm cho thấy chương trình giáo dục trong tù giảm đáng kể tỷ lệ tái phạm.",การกระทำผิดซ้ำ,"การศึกษาเกี่ยวกับการกระทำผิดซ้ำเผยว่าโปรแกรมการศึกษาในเรือนจำลดอัตราการกระทำผิดซ้ำอย่างมีนัยสำคัญ",residivisme,"Studi tentang residivisme mengungkapkan bahwa program pendidikan di penjara secara signifikan mengurangi tingkat pelanggaran ulang."
anapest,"The poet's use of anapest created a galloping rhythm that mirrored the cavalry charge described in the verse.",단약약격,"시인의 단약약격 사용은 시에서 묘사된 기병 돌격을 반영하는 질주하는 리듬을 만들었다.",アナペスト,"詩人のアナペストの使用は詩に描かれた騎兵の突撃を反映する疾走するリズムを生み出した。",抑抑扬格,"诗人使用抑抑扬格创造了一种奔腾的节奏来映射诗中描述的骑兵冲锋。",anapesto,"El uso del anapesto por parte del poeta creó un ritmo galopante que reflejaba la carga de caballería descrita en el verso.",nhịp ngắn ngắn dài,"Việc sử dụng nhịp ngắn ngắn dài của nhà thơ tạo ra nhịp điệu phi nước đại phản ánh cuộc xung phong kỵ binh trong bài thơ.",จังหวะอะนาเพสต์,"การใช้จังหวะอะนาเพสต์ของกวีสร้างจังหวะที่วิ่งควบม้าซึ่งสะท้อนการบุกของทหารม้าที่อธิบายในบทกวี",anapest,"Penggunaan anapest oleh penyair menciptakan ritme berlari kencang yang mencerminkan serangan kavaleri yang dijelaskan dalam syair."
apophasis,"The politician's apophasis drew attention to the scandal by claiming he would not mention it.",언급 회피 수사법,"정치인의 언급 회피 수사법은 언급하지 않겠다고 주장함으로써 스캔들에 주의를 끌었다.",アポファシス,"政治家のアポファシスは言及しないと主張することでスキャンダルに注目を集めた。",假装不提,"政治家的假装不提手法通过声称不会提及丑闻来引起人们对丑闻的注意。",apófasis,"La apófasis del político llamó la atención sobre el escándalo al afirmar que no lo mencionaría.",thuật nói phủ định,"Thuật nói phủ định của chính trị gia thu hút sự chú ý đến vụ bê bối bằng cách tuyên bố ông không đề cập đến nó.",อโพฟาซิส,"อโพฟาซิสของนักการเมืองดึงดูดความสนใจไปที่เรื่องอื้อฉาวโดยอ้างว่าเขาจะไม่พูดถึงมัน",apofasis,"Apofasis politisi tersebut menarik perhatian pada skandal dengan mengklaim dia tidak akan menyebutkannya."
serialization,"Efficient serialization formats reduce network overhead in distributed microservice architectures.",직렬화,"효율적인 직렬화 형식은 분산 마이크로서비스 아키텍처에서 네트워크 오버헤드를 줄인다.",シリアライゼーション,"効率的なシリアライゼーション形式は分散マイクロサービスアーキテクチャにおけるネットワークオーバーヘッドを削減する。",序列化,"高效的序列化格式减少了分布式微服务架构中的网络开销。",serialización,"Los formatos de serialización eficientes reducen la sobrecarga de red en arquitecturas de microservicios distribuidos.",tuần tự hóa,"Các định dạng tuần tự hóa hiệu quả giảm chi phí mạng trong kiến trúc microservice phân tán.",ซีเรียลไลเซชัน,"รูปแบบซีเรียลไลเซชันที่มีประสิทธิภาพลดค่าใช้จ่ายเครือข่ายในสถาปัตยกรรมไมโครเซอร์วิสแบบกระจาย",serialisasi,"Format serialisasi yang efisien mengurangi overhead jaringan dalam arsitektur microservice terdistribusi."
latency,"Tail latency at the 99th percentile exceeded acceptable thresholds during peak traffic periods.",지연 시간,"피크 트래픽 기간 동안 99번째 백분위수의 꼬리 지연 시간이 허용 가능한 임계값을 초과했다.",レイテンシ,"ピークトラフィック期間中の99パーセンタイルのテールレイテンシが許容可能な閾値を超えた。",延迟,"在高峰流量期间第99百分位的尾延迟超过了可接受的阈值。",latencia,"La latencia de cola en el percentil 99 excedió los umbrales aceptables durante los períodos de tráfico pico.",độ trễ,"Độ trễ đuôi ở phần trăm thứ 99 vượt quá ngưỡng chấp nhận được trong thời gian lưu lượng cao điểm.",เวลาแฝง,"เวลาแฝงปลายทางที่เปอร์เซ็นไทล์ที่ 99 เกินเกณฑ์ที่ยอมรับได้ในช่วงเวลาที่มีปริมาณการใช้งานสูงสุด",latensi,"Latensi ekor pada persentil ke-99 melampaui ambang batas yang dapat diterima selama periode lalu lintas puncak."
throughput,"Optimizing database query throughput required implementing connection pooling and read replicas.",처리량,"데이터베이스 쿼리 처리량을 최적화하려면 연결 풀링 및 읽기 복제본 구현이 필요했다.",スループット,"データベースクエリのスループットの最適化にはコネクションプーリングとリードレプリカの実装が必要だった。",吞吐量,"优化数据库查询吞吐量需要实施连接池和只读副本。",rendimiento,"Optimizar el rendimiento de las consultas de base de datos requirió implementar agrupación de conexiones y réplicas de lectura.",thông lượng,"Tối ưu hóa thông lượng truy vấn cơ sở dữ liệu đòi hỏi triển khai gộp kết nối và bản sao đọc.",ปริมาณงาน,"การเพิ่มประสิทธิภาพปริมาณงานของการสืบค้นฐานข้อมูลต้องการการใช้การรวมการเชื่อมต่อและเรพลิกาการอ่าน",throughput,"Mengoptimalkan throughput kueri basis data memerlukan penerapan connection pooling dan read replica."
encapsulation,"Encapsulation in software design hides internal state and requires interaction through well-defined interfaces.",캡슐화,"소프트웨어 설계에서 캡슐화는 내부 상태를 숨기고 잘 정의된 인터페이스를 통한 상호작용을 요구한다.",カプセル化,"ソフトウェア設計におけるカプセル化は内部状態を隠蔽し明確に定義されたインターフェースを通じた操作を要求する。",封装,"软件设计中的封装隐藏内部状态并要求通过定义良好的接口进行交互。",encapsulación,"La encapsulación en diseño de software oculta el estado interno y requiere interacción a través de interfaces bien definidas.",đóng gói,"Đóng gói trong thiết kế phần mềm ẩn trạng thái nội bộ và yêu cầu tương tác thông qua giao diện được định nghĩa rõ ràng.",การห่อหุ้ม,"การห่อหุ้มในการออกแบบซอฟต์แวร์ซ่อนสถานะภายในและต้องการการโต้ตอบผ่านอินเทอร์เฟซที่กำหนดไว้อย่างชัดเจน",enkapsulasi,"Enkapsulasi dalam desain perangkat lunak menyembunyikan status internal dan memerlukan interaksi melalui antarmuka yang terdefinisi dengan baik."
recursion,"Tail-call optimized recursion prevents stack overflow in deeply nested function calls.",재귀,"꼬리 호출 최적화된 재귀는 깊이 중첩된 함수 호출에서 스택 오버플로를 방지한다.",再帰,"末尾呼び出し最適化された再帰は深くネストされた関数呼び出しでのスタックオーバーフローを防ぐ。",递归,"尾调用优化的递归可以防止深度嵌套函数调用中的栈溢出。",recursión,"La recursión optimizada con llamada de cola previene el desbordamiento de pila en llamadas a funciones profundamente anidadas.",đệ quy,"Đệ quy tối ưu hóa cuộc gọi đuôi ngăn tràn ngăn xếp trong các lệnh gọi hàm lồng nhau sâu.",การเรียกซ้ำ,"การเรียกซ้ำที่ปรับแต่งการเรียกท้ายป้องกันสแตกโอเวอร์โฟลว์ในการเรียกฟังก์ชันที่ซ้อนกันลึก",rekursi,"Rekursi yang dioptimalkan tail-call mencegah stack overflow dalam pemanggilan fungsi yang bersarang dalam."
abstraction,"Leaky abstractions force developers to understand underlying implementation details despite the abstraction layer.",추상화,"누수 있는 추상화는 추상화 계층에도 불구하고 개발자가 기본 구현 세부 사항을 이해하도록 강제한다.",抽象化,"漏れのある抽象化は抽象化レイヤにもかかわらず開発者に基盤となる実装の詳細を理解することを強いる。",抽象,"泄漏的抽象迫使开发者在抽象层之外还要理解底层实现细节。",abstracción,"Las abstracciones con fugas obligan a los desarrolladores a comprender los detalles de implementación subyacentes a pesar de la capa de abstracción.",trừu tượng hóa,"Trừu tượng hóa rò rỉ buộc nhà phát triển phải hiểu chi tiết triển khai cơ bản bất chấp lớp trừu tượng.",นามธรรม,"นามธรรมที่รั่วไหลบังคับให้นักพัฒนาเข้าใจรายละเอียดการนำไปใช้งานพื้นฐานแม้จะมีชั้นนามธรรม",abstraksi,"Abstraksi yang bocor memaksa pengembang untuk memahami detail implementasi yang mendasari meskipun ada lapisan abstraksi."
epigenetics,"Epigenetics research demonstrated that environmental stress can alter gene expression across generations.",후성유전학,"후성유전학 연구는 환경적 스트레스가 세대에 걸쳐 유전자 발현을 변경할 수 있음을 입증했다.",エピジェネティクス,"エピジェネティクス研究は環境ストレスが世代を超えて遺伝子発現を変化させうることを実証した。",表观遗传学,"表观遗传学研究表明环境压力可以跨代改变基因表达。",epigenética,"La investigación en epigenética demostró que el estrés ambiental puede alterar la expresión génica a través de generaciones.",biểu sinh học,"Nghiên cứu biểu sinh học chứng minh rằng stress môi trường có thể thay đổi biểu hiện gen qua các thế hệ.",เอพิเจเนติกส์,"การวิจัยเอพิเจเนติกส์แสดงให้เห็นว่าความเครียดจากสิ่งแวดล้อมสามารถเปลี่ยนแปลงการแสดงออกของยีนข้ามรุ่น",epigenetika,"Penelitian epigenetika menunjukkan bahwa stres lingkungan dapat mengubah ekspresi gen lintas generasi."
cytotoxicity,"The cytotoxicity assay confirmed that the novel compound selectively destroys tumor cells.",세포독성,"세포독성 분석은 새로운 화합물이 종양 세포를 선택적으로 파괴한다는 것을 확인했다.",細胞毒性,"細胞毒性アッセイは新規化合物が腫瘍細胞を選択的に破壊することを確認した。",细胞毒性,"细胞毒性测定证实该新型化合物选择性地破坏肿瘤细胞。",citotoxicidad,"El ensayo de citotoxicidad confirmó que el nuevo compuesto destruye selectivamente las células tumorales.",độc tính tế bào,"Xét nghiệm độc tính tế bào xác nhận rằng hợp chất mới phá hủy có chọn lọc các tế bào khối u.",ความเป็นพิษต่อเซลล์,"การทดสอบความเป็นพิษต่อเซลล์ยืนยันว่าสารประกอบใหม่ทำลายเซลล์เนื้องอกอย่างเลือกสรร",sitotoksisitas,"Uji sitotoksisitas mengkonfirmasi bahwa senyawa baru tersebut secara selektif menghancurkan sel tumor."
nosocomial,"Nosocomial infections remain a persistent challenge in intensive care units worldwide.",원내감염,"원내감염은 전 세계 중환자실에서 지속적인 과제로 남아 있다.",院内感染,"院内感染は世界中の集中治療室で持続的な課題であり続けている。",院内感染,"院内感染仍然是全球重症监护病房面临的持续挑战。",nosocomial,"Las infecciones nosocomiales siguen siendo un desafío persistente en las unidades de cuidados intensivos de todo el mundo.",nhiễm trùng bệnh viện,"Nhiễm trùng bệnh viện vẫn là thách thức dai dẳng trong các đơn vị chăm sóc đặc biệt trên toàn thế giới.",การติดเชื้อในโรงพยาบาล,"การติดเชื้อในโรงพยาบาลยังคงเป็นความท้าทายอย่างต่อเนื่องในหน่วยดูแลผู้ป่วยวิกฤตทั่วโลก",nosokomial,"Infeksi nosokomial tetap menjadi tantangan persisten di unit perawatan intensif di seluruh dunia."
leverage,"Excessive leverage amplified losses throughout the banking sector during the credit crisis.",레버리지,"과도한 레버리지는 신용 위기 동안 은행 부문 전체에 걸쳐 손실을 증폭시켰다.",レバレッジ,"過度なレバレッジは信用危機中に銀行セクター全体の損失を増幅させた。",杠杆,"过度杠杆在信贷危机期间放大了整个银行业的损失。",apalancamiento,"El apalancamiento excesivo amplificó las pérdidas en todo el sector bancario durante la crisis crediticia.",đòn bẩy,"Đòn bẩy quá mức đã khuếch đại tổn thất trong toàn bộ lĩnh vực ngân hàng trong cuộc khủng hoảng tín dụng.",เลเวอเรจ,"เลเวอเรจที่มากเกินไปขยายการขาดทุนทั่วทั้งภาคธนาคารในช่วงวิกฤตสินเชื่อ",leverage,"Leverage berlebihan memperbesar kerugian di seluruh sektor perbankan selama krisis kredit."
volatility,"Implied volatility derived from option prices serves as a forward-looking measure of market uncertainty.",변동성,"옵션 가격에서 도출된 내재 변동성은 시장 불확실성의 전향적 지표로 활용된다.",ボラティリティ,"オプション価格から導出されるインプライドボラティリティは市場の不確実性の先行指標として機能する。",波动率,"从期权价格推导出的隐含波动率作为市场不确定性的前瞻性指标。",volatilidad,"La volatilidad implícita derivada de los precios de las opciones sirve como medida prospectiva de la incertidumbre del mercado.",biến động,"Biến động ngụ ý được suy ra từ giá quyền chọn đóng vai trò là thước đo triển vọng về sự bất ổn của thị trường.",ความผันผวน,"ความผันผวนโดยนัยที่ได้จากราคาออปชันทำหน้าที่เป็นตัววัดความไม่แน่นอนของตลาดในอนาคต",volatilitas,"Volatilitas tersirat yang diperoleh dari harga opsi berfungsi sebagai ukuran ketidakpastian pasar yang bersifat ke depan."
syndication,"Loan syndication distributes credit risk among multiple lenders for large-scale infrastructure projects.",신디케이션,"대출 신디케이션은 대규모 인프라 프로젝트의 신용 위험을 여러 대출기관에 분산시킨다.",シンジケーション,"ローンシンジケーションは大規模インフラプロジェクトの信用リスクを複数の貸し手に分散させる。",银团贷款,"贷款银团将大型基础设施项目的信用风险分散到多个贷方。",sindicación,"La sindicación de préstamos distribuye el riesgo crediticio entre múltiples prestamistas para proyectos de infraestructura a gran escala.",hợp vốn,"Hợp vốn cho vay phân phối rủi ro tín dụng giữa nhiều bên cho vay cho các dự án cơ sở hạ tầng quy mô lớn.",การร่วมจัดจำหน่าย,"การร่วมจัดจำหน่ายเงินกู้กระจายความเสี่ยงด้านสินเชื่อระหว่างผู้ให้กู้หลายรายสำหรับโครงการโครงสร้างพื้นฐานขนาดใหญ่",sindikasi,"Sindikasi pinjaman mendistribusikan risiko kredit di antara beberapa pemberi pinjaman untuk proyek infrastruktur berskala besar."
due diligence,"Thorough due diligence uncovered material liabilities that significantly reduced the acquisition price.",실사,"철저한 실사는 인수 가격을 크게 낮추는 중대한 부채를 발견했다.",デューデリジェンス,"徹底的なデューデリジェンスにより買収価格を大幅に引き下げる重大な負債が明らかになった。",尽职调查,"彻底的尽职调查发现了大幅降低收购价格的重大负债。",diligencia debida,"La diligencia debida exhaustiva descubrió pasivos materiales que redujeron significativamente el precio de adquisición.",thẩm định,"Thẩm định kỹ lưỡng đã phát hiện các khoản nợ trọng yếu làm giảm đáng kể giá mua lại.",การตรวจสอบสถานะ,"การตรวจสอบสถานะอย่างละเอียดเปิดเผยหนี้สินที่สำคัญซึ่งลดราคาซื้อกิจการลงอย่างมาก",uji tuntas,"Uji tuntas menyeluruh mengungkap kewajiban material yang secara signifikan mengurangi harga akuisisi."
prophylaxis,"Antimicrobial prophylaxis before surgery reduces the incidence of postoperative wound infections.",예방,"수술 전 항균 예방은 수술 후 상처 감염 발생률을 줄인다.",予防投与,"術前の抗菌薬予防投与は術後の創傷感染の発生率を低下させる。",预防,"术前抗菌预防可降低术后伤口感染的发生率。",profilaxis,"La profilaxis antimicrobiana antes de la cirugía reduce la incidencia de infecciones de herida postoperatorias.",dự phòng,"Dự phòng kháng khuẩn trước phẫu thuật làm giảm tỷ lệ nhiễm trùng vết thương sau phẫu thuật.",การป้องกัน,"การให้ยาต้านจุลชีพเพื่อการป้องกันก่อนการผ่าตัดลดอุบัติการณ์ของการติดเชื้อแผลหลังผ่าตัด",profilaksis,"Profilaksis antimikroba sebelum operasi mengurangi insiden infeksi luka pascaoperasi."
ischemia,"Cardiac ischemia occurs when coronary artery narrowing restricts blood flow to the heart muscle.",허혈,"심장 허혈은 관상동맥 협착이 심장 근육으로의 혈류를 제한할 때 발생한다.",虚血,"心臓虚血は冠動脈の狭窄が心筋への血流を制限するときに起こる。",缺血,"心脏缺血发生在冠状动脉狭窄限制了流向心肌的血流时。",isquemia,"La isquemia cardíaca ocurre cuando el estrechamiento de la arteria coronaria restringe el flujo sanguíneo al músculo cardíaco.",thiếu máu cục bộ,"Thiếu máu cục bộ tim xảy ra khi hẹp động mạch vành hạn chế lưu lượng máu đến cơ tim.",ภาวะขาดเลือด,"ภาวะขาดเลือดของหัวใจเกิดขึ้นเมื่อหลอดเลือดหัวใจตีบแคบจำกัดการไหลเวียนของเลือดไปยังกล้ามเนื้อหัวใจ",iskemia,"Iskemia jantung terjadi ketika penyempitan arteri koroner membatasi aliran darah ke otot jantung."
mens rea,"Establishing mens rea is essential to proving criminal liability in most common-law jurisdictions.",범의,"범의를 입증하는 것은 대부분의 보통법 관할권에서 형사 책임을 증명하는 데 필수적이다.",犯意,"犯意の立証はほとんどのコモンロー法域で刑事責任を証明するために不可欠である。",犯罪意图,"在大多数普通法管辖区确立犯罪意图是证明刑事责任的关键。",mens rea,"Establecer el mens rea es esencial para probar la responsabilidad penal en la mayoría de las jurisdicciones de derecho común.",ý định phạm tội,"Xác lập ý định phạm tội là yếu tố thiết yếu để chứng minh trách nhiệm hình sự trong hầu hết các hệ thống thông luật.",เจตนาร้าย,"การพิสูจน์เจตนาร้ายเป็นสิ่งจำเป็นในการพิสูจน์ความรับผิดทางอาญาในเขตอำนาจศาลคอมมอนลอว์ส่วนใหญ่",mens rea,"Menetapkan mens rea sangat penting untuk membuktikan tanggung jawab pidana di sebagian besar yurisdiksi hukum umum."
habeas corpus,"The defense attorney filed a habeas corpus petition challenging the legality of the prolonged detention.",인신보호영장,"변호인은 장기 구금의 합법성에 이의를 제기하는 인신보호영장 청원을 제출했다.",人身保護令状,"弁護人は長期拘留の合法性に異議を唱える人身保護令状の請願を提出した。",人身保护令,"辩护律师提交了人身保护令申请质疑长期拘留的合法性。",habeas corpus,"El abogado defensor presentó una petición de habeas corpus cuestionando la legalidad de la detención prolongada.",lệnh đòi người,"Luật sư bào chữa đã nộp đơn yêu cầu lệnh đòi người thách thức tính hợp pháp của việc giam giữ kéo dài.",หมายเรียกตัว,"ทนายจำเลยยื่นคำร้องหมายเรียกตัวท้าทายความชอบด้วยกฎหมายของการกักขังเป็นเวลานาน",habeas corpus,"Pengacara pembela mengajukan petisi habeas corpus yang menantang legalitas penahanan berkepanjangan."
litotes,"The professor's litotes that the discovery was not insignificant understated its revolutionary impact.",곡언법,"발견이 중요하지 않은 것은 아니라는 교수의 곡언법은 그것의 혁명적 영향을 축소해서 표현했다.",緩叙法,"その発見が重要でないわけではないという教授の緩叙法はその革命的影響を控えめに表現した。",反言法,"教授的反言法称这一发现并非不重要实际上低估了其革命性影响。",lítotes,"La lítotes del profesor de que el descubrimiento no era insignificante subestimó su impacto revolucionario.",phép nói giảm,"Phép nói giảm của giáo sư rằng phát hiện không phải là không quan trọng đã giảm nhẹ tác động cách mạng của nó.",การพูดเบาความ,"การพูดเบาความของศาสตราจารย์ว่าการค้นพบนี้ไม่ใช่เรื่องเล็กน้อยลดความสำคัญของผลกระทบเชิงปฏิวัติ",litotes,"Litotes profesor bahwa penemuan itu tidak tidak penting meremehkan dampak revolusionernya."
enthymeme,"The prosecutor's enthymeme relied on an unstated assumption that the jury would readily accept.",생략삼단논법,"검사의 생략삼단논법은 배심원이 쉽게 받아들일 미진술 가정에 의존했다.",省略三段論法,"検察官の省略三段論法は陪審員が容易に受け入れるであろう暗黙の前提に依拠していた。",省略推理,"检察官的省略推理依赖于陪审团会轻易接受的一个未明确陈述的假设。",entimema,"El entimema del fiscal se basó en una suposición no declarada que el jurado aceptaría fácilmente.",tam đoạn luận rút gọn,"Tam đoạn luận rút gọn của công tố viên dựa trên một giả định không nêu ra mà bồi thẩm đoàn sẽ dễ dàng chấp nhận.",เอนทิมีม,"เอนทิมีมของอัยการอาศัยข้อสมมติที่ไม่ได้ระบุซึ่งคณะลูกขุนจะยอมรับอย่างง่ายดาย",entimem,"Entimem jaksa mengandalkan asumsi yang tidak dinyatakan yang akan diterima juri dengan mudah."
depreciation,"Accelerated depreciation methods allow businesses to front-load tax deductions on capital assets.",감가상각,"가속 감가상각 방법은 기업이 자본 자산에 대한 세금 공제를 앞당길 수 있게 한다.",減価償却,"加速減価償却法は企業が資本資産の税額控除を前倒しすることを可能にする。",折旧,"加速折旧方法允许企业对资本资产提前扣除税款。",depreciación,"Los métodos de depreciación acelerada permiten a las empresas adelantar deducciones fiscales sobre activos de capital.",khấu hao,"Phương pháp khấu hao nhanh cho phép doanh nghiệp tăng khấu trừ thuế ngay từ đầu đối với tài sản vốn.",ค่าเสื่อมราคา,"วิธีค่าเสื่อมราคาแบบเร่งอนุญาตให้ธุรกิจหักภาษีล่วงหน้าสำหรับสินทรัพย์ทุน",depresiasi,"Metode depresiasi dipercepat memungkinkan bisnis untuk memuat awal pengurangan pajak atas aset modal."
disbursement,"The phased disbursement of development funds ensured accountability at each project milestone.",지출,"개발 자금의 단계적 지출은 각 프로젝트 이정표에서 책임을 보장했다.",支出,"開発資金の段階的な支出により各プロジェクトのマイルストーンでの説明責任が確保された。",拨付,"开发资金的分阶段拨付确保了每个项目里程碑的问责制。",desembolso,"El desembolso escalonado de fondos de desarrollo aseguró la rendición de cuentas en cada hito del proyecto.",giải ngân,"Việc giải ngân theo giai đoạn của quỹ phát triển đảm bảo trách nhiệm giải trình tại mỗi cột mốc dự án.",การเบิกจ่าย,"การเบิกจ่ายเงินทุนเพื่อการพัฒนาแบบเป็นระยะรับประกันความรับผิดชอบในแต่ละเหตุการณ์สำคัญของโครงการ",pencairan,"Pencairan bertahap dana pembangunan memastikan akuntabilitas di setiap tonggak proyek."
neurotransmitter,"Serotonin is a neurotransmitter that plays a critical role in regulating mood and sleep cycles.",신경전달물질,"세로토닌은 기분과 수면 주기 조절에 중요한 역할을 하는 신경전달물질이다.",神経伝達物質,"セロトニンは気分と睡眠サイクルの調節に重要な役割を果たす神経伝達物質である。",神经递质,"血清素是一种在调节情绪和睡眠周期中起关键作用的神经递质。",neurotransmisor,"La serotonina es un neurotransmisor que desempeña un papel fundamental en la regulación del estado de ánimo y los ciclos de sueño.",chất dẫn truyền thần kinh,"Serotonin là chất dẫn truyền thần kinh đóng vai trò quan trọng trong việc điều hòa tâm trạng và chu kỳ giấc ngủ.",สารสื่อประสาท,"เซโรโทนินเป็นสารสื่อประสาทที่มีบทบาทสำคัญในการควบคุมอารมณ์และวงจรการนอนหลับ",neurotransmiter,"Serotonin adalah neurotransmiter yang memainkan peran penting dalam mengatur suasana hati dan siklus tidur."
thrombosis,"Deep vein thrombosis can lead to a potentially fatal pulmonary embolism if left untreated.",혈전증,"심부정맥 혈전증은 치료하지 않으면 잠재적으로 치명적인 폐색전증을 초래할 수 있다.",血栓症,"深部静脈血栓症は治療しなければ致命的な肺塞栓症につながる可能性がある。",血栓形成,"深静脉血栓形成如不治疗可能导致潜在致命的肺栓塞。",trombosis,"La trombosis venosa profunda puede provocar una embolia pulmonar potencialmente mortal si no se trata.",huyết khối,"Huyết khối tĩnh mạch sâu có thể dẫn đến thuyên tắc phổi có khả năng gây tử vong nếu không được điều trị.",การเกิดลิ่มเลือด,"การเกิดลิ่มเลือดในหลอดเลือดดำลึกอาจนำไปสู่ภาวะลิ่มเลือดอุดกั้นในปอดที่อาจถึงแก่ชีวิตหากไม่ได้รับการรักษา",trombosis,"Trombosis vena dalam dapat menyebabkan emboli paru yang berpotensi fatal jika tidak ditangani."
ameliorate,"The new policy was designed to ameliorate the socioeconomic disparities in underserved communities.",개선하다,"새로운 정책은 소외된 지역사회의 사회경제적 불균형을 개선하기 위해 설계되었다.",改善する,"新しい政策はサービスが不十分な地域の社会経済的格差を改善するために設計された。",改善,"新政策旨在改善弱势社区的社会经济差距。",mejorar,"La nueva política fue diseñada para mejorar las disparidades socioeconómicas en comunidades desatendidas.",cải thiện,"Chính sách mới được thiết kế để cải thiện sự chênh lệch kinh tế xã hội trong các cộng đồng thiếu thốn.",บรรเทา,"นโยบายใหม่ถูกออกแบบมาเพื่อบรรเทาความเหลื่อมล้ำทางเศรษฐกิจสังคมในชุมชนที่ด้อยโอกาส",memperbaiki,"Kebijakan baru dirancang untuk memperbaiki disparitas sosioekonomi di komunitas yang kurang terlayani."
