hegemony,"The cultural hegemony of Western media shapes global consumption patterns.",패권,서구 미디어의 문화적 패권은 세계적 소비 패턴을 형성한다.,覇権,西洋メディアの文化的覇権はグローバルな消費パターンを形成している。,霸权,西方媒体的文化霸权塑造了全球消费模式。,hegemonía,La hegemonía cultural de los medios occidentales moldea los patrones de consumo global.,quyền bá chủ,Quyền bá chủ văn hóa của truyền thông phương Tây định hình các mô hình tiêu dùng toàn cầu.,อำนาจครอบงำ,อำนาจครอบงำทางวัฒนธรรมของสื่อตะวันตกกำหนดรูปแบบการบริโภคทั่วโลก,hegemoni,Hegemoni budaya media Barat membentuk pola konsumsi global.
multiplier effect,"The multiplier effect amplifies the impact of government spending on GDP.",승수 효과,승수 효과는 정부 지출이 GDP에 미치는 영향을 증폭시킨다.,乗数効果,乗数効果は政府支出がGDPに与える影響を増幅する。,乘数效应,乘数效应放大了政府支出对GDP的影响。,efecto multiplicador,El efecto multiplicador amplifica el impacto del gasto gubernamental en el PIB.,hiệu ứng nhân tử,Hiệu ứng nhân tử khuếch đại tác động của chi tiêu chính phủ lên GDP.,ผลทวีคูณ,ผลทวีคูณขยายผลกระทบของการใช้จ่ายภาครัฐต่อ GDP,efek pengganda,Efek pengganda memperbesar dampak pengeluaran pemerintah terhadap PDB.
alterity,"Levinas placed alterity at the center of ethical responsibility toward the other.",타자성,레비나스는 타자에 대한 윤리적 책임의 중심에 타자성을 놓았다.,他者性,レヴィナスは他者に対する倫理的責任の中心に他者性を据えた。,他者性,列维纳斯将他者性置于对他人伦理责任的中心。,alteridad,Levinas situó la alteridad en el centro de la responsabilidad ética hacia el otro.,tính tha,Levinas đặt tính tha vào trung tâm của trách nhiệm đạo đức đối với người khác.,ความเป็นอื่น,เลวินาสวางความเป็นอื่นไว้ที่ศูนย์กลางของความรับผิดชอบทางจริยธรรมต่อผู้อื่น,alteritas,Levinas menempatkan alteritas di pusat tanggung jawab etis terhadap yang lain.
bicameralism,"Bicameralism provides checks and balances through a two-chamber legislature.",양원제,양원제는 이원적 입법부를 통해 견제와 균형을 제공한다.,二院制,二院制は二つの議院を通じてチェック・アンド・バランスを提供する。,两院制,两院制通过两院立法机构提供制衡。,bicameralismo,El bicameralismo proporciona controles y equilibrios a través de una legislatura de dos cámaras.,lưỡng viện,Chế độ lưỡng viện cung cấp kiểm soát và cân bằng thông qua cơ quan lập pháp hai viện.,ระบบสองสภา,ระบบสองสภาให้การถ่วงดุลอำนาจผ่านสภานิติบัญญัติสองสภา,bikameralisme,Bikameralisme memberikan checks and balances melalui legislatif dua kamar.
simulacrum,"Baudrillard argued that modern society is dominated by simulacra detached from reality.",시뮬라크르,보드리야르는 현대 사회가 현실에서 분리된 시뮬라크르에 의해 지배된다고 주장했다.,シミュラクル,ボードリヤールは現代社会が現実から切り離されたシミュラクルに支配されていると主張した。,拟像,鲍德里亚认为现代社会被脱离现实的拟像所支配。,simulacro,Baudrillard argumentó que la sociedad moderna está dominada por simulacros desvinculados de la realidad.,giả tượng,Baudrillard lập luận rằng xã hội hiện đại bị thống trị bởi giả tượng tách rời thực tại.,สิ่งจำลอง,โบดริยาร์โต้แย้งว่าสังคมสมัยใหม่ถูกครอบงำโดยสิ่งจำลองที่แยกออกจากความจริง,simulakrum,Baudrillard berargumen bahwa masyarakat modern didominasi oleh simulakrum yang terlepas dari realitas.
comparative advantage,"Comparative advantage explains why nations benefit from specialization in trade.",비교 우위,비교 우위는 국가들이 무역에서 전문화를 통해 왜 이익을 얻는지를 설명한다.,比較優位,比較優位は国家が貿易における特化からなぜ利益を得るかを説明する。,比较优势,比较优势解释了为什么各国从贸易专业化中获益。,ventaja comparativa,La ventaja comparativa explica por qué las naciones se benefician de la especialización en el comercio.,lợi thế so sánh,Lợi thế so sánh giải thích tại sao các quốc gia hưởng lợi từ chuyên môn hóa trong thương mại.,ความได้เปรียบเชิงเปรียบเทียบ,ความได้เปรียบเชิงเปรียบเทียบอธิบายว่าทำไมชาติต่างๆ ได้ประโยชน์จากความเชี่ยวชาญในการค้า,keunggulan komparatif,Keunggulan komparatif menjelaskan mengapa negara-negara diuntungkan dari spesialisasi dalam perdagangan.
habitus,"Bourdieu's concept of habitus explains how social structures are internalized as dispositions.",아비투스,부르디외의 아비투스 개념은 사회 구조가 어떻게 성향으로 내면화되는지를 설명한다.,ハビトゥス,ブルデューのハビトゥス概念は社会構造がいかに性向として内面化されるかを説明する。,惯习,布迪厄的惯习概念解释了社会结构如何被内化为性情。,habitus,El concepto de habitus de Bourdieu explica cómo las estructuras sociales se internalizan como disposiciones.,quán tập,Khái niệm quán tập của Bourdieu giải thích cách các cấu trúc xã hội được nội tâm hóa thành khuynh hướng.,ฮาบิทัส,แนวคิดฮาบิทัสของบูร์ดิเยออธิบายว่าโครงสร้างทางสังคมถูกทำให้เป็นภายในเป็นนิสัยอย่างไร,habitus,Konsep habitus Bourdieu menjelaskan bagaimana struktur sosial diinternalisasi sebagai disposisi.
supply-side economics,"Supply-side economics advocates tax cuts to stimulate production and investment.",공급 측 경제학,공급 측 경제학은 생산과 투자를 촉진하기 위한 감세를 옹호한다.,サプライサイド経済学,サプライサイド経済学は生産と投資を刺激するための減税を提唱する。,供给侧经济学,供给侧经济学主张通过减税来刺激生产和投资。,economía de oferta,La economía de oferta aboga por recortes fiscales para estimular la producción y la inversión.,kinh tế học trọng cung,Kinh tế học trọng cung ủng hộ cắt giảm thuế để kích thích sản xuất và đầu tư.,เศรษฐศาสตร์ด้านอุปทาน,เศรษฐศาสตร์ด้านอุปทานสนับสนุนการลดภาษีเพื่อกระตุ้นการผลิตและการลงทุน,ekonomi sisi penawaran,Ekonomi sisi penawaran mengadvokasi pemotongan pajak untuk merangsang produksi dan investasi.
ethnocentrism,"Ethnocentrism judges other cultures by the standards of one's own culture.",자민족중심주의,자민족중심주의는 자신의 문화 기준으로 다른 문화를 판단한다.,自民族中心主義,自民族中心主義は自文化の基準で他文化を判断する。,民族中心主义,民族中心主义以自身文化标准评判其他文化。,etnocentrismo,El etnocentrismo juzga a otras culturas según los estándares de la propia cultura.,chủ nghĩa vị chủng,Chủ nghĩa vị chủng đánh giá các nền văn hóa khác theo tiêu chuẩn của văn hóa mình.,ชาติพันธุ์นิยม,ชาติพันธุ์นิยมตัดสินวัฒนธรรมอื่นด้วยมาตรฐานของวัฒนธรรมตนเอง,etnosentrisme,Etnosentrisme menilai budaya lain berdasarkan standar budaya sendiri.
performativity,"Butler's theory of performativity argues that gender is constituted through repeated acts.",수행성,버틀러의 수행성 이론은 젠더가 반복된 행위를 통해 구성된다고 주장한다.,パフォーマティヴィティ,バトラーのパフォーマティヴィティ理論はジェンダーが反復的行為によって構成されると主張する。,操演性,巴特勒的操演性理论认为性别是通过重复行为构建的。,performatividad,La teoría de la performatividad de Butler argumenta que el género se constituye a través de actos repetidos.,tính kiến tạo,Lý thuyết tính kiến tạo của Butler cho rằng giới tính được cấu thành qua các hành vi lặp lại.,สภาพแสดง,ทฤษฎีสภาพแสดงของบัตเลอร์โต้แย้งว่าเพศถูกสร้างขึ้นผ่านการกระทำซ้ำ,performativitas,Teori performativitas Butler berargumen bahwa gender dikonstruksi melalui tindakan berulang.
fiscal multiplier,"The fiscal multiplier determines how much GDP changes per unit of government spending.",재정 승수,재정 승수는 정부 지출 단위당 GDP가 얼마나 변화하는지를 결정한다.,財政乗数,財政乗数は政府支出1単位あたりのGDP変化量を決定する。,财政乘数,财政乘数决定了每单位政府支出对GDP变化的影响。,multiplicador fiscal,El multiplicador fiscal determina cuánto cambia el PIB por unidad de gasto gubernamental.,hệ số nhân tài khóa,Hệ số nhân tài khóa xác định GDP thay đổi bao nhiêu trên mỗi đơn vị chi tiêu chính phủ.,ตัวทวีคูณทางการคลัง,ตัวทวีคูณทางการคลังกำหนดว่า GDP เปลี่ยนแปลงเท่าใดต่อหน่วยการใช้จ่ายภาครัฐ,pengganda fiskal,Pengganda fiskal menentukan seberapa besar PDB berubah per unit pengeluaran pemerintah.
aporia,"Derrida used aporia to describe irresolvable contradictions within philosophical texts.",아포리아,데리다는 아포리아를 사용하여 철학 텍스트 내의 해결 불가능한 모순을 기술했다.,アポリア,デリダはアポリアを用いて哲学テクスト内の解決不能な矛盾を記述した。,困境,德里达用困境来描述哲学文本中不可解决的矛盾。,aporía,Derrida utilizó la aporía para describir contradicciones irresolubles dentro de textos filosóficos.,bế tắc,Derrida dùng khái niệm bế tắc để mô tả các mâu thuẫn không thể giải quyết trong văn bản triết học.,ทางตัน,แดร์ริดาใช้ทางตันเพื่ออธิบายความขัดแย้งที่แก้ไม่ได้ภายในตัวบททางปรัชญา,aporia,Derrida menggunakan aporia untuk menggambarkan kontradiksi yang tidak dapat diselesaikan dalam teks filosofis.
kleptocracy,"The regime functioned as a kleptocracy where officials systematically looted public funds.",도둑 정치,그 정권은 관료들이 체계적으로 공적 자금을 약탈하는 도둑 정치로 기능했다.,クレプトクラシー,その政権は官僚が組織的に公的資金を略奪するクレプトクラシーとして機能した。,窃国体制,该政权作为一个窃国体制运作官员系统性地掠夺公共资金。,cleptocracia,El régimen funcionaba como una cleptocracia donde los funcionarios saqueaban sistemáticamente los fondos públicos.,chế độ đạo tặc,Chế độ hoạt động như một chế độ đạo tặc nơi quan chức cướp bóc có hệ thống quỹ công.,รัฐโจร,ระบอบทำหน้าที่เป็นรัฐโจรที่เจ้าหน้าที่ปล้นสะดมกองทุนสาธารณะอย่างเป็นระบบ,kleptokrasi,Rezim berfungsi sebagai kleptokrasi di mana pejabat secara sistematis menjarah dana publik.
structural violence,"Galtung defined structural violence as harm embedded in social institutions.",구조적 폭력,갈퉁은 구조적 폭력을 사회 제도에 내재된 해악으로 정의했다.,構造的暴力,ガルトゥングは構造的暴力を社会制度に埋め込まれた害と定義した。,结构性暴力,加尔通将结构性暴力定义为嵌入社会制度中的伤害。,violencia estructural,Galtung definió la violencia estructural como el daño incrustado en las instituciones sociales.,bạo lực cấu trúc,Galtung định nghĩa bạo lực cấu trúc là tổn hại gắn liền trong các thể chế xã hội.,ความรุนแรงเชิงโครงสร้าง,กัลตุงนิยามความรุนแรงเชิงโครงสร้างว่าเป็นอันตรายที่ฝังอยู่ในสถาบันทางสังคม,kekerasan struktural,Galtung mendefinisikan kekerasan struktural sebagai kerugian yang tertanam dalam institusi sosial.
sublime,"Burke distinguished the sublime from beauty by its capacity to evoke terror and awe.",숭고,버크는 숭고를 공포와 경외를 불러일으키는 능력으로 아름다움과 구별했다.,崇高,バークは崇高を恐怖と畏怖を喚起する能力によって美と区別した。,崇高,伯克通过唤起恐惧和敬畏的能力将崇高与美区分开来。,sublime,Burke distinguió lo sublime de la belleza por su capacidad de evocar terror y asombro.,cái cao cả,Burke phân biệt cái cao cả với cái đẹp bằng khả năng gợi lên sự kinh hoàng và kính sợ.,สิ่งอันสูงส่ง,เบิร์กแยกสิ่งอันสูงส่งออกจากความงามด้วยความสามารถในการกระตุ้นความหวาดกลัวและความเกรงขาม,keagungan,Burke membedakan keagungan dari keindahan berdasarkan kemampuannya membangkitkan teror dan kekaguman.
monopsony,"A monopsony exists when a single buyer dominates the labor market.",수요독점,수요독점은 단일 구매자가 노동 시장을 지배할 때 존재한다.,モノプソニー,モノプソニーは単一の買い手が労働市場を支配する場合に存在する。,买方垄断,当单一买方主导劳动力市场时就存在买方垄断。,monopsonio,Un monopsonio existe cuando un solo comprador domina el mercado laboral.,độc quyền mua,Độc quyền mua tồn tại khi một người mua duy nhất thống trị thị trường lao động.,การผูกขาดฝ่ายซื้อ,การผูกขาดฝ่ายซื้อเกิดขึ้นเมื่อผู้ซื้อรายเดียวครอบงำตลาดแรงงาน,monopsoni,Monopsoni ada ketika satu pembeli mendominasi pasar tenaga kerja.
genealogy,"Foucault's genealogy traces how power relations shape systems of knowledge.",계보학,푸코의 계보학은 권력 관계가 지식 체계를 어떻게 형성하는지를 추적한다.,系譜学,フーコーの系譜学は権力関係がいかに知識体系を形成するかを追跡する。,谱系学,福柯的谱系学追溯权力关系如何塑造知识体系。,genealogía,La genealogía de Foucault rastrea cómo las relaciones de poder moldean los sistemas de conocimiento.,phả hệ học,Phả hệ học của Foucault truy tìm cách các quan hệ quyền lực định hình hệ thống tri thức.,วงศ์วิทยา,วงศ์วิทยาของฟูโกต์ติดตามว่าความสัมพันธ์เชิงอำนาจกำหนดระบบความรู้อย่างไร,genealogi,Genealogi Foucault menelusuri bagaimana relasi kekuasaan membentuk sistem pengetahuan.
devolution,"Devolution transferred significant legislative powers to regional parliaments.",권한 이양,권한 이양은 상당한 입법 권한을 지역 의회에 이전했다.,権限委譲,権限委譲は重要な立法権を地方議会に移譲した。,权力下放,权力下放将重要的立法权转移给了地区议会。,devolución,La devolución transfirió poderes legislativos significativos a los parlamentos regionales.,phân quyền,Phân quyền chuyển giao quyền lập pháp đáng kể cho các nghị viện khu vực.,การกระจายอำนาจ,การกระจายอำนาจโอนอำนาจนิติบัญญัติที่สำคัญไปยังรัฐสภาภูมิภาค,devolusi,Devolusi mentransfer kekuasaan legislatif yang signifikan ke parlemen regional.
Gini coefficient,"The Gini coefficient measures income inequality within a population.",지니 계수,지니 계수는 인구 내 소득 불평등을 측정한다.,ジニ係数,ジニ係数は人口内の所得不平等を測定する。,基尼系数,基尼系数衡量一个人口中的收入不平等。,coeficiente de Gini,El coeficiente de Gini mide la desigualdad de ingresos dentro de una población.,hệ số Gini,Hệ số Gini đo lường bất bình đẳng thu nhập trong một dân số.,สัมประสิทธิ์จีนี,สัมประสิทธิ์จีนีวัดความไม่เท่าเทียมกันของรายได้ภายในประชากร,koefisien Gini,Koefisien Gini mengukur ketidaksetaraan pendapatan dalam suatu populasi.
palimpsest,"The city is a palimpsest of architectural layers from different historical periods.",팔림프세스트,그 도시는 서로 다른 역사적 시대의 건축적 층위가 겹쳐진 팔림프세스트이다.,パリンプセスト,その都市は異なる歴史時代の建築層からなるパリンプセストである。,重写本,这座城市是不同历史时期建筑层叠的重写本。,palimpsesto,La ciudad es un palimpsesto de capas arquitectónicas de diferentes períodos históricos.,bản viết chồng,Thành phố là một bản viết chồng của các tầng kiến trúc từ các thời kỳ lịch sử khác nhau.,สิ่งทับซ้อน,เมืองนี้เป็นสิ่งทับซ้อนของชั้นสถาปัตยกรรมจากช่วงเวลาประวัติศาสตร์ที่แตกต่างกัน,palimses,Kota ini adalah palimses dari lapisan arsitektur dari berbagai periode sejarah.
social capital,"Social capital facilitates cooperation through networks of trust and reciprocity.",사회적 자본,사회적 자본은 신뢰와 호혜의 네트워크를 통해 협력을 촉진한다.,社会関係資本,社会関係資本は信頼と互恵のネットワークを通じて協力を促進する。,社会资本,社会资本通过信任和互惠网络促进合作。,capital social,El capital social facilita la cooperación a través de redes de confianza y reciprocidad.,vốn xã hội,Vốn xã hội tạo điều kiện hợp tác thông qua các mạng lưới tin cậy và có đi có lại.,ทุนทางสังคม,ทุนทางสังคมอำนวยความร่วมมือผ่านเครือข่ายความไว้วางใจและการตอบแทน,modal sosial,Modal sosial memfasilitasi kerja sama melalui jaringan kepercayaan dan timbal balik.
catharsis,"Aristotle believed that tragedy achieves catharsis by purging emotions of pity and fear.",카타르시스,아리스토텔레스는 비극이 연민과 공포의 감정을 정화함으로써 카타르시스를 달성한다고 믿었다.,カタルシス,アリストテレスは悲劇が憐れみと恐怖の感情を浄化することでカタルシスを達成すると信じた。,净化,亚里士多德认为悲剧通过净化怜悯和恐惧的情感来实现净化。,catarsis,Aristóteles creía que la tragedia logra la catarsis purgando las emociones de piedad y temor.,sự thanh lọc,Aristotle tin rằng bi kịch đạt được sự thanh lọc bằng cách gột rửa cảm xúc thương hại và sợ hãi.,การระบายอารมณ์,อริสโตเติลเชื่อว่าโศกนาฏกรรมบรรลุการระบายอารมณ์โดยชำระล้างอารมณ์สงสารและกลัว,katarsis,Aristoteles percaya bahwa tragedi mencapai katarsis dengan membersihkan emosi belas kasihan dan ketakutan.
rent-seeking,"Rent-seeking behavior diverts resources from productive activity to political lobbying.",지대추구,지대추구 행위는 생산적 활동에서 정치적 로비로 자원을 전용한다.,レントシーキング,レントシーキング行動は生産的活動から政治的ロビー活動へ資源を転用する。,寻租,寻租行为将资源从生产性活动转移到政治游说。,búsqueda de rentas,El comportamiento de búsqueda de rentas desvía recursos de la actividad productiva al cabildeo político.,tìm kiếm đặc lợi,Hành vi tìm kiếm đặc lợi chuyển hướng nguồn lực từ hoạt động sản xuất sang vận động chính trị.,การแสวงหาค่าเช่าทางเศรษฐกิจ,พฤติกรรมการแสวงหาค่าเช่าทางเศรษฐกิจเบี่ยงเบนทรัพยากรจากกิจกรรมที่มีผลิตภาพไปสู่การล็อบบี้ทางการเมือง,perburuan rente,Perilaku perburuan rente mengalihkan sumber daya dari aktivitas produktif ke lobi politik.
cosmopolitanism,"Cosmopolitanism envisions moral obligations extending beyond national boundaries.",세계시민주의,세계시민주의는 도덕적 의무가 국가 경계를 넘어 확장된다고 본다.,コスモポリタニズム,コスモポリタニズムは道徳的義務が国境を越えて広がることを構想する。,世界主义,世界主义设想道德义务超越国家边界。,cosmopolitismo,El cosmopolitismo imagina obligaciones morales que se extienden más allá de las fronteras nacionales.,chủ nghĩa thế giới,Chủ nghĩa thế giới hình dung nghĩa vụ đạo đức vượt ra ngoài biên giới quốc gia.,สากลนิยม,สากลนิยมจินตนาการพันธะทางศีลธรรมที่ขยายเกินขอบเขตของชาติ,kosmopolitanisme,Kosmopolitanisme membayangkan kewajiban moral yang melampaui batas-batas nasional.
philistinism,"Philistinism dismisses the value of intellectual and artistic pursuits.",속물주의,속물주의는 지적이고 예술적인 추구의 가치를 무시한다.,俗物根性,俗物根性は知的・芸術的追求の価値を否定する。,庸俗主义,庸俗主义否定知识和艺术追求的价值。,filisteísmo,El filisteísmo desestima el valor de las búsquedas intelectuales y artísticas.,tính thô tục,Tính thô tục bác bỏ giá trị của các hoạt động trí tuệ và nghệ thuật.,ความไม่รู้ค่าศิลปะ,ความไม่รู้ค่าศิลปะปฏิเสธคุณค่าของการแสวงหาทางปัญญาและศิลปะ,filisteisme,Filisteisme mengabaikan nilai pencarian intelektual dan artistik.
meritocracy,"Critics question whether meritocracy truly rewards talent or merely reproduces privilege.",능력주의,비평가들은 능력주의가 진정으로 재능에 보상하는지 아니면 단지 특권을 재생산하는지 의문을 제기한다.,メリトクラシー,メリトクラシーが真に才能に報いるのかそれとも特権を再生産するだけなのかを批判者は疑問視する。,精英体制,批评者质疑精英体制是否真正奖励才能还是仅仅再生产特权。,meritocracia,Los críticos cuestionan si la meritocracia realmente recompensa el talento o simplemente reproduce el privilegio.,chế độ nhân tài,Các nhà phê bình đặt câu hỏi liệu chế độ nhân tài thực sự khen thưởng tài năng hay chỉ tái tạo đặc quyền.,ระบบคุณธรรม,นักวิจารณ์ตั้งคำถามว่าระบบคุณธรรมให้รางวัลพรสวรรค์จริงหรือเพียงแค่ผลิตซ้ำสิทธิพิเศษ,meritokrasi,Kritikus mempertanyakan apakah meritokrasi benar-benar menghargai bakat atau hanya mereproduksi hak istimewa.
marginal utility,"The law of diminishing marginal utility explains why additional consumption yields less satisfaction.",한계 효용,한계 효용 체감의 법칙은 추가 소비가 왜 더 적은 만족을 가져다주는지를 설명한다.,限界効用,限界効用逓減の法則は追加消費がなぜより少ない満足をもたらすかを説明する。,边际效用,边际效用递减规律解释了为什么额外消费产生更少的满足感。,utilidad marginal,La ley de la utilidad marginal decreciente explica por qué el consumo adicional produce menos satisfacción.,tiện ích biên,Quy luật tiện ích biên giảm dần giải thích tại sao tiêu dùng thêm mang lại ít thỏa mãn hơn.,อรรถประโยชน์ส่วนเพิ่ม,กฎของอรรถประโยชน์ส่วนเพิ่มที่ลดลงอธิบายว่าทำไมการบริโภคเพิ่มเติมให้ความพอใจน้อยลง,utilitas marginal,Hukum utilitas marginal yang menurun menjelaskan mengapa konsumsi tambahan menghasilkan kepuasan yang lebih sedikit.
biopower,"Foucault's concept of biopower describes the regulation of populations through institutional mechanisms.",생명권력,푸코의 생명권력 개념은 제도적 메커니즘을 통한 인구 조절을 기술한다.,生権力,フーコーの生権力概念は制度的メカニズムを通じた人口の統制を記述する。,生命权力,福柯的生命权力概念描述了通过制度机制对人口的调控。,biopoder,El concepto de biopoder de Foucault describe la regulación de las poblaciones a través de mecanismos institucionales.,quyền lực sinh học,Khái niệm quyền lực sinh học của Foucault mô tả sự điều tiết dân số thông qua các cơ chế thể chế.,ชีวอำนาจ,แนวคิดชีวอำนาจของฟูโกต์อธิบายการควบคุมประชากรผ่านกลไกเชิงสถาบัน,biokekuasaan,Konsep biokekuasaan Foucault menggambarkan regulasi populasi melalui mekanisme institusional.
pareto efficiency,"An allocation is Pareto efficient when no one can be made better off without making someone worse off.",파레토 효율성,배분이 파레토 효율적이란 누군가를 더 나쁘게 만들지 않고는 누구도 더 좋게 만들 수 없는 상태이다.,パレート効率性,パレート効率的な配分とは誰かを悪化させずに誰も改善できない状態である。,帕累托效率,当无法在不使某人变差的情况下使任何人变得更好时该配置就是帕累托有效的。,eficiencia de Pareto,Una asignación es eficiente en el sentido de Pareto cuando nadie puede mejorar sin empeorar a alguien.,hiệu quả Pareto,Một phân bổ là hiệu quả Pareto khi không ai có thể được cải thiện mà không làm ai đó tệ hơn.,ประสิทธิภาพแบบพาเรโต,การจัดสรรมีประสิทธิภาพแบบพาเรโตเมื่อไม่มีใครดีขึ้นได้โดยไม่ทำให้คนอื่นแย่ลง,efisiensi Pareto,Alokasi dikatakan efisien Pareto ketika tidak ada yang bisa diperbaiki tanpa memperburuk orang lain.
anomie,"Durkheim argued that rapid social change produces anomie and normlessness.",아노미,뒤르켐은 급격한 사회 변화가 아노미와 규범 부재를 초래한다고 주장했다.,アノミー,デュルケームは急激な社会変化がアノミーと規範の欠如を生むと主張した。,失范,涂尔干认为快速社会变迁产生失范和无规范状态。,anomia,Durkheim argumentó que el cambio social rápido produce anomia y falta de normas.,tình trạng vô chuẩn,Durkheim lập luận rằng biến đổi xã hội nhanh chóng tạo ra tình trạng vô chuẩn và thiếu chuẩn mực.,ภาวะไร้บรรทัดฐาน,เดอร์ไคม์โต้แย้งว่าการเปลี่ยนแปลงสังคมอย่างรวดเร็วก่อให้เกิดภาวะไร้บรรทัดฐาน,anomi,Durkheim berargumen bahwa perubahan sosial yang cepat menghasilkan anomi dan ketiadaan norma.
deconstruction,"Deconstruction reveals the internal contradictions that undermine a text's apparent coherence.",해체,해체는 텍스트의 표면적 일관성을 훼손하는 내부 모순을 드러낸다.,脱構築,脱構築はテクストの見かけの一貫性を損なう内部矛盾を明らかにする。,解构,解构揭示了破坏文本表面一致性的内部矛盾。,deconstrucción,La deconstrucción revela las contradicciones internas que socavan la coherencia aparente de un texto.,giải cấu trúc,Giải cấu trúc phát hiện các mâu thuẫn nội tại làm suy yếu sự mạch lạc bên ngoài của văn bản.,การรื้อสร้าง,การรื้อสร้างเผยให้เห็นความขัดแย้งภายในที่บ่อนทำลายความสอดคล้องที่ปรากฏของตัวบท,dekonstruksi,Dekonstruksi mengungkapkan kontradiksi internal yang merongrong koherensi teks yang tampak.
dutch disease,"Dutch disease occurs when natural resource wealth harms other export sectors.",네덜란드 병,네덜란드 병은 천연자원 부가 다른 수출 부문에 해를 끼칠 때 발생한다.,オランダ病,オランダ病は天然資源の富が他の輸出部門に害を及ぼす場合に発生する。,荷兰病,荷兰病在自然资源财富损害其他出口部门时发生。,enfermedad holandesa,La enfermedad holandesa ocurre cuando la riqueza de recursos naturales perjudica a otros sectores exportadores.,bệnh Hà Lan,Bệnh Hà Lan xảy ra khi sự giàu có từ tài nguyên thiên nhiên gây hại cho các ngành xuất khẩu khác.,โรคดัตช์,โรคดัตช์เกิดขึ้นเมื่อความมั่งคั่งจากทรัพยากรธรรมชาติทำลายภาคส่งออกอื่น,penyakit Belanda,Penyakit Belanda terjadi ketika kekayaan sumber daya alam merugikan sektor ekspor lainnya.
cultural relativism,"Cultural relativism holds that practices should be understood within their own cultural context.",문화 상대주의,문화 상대주의는 관행이 그 자체의 문화적 맥락 내에서 이해되어야 한다고 주장한다.,文化相対主義,文化相対主義は実践がそれぞれの文化的文脈の中で理解されるべきだと主張する。,文化相对主义,文化相对主义认为实践应在其自身文化背景下被理解。,relativismo cultural,El relativismo cultural sostiene que las prácticas deben entenderse dentro de su propio contexto cultural.,thuyết tương đối văn hóa,Thuyết tương đối văn hóa cho rằng các thực hành nên được hiểu trong bối cảnh văn hóa riêng của chúng.,สัมพัทธนิยมทางวัฒนธรรม,สัมพัทธนิยมทางวัฒนธรรมถือว่าแนวปฏิบัติควรถูกเข้าใจภายในบริบททางวัฒนธรรมของตนเอง,relativisme budaya,Relativisme budaya berpendapat bahwa praktik harus dipahami dalam konteks budaya mereka sendiri.
mimesis,"Mimesis in classical aesthetics refers to the imitative representation of reality in art.",미메시스,고전 미학에서 미메시스는 예술에서 현실의 모방적 재현을 의미한다.,ミメーシス,古典美学におけるミメーシスは芸術における現実の模倣的再現を指す。,模仿,古典美学中的模仿指的是艺术中对现实的模仿性再现。,mímesis,La mímesis en la estética clásica se refiere a la representación imitativa de la realidad en el arte.,sự mô phỏng,Sự mô phỏng trong mỹ học cổ điển đề cập đến sự tái hiện bắt chước thực tại trong nghệ thuật.,การเลียนแบบ,การเลียนแบบในสุนทรียศาสตร์คลาสสิกหมายถึงการแสดงที่เลียนแบบความจริงในศิลปะ,mimesis,Mimesis dalam estetika klasik mengacu pada representasi imitatif realitas dalam seni.
securitization,"Securitization bundles illiquid assets into tradable financial instruments.",증권화,증권화는 비유동 자산을 거래 가능한 금융 상품으로 묶는다.,証券化,証券化は非流動性資産を取引可能な金融商品にまとめる。,证券化,证券化将非流动性资产打包成可交易的金融工具。,titulización,La titulización agrupa activos ilíquidos en instrumentos financieros negociables.,chứng khoán hóa,Chứng khoán hóa gộp các tài sản kém thanh khoản thành công cụ tài chính có thể giao dịch.,การแปลงสินทรัพย์เป็นหลักทรัพย์,การแปลงสินทรัพย์เป็นหลักทรัพย์รวมสินทรัพย์ที่ไม่มีสภาพคล่องเป็นตราสารการเงินที่ซื้อขายได้,sekuritisasi,Sekuritisasi menggabungkan aset tidak likuid menjadi instrumen keuangan yang dapat diperdagangkan.
Foucauldian discourse,"Foucauldian discourse analysis examines how language constructs power and knowledge.",푸코적 담론,푸코적 담론 분석은 언어가 권력과 지식을 어떻게 구성하는지를 분석한다.,フーコー的言説,フーコー的言説分析は言語がいかに権力と知識を構築するかを考察する。,福柯式话语,福柯式话语分析考察语言如何建构权力和知识。,discurso foucaultiano,El análisis del discurso foucaultiano examina cómo el lenguaje construye poder y conocimiento.,diễn ngôn Foucault,Phân tích diễn ngôn Foucault khảo sát cách ngôn ngữ kiến tạo quyền lực và tri thức.,วาทกรรมแบบฟูโกต์,การวิเคราะห์วาทกรรมแบบฟูโกต์ตรวจสอบว่าภาษาสร้างอำนาจและความรู้อย่างไร,wacana Foucauldian,Analisis wacana Foucauldian mengkaji bagaimana bahasa mengkonstruksi kekuasaan dan pengetahuan.
