calibrate,"The technician needed to calibrate the instruments before conducting the experiment.",보정하다,기술자는 실험을 수행하기 전에 기기를 보정해야 했다.,校正する,技術者は実験を行う前に機器を校正する必要があった。,校准,技术人员需要在进行实验前校准仪器。,calibrar,El técnico necesitaba calibrar los instrumentos antes de realizar el experimento.,hiệu chuẩn,Kỹ thuật viên cần hiệu chuẩn các thiết bị trước khi tiến hành thí nghiệm.,สอบเทียบ,ช่างเทคนิคจำเป็นต้องสอบเทียบเครื่องมือก่อนทำการทดลอง,mengkalibrasi,Teknisi perlu mengkalibrasi instrumen sebelum melakukan percobaan.
schadenfreude,"She felt a twinge of schadenfreude when her arrogant colleague was passed over for promotion.",고소함; 남의 불행에 대한 기쁨,오만한 동료가 승진에서 누락되었을 때 그녀는 약간의 고소함을 느꼈다.,他人の不幸を喜ぶ気持ち,傲慢な同僚が昇進を見送られた時彼女はかすかなシャーデンフロイデを感じた。,幸灾乐祸,当她那傲慢的同事被跳过晋升时她感到一丝幸灾乐祸。,placer por el mal ajeno,Sintió un toque de placer al ver que su arrogante colega no fue ascendido.,sướng vì người khác gặp xui,Cô cảm thấy một chút sướng khi đồng nghiệp kiêu ngạo bị bỏ qua trong đợt thăng chức.,สุขจากทุกข์ของผู้อื่น,เธอรู้สึกสะใจเล็กน้อยเมื่อเพื่อนร่วมงานที่หยิ่งผยองถูกข้ามไปในการเลื่อนตำแหน่ง,senang atas kemalangan orang lain,Dia merasakan sedikit kesenangan ketika koleganya yang sombong tidak dipromosikan.
raison d'être,"Music was her raison d'être and she could not imagine a life without it.",존재 이유,음악은 그녀의 존재 이유였고 그녀는 음악 없는 삶을 상상할 수 없었다.,存在理由,音楽は彼女の存在理由であり音楽のない人生は想像できなかった。,存在的理由,音乐是她存在的理由她无法想象没有音乐的生活。,razón de ser,La música era su razón de ser y no podía imaginar una vida sin ella.,lý do tồn tại,Âm nhạc là lý do tồn tại của cô và cô không thể tưởng tượng cuộc sống thiếu nó.,เหตุผลของการมีอยู่,ดนตรีคือเหตุผลของการมีอยู่ของเธอ และเธอไม่สามารถจินตนาการชีวิตที่ปราศจากมัน,alasan keberadaan,Musik adalah alasan keberadaannya dan dia tidak bisa membayangkan hidup tanpanya.
fait accompli,"By the time the board convened the merger was already a fait accompli.",기정사실,이사회가 소집되었을 때 합병은 이미 기정사실이었다.,既成事実,取締役会が招集された時には合併はすでに既成事実であった。,既成事实,等到董事会召开时合并已经是既成事实了。,hecho consumado,Para cuando la junta se reunió la fusión ya era un hecho consumado.,việc đã rồi,Vào lúc hội đồng quản trị họp thì việc sáp nhập đã là việc đã rồi.,เรื่องที่เป็นอันตกลงแล้ว,เมื่อถึงเวลาที่คณะกรรมการประชุม การควบรวมกิจการก็เป็นเรื่องที่ตกลงเสร็จสิ้นแล้ว,fakta yang sudah terjadi,Saat dewan berkumpul merger tersebut sudah menjadi fakta yang sudah terjadi.
tour de force,"The director's latest film is a tour de force of visual storytelling and emotional depth.",역작; 걸작,감독의 최신 영화는 시각적 스토리텔링과 감정적 깊이의 역작이다.,力作; 偉業,監督の最新映画は視覚的ストーリーテリングと感情的深さの力作である。,杰作; 力作,导演的最新电影是视觉叙事和情感深度的力作。,proeza; obra maestra,La última película del director es una proeza de narración visual y profundidad emocional.,kiệt tác,Bộ phim mới nhất của đạo diễn là một kiệt tác về kể chuyện bằng hình ảnh và chiều sâu cảm xúc.,ผลงานชิ้นเอก,ภาพยนตร์เรื่องล่าสุดของผู้กำกับเป็นผลงานชิ้นเอกของการเล่าเรื่องด้วยภาพและความลึกซึ้งทางอารมณ์,karya besar,Film terbaru sutradara tersebut adalah karya besar narasi visual dan kedalaman emosional.
indefatigable,"The indefatigable researcher spent decades pursuing a cure for the rare disease.",지칠 줄 모르는,지칠 줄 모르는 연구자는 희귀 질환의 치료법을 찾기 위해 수십 년을 보냈다.,疲れを知らない,疲れを知らないその研究者は希少疾患の治療法の追求に数十年を費やした。,不知疲倦的,这位不知疲倦的研究员花了几十年时间寻找这种罕见疾病的治疗方法。,infatigable,El infatigable investigador pasó décadas buscando una cura para la enfermedad rara.,không mệt mỏi,Nhà nghiên cứu không mệt mỏi đã dành hàng thập kỷ theo đuổi phương thuốc cho căn bệnh hiếm.,ไม่เหน็ดเหนื่อย,นักวิจัยผู้ไม่รู้จักเหน็ดเหนื่อยใช้เวลาหลายสิบปีค้นหาวิธีรักษาโรคหายาก,tak kenal lelah,Peneliti yang tak kenal lelah menghabiskan puluhan tahun mencari obat untuk penyakit langka tersebut.
serendipity,"The discovery of penicillin is often cited as a classic example of serendipity in science.",우연한 발견,페니실린의 발견은 종종 과학에서의 우연한 발견의 전형적인 예로 인용된다.,偶然の発見,ペニシリンの発見は科学におけるセレンディピティの典型的な例としてよく引用される。,意外发现,青霉素的发现常被引用为科学中偶然发现的经典例子。,serendipia,El descubrimiento de la penicilina se cita a menudo como un ejemplo clásico de serendipia en la ciencia.,sự tình cờ may mắn,Việc phát hiện penicillin thường được coi là ví dụ kinh điển về sự tình cờ may mắn trong khoa học.,ความบังเอิญอันน่ายินดี,การค้นพบเพนนิซิลลินมักถูกยกเป็นตัวอย่างคลาสสิกของความบังเอิญอันน่ายินดีในวิทยาศาสตร์,keberuntungan,Penemuan penisilin sering disebut sebagai contoh klasik keberuntungan dalam sains.
quintessential,"She is the quintessential diplomat who can navigate even the most contentious negotiations.",전형적인; 정수의,그녀는 가장 논쟁적인 협상도 헤쳐나갈 수 있는 전형적인 외교관이다.,典型的な,彼女はどんなに論争的な交渉でも切り抜けられる典型的な外交官だ。,典型的; 精髓的,她是典型的外交官能够驾驭最具争议性的谈判。,por excelencia,Ella es la diplomática por excelencia que puede navegar incluso las negociaciones más polémicas.,tinh túy; mẫu mực,Cô ấy là nhà ngoại giao mẫu mực có thể xử lý những cuộc đàm phán gay gắt nhất.,ซึ่งเป็นแก่นแท้,เธอเป็นนักการทูตในแบบฉบับที่แท้จริงที่สามารถรับมือกับการเจรจาที่ถกเถียงกันมากที่สุด,paling khas,Dia adalah diplomat paling khas yang bisa mengarungi negosiasi paling kontroversial sekalipun.
idiosyncratic,"His idiosyncratic teaching methods confused some students but inspired many others.",특이한; 독특한,그의 독특한 교수법은 일부 학생을 혼란스럽게 했지만 다른 많은 학생에게 영감을 주었다.,独特の,彼の独特な教授法は一部の学生を混乱させたが多くの学生にインスピレーションを与えた。,独特的,他独特的教学方法令一些学生困惑但激励了许多其他学生。,idiosincrásico,Sus métodos de enseñanza idiosincrásicos confundieron a algunos estudiantes pero inspiraron a muchos otros.,đặc thù; kỳ lạ,Phương pháp giảng dạy đặc thù của ông khiến một số sinh viên bối rối nhưng truyền cảm hứng cho nhiều người khác.,เฉพาะตัว; แปลกประหลาด,วิธีการสอนที่เฉพาะตัวของเขาทำให้นักเรียนบางคนสับสนแต่สร้างแรงบันดาลใจให้คนอื่นๆ อีกมาก,khas; unik,Metode pengajarannya yang khas membingungkan beberapa siswa tetapi menginspirasi banyak yang lain.
anachronistic,"The use of fax machines in the digital age feels distinctly anachronistic.",시대착오적인,디지털 시대에 팩스기를 사용하는 것은 분명히 시대착오적으로 느껴진다.,時代遅れの,デジタル時代のファックス機の使用は明らかに時代遅れに感じられる。,不合时宜的,在数字时代使用传真机显得明显不合时宜。,anacrónico,El uso de máquinas de fax en la era digital se siente claramente anacrónico.,lỗi thời; trái thời đại,Việc sử dụng máy fax trong thời đại kỹ thuật số rõ ràng là trái thời đại.,ล้าสมัย; ไม่เข้ายุค,การใช้เครื่องแฟกซ์ในยุคดิจิทัลรู้สึกล้าสมัยอย่างเห็นได้ชัด,anakronistis,Penggunaan mesin faks di era digital terasa sangat anakronistis.
perfunctory,"The manager gave a perfunctory nod and returned to scrolling through her emails.",건성의; 형식적인,매니저는 건성으로 고개를 끄덕이고는 이메일을 스크롤하는 것으로 돌아갔다.,おざなりの,マネージャーはおざなりにうなずきメールのスクロールに戻った。,敷衍的,经理敷衍地点了点头然后继续翻看邮件。,superficial; mecánico,La gerente hizo un gesto mecánico con la cabeza y volvió a revisar sus correos.,qua loa; chiếu lệ,Quản lý gật đầu chiếu lệ rồi quay lại lướt email.,ทำอย่างลวกๆ,ผู้จัดการพยักหน้าอย่างลวกๆ แล้วกลับไปเลื่อนดูอีเมล,seadanya; asal-asalan,Manajer mengangguk seadanya dan kembali menggulir emailnya.
surreptitious,"He cast a surreptitious glance at the classified documents on his supervisor's desk.",은밀한,그는 상사의 책상 위에 있는 기밀 문서를 은밀히 훔쳐보았다.,こっそりとした,彼は上司の机の上にある機密文書にこっそりと目をやった。,偷偷摸摸的,他偷偷地瞥了一眼主管桌上的机密文件。,subrepticio; furtivo,Lanzó una mirada furtiva a los documentos clasificados en el escritorio de su supervisor.,lén lút,Anh ta lén liếc nhìn các tài liệu mật trên bàn của cấp trên.,ลับๆ ล่อๆ,เขาแอบมองเอกสารลับบนโต๊ะหัวหน้าอย่างลับๆ,diam-diam; sembunyi-sembunyi,Dia melirik diam-diam ke dokumen rahasia di meja atasannya.
ephemeral,"Social media fame is often ephemeral and can vanish as quickly as it appeared.",일시적인; 덧없는,소셜 미디어의 명성은 종종 덧없고 나타난 만큼 빠르게 사라질 수 있다.,儚い; 短命な,ソーシャルメディアの名声はしばしば儚く現れたのと同じくらい早く消えることがある。,短暂的,社交媒体上的名声往往是短暂的可能消失得和出现时一样快。,efímero,La fama en redes sociales es a menudo efímera y puede desaparecer tan rápido como apareció.,phù du,Danh tiếng trên mạng xã hội thường phù du và có thể biến mất nhanh chóng như lúc xuất hiện.,ชั่วคราว; ไม่จีรัง,ชื่อเสียงในโซเชียลมีเดียมักเป็นสิ่งไม่จีรังและสามารถหายไปเร็วเท่ากับที่ปรากฏ,fana; sementara,Ketenaran media sosial sering kali fana dan bisa lenyap secepat kemunculannya.
recalcitrant,"The recalcitrant employee refused to adopt the new safety protocols despite repeated warnings.",반항적인; 완고한,반항적인 직원은 반복된 경고에도 불구하고 새로운 안전 규정을 채택하기를 거부했다.,反抗的な,反抗的なその従業員は度重なる警告にもかかわらず新しい安全プロトコルの採用を拒否した。,不服从的; 顽固的,这名顽固的员工尽管被反复警告仍拒绝采用新的安全规程。,recalcitrante,El empleado recalcitrante se negó a adoptar los nuevos protocolos de seguridad a pesar de las repetidas advertencias.,ngoan cố; bướng bỉnh,Nhân viên ngoan cố từ chối áp dụng các quy trình an toàn mới bất chấp nhiều lần cảnh báo.,ดื้อรั้น; หัวแข็ง,พนักงานที่ดื้อรั้นปฏิเสธที่จะปฏิบัติตามระเบียบความปลอดภัยใหม่แม้จะถูกเตือนหลายครั้ง,membangkang,Karyawan yang membangkang menolak mengadopsi protokol keselamatan baru meskipun telah diperingatkan berulang kali.
obsequious,"His obsequious behavior toward the CEO struck his colleagues as transparently self-serving.",아첨하는; 비굴한,CEO에 대한 그의 아첨하는 행동은 동료들에게 노골적으로 이기적인 것으로 여겨졌다.,卑屈な; 追従的な,CEOに対する彼の追従的な態度は同僚たちには見え透いた利己的行為に映った。,谄媚的; 奴颜婢膝的,他对首席执行官的谄媚行为在同事看来明显是出于私利。,obsequioso; servil,Su comportamiento servil hacia el CEO les pareció a sus colegas transparentemente interesado.,xu nịnh; khúm núm,Thái độ xu nịnh của anh ta với CEO khiến đồng nghiệp thấy rõ ràng là vụ lợi.,ประจบสอพลอ,พฤติกรรมประจบสอพลอของเขาต่อซีอีโอทำให้เพื่อนร่วมงานมองว่าเห็นแก่ตัวอย่างเปิดเผย,menjilat; patuh berlebihan,Perilakunya yang menjilat terhadap CEO dianggap rekan-rekannya sebagai tindakan yang jelas-jelas mementingkan diri sendiri.
loquacious,"The loquacious guest dominated every conversation at the dinner party.",수다스러운,수다스러운 손님은 만찬 파티에서 모든 대화를 지배했다.,おしゃべりな,おしゃべりなゲストはディナーパーティーのあらゆる会話を独占した。,健谈的; 话多的,这位健谈的客人主导了晚宴上的每一场对话。,locuaz,El invitado locuaz dominó todas las conversaciones en la cena.,ba hoa; nói nhiều,Vị khách ba hoa chi phối mọi cuộc trò chuyện trong bữa tiệc tối.,พูดมาก; ช่างพูด,แขกที่ช่างพูดครอบงำทุกบทสนทนาในงานเลี้ยงอาหารค่ำ,cerewet; banyak bicara,Tamu yang cerewet mendominasi setiap percakapan di pesta makan malam.
magnanimous,"In a magnanimous gesture the victor offered his defeated opponent a seat on the advisory council.",관대한; 도량이 넓은,관대한 제스처로 승자는 패배한 상대에게 자문 위원회 자리를 제안했다.,寛大な,寛大な行為として勝者は敗れた相手に諮問委員会の席を提供した。,宽宏大量的,胜利者慷慨地向败者提供了顾问委员会的席位。,magnánimo,En un gesto magnánimo el vencedor ofreció a su oponente derrotado un puesto en el consejo asesor.,độ lượng; cao thượng,Trong một cử chỉ cao thượng người thắng cuộc đã mời đối thủ thua cuộc một ghế trong hội đồng cố vấn.,ใจกว้าง; มีเมตตา,ด้วยท่าทีใจกว้าง ผู้ชนะเสนอที่นั่งในสภาที่ปรึกษาให้แก่คู่แข่งที่พ่ายแพ้,besar hati; murah hati,Dengan sikap besar hati sang pemenang menawarkan lawannya yang kalah kursi di dewan penasehat.
truculent,"The truculent negotiator alienated potential allies with his aggressive demands.",호전적인; 난폭한,호전적인 협상가는 공격적인 요구로 잠재적 동맹을 멀리했다.,好戦的な; 凶暴な,好戦的な交渉人は攻撃的な要求で潜在的な味方を遠ざけた。,好斗的; 凶暴的,这位好斗的谈判者以其咄咄逼人的要求疏远了潜在盟友。,truculento; agresivo,El negociador truculento alejó a posibles aliados con sus demandas agresivas.,hung hãn; hiếu chiến,Nhà đàm phán hung hãn đã xa lánh các đồng minh tiềm năng bằng những yêu cầu hung hăng.,ก้าวร้าว; ดุดัน,นักเจรจาที่ดุดันทำให้พันธมิตรที่เป็นไปได้แตกแยกด้วยข้อเรียกร้องที่ก้าวร้าว,galak; agresif,Negosiator yang galak mengasingkan sekutu potensial dengan tuntutannya yang agresif.
pusillanimous,"The committee's pusillanimous response to the crisis only emboldened the aggressors.",소심한; 비겁한,위기에 대한 위원회의 소심한 대응은 침략자들을 더욱 대담하게 만들었을 뿐이다.,臆病な; 小心な,危機に対する委員会の臆病な対応は侵略者をさらに大胆にさせただけだった。,怯懦的; 胆小的,委员会对危机的怯懦回应只会使侵略者更加大胆。,pusilánime,La respuesta pusilánime del comité ante la crisis solo envalentonó a los agresores.,nhút nhát; hèn nhát,Phản ứng nhút nhát của ủy ban trước cuộc khủng hoảng chỉ khiến kẻ xâm lược thêm táo bạo.,ขี้ขลาด; อ่อนแอ,การตอบสนองที่ขี้ขลาดของคณะกรรมการต่อวิกฤตยิ่งทำให้ผู้รุกรานกล้ามากขึ้น,pengecut; penakut,Respons pengecut komite terhadap krisis hanya membuat agresor semakin berani.
parsimonious,"The parsimonious billionaire lived in a modest apartment and drove a ten-year-old car.",인색한; 구두쇠의,인색한 억만장자는 수수한 아파트에 살며 10년 된 차를 몰았다.,けちな; 吝嗇な,けちなその億万長者は質素なアパートに住み10年前の車を運転していた。,吝啬的; 小气的,这位吝啬的亿万富翁住在一间简朴的公寓里开着一辆十年的旧车。,parsimonioso; tacaño,El multimillonario parsimonioso vivía en un apartamento modesto y conducía un coche de diez años.,keo kiệt; bủn xỉn,Tỷ phú keo kiệt sống trong một căn hộ khiêm tốn và lái chiếc xe mười năm tuổi.,ตระหนี่; ขี้เหนียว,มหาเศรษฐีที่ตระหนี่อาศัยอยู่ในอพาร์ตเมนต์เรียบง่ายและขับรถอายุสิบปี,pelit; kikir,Miliarder yang pelit tinggal di apartemen sederhana dan mengendarai mobil berusia sepuluh tahun.
perspicacious,"The perspicacious detective noticed the subtle inconsistencies in the suspect's alibi.",통찰력 있는; 예리한,통찰력 있는 형사는 용의자의 알리바이에서 미묘한 불일치를 발견했다.,洞察力のある,洞察力のある探偵は容疑者のアリバイの微妙な矛盾に気づいた。,敏锐的; 有洞察力的,这位敏锐的侦探注意到了嫌疑人不在场证明中的细微矛盾。,perspicaz,El perspicaz detective notó las sutiles inconsistencias en la coartada del sospechoso.,sáng suốt; tinh tường,Thám tử tinh tường nhận ra những mâu thuẫn tinh vi trong chứng cứ ngoại phạm của nghi phạm.,ฉลาดหลักแหลม; มีไหวพริบ,นักสืบผู้ฉลาดหลักแหลมสังเกตเห็นความไม่สอดคล้องกันเล็กน้อยในข้อแก้ตัวของผู้ต้องสงสัย,cerdik; tajam,Detektif yang cerdik menyadari ketidakkonsistenan halus dalam alibi tersangka.
mercurial,"Her mercurial temperament made it difficult for colleagues to predict her reactions.",변덕스러운,그녀의 변덕스러운 기질은 동료들이 그녀의 반응을 예측하기 어렵게 만들었다.,気まぐれな,彼女の気まぐれな気質は同僚が反応を予測することを困難にした。,反复无常的,她反复无常的性情使同事难以预测她的反应。,mercurial; voluble,Su temperamento mercurial dificultaba que los colegas predijeran sus reacciones.,thất thường; hay thay đổi,Tính khí thất thường của cô khiến đồng nghiệp khó dự đoán phản ứng của cô.,อารมณ์แปรปรวน,อารมณ์แปรปรวนของเธอทำให้เพื่อนร่วมงานคาดเดาปฏิกิริยาของเธอได้ยาก,berubah-ubah; labil,Temperamennya yang berubah-ubah membuat rekan kerja sulit memprediksi reaksinya.
insouciant,"His insouciant attitude toward deadlines infuriated his more conscientious teammates.",태평한; 무관심한,마감에 대한 그의 태평한 태도는 더 성실한 팀원들을 분노하게 했다.,無頓着な,締め切りに対する彼の無頓着な態度はより真面目なチームメイトを激怒させた。,漫不经心的,他对截止日期漫不经心的态度激怒了更认真的队友。,despreocupado,Su actitud despreocupada hacia los plazos enfurecía a sus compañeros más concienzudos.,vô tư lự; bất cần,Thái độ vô tư lự của anh ta với deadline khiến các đồng đội nghiêm túc hơn tức giận.,ไม่แยแส; สบายๆ,ทัศนคติที่ไม่แยแสต่อเดดไลน์ของเขาทำให้เพื่อนร่วมทีมที่มีความรับผิดชอบโกรธ,acuh tak acuh; santai,Sikapnya yang acuh tak acuh terhadap tenggat waktu membuat rekan timnya yang lebih teliti marah.
obfuscate,"The politician attempted to obfuscate the issue by introducing irrelevant statistics.",혼란시키다; 모호하게 하다,정치인은 관련 없는 통계를 도입하여 문제를 모호하게 만들려 했다.,曖昧にする,政治家は無関係な統計を持ち出して問題を曖昧にしようとした。,混淆; 使模糊,这位政客试图通过引入无关的统计数据来混淆问题。,ofuscar; confundir,El político intentó ofuscar el tema introduciendo estadísticas irrelevantes.,che giấu; làm rối,Chính trị gia cố gắng làm rối vấn đề bằng cách đưa ra các số liệu thống kê không liên quan.,ทำให้สับสน; บิดเบือน,นักการเมืองพยายามทำให้ประเด็นสับสนโดยนำสถิติที่ไม่เกี่ยวข้องมาใช้,mengaburkan; membingungkan,Politisi berusaha mengaburkan masalah dengan memperkenalkan statistik yang tidak relevan.
ameliorate,"New irrigation techniques dramatically ameliorated crop yields in the drought-stricken region.",개선하다; 완화하다,새로운 관개 기술이 가뭄에 시달리는 지역의 작물 수확량을 극적으로 개선했다.,改善する,新しい灌漑技術は干ばつに苦しむ地域の作物収量を劇的に改善した。,改善; 改良,新的灌溉技术极大地改善了干旱地区的作物产量。,mejorar; aliviar,Las nuevas técnicas de irrigación mejoraron drásticamente los rendimientos de los cultivos en la región afectada por la sequía.,cải thiện,Các kỹ thuật tưới tiêu mới đã cải thiện đáng kể năng suất cây trồng ở vùng hạn hán.,บรรเทา; ปรับปรุง,เทคนิคชลประทานใหม่ช่วยปรับปรุงผลผลิตพืชผลในภูมิภาคที่ประสบภัยแล้งอย่างมาก,memperbaiki; meningkatkan,Teknik irigasi baru secara dramatis memperbaiki hasil panen di wilayah yang dilanda kekeringan.
equanimity,"She received the devastating news with remarkable equanimity and immediately began planning her next steps.",평정심; 침착,그녀는 충격적인 소식을 놀라운 평정심으로 받아들이고 즉시 다음 단계를 계획하기 시작했다.,平静さ; 沈着,彼女は壊滅的なニュースを驚くべき沈着さで受け止めすぐに次のステップの計画を始めた。,沉着; 镇定,她以非凡的镇定接受了这个毁灭性的消息并立即开始规划下一步。,ecuanimidad,Recibió la noticia devastadora con notable ecuanimidad e inmediatamente comenzó a planificar sus próximos pasos.,bình thản; điềm tĩnh,Cô nhận tin sốc với sự bình thản đáng kinh ngạc và ngay lập tức bắt đầu lên kế hoạch cho bước tiếp theo.,ความสงบนิ่ง; จิตใจมั่นคง,เธอรับข่าวร้ายด้วยความสงบนิ่งอย่างน่าทึ่งและเริ่มวางแผนขั้นตอนถัดไปทันที,ketenangan hati,Dia menerima kabar yang menghancurkan dengan ketenangan hati yang luar biasa dan segera mulai merencanakan langkah berikutnya.
verisimilitude,"The novel's verisimilitude is so compelling that readers often mistake the fictional events for historical fact.",사실성; 진실다움,소설의 사실성이 너무 매력적이어서 독자들은 종종 허구의 사건을 역사적 사실로 착각한다.,迫真性,小説の迫真性は非常に説得力があり読者はしばしば架空の出来事を歴史的事実と間違える。,逼真性,这部小说的逼真性如此引人入胜以至于读者常常将虚构事件误认为历史事实。,verosimilitud,La verosimilitud de la novela es tan convincente que los lectores a menudo confunden los eventos ficticios con hechos históricos.,tính chân thực,Tính chân thực của tiểu thuyết hấp dẫn đến mức độc giả thường nhầm lẫn các sự kiện hư cấu với sự thật lịch sử.,ความสมจริง,ความสมจริงของนวนิยายน่าเชื่อถือมากจนผู้อ่านมักเข้าใจผิดว่าเหตุการณ์ในนิยายเป็นข้อเท็จจริงทางประวัติศาสตร์,kemiripan dengan kenyataan,Kemiripan novel dengan kenyataan begitu meyakinkan sehingga pembaca sering mengira peristiwa fiksi sebagai fakta sejarah.
vituperate,"The critic did not merely review the film but vituperated it with unrelenting hostility.",매도하다; 심하게 비난하다,비평가는 단지 영화를 평론한 것이 아니라 끊임없는 적개심으로 매도했다.,激しく非難する,批評家は映画を単にレビューしたのではなく容赦ない敵意で激しく非難した。,痛骂; 严厉指责,评论家不仅仅是评论这部电影而是以无情的敌意痛骂它。,vituperar,El crítico no solo reseñó la película sino que la vituperó con hostilidad implacable.,chửi rủa; mắng nhiếc,Nhà phê bình không chỉ đánh giá bộ phim mà còn chửi rủa nó với sự thù địch không ngừng.,ด่าว่าอย่างรุนแรง,นักวิจารณ์ไม่ได้เพียงแค่รีวิวภาพยนตร์ แต่ด่าว่ามันอย่างรุนแรงด้วยความเป็นปฏิปักษ์อย่างไม่ลดละ,mencaci maki,Kritikus tidak sekadar mengulas film tersebut tetapi mencaci makinya dengan permusuhan tanpa henti.
grandiloquent,"The senator's grandiloquent speeches impressed the gallery but failed to produce any legislation.",과장된; 거창한,상원의원의 과장된 연설은 방청석을 감동시켰지만 어떤 법안도 만들어 내지 못했다.,大げさな; 仰々しい,上院議員の大げさな演説は傍聴席を感心させたが法案は一つも生み出さなかった。,夸夸其谈的,参议员夸夸其谈的演讲令旁听席印象深刻但未能产生任何立法。,grandilocuente,Los discursos grandilocuentes del senador impresionaron a la galería pero no produjeron ninguna legislación.,khoa trương; đại ngôn,Những bài phát biểu khoa trương của thượng nghị sĩ gây ấn tượng với khán giả nhưng không tạo ra luật nào.,โอ้อวด; พูดเกินจริง,สุนทรพจน์ที่โอ้อวดของวุฒิสมาชิกสร้างความประทับใจให้ผู้ชมแต่ไม่สามารถผลิตกฎหมายใดๆ ได้,muluk-muluk; bombastis,Pidato muluk-muluk senator mengesankan penonton tetapi gagal menghasilkan undang-undang apa pun.
penurious,"Growing up in penurious circumstances instilled in her a fierce determination to succeed.",궁핍한; 빈곤한,궁핍한 환경에서 성장한 것이 그녀에게 성공에 대한 강렬한 결의를 심어 주었다.,貧窮な; 極貧の,貧窮な境遇で育ったことが彼女に成功への激しい決意を植え付けた。,贫穷的; 穷困的,在贫困环境中长大使她产生了强烈的成功决心。,penurioso; indigente,Crecer en circunstancias de penuria le infundió una feroz determinación de tener éxito.,nghèo khó; túng quẫn,Lớn lên trong hoàn cảnh nghèo khó đã nuôi dưỡng trong cô quyết tâm mãnh liệt để thành công.,ยากจน; ขัดสน,การเติบโตในสภาพที่ยากจนปลูกฝังความมุ่งมั่นอย่างแรงกล้าในการประสบความสำเร็จให้กับเธอ,melarat; miskin,Tumbuh dalam keadaan melarat menanamkan tekad kuat dalam dirinya untuk berhasil.
propitious,"The propitious weather conditions allowed the harvest to proceed ahead of schedule.",유리한; 길조의,유리한 기상 조건 덕분에 수확이 예정보다 앞서 진행될 수 있었다.,好都合な; 幸先のよい,好都合な天候条件により収穫は予定より早く進行できた。,有利的; 吉祥的,有利的天气条件使收获得以提前进行。,propicio,Las propicias condiciones climáticas permitieron que la cosecha se realizara antes de lo previsto.,thuận lợi,Điều kiện thời tiết thuận lợi cho phép vụ thu hoạch diễn ra trước kế hoạch.,เป็นมงคล; อำนวย,สภาพอากาศที่อำนวยทำให้สามารถเก็บเกี่ยวได้ก่อนกำหนด,menguntungkan; baik,Kondisi cuaca yang menguntungkan memungkinkan panen dilakukan lebih cepat dari jadwal.
tenebrous,"The tenebrous corridors of the ancient monastery filled the visitors with a sense of foreboding.",어두운; 음침한,고대 수도원의 음침한 복도는 방문객들에게 불길한 느낌을 안겨 주었다.,暗い; 陰鬱な,古代修道院の暗い廊下は訪問者に不吉な予感を抱かせた。,昏暗的; 阴暗的,古老修道院昏暗的走廊让参观者充满了不祥的预感。,tenebroso,Los tenebrosos pasillos del antiguo monasterio llenaron a los visitantes de presentimiento.,tăm tối; u ám,Những hành lang tăm tối của tu viện cổ khiến du khách cảm thấy một điềm gở.,มืดมิด; น่าขนลุก,ทางเดินมืดมิดของอารามโบราณทำให้ผู้มาเยือนรู้สึกหวาดหวั่น,gelap; suram,Koridor gelap biara kuno itu memenuhi pengunjung dengan perasaan firasat buruk.
apocryphal,"The apocryphal tale of the company's founding has been repeated so often that most employees believe it.",출처 불명의; 진위가 의심스러운,회사 설립에 대한 출처 불명의 이야기가 너무 자주 반복되어 대부분의 직원이 그것을 믿고 있다.,作り話の; 真偽不明の,会社設立にまつわるその作り話はあまりに頻繁に繰り返されほとんどの社員が信じている。,杜撰的; 真伪不明的,这个关于公司创立的杜撰故事被重复了太多次以至于大多数员工都信以为真。,apócrifo,La historia apócrifa de la fundación de la empresa se ha repetido tantas veces que la mayoría de los empleados la creen.,ngụy tạo; không xác thực,Câu chuyện ngụy tạo về việc thành lập công ty đã được kể lại quá nhiều lần đến nỗi hầu hết nhân viên đều tin.,ที่ไม่น่าเชื่อถือ; เป็นเรื่องแต่ง,เรื่องเล่าที่ไม่น่าเชื่อถือเกี่ยวกับการก่อตั้งบริษัทถูกเล่าซ้ำบ่อยจนพนักงานส่วนใหญ่เชื่อ,apokrif; tidak jelas kebenarannya,Kisah apokrif tentang pendirian perusahaan telah diulang begitu sering sehingga sebagian besar karyawan mempercayainya.
perspicuous,"The professor's perspicuous explanation made the complex theorem accessible to every student.",명쾌한; 명확한,교수의 명쾌한 설명 덕분에 복잡한 정리가 모든 학생에게 이해 가능해졌다.,明快な; わかりやすい,教授の明快な説明により複雑な定理がすべての学生に理解できるものになった。,清晰的; 明白的,教授清晰的解释使复杂的定理对每个学生都变得易于理解。,perspicuo; claro,La explicación perspicua del profesor hizo que el complejo teorema fuera accesible para todos los estudiantes.,rõ ràng; minh bạch,Lời giải thích rõ ràng của giáo sư khiến định lý phức tạp trở nên dễ hiểu với mọi sinh viên.,ชัดเจน; เข้าใจง่าย,คำอธิบายที่ชัดเจนของอาจารย์ทำให้ทฤษฎีบทที่ซับซ้อนเข้าถึงได้สำหรับนักศึกษาทุกคน,jelas; gamblang,Penjelasan profesor yang gamblang membuat teorema yang kompleks dapat dipahami oleh setiap mahasiswa.
