amortization,"The amortization of the loan is spread over twenty years.",상각,"대출의 상각은 20년에 걸쳐 분산됩니다.",償却,"ローンの償却は20年にわたって分散されています。",摊销,"贷款的摊销分摊在二十年内。",amortización,"La amortización del préstamo se distribuye a lo largo de veinte años.",khấu hao,"Việc khấu hao khoản vay được trải đều trong hai mươi năm.",การตัดจำหน่าย,"การตัดจำหน่ายของเงินกู้กระจายไปตลอดยี่สิบปี",amortisasi,"Amortisasi pinjaman tersebar selama dua puluh tahun."
pastiche,"The author's pastiche of Victorian prose styles paid homage while gently mocking convention.",패스티시,"작가의 빅토리아 시대 산문 스타일 패스티시는 관습을 부드럽게 조롱하면서 경의를 표했습니다.",パスティーシュ,"著者のヴィクトリア朝散文スタイルのパスティーシュは、慣習を穏やかに嘲りながら敬意を表しました。",拼贴模仿,"作者对维多利亚时代散文风格的拼贴模仿在致敬的同时温和地嘲讽了惯例。",pastiche,"El pastiche del autor de los estilos de prosa victorianos rindió homenaje mientras se burlaba suavemente de la convención.",phong cách mô phỏng,"Phong cách mô phỏng văn xuôi thời Victoria của tác giả vừa tỏ lòng kính trọng vừa nhẹ nhàng chế nhạo quy ước.",งานเลียนแบบ,"งานเลียนแบบรูปแบบร้อยแก้วสมัยวิกตอเรียนของผู้เขียนเป็นการแสดงความเคารพพร้อมกับล้อเลียนขนบธรรมเนียมอย่างอ่อนโยน",pastiche,"Pastiche gaya prosa Victoria karya penulis tersebut memberikan penghormatan sambil dengan lembut mengejek konvensi."
palimpsest,"Critics read the city as a palimpsest where layers of cultural history overlap and coexist.",팔림프세스트,"비평가들은 그 도시를 문화적 역사의 층들이 겹치고 공존하는 팔림프세스트로 읽었습니다.",パリンプセスト,"批評家たちはその都市を文化的歴史の層が重なり合い共存するパリンプセストとして読みました。",重写本,"评论家将这座城市视为文化历史层层叠叠共存的重写本。",palimpsesto,"Los críticos leyeron la ciudad como un palimpsesto donde capas de historia cultural se superponen y coexisten.",bản viết chồng,"Các nhà phê bình đọc thành phố như một bản viết chồng nơi các tầng lớp lịch sử văn hóa chồng chéo và cùng tồn tại.",ฉบับเขียนทับ,"นักวิจารณ์อ่านเมืองเป็นฉบับเขียนทับที่ชั้นของประวัติศาสตร์วัฒนธรรมซ้อนทับและอยู่ร่วมกัน",palimses,"Kritikus membaca kota tersebut sebagai palimses di mana lapisan-lapisan sejarah budaya tumpang tindih dan berdampingan."
aporia,"The philosophical aporia at the heart of the text resists any definitive interpretation.",아포리아,"텍스트의 핵심에 있는 철학적 아포리아는 어떤 확정적 해석도 거부합니다.",アポリア,"テキストの核心にある哲学的アポリアは、いかなる決定的な解釈も拒否します。",困境,"文本核心的哲学困境抵制任何确定性的解读。",aporía,"La aporía filosófica en el corazón del texto resiste cualquier interpretación definitiva.",bế tắc triết học,"Bế tắc triết học ở trung tâm văn bản chống lại mọi cách diễn giải dứt khoát.",ภาวะตีบตัน,"ภาวะตีบตันทางปรัชญาที่เป็นหัวใจของตัวบทต้านทานการตีความที่ชัดเจน",aporia,"Aporia filosofis di jantung teks tersebut menolak interpretasi definitif apa pun."
ekphrasis,"The poet employed ekphrasis to transform a Renaissance painting into a vivid verbal tableau.",에크프라시스,"시인은 르네상스 회화를 생생한 언어적 장면으로 변환하기 위해 에크프라시스를 사용했습니다.",エクフラシス,"詩人はルネサンスの絵画を鮮やかな言語的タブローに変換するためにエクフラシスを用いました。",艺格敷词,"诗人运用艺格敷词将一幅文艺复兴时期的绘画转化为生动的文字画面。",écfrasis,"El poeta empleó la écfrasis para transformar una pintura renacentista en un vívido cuadro verbal.",nghệ thuật miêu tả tranh,"Nhà thơ sử dụng nghệ thuật miêu tả tranh để biến một bức họa Phục Hưng thành một bức tranh ngôn từ sống động.",เอกเฟรซิส,"กวีใช้เอกเฟรซิสเพื่อเปลี่ยนภาพวาดยุคเรเนซองส์ให้เป็นภาพวาดทางวาจาที่สดใส",ekfrasis,"Penyair menggunakan ekfrasis untuk mengubah lukisan Renaisans menjadi lukisan verbal yang hidup."
liminality,"The protagonist exists in a state of liminality between two cultural identities throughout the memoir.",리미널리티,"주인공은 회고록 전반에 걸쳐 두 문화적 정체성 사이의 리미널리티 상태에 존재합니다.",リミナリティ,"主人公は回想録を通じて二つの文化的アイデンティティの間のリミナリティの状態に存在しています。",阈限性,"主人公在整部回忆录中都处于两种文化认同之间的阈限状态。",liminalidad,"El protagonista existe en un estado de liminalidad entre dos identidades culturales a lo largo de las memorias.",tính ngưỡng,"Nhân vật chính tồn tại trong trạng thái ngưỡng giữa hai bản sắc văn hóa xuyên suốt hồi ký.",สภาวะคาบเกี่ยว,"ตัวเอกดำรงอยู่ในสภาวะคาบเกี่ยวระหว่างสองอัตลักษณ์ทางวัฒนธรรมตลอดบันทึกความทรงจำ",liminalitas,"Protagonis berada dalam keadaan liminalitas antara dua identitas budaya sepanjang memoar."
defamiliarization,"The author uses defamiliarization to force readers to perceive mundane objects with renewed attention.",낯설게 하기,"작가는 독자들이 평범한 사물을 새로운 주의로 인식하도록 강제하기 위해 낯설게 하기를 사용합니다.",異化,"著者は読者に日常的な物体を新たな注意で知覚させるために異化を用います。",陌生化,"作者使用陌生化手法迫使读者以全新的注意力感知日常事物。",desfamiliarización,"El autor usa la desfamiliarización para obligar a los lectores a percibir objetos mundanos con atención renovada.",lạ hóa,"Tác giả sử dụng lạ hóa để buộc người đọc nhận thức các vật thể bình thường với sự chú ý mới mẻ.",การทำให้แปลก,"ผู้เขียนใช้การทำให้แปลกเพื่อบังคับให้ผู้อ่านรับรู้วัตถุธรรมดาด้วยความสนใจที่ฟื้นคืน",defamiliarisasi,"Penulis menggunakan defamiliarisasi untuk memaksa pembaca merasakan objek biasa dengan perhatian yang diperbarui."
heteroglossia,"Bakhtin's concept of heteroglossia reveals the competing voices within a single novelistic discourse.",다성성,"바흐찐의 다성성 개념은 단일 소설적 담론 내의 경쟁하는 목소리들을 드러냅니다.",ヘテログロシア,"バフチンのヘテログロシアの概念は、単一の小説的言説の中の競合する声を明らかにします。",杂语,"巴赫金的杂语概念揭示了单一小说话语中相互竞争的声音。",heteroglosia,"El concepto de heteroglosia de Bajtín revela las voces en competencia dentro de un solo discurso novelístico.",đa ngôn ngữ,"Khái niệm đa ngôn ngữ của Bakhtin cho thấy các tiếng nói cạnh tranh trong một diễn ngôn tiểu thuyết đơn lẻ.",ความหลากหลายทางวาทกรรม,"แนวคิดความหลากหลายทางวาทกรรมของบัคตินเผยให้เห็นเสียงที่แข่งขันกันภายในวาทกรรมนิยายเดียว",heteroglosia,"Konsep heteroglosia Bakhtin mengungkapkan suara-suara yang bersaing dalam satu wacana novelistik."
synecdoche,"The sail on the horizon functions as a synecdoche representing the entire approaching fleet.",제유법,"수평선 위의 돛은 접근하는 전체 함대를 나타내는 제유법으로 기능합니다.",提喩,"地平線上の帆は、接近する艦隊全体を表す提喩として機能しています。",提喻,"地平线上的帆作为提喻代表了整个逼近的舰队。",sinécdoque,"La vela en el horizonte funciona como una sinécdoque que representa toda la flota que se aproxima.",hoán dụ bộ phận,"Cánh buồm ở chân trời hoạt động như một hoán dụ bộ phận đại diện cho toàn bộ hạm đội đang tiến đến.",สหลักษณ์,"ใบเรือบนขอบฟ้าทำหน้าที่เป็นสหลักษณ์แทนกองเรือทั้งหมดที่กำลังเข้ามา",sinekdoke,"Layar di cakrawala berfungsi sebagai sinekdoke yang mewakili seluruh armada yang mendekat."
diegesis,"The narrator's voice operates outside the diegesis while commenting on events within it.",디에게시스,"서술자의 목소리는 디에게시스 밖에서 작동하면서 그 안의 사건들에 대해 논평합니다.",ディエゲーシス,"語り手の声はディエゲーシスの外側で機能しながら、その中の出来事についてコメントしています。",叙事世界,"叙述者的声音在叙事世界之外运作，同时评论其中的事件。",diégesis,"La voz del narrador opera fuera de la diégesis mientras comenta los acontecimientos dentro de ella.",trần thuật,"Giọng người kể chuyện hoạt động bên ngoài trần thuật trong khi bình luận về các sự kiện bên trong.",การเล่าเรื่อง,"เสียงของผู้บรรยายทำงานอยู่นอกการเล่าเรื่องขณะให้ความเห็นเกี่ยวกับเหตุการณ์ภายใน",diegesis,"Suara narator beroperasi di luar diegesis sambil mengomentari peristiwa di dalamnya."
free indirect discourse,"Austen masterfully employs free indirect discourse to blur the boundary between narrator and character.",자유간접화법,"오스틴은 서술자와 인물 사이의 경계를 흐리기 위해 자유간접화법을 능숙하게 사용합니다.",自由間接話法,"オースティンは語り手と登場人物の境界を曖昧にするために自由間接話法を巧みに用います。",自由间接引语,"奥斯丁巧妙地运用自由间接引语来模糊叙述者和人物之间的界限。",discurso indirecto libre,"Austen emplea magistralmente el discurso indirecto libre para difuminar la frontera entre narrador y personaje.",diễn ngôn gián tiếp tự do,"Austen sử dụng thành thạo diễn ngôn gián tiếp tự do để làm mờ ranh giới giữa người kể chuyện và nhân vật.",วาทกรรมกึ่งตรงกึ่งอ้อม,"ออสเตนใช้วาทกรรมกึ่งตรงกึ่งอ้อมอย่างชำนาญเพื่อเลือนเส้นแบ่งระหว่างผู้บรรยายและตัวละคร",wacana tidak langsung bebas,"Austen dengan mahir menggunakan wacana tidak langsung bebas untuk mengaburkan batas antara narator dan karakter."
unreliable narrator,"The unreliable narrator compels readers to reconstruct the truth from contradictory testimonies.",신뢰할 수 없는 서술자,"신뢰할 수 없는 서술자는 독자들이 모순된 증언으로부터 진실을 재구성하도록 강제합니다.",信頼できない語り手,"信頼できない語り手は読者に矛盾する証言から真実を再構成させます。",不可靠叙述者,"不可靠叙述者迫使读者从矛盾的证词中重建真相。",narrador no fiable,"El narrador no fiable obliga a los lectores a reconstruir la verdad a partir de testimonios contradictorios.",người kể chuyện không đáng tin,"Người kể chuyện không đáng tin buộc người đọc phải tái tạo sự thật từ những lời chứng mâu thuẫn.",ผู้เล่าที่ไม่น่าเชื่อถือ,"ผู้เล่าที่ไม่น่าเชื่อถือบังคับให้ผู้อ่านสร้างความจริงขึ้นใหม่จากคำให้การที่ขัดแย้งกัน",narator yang tidak dapat dipercaya,"Narator yang tidak dapat dipercaya memaksa pembaca merekonstruksi kebenaran dari kesaksian yang bertentangan."
epistolary,"The epistolary structure of the novel gives each letter writer a distinct rhetorical register.",서간체,"소설의 서간체 구조는 각 편지 작성자에게 독특한 수사적 어조를 부여합니다.",書簡体,"その小説の書簡体構造は各手紙の書き手に独自の修辞的レジスターを与えています。",书信体,"小说的书信体结构赋予每位写信者独特的修辞风格。",epistolar,"La estructura epistolar de la novela otorga a cada escritor de cartas un registro retórico distinto.",thư tín,"Cấu trúc thư tín của tiểu thuyết mang lại cho mỗi người viết thư một phong cách tu từ riêng biệt.",จดหมาย,"โครงสร้างแบบจดหมายของนวนิยายให้ผู้เขียนจดหมายแต่ละคนมีรูปแบบการพูดเชิงวาทศิลป์ที่แตกต่างกัน",epistoler,"Struktur epistoler novel memberikan setiap penulis surat register retorika yang berbeda."
polyphony,"Dostoevsky's novels exemplify polyphony through the coexistence of autonomous character perspectives.",다성성,"도스토예프스키의 소설은 자율적인 인물 관점의 공존을 통해 다성성을 예시합니다.",ポリフォニー,"ドストエフスキーの小説は自律的な登場人物の視点の共存を通じてポリフォニーを体現しています。",复调,"陀思妥耶夫斯基的小说通过自主人物视角的共存体现了复调性。",polifonía,"Las novelas de Dostoievski ejemplifican la polifonía a través de la coexistencia de perspectivas autónomas de los personajes.",đa thanh,"Các tiểu thuyết của Dostoevsky minh họa cho tính đa thanh thông qua sự cùng tồn tại của các góc nhìn nhân vật tự chủ.",พหุสุรเสียง,"นวนิยายของดอสโตเยฟสกีเป็นตัวอย่างของพหุสุรเสียงผ่านการอยู่ร่วมกันของมุมมองตัวละครที่เป็นอิสระ",polifoni,"Novel-novel Dostoevsky mencontohkan polifoni melalui koeksistensi perspektif karakter yang otonom."
chiasmus,"The rhetorical chiasmus in the speech inverted the expected word order for dramatic emphasis.",교차대구법,"연설에서의 수사적 교차대구법은 극적 강조를 위해 예상되는 어순을 뒤집었습니다.",交差配列法,"スピーチにおける修辞的交差配列法は劇的な強調のために予想される語順を反転させました。",交叉配列,"演讲中的修辞交叉配列颠倒了预期的词序以达到戏剧性的强调效果。",quiasmo,"El quiasmo retórico del discurso invirtió el orden esperado de las palabras para un énfasis dramático.",phép đảo chữ,"Phép đảo chữ trong tu từ của bài diễn văn đã đảo ngược trật tự từ dự kiến để nhấn mạnh kịch tính.",ไคแอสมัส,"ไคแอสมัสเชิงวาทศิลป์ในสุนทรพจน์กลับลำดับคำที่คาดไว้เพื่อเน้นย้ำอย่างเร้าอารมณ์",kiasmus,"Kiasmus retoris dalam pidato membalikkan urutan kata yang diharapkan untuk penekanan dramatis."
anachronism,"The deliberate anachronism in the historical novel disrupts the reader's sense of temporal coherence.",시대착오,"역사 소설에서의 의도적 시대착오는 독자의 시간적 일관성 감각을 교란합니다.",アナクロニズム,"歴史小説における意図的なアナクロニズムは読者の時間的一貫性の感覚を混乱させます。",时代错误,"历史小说中刻意的时代错误打破了读者对时间连贯性的感知。",anacronismo,"El anacronismo deliberado en la novela histórica perturba el sentido de coherencia temporal del lector.",lỗi thời đại,"Sự lỗi thời đại có chủ đích trong tiểu thuyết lịch sử phá vỡ cảm giác mạch lạc thời gian của người đọc.",ความไม่สอดคล้องกับยุคสมัย,"ความไม่สอดคล้องกับยุคสมัยโดยเจตนาในนวนิยายอิงประวัติศาสตร์ทำลายความรู้สึกของผู้อ่านเกี่ยวกับความสอดคล้องทางเวลา",anakronisme,"Anakronisme yang disengaja dalam novel sejarah mengganggu rasa koherensi temporal pembaca."
catharsis,"Aristotle argued that tragedy achieves catharsis by evoking pity and fear in the audience.",카타르시스,"아리스토텔레스는 비극이 관객에게 연민과 공포를 불러일으킴으로써 카타르시스를 달성한다고 주장했습니다.",カタルシス,"アリストテレスは悲劇が観客に憐れみと恐怖を喚起することでカタルシスを達成すると主張しました。",宣泄,"亚里士多德认为悲剧通过唤起观众的怜悯和恐惧来实现宣泄。",catarsis,"Aristóteles argumentó que la tragedia logra la catarsis al evocar piedad y temor en la audiencia.",sự giải tỏa,"Aristotle lập luận rằng bi kịch đạt được sự giải tỏa bằng cách gợi lên lòng thương và nỗi sợ hãi nơi khán giả.",การระบายอารมณ์,"อริสโตเติลโต้แย้งว่าโศกนาฏกรรมบรรลุการระบายอารมณ์โดยกระตุ้นความสงสารและความกลัวในผู้ชม",katarsis,"Aristoteles berpendapat bahwa tragedi mencapai katarsis dengan membangkitkan rasa iba dan ketakutan pada penonton."
denouement,"The denouement resolved every subplot with a series of unexpected revelations.",대단원,"대단원은 일련의 예상치 못한 폭로로 모든 부수적 줄거리를 해결했습니다.",結末,"結末は一連の予想外の暴露ですべてのサブプロットを解決しました。",结局,"结局通过一系列意想不到的揭示解决了每个支线剧情。",desenlace,"El desenlace resolvió cada subtrama con una serie de revelaciones inesperadas.",kết cục,"Kết cục đã giải quyết mọi tuyến phụ bằng một loạt tiết lộ bất ngờ.",ตอนจบ,"ตอนจบคลี่คลายทุกเนื้อเรื่องย่อยด้วยการเปิดเผยที่ไม่คาดคิดหลายครั้ง",penyelesaian,"Penyelesaian menyelesaikan setiap subplot dengan serangkaian pengungkapan yang tidak terduga."
soliloquy,"Hamlet's soliloquy lays bare the existential conflict between action and contemplation.",독백,"햄릿의 독백은 행동과 사색 사이의 실존적 갈등을 적나라하게 드러냅니다.",独白,"ハムレットの独白は行動と思索の間の実存的葛藤を赤裸々に示しています。",独白,"哈姆雷特的独白裸露了行动与沉思之间的存在主义冲突。",soliloquio,"El soliloquio de Hamlet desnuda el conflicto existencial entre la acción y la contemplación.",độc thoại,"Đoạn độc thoại của Hamlet phơi bày xung đột hiện sinh giữa hành động và chiêm nghiệm.",บทพูดคนเดียว,"บทพูดคนเดียวของแฮมเลตเปิดเผยความขัดแย้งเชิงอัตถิภาวนิยมระหว่างการกระทำและการไตร่ตรอง",solilokui,"Solilokui Hamlet mengungkapkan konflik eksistensial antara tindakan dan kontemplasi."
allegory,"Orwell's farm allegory mapped political tyranny onto a deceptively simple animal fable.",우화,"오웰의 농장 우화는 정치적 폭정을 기만적으로 단순한 동물 우화에 대입했습니다.",寓意物語,"オーウェルの農場の寓意物語は政治的暴政を欺瞞的に単純な動物寓話に写し取りました。",寓言,"奥威尔的农场寓言将政治暴政映射到一个看似简单的动物寓言上。",alegoría,"La alegoría de la granja de Orwell proyectó la tiranía política sobre una fábula animal engañosamente simple.",ngụ ngôn,"Câu chuyện ngụ ngôn nông trại của Orwell đã ánh xạ sự bạo quyền chính trị lên một câu chuyện ngụ ngôn động vật đơn giản đến đánh lừa.",อุปมานิทัศน์,"อุปมานิทัศน์ฟาร์มของออร์เวลล์ฉายภาพเผด็จการทางการเมืองลงบนนิทานสัตว์ที่ดูเรียบง่ายอย่างหลอกลวง",alegori,"Alegori peternakan Orwell memetakan tirani politik ke dalam fabel hewan yang tampak sederhana."
prolepsis,"The author's use of prolepsis foreshadowed the catastrophic ending from the opening paragraph.",예견법,"작가의 예견법 사용은 첫 문단부터 파국적 결말을 암시했습니다.",プロレプシス,"著者のプロレプシスの使用は冒頭の段落から壊滅的な結末を予告しました。",预叙,"作者使用预叙从开篇段落就预示了灾难性的结局。",prolepsis,"El uso de prolepsis del autor presagió el final catastrófico desde el párrafo inicial.",phép kể trước,"Việc tác giả sử dụng phép kể trước đã báo trước kết thúc thảm khốc ngay từ đoạn mở đầu.",การเล่าล่วงหน้า,"การใช้การเล่าล่วงหน้าของผู้เขียนส่อเค้าถึงตอนจบหายนะตั้งแต่ย่อหน้าแรก",prolepsis,"Penggunaan prolepsis oleh penulis meramalkan akhir bencana sejak paragraf pembuka."
anagnorisis,"The moment of anagnorisis occurs when the hero realizes his adversary is his own brother.",아나그노리시스,"아나그노리시스의 순간은 영웅이 자신의 적이 자기 형제임을 깨달을 때 발생합니다.",アナグノリシス,"アナグノリシスの瞬間は英雄が敵が自分の兄弟であることに気づく時に訪れます。",认知突转,"认知突转的时刻发生在英雄意识到他的对手就是自己的兄弟时。",anagnórisis,"El momento de anagnórisis ocurre cuando el héroe se da cuenta de que su adversario es su propio hermano.",sự nhận ra,"Khoảnh khắc nhận ra xảy ra khi người anh hùng nhận ra đối thủ của mình chính là anh trai mình.",การตระหนักรู้,"ช่วงเวลาของการตระหนักรู้เกิดขึ้นเมื่อพระเอกรู้ว่าคู่ต่อสู้ของเขาคือพี่ชายของเขาเอง",anagnorisis,"Momen anagnorisis terjadi ketika sang pahlawan menyadari lawannya adalah saudaranya sendiri."
hamartia,"The protagonist's hamartia was his insatiable ambition that blinded him to moral consequences.",비극적 결함,"주인공의 비극적 결함은 그를 도덕적 결과에 눈멀게 한 채울 수 없는 야망이었습니다.",ハマルティア,"主人公のハマルティアは道徳的結果に目を向けさせなかった満たされない野望でした。",悲剧性缺陷,"主人公的悲剧性缺陷是使他对道德后果视而不见的无尽野心。",hamartia,"La hamartia del protagonista era su ambición insaciable que lo cegaba ante las consecuencias morales.",khuyết điểm bi kịch,"Khuyết điểm bi kịch của nhân vật chính là tham vọng vô độ khiến anh ta mù quáng trước những hậu quả đạo đức.",ข้อบกพร่องร้ายแรง,"ข้อบกพร่องร้ายแรงของตัวเอกคือความทะเยอทะยานที่ไม่รู้จักพอซึ่งทำให้เขามองไม่เห็นผลทางศีลธรรม",hamartia,"Hamartia protagonis adalah ambisinya yang tak terpuaskan yang membutakannya dari konsekuensi moral."
peripeteia,"The peripeteia of the drama occurs when fortune reverses and the king loses everything.",급전,"드라마의 급전은 운명이 뒤집혀 왕이 모든 것을 잃을 때 발생합니다.",ペリペテイア,"劇のペリペテイアは運命が逆転し王がすべてを失う時に起こります。",突转,"戏剧的突转发生在命运逆转、国王失去一切之时。",peripecia,"La peripecia del drama ocurre cuando la fortuna se invierte y el rey lo pierde todo.",bước ngoặt,"Bước ngoặt của vở kịch xảy ra khi vận mệnh đảo ngược và nhà vua mất tất cả.",จุดพลิกผัน,"จุดพลิกผันของละครเกิดขึ้นเมื่อโชคชะตาพลิกกลับและกษัตริย์สูญเสียทุกอย่าง",peripeteia,"Peripeteia drama terjadi ketika nasib berbalik dan raja kehilangan segalanya."
mythopoeia,"Tolkien's mythopoeia constructed an entire cosmology complete with languages and genealogies.",신화 창조,"톨킨의 신화 창조는 언어와 계보를 갖춘 완전한 우주론을 구축했습니다.",神話創造,"トールキンの神話創造は言語や系譜を備えた完全な宇宙論を構築しました。",神话创造,"托尔金的神话创造构建了一个包含语言和谱系的完整宇宙观。",mitopoeia,"La mitopoeia de Tolkien construyó una cosmología completa con lenguas y genealogías.",sáng tạo thần thoại,"Sáng tạo thần thoại của Tolkien đã xây dựng cả một vũ trụ quan hoàn chỉnh với ngôn ngữ và phả hệ.",การสร้างตำนาน,"การสร้างตำนานของโทลคีนสร้างจักรวาลวิทยาทั้งระบบพร้อมด้วยภาษาและลำดับวงศ์ตระกูล",mitopoeia,"Mitopoeia Tolkien membangun seluruh kosmologi lengkap dengan bahasa dan silsilah."
roman à clef,"The roman à clef thinly disguised real political figures behind fictional characters.",로만 아 클레프,"로만 아 클레프는 실제 정치인물을 허구의 인물 뒤에 가볍게 위장했습니다.",ローマン・ア・クレフ,"ローマン・ア・クレフは実在の政治的人物を架空のキャラクターの背後に薄く偽装しました。",影射小说,"影射小说将真实的政治人物薄薄地伪装在虚构角色背后。",novela en clave,"La novela en clave disfrazó ligeramente a figuras políticas reales detrás de personajes ficticios.",tiểu thuyết ẩn danh,"Tiểu thuyết ẩn danh đã ngụy trang mỏng manh các nhân vật chính trị thực đằng sau các nhân vật hư cấu.",นิยายอิงเรื่องจริง,"นิยายอิงเรื่องจริงปลอมตัวบุคคลทางการเมืองจริงอย่างบางเบาไว้เบื้องหลังตัวละครสมมุติ",roman à clef,"Roman à clef menyamarkan tokoh politik nyata secara tipis di balik karakter fiksi."
stream of consciousness,"Joyce's stream of consciousness technique captures the unfiltered flow of a character's inner thoughts.",의식의 흐름,"조이스의 의식의 흐름 기법은 인물의 내면적 사고의 여과되지 않은 흐름을 포착합니다.",意識の流れ,"ジョイスの意識の流れ技法は登場人物の内面の思考のフィルターされていない流れを捉えます。",意识流,"乔伊斯的意识流技法捕捉了人物内心思想未经过滤的流动。",flujo de conciencia,"La técnica de flujo de conciencia de Joyce captura el fluir sin filtro de los pensamientos internos de un personaje.",dòng ý thức,"Kỹ thuật dòng ý thức của Joyce nắm bắt dòng chảy không qua lọc của những suy nghĩ nội tâm nhân vật.",กระแสจิตสำนึก,"เทคนิคกระแสจิตสำนึกของจอยซ์จับกระแสความคิดภายในที่ไม่ผ่านการกรองของตัวละคร",aliran kesadaran,"Teknik aliran kesadaran Joyce menangkap aliran pemikiran batin karakter yang tidak tersaring."
pathetic fallacy,"The storm in the final act serves as pathetic fallacy mirroring the protagonist's inner turmoil.",감정이입의 오류,"마지막 막의 폭풍은 주인공의 내면적 혼란을 반영하는 감정이입의 오류로 기능합니다.",感情的誤謬,"最終幕の嵐は主人公の内面の混乱を映し出す感情的誤謬として機能しています。",感情谬误,"最后一幕中的暴风雨作为感情谬误映射了主人公的内心动荡。",falacia patética,"La tormenta en el acto final sirve como falacia patética que refleja la agitación interior del protagonista.",ngụy biện cảm xúc,"Cơn bão trong hồi cuối đóng vai trò như ngụy biện cảm xúc phản chiếu sự xáo trộn nội tâm của nhân vật chính.",ความเข้าใจผิดเชิงอารมณ์,"พายุในองก์สุดท้ายทำหน้าที่เป็นความเข้าใจผิดเชิงอารมณ์สะท้อนความวุ่นวายภายในของตัวเอก",kekeliruan patetikal,"Badai di babak terakhir berfungsi sebagai kekeliruan patetikal yang mencerminkan gejolak batin protagonis."
palilogy,"The orator's palilogy hammered the key phrase into the audience's collective memory.",반복어법,"연설가의 반복어법은 핵심 구절을 청중의 집단적 기억에 각인시켰습니다.",パリロジー,"弁士のパリロジーは聴衆の集合的記憶に重要なフレーズを刻み込みました。",反复法,"演讲者的反复法将关键短语锤入观众的集体记忆中。",palilología,"La palilología del orador martilló la frase clave en la memoria colectiva de la audiencia.",phép lặp từ,"Phép lặp từ của nhà hùng biện đã đóng đinh cụm từ chính vào ký ức tập thể của khán giả.",การซ้ำคำ,"การซ้ำคำของนักพูดตอกย้ำวลีสำคัญเข้าไปในความทรงจำรวมของผู้ฟัง",palilogi,"Palilogi orator tersebut menempa frasa kunci ke dalam memori kolektif audiens."
enjambment,"The enjambment across stanzas creates a breathless momentum that propels the reader forward.",행걸침,"연간의 행걸침은 독자를 앞으로 추진하는 숨 가쁜 추진력을 만들어냅니다.",句跨り,"スタンザをまたぐ句跨りは読者を前に推し進める息もつけないモメンタムを生み出します。",跨行,"跨越诗节的跨行创造了一种令人喘不过气的动力，推动读者前行。",encabalgamiento,"El encabalgamiento entre estrofas crea un impulso sin aliento que impulsa al lector hacia adelante.",vắt dòng,"Vắt dòng qua các khổ thơ tạo ra một sức đẩy không ngừng đưa người đọc tiến về phía trước.",การข้ามบรรทัด,"การข้ามบรรทัดระหว่างบทสร้างแรงผลักดันไม่หยุดหายใจที่ขับเคลื่อนผู้อ่านไปข้างหน้า",enjambemen,"Enjambemen antar bait menciptakan momentum yang tak tertahankan yang mendorong pembaca maju."
litotes,"The reviewer's litotes in calling the masterpiece 'not unimpressive' conveyed subtle admiration.",곡언법,"비평가가 걸작을 '인상적이지 않지 않다'라고 부른 곡언법은 미묘한 감탄을 전달했습니다.",緩叙法,"批評家が傑作を「印象的でないわけではない」と呼んだ緩叙法は微妙な称賛を伝えました。",间接肯定,"评论家用间接肯定称杰作'并非不令人印象深刻'传达了微妙的赞赏。",lítotes,"La lítotes del crítico al llamar a la obra maestra 'no poco impresionante' transmitió una sutil admiración.",phép nói giảm,"Phép nói giảm của nhà phê bình khi gọi kiệt tác là 'không phải không ấn tượng' truyền đạt sự ngưỡng mộ tinh tế.",การพูดน้อยกว่าจริง,"การพูดน้อยกว่าจริงของนักวิจารณ์ที่เรียกผลงานชิ้นเอกว่า 'ไม่ใช่ไม่น่าประทับใจ' สื่อถึงความชื่นชมอย่างละเอียดอ่อน",litotes,"Litotes pengulas yang menyebut mahakarya itu 'tidak tidak mengesankan' menyampaikan kekaguman yang halus."
lacuna,"The textual lacuna left scholars debating whether the missing passage was deliberately excised.",결락,"텍스트의 결락은 학자들로 하여금 누락된 구절이 의도적으로 삭제되었는지 논쟁하게 했습니다.",欠落,"テキストの欠落は欠落した箇所が意図的に削除されたかどうかについて学者たちの議論を残しました。",缺文,"文本的缺文使学者们争论缺失段落是否被故意删除。",laguna,"La laguna textual dejó a los académicos debatiendo si el pasaje faltante fue deliberadamente eliminado.",khoảng trống,"Khoảng trống trong văn bản khiến các học giả tranh luận liệu đoạn bị thiếu có bị cắt bỏ có chủ đích hay không.",ช่องว่าง,"ช่องว่างของตัวบททำให้นักวิชาการถกเถียงว่าข้อความที่ขาดหายไปถูกตัดออกโดยเจตนาหรือไม่",lakuna,"Lakuna tekstual membuat para sarjana memperdebatkan apakah bagian yang hilang sengaja dihapus."
