english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
individual,Each individual student receives personalized feedback on their work.,개별의,각 개별 학생은 자신의 작업에 대한 개별 피드백을 받는다.,個人の,各個人の学生は自分の作業に対する個別のフィードバックを受ける。,个人的,每个学生都会收到对其作业的个性化反馈。,individual,Cada estudiante individual recibe retroalimentación personalizada sobre su trabajo.,cá nhân,Mỗi sinh viên cá nhân nhận phản hồi riêng về bài làm của mình.,รายบุคคล,นักศึกษาแต่ละรายบุคคลจะได้รับข้อเสนอแนะเฉพาะเกี่ยวกับงานของตน,individu,Setiap mahasiswa individu menerima umpan balik yang dipersonalisasi tentang pekerjaan mereka.
initial,The initial results of the experiment were promising.,초기의,실험의 초기 결과는 유망했다.,初期の,実験の初期結果は有望であった。,初始的,实验的初始结果令人鼓舞。,inicial,Los resultados iniciales del experimento fueron prometedores.,ban đầu,Kết quả ban đầu của thí nghiệm rất đáng khích lệ.,เริ่มต้น,ผลเริ่มต้นของการทดลองเป็นที่น่าพอใจ,awal,Hasil awal eksperimen sangat menjanjikan.
injure,A student was injured during a chemistry lab accident.,부상을 입히다,화학 실험 사고 중에 학생이 부상을 입었다.,負傷させる,化学実験の事故で学生が負傷した。,受伤,一名学生在化学实验室事故中受伤。,lesionar,Un estudiante resultó lesionado durante un accidente en el laboratorio de química.,bị thương,Một sinh viên bị thương trong một vụ tai nạn phòng thí nghiệm hóa học.,บาดเจ็บ,นักศึกษาคนหนึ่งบาดเจ็บระหว่างอุบัติเหตุในห้องปฏิบัติการเคมี,terluka,Seorang mahasiswa terluka selama kecelakaan di laboratorium kimia.
innovate,The tech lab encourages students to innovate and develop new solutions.,혁신하다,기술 연구소는 학생들이 혁신하고 새로운 솔루션을 개발하도록 장려한다.,革新する,テクノロジーラボは学生に革新して新しいソリューションを開発することを奨励している。,创新,技术实验室鼓励学生创新和开发新的解决方案。,innovar,El laboratorio tecnológico anima a los estudiantes a innovar y desarrollar nuevas soluciones.,đổi mới,Phòng thí nghiệm công nghệ khuyến khích sinh viên đổi mới và phát triển giải pháp mới.,สร้างสรรค์,ห้องปฏิบัติการเทคโนโลยีสนับสนุนให้นักศึกษาสร้างสรรค์และพัฒนาโซลูชันใหม่,berinovasi,Lab teknologi mendorong mahasiswa untuk berinovasi dan mengembangkan solusi baru.
input,Student input was considered when designing the new curriculum.,의견,새 교육과정을 설계할 때 학생 의견이 고려되었다.,意見,新しいカリキュラムを設計する際に学生の意見が考慮された。,意见,设计新课程时考虑了学生的意见。,aporte,Se consideró el aporte de los estudiantes al diseñar el nuevo plan de estudios.,đầu vào,Ý kiến đầu vào của sinh viên được xem xét khi thiết kế chương trình học mới.,ข้อมูลป้อนเข้า,ข้อมูลป้อนเข้าจากนักศึกษาถูกนำมาพิจารณาในการออกแบบหลักสูตรใหม่,masukan,Masukan mahasiswa dipertimbangkan saat merancang kurikulum baru.
insert,Please insert a bibliography at the end of your research paper.,삽입하다,연구 논문 끝에 참고 문헌을 삽입해 주세요.,挿入する,研究論文の最後に参考文献を挿入してください。,插入,请在研究论文末尾插入参考文献。,insertar,Por favor inserte una bibliografía al final de su trabajo de investigación.,chèn,Hãy chèn danh mục tài liệu tham khảo ở cuối bài nghiên cứu.,แทรก,กรุณาแทรกบรรณานุกรมไว้ท้ายรายงานวิจัย,menyisipkan,Silakan sisipkan daftar pustaka di akhir makalah penelitian Anda.
insight,The guest lecture provided valuable insights into modern architecture.,통찰,초청 강연은 현대 건축에 대한 귀중한 통찰을 제공했다.,洞察,招待講演は現代建築に関する貴重な洞察を提供した。,见解,客座讲座提供了关于现代建筑的宝贵见解。,perspectiva,La conferencia invitada proporcionó valiosas perspectivas sobre la arquitectura moderna.,hiểu biết,Bài giảng khách mời cung cấp những hiểu biết quý giá về kiến trúc hiện đại.,ข้อมูลเชิงลึก,การบรรยายพิเศษให้ข้อมูลเชิงลึกที่มีค่าเกี่ยวกับสถาปัตยกรรมสมัยใหม่,wawasan,Kuliah tamu memberikan wawasan berharga tentang arsitektur modern.
inspect,The safety team will inspect the laboratory equipment next week.,검사하다,안전팀이 다음 주에 실험실 장비를 검사할 것이다.,検査する,安全チームは来週実験室の設備を検査する。,检查,安全团队将在下周检查实验室设备。,inspeccionar,El equipo de seguridad inspeccionará el equipo del laboratorio la próxima semana.,kiểm tra,Đội an toàn sẽ kiểm tra thiết bị phòng thí nghiệm vào tuần tới.,ตรวจสอบ,ทีมความปลอดภัยจะตรวจสอบอุปกรณ์ห้องปฏิบัติการสัปดาห์หน้า,memeriksa,Tim keselamatan akan memeriksa peralatan laboratorium minggu depan.
instance,"For instance, the study found that sleep affects memory retention.",예시,"예를 들어, 이 연구는 수면이 기억 유지에 영향을 미친다는 것을 발견했다.",例,例えば、この研究は睡眠が記憶の保持に影響することを発見した。,例子,例如，该研究发现睡眠会影响记忆保持。,ejemplo,"Por ejemplo, el estudio encontró que el sueño afecta la retención de la memoria.",ví dụ,"Ví dụ, nghiên cứu phát hiện rằng giấc ngủ ảnh hưởng đến khả năng ghi nhớ.",ตัวอย่าง,ตัวอย่างเช่น การศึกษาพบว่าการนอนหลับส่งผลต่อการจำ,contoh,"Sebagai contoh, penelitian menemukan bahwa tidur mempengaruhi retensi memori."
institute,The research institute published its annual report on education trends.,연구소,연구소는 교육 동향에 대한 연례 보고서를 발표했다.,研究所,研究所は教育動向に関する年次報告書を発表した。,研究所,该研究所发布了关于教育趋势的年度报告。,instituto,El instituto de investigación publicó su informe anual sobre tendencias educativas.,viện,Viện nghiên cứu đã công bố báo cáo thường niên về xu hướng giáo dục.,สถาบัน,สถาบันวิจัยตีพิมพ์รายงานประจำปีเกี่ยวกับแนวโน้มการศึกษา,institut,Institut penelitian menerbitkan laporan tahunannya tentang tren pendidikan.
instruct,The professor instructed the students to form groups for the lab assignment.,지시하다,교수는 학생들에게 실험 과제를 위해 그룹을 형성하도록 지시했다.,指示する,教授は学生に実験課題のためにグループを作るよう指示した。,指示,教授指示学生为实验作业分组。,instruir,El profesor instruyó a los estudiantes a formar grupos para la tarea de laboratorio.,hướng dẫn,Giáo sư hướng dẫn sinh viên thành lập nhóm cho bài tập thí nghiệm.,สั่ง,อาจารย์สั่งให้นักศึกษาจัดกลุ่มสำหรับงานห้องปฏิบัติการ,menginstruksikan,Profesor menginstruksikan mahasiswa untuk membentuk kelompok untuk tugas laboratorium.
integrate,The curriculum integrates theory with practical application.,통합하다,교육과정은 이론과 실제 적용을 통합한다.,統合する,カリキュラムは理論と実践的な応用を統合している。,整合,课程将理论与实际应用整合在一起。,integrar,El plan de estudios integra la teoría con la aplicación práctica.,tích hợp,Chương trình tích hợp lý thuyết với ứng dụng thực tế.,บูรณาการ,หลักสูตรบูรณาการทฤษฎีกับการประยุกต์ใช้จริง,mengintegrasikan,Kurikulum mengintegrasikan teori dengan aplikasi praktis.
intelligence,Artificial intelligence is a growing field of study at many universities.,지능,인공 지능은 많은 대학에서 성장하는 학문 분야이다.,知能,人工知能は多くの大学で成長している研究分野である。,智能,人工智能是许多大学中一个不断增长的研究领域。,inteligencia,La inteligencia artificial es un campo de estudio en crecimiento en muchas universidades.,trí tuệ,Trí tuệ nhân tạo là lĩnh vực nghiên cứu đang phát triển tại nhiều trường đại học.,ปัญญา,ปัญญาประดิษฐ์เป็นสาขาที่เติบโตในมหาวิทยาลัยหลายแห่ง,kecerdasan,Kecerdasan buatan adalah bidang studi yang berkembang di banyak universitas.
intense,The final weeks of the semester are an intense period of studying.,강렬한,학기 마지막 주는 강렬한 학습 기간이다.,激しい,学期の最後の数週間は激しい学習期間である。,紧张的,学期的最后几周是紧张的学习期。,intenso,Las últimas semanas del semestre son un período intenso de estudio.,căng thẳng,Những tuần cuối của học kỳ là giai đoạn học tập căng thẳng.,เข้มข้น,สัปดาห์สุดท้ายของภาคเรียนเป็นช่วงเรียนที่เข้มข้น,intens,Minggu-minggu terakhir semester adalah periode belajar yang intens.
interact,Students interact with their peers during group discussions.,상호작용하다,학생들은 그룹 토론 중에 동료들과 상호작용한다.,交流する,学生はグループディスカッション中に仲間と交流する。,互动,学生在小组讨论中与同学互动。,interactuar,Los estudiantes interactúan con sus compañeros durante las discusiones en grupo.,tương tác,Sinh viên tương tác với bạn bè trong các cuộc thảo luận nhóm.,มีปฏิสัมพันธ์,นักศึกษามีปฏิสัมพันธ์กับเพื่อนร่วมชั้นระหว่างการอภิปรายกลุ่ม,berinteraksi,Mahasiswa berinteraksi dengan teman sebaya selama diskusi kelompok.
internal,The university conducted an internal review of its policies.,내부의,대학은 정책에 대한 내부 검토를 실시했다.,内部の,大学はポリシーの内部レビューを実施した。,内部的,大学对其政策进行了内部审查。,interno,La universidad realizó una revisión interna de sus políticas.,nội bộ,Trường đại học đã tiến hành đánh giá nội bộ các chính sách.,ภายใน,มหาวิทยาลัยดำเนินการตรวจสอบภายในของนโยบาย,internal,Universitas melakukan tinjauan internal terhadap kebijakannya.
interpret,Students must learn to interpret data from scientific experiments.,해석하다,학생들은 과학 실험의 데이터를 해석하는 법을 배워야 한다.,解釈する,学生は科学実験のデータを解釈する方法を学ばなければならない。,解读,学生必须学会解读科学实验的数据。,interpretar,Los estudiantes deben aprender a interpretar datos de experimentos científicos.,diễn giải,Sinh viên phải học cách diễn giải dữ liệu từ các thí nghiệm khoa học.,ตีความ,นักศึกษาต้องเรียนรู้การตีความข้อมูลจากการทดลองทางวิทยาศาสตร์,menafsirkan,Mahasiswa harus belajar menafsirkan data dari eksperimen ilmiah.
investigate,The research team will investigate the effects of pollution on marine life.,조사하다,연구팀은 오염이 해양 생물에 미치는 영향을 조사할 것이다.,調査する,研究チームは汚染が海洋生物に与える影響を調査する。,调查,研究团队将调查污染对海洋生物的影响。,investigar,El equipo de investigación investigará los efectos de la contaminación en la vida marina.,điều tra,Nhóm nghiên cứu sẽ điều tra ảnh hưởng của ô nhiễm đối với sinh vật biển.,สืบสวน,ทีมวิจัยจะสืบสวนผลกระทบของมลพิษต่อสิ่งมีชีวิตในทะเล,menyelidiki,Tim peneliti akan menyelidiki efek polusi terhadap kehidupan laut.
involve,The research project involves collecting samples from different locations.,포함하다,연구 프로젝트는 다른 장소에서 샘플을 수집하는 것을 포함한다.,含む,研究プロジェクトは異なる場所からサンプルを収集することを含む。,涉及,该研究项目涉及从不同地点收集样本。,involucrar,El proyecto de investigación involucra la recolección de muestras de diferentes ubicaciones.,bao gồm,Dự án nghiên cứu bao gồm việc thu thập mẫu từ các địa điểm khác nhau.,เกี่ยวข้อง,โครงการวิจัยเกี่ยวข้องกับการเก็บตัวอย่างจากสถานที่ต่างๆ,melibatkan,Proyek penelitian melibatkan pengumpulan sampel dari lokasi yang berbeda.
isolate,The biologist was able to isolate the virus in the laboratory.,분리하다,생물학자는 실험실에서 바이러스를 분리할 수 있었다.,分離する,生物学者は実験室でウイルスを分離することができた。,分离,生物学家在实验室中成功分离了病毒。,aislar,El biólogo pudo aislar el virus en el laboratorio.,cô lập,Nhà sinh học đã có thể cô lập virus trong phòng thí nghiệm.,แยก,นักชีววิทยาสามารถแยกไวรัสได้ในห้องปฏิบัติการ,mengisolasi,Ahli biologi berhasil mengisolasi virus di laboratorium.
issue,The administration addressed the issue of campus safety at the meeting.,문제,행정부는 회의에서 캠퍼스 안전 문제를 다루었다.,問題,管理部門は会議でキャンパスの安全問題に対処した。,问题,管理层在会议上讨论了校园安全问题。,asunto,La administración abordó el asunto de la seguridad del campus en la reunión.,vấn đề,Ban quản lý đã giải quyết vấn đề an toàn khuôn viên tại cuộc họp.,ประเด็น,ฝ่ายบริหารกล่าวถึงประเด็นความปลอดภัยในมหาวิทยาลัยในที่ประชุม,masalah,Administrasi membahas masalah keamanan kampus dalam rapat.
item,Each item on the reading list is required for the course.,항목,읽기 목록의 각 항목은 과정에 필수이다.,項目,読書リストの各項目はコースに必須である。,项目,阅读清单上的每个项目都是课程必需的。,elemento,Cada elemento de la lista de lectura es requerido para el curso.,mục,Mỗi mục trong danh sách đọc đều bắt buộc cho khóa học.,รายการ,แต่ละรายการในรายชื่อหนังสืออ่านเป็นสิ่งจำเป็นสำหรับวิชานี้,item,Setiap item dalam daftar bacaan diperlukan untuk mata kuliah ini.
journal,The professor published her findings in a peer-reviewed journal.,학술지,교수는 동료 심사 학술지에 연구 결과를 발표했다.,学術誌,教授は査読付き学術誌に研究結果を発表した。,期刊,教授在同行评审期刊上发表了她的研究结果。,revista,La profesora publicó sus hallazgos en una revista revisada por pares.,tạp chí,Giáo sư đã công bố phát hiện của mình trên tạp chí bình duyệt.,วารสาร,อาจารย์ตีพิมพ์ผลการค้นพบในวารสารที่ผ่านการตรวจสอบ,jurnal,Profesor menerbitkan temuannya di jurnal yang ditinjau rekan sejawat.
justify,You must justify your argument with evidence from credible sources.,정당화하다,신뢰할 수 있는 출처의 증거로 주장을 정당화해야 한다.,正当化する,信頼できる出典からの証拠で自分の議論を正当化しなければならない。,证明,你必须用可靠来源的证据来证明你的论点。,justificar,Debes justificar tu argumento con evidencia de fuentes creíbles.,biện minh,Bạn phải biện minh lập luận của mình bằng bằng chứng từ các nguồn đáng tin cậy.,ให้เหตุผล,คุณต้องให้เหตุผลสนับสนุนข้อโต้แย้งด้วยหลักฐานจากแหล่งที่น่าเชื่อถือ,membenarkan,Anda harus membenarkan argumen Anda dengan bukti dari sumber yang kredibel.
label,The students were asked to label the parts of the human cell.,라벨을 붙이다,학생들은 인간 세포의 부분에 라벨을 붙이도록 요청받았다.,ラベルを付ける,学生は人間の細胞の各部分にラベルを付けるよう求められた。,标注,学生们被要求标注人体细胞的各个部分。,etiquetar,Se pidió a los estudiantes que etiquetaran las partes de la célula humana.,dán nhãn,Sinh viên được yêu cầu dán nhãn các phần của tế bào người.,ติดป้าย,นักศึกษาถูกขอให้ติดป้ายส่วนต่างๆ ของเซลล์มนุษย์,memberi label,Mahasiswa diminta untuk memberi label bagian-bagian sel manusia.
labor,The economics course covers labor markets and employment trends.,노동,경제학 과정은 노동 시장과 고용 동향을 다룬다.,労働,経済学のコースは労働市場と雇用動向を扱う。,劳动,经济学课程涵盖劳动力市场和就业趋势。,trabajo,El curso de economía cubre los mercados laborales y las tendencias de empleo.,lao động,Khóa kinh tế bao gồm thị trường lao động và xu hướng việc làm.,แรงงาน,วิชาเศรษฐศาสตร์ครอบคลุมตลาดแรงงานและแนวโน้มการจ้างงาน,tenaga kerja,Mata kuliah ekonomi membahas pasar tenaga kerja dan tren ketenagakerjaan.
layer,The geology lecture explained the different layers of the earth.,층,지질학 강의에서 지구의 다른 층을 설명했다.,層,地質学の講義では地球のさまざまな層について説明した。,层,地质学讲座解释了地球的不同层。,capa,La conferencia de geología explicó las diferentes capas de la tierra.,lớp,Bài giảng địa chất giải thích các lớp khác nhau của trái đất.,ชั้น,การบรรยายธรณีวิทยาอธิบายชั้นต่างๆ ของโลก,lapisan,Kuliah geologi menjelaskan lapisan-lapisan bumi yang berbeda.
lecture,The guest lecture on climate science was attended by over two hundred students.,강의,기후 과학에 대한 초청 강의에 200명 이상의 학생이 참석했다.,講義,気候科学に関する招待講義には200人以上の学生が出席した。,讲座,关于气候科学的客座讲座有两百多名学生参加。,conferencia,A la conferencia invitada sobre ciencias climáticas asistieron más de doscientos estudiantes.,bài giảng,Bài giảng khách mời về khoa học khí hậu có hơn hai trăm sinh viên tham dự.,การบรรยาย,การบรรยายพิเศษเรื่องวิทยาศาสตร์ภูมิอากาศมีนักศึกษาเข้าร่วมกว่าสองร้อยคน,kuliah,Kuliah tamu tentang ilmu iklim dihadiri oleh lebih dari dua ratus mahasiswa.
legal,The law school offers courses on legal ethics and professional responsibility.,법적인,법대는 법적 윤리와 전문적 책임에 관한 과정을 제공한다.,法的な,法科大学院は法的倫理と専門的責任に関するコースを提供している。,法律的,法学院提供法律伦理和职业责任课程。,legal,La facultad de derecho ofrece cursos sobre ética legal y responsabilidad profesional.,pháp lý,Trường luật cung cấp các khóa học về đạo đức pháp lý và trách nhiệm nghề nghiệp.,ทางกฎหมาย,คณะนิติศาสตร์เปิดสอนวิชาจริยธรรมทางกฎหมายและความรับผิดชอบทางวิชาชีพ,hukum,Fakultas hukum menawarkan mata kuliah tentang etika hukum dan tanggung jawab profesional.
legislate,Congress may legislate new rules affecting student loan repayment.,입법하다,의회가 학자금 대출 상환에 영향을 미치는 새로운 규칙을 입법할 수 있다.,立法する,議会は学生ローンの返済に影響する新しい規則を立法する可能性がある。,立法,国会可能会立法制定影响学生贷款偿还的新规则。,legislar,El Congreso puede legislar nuevas reglas que afecten el pago de préstamos estudiantiles.,ban hành luật,Quốc hội có thể ban hành luật mới ảnh hưởng đến việc hoàn trả khoản vay sinh viên.,ออกกฎหมาย,สภาอาจออกกฎหมายกฎเกณฑ์ใหม่ที่ส่งผลต่อการชำระคืนเงินกู้สำหรับนักศึกษา,membuat undang-undang,Kongres mungkin membuat undang-undang baru yang mempengaruhi pembayaran pinjaman mahasiswa.
liberal,A liberal arts education develops critical thinking and communication skills.,교양의,교양 교육은 비판적 사고와 의사소통 능력을 개발한다.,リベラルな,リベラルアーツ教育は批判的思考とコミュニケーション能力を養う。,文科的,文科教育培养批判性思维和沟通技能。,liberal,Una educación en artes liberales desarrolla el pensamiento crítico y las habilidades de comunicación.,khai phóng,Giáo dục khai phóng phát triển tư duy phản biện và kỹ năng giao tiếp.,เสรี,การศึกษาศิลปศาสตร์เสรีพัฒนาทักษะการคิดเชิงวิพากษ์และการสื่อสาร,liberal,Pendidikan seni liberal mengembangkan pemikiran kritis dan keterampilan komunikasi.
link,The study found a link between exercise and improved academic performance.,연결,연구는 운동과 향상된 학업 성과 사이의 연결을 발견했다.,関連,研究は運動と学業成績の向上との関連を見出した。,联系,研究发现了运动与学业成绩提高之间的联系。,vínculo,El estudio encontró un vínculo entre el ejercicio y el mejor rendimiento académico.,mối liên hệ,Nghiên cứu tìm thấy mối liên hệ giữa tập thể dục và kết quả học tập tốt hơn.,ความเชื่อมโยง,การศึกษาพบความเชื่อมโยงระหว่างการออกกำลังกายกับผลการเรียนที่ดีขึ้น,hubungan,Penelitian menemukan hubungan antara olahraga dan peningkatan prestasi akademik.
locate,The new student center is located near the main library.,위치하다,새로운 학생 센터는 주요 도서관 근처에 위치해 있다.,位置する,新しい学生センターはメインライブラリの近くに位置している。,位于,新的学生中心位于主图书馆附近。,ubicar,El nuevo centro estudiantil está ubicado cerca de la biblioteca principal.,tọa lạc,Trung tâm sinh viên mới tọa lạc gần thư viện chính.,ตั้งอยู่,ศูนย์นักศึกษาใหม่ตั้งอยู่ใกล้ห้องสมุดหลัก,terletak,Pusat mahasiswa baru terletak di dekat perpustakaan utama.
logic,The philosophy course teaches formal logic and reasoning skills.,논리,철학 과정은 형식 논리와 추론 기술을 가르친다.,論理,哲学のコースは形式論理と推論スキルを教える。,逻辑,哲学课程教授形式逻辑和推理技能。,lógica,El curso de filosofía enseña lógica formal y habilidades de razonamiento.,logic,Khóa triết học dạy logic hình thức và kỹ năng lập luận.,ตรรกะ,วิชาปรัชญาสอนตรรกะรูปนัยและทักษะการใช้เหตุผล,logika,Mata kuliah filsafat mengajarkan logika formal dan keterampilan penalaran.
maintain,It is important to maintain a high GPA throughout your college years.,유지하다,대학 기간 동안 높은 학점을 유지하는 것이 중요하다.,維持する,大学時代を通じて高いGPAを維持することが重要である。,维持,在大学期间保持高绩点很重要。,mantener,Es importante mantener un alto promedio durante los años universitarios.,duy trì,Điều quan trọng là duy trì điểm trung bình cao trong suốt những năm đại học.,รักษา,สิ่งสำคัญคือการรักษาเกรดเฉลี่ยสูงตลอดช่วงเรียนมหาวิทยาลัย,mempertahankan,Penting untuk mempertahankan IPK yang tinggi sepanjang masa kuliah.
major,She decided to major in computer science at the university.,전공하다,그녀는 대학에서 컴퓨터 과학을 전공하기로 결정했다.,専攻する,彼女は大学でコンピュータサイエンスを専攻することにした。,主修,她决定在大学主修计算机科学。,especializarse,Ella decidió especializarse en ciencias de la computación en la universidad.,chuyên ngành,Cô ấy quyết định chọn chuyên ngành khoa học máy tính tại đại học.,วิชาเอก,เธอตัดสินใจเรียนวิชาเอกวิทยาการคอมพิวเตอร์ที่มหาวิทยาลัย,jurusan,Dia memutuskan untuk mengambil jurusan ilmu komputer di universitas.
manipulate,The researcher learned how to manipulate variables in the experiment.,조작하다,연구자는 실험에서 변수를 조작하는 방법을 배웠다.,操作する,研究者は実験で変数を操作する方法を学んだ。,操纵,研究人员学会了如何在实验中操纵变量。,manipular,El investigador aprendió cómo manipular las variables en el experimento.,thao tác,Nhà nghiên cứu đã học cách thao tác các biến trong thí nghiệm.,จัดการ,นักวิจัยเรียนรู้วิธีจัดการตัวแปรในการทดลอง,memanipulasi,Peneliti belajar cara memanipulasi variabel dalam eksperimen.
margin,The student wrote notes in the margin of the textbook.,여백,학생은 교재 여백에 메모를 적었다.,余白,学生は教科書の余白にメモを書いた。,边距,学生在教科书的页边空白处写笔记。,margen,El estudiante escribió notas en el margen del libro de texto.,lề,Sinh viên viết ghi chú ở lề sách giáo khoa.,ขอบ,นักศึกษาเขียนโน้ตที่ขอบของตำราเรียน,margin,Mahasiswa menulis catatan di margin buku teks.
mature,Students mature intellectually through exposure to diverse viewpoints.,성숙하다,학생들은 다양한 관점에 노출되어 지적으로 성숙한다.,成熟する,学生は多様な視点に触れることで知的に成熟する。,成熟,学生通过接触多样化的观点在智力上成熟。,madurar,Los estudiantes maduran intelectualmente a través de la exposición a diversos puntos de vista.,trưởng thành,Sinh viên trưởng thành về trí tuệ qua việc tiếp xúc với nhiều quan điểm khác nhau.,เติบโต,นักศึกษาเติบโตทางปัญญาผ่านการเปิดรับมุมมองที่หลากหลาย,matang,Mahasiswa matang secara intelektual melalui paparan terhadap sudut pandang yang beragam.
maximize,Students should maximize their use of library resources for research.,극대화하다,학생들은 연구를 위해 도서관 자원의 활용을 극대화해야 한다.,最大化する,学生は研究のために図書館のリソースの利用を最大化すべきである。,最大化,学生应最大限度地利用图书馆资源进行研究。,maximizar,Los estudiantes deben maximizar su uso de los recursos de la biblioteca para la investigación.,tối đa hóa,Sinh viên nên tối đa hóa việc sử dụng tài nguyên thư viện cho nghiên cứu.,เพิ่มสูงสุด,นักศึกษาควรเพิ่มการใช้ทรัพยากรห้องสมุดให้สูงสุดสำหรับการวิจัย,memaksimalkan,Mahasiswa harus memaksimalkan penggunaan sumber daya perpustakaan untuk penelitian.
media,The journalism course examines the role of media in shaping public opinion.,미디어,저널리즘 과정은 여론 형성에서 미디어의 역할을 검토한다.,メディア,ジャーナリズムのコースは世論形成におけるメディアの役割を検討する。,媒体,新闻学课程研究媒体在塑造公众舆论中的作用。,medios,El curso de periodismo examina el papel de los medios en la formación de la opinión pública.,truyền thông,Khóa báo chí xem xét vai trò của truyền thông trong việc hình thành dư luận.,สื่อ,วิชาวารสารศาสตร์ศึกษาบทบาทของสื่อในการหล่อหลอมความคิดเห็นสาธารณะ,media,Mata kuliah jurnalisme memeriksa peran media dalam membentuk opini publik.
mental,The university offers mental health services to support student well-being.,정신적인,대학은 학생 복지를 지원하기 위해 정신 건강 서비스를 제공한다.,精神的な,大学は学生の幸福を支援するために精神的健康サービスを提供している。,心理的,大学提供心理健康服务以支持学生的身心健康。,mental,La universidad ofrece servicios de salud mental para apoyar el bienestar estudiantil.,tinh thần,Trường đại học cung cấp dịch vụ sức khỏe tinh thần để hỗ trợ phúc lợi sinh viên.,จิตใจ,มหาวิทยาลัยให้บริการสุขภาพจิตใจเพื่อสนับสนุนความเป็นอยู่ที่ดีของนักศึกษา,mental,Universitas menawarkan layanan kesehatan mental untuk mendukung kesejahteraan mahasiswa.
method,The researcher used a qualitative method to gather information from participants.,방법,연구자는 참가자들로부터 정보를 수집하기 위해 질적 방법을 사용했다.,方法,研究者は参加者から情報を集めるために質的方法を使用した。,方法,研究人员使用定性方法从参与者那里收集信息。,método,El investigador utilizó un método cualitativo para recopilar información de los participantes.,phương pháp,Nhà nghiên cứu đã sử dụng phương pháp định tính để thu thập thông tin từ người tham gia.,วิธีการ,นักวิจัยใช้วิธีการเชิงคุณภาพเพื่อรวบรวมข้อมูลจากผู้เข้าร่วม,metode,Peneliti menggunakan metode kualitatif untuk mengumpulkan informasi dari peserta.
migrate,Many bird species migrate to warmer regions during winter.,이동하다,많은 조류 종은 겨울 동안 따뜻한 지역으로 이동한다.,移動する,多くの鳥の種は冬の間暖かい地域に移動する。,迁移,许多鸟类在冬季迁移到温暖的地区。,migrar,Muchas especies de aves migran a regiones más cálidas durante el invierno.,di cư,Nhiều loài chim di cư đến vùng ấm hơn vào mùa đông.,อพยพ,นกหลายชนิดอพยพไปยังภูมิภาคที่อบอุ่นกว่าในช่วงฤดูหนาว,bermigrasi,Banyak spesies burung bermigrasi ke daerah yang lebih hangat selama musim dingin.
military,The history course includes a section on military strategy during World War Two.,군사의,역사 과정에는 제2차 세계대전 중 군사 전략에 대한 섹션이 포함되어 있다.,軍事の,歴史コースには第二次世界大戦中の軍事戦略に関するセクションが含まれている。,军事的,历史课程包含关于二战期间军事战略的部分。,militar,El curso de historia incluye una sección sobre estrategia militar durante la Segunda Guerra Mundial.,quân sự,Khóa lịch sử bao gồm phần về chiến lược quân sự trong Thế chiến thứ hai.,ทหาร,วิชาประวัติศาสตร์มีบทเรียนเกี่ยวกับยุทธศาสตร์ทหารในสงครามโลกครั้งที่สอง,militer,Mata kuliah sejarah mencakup bagian tentang strategi militer selama Perang Dunia Kedua.
minimize,Proper planning helps minimize stress during the exam period.,최소화하다,적절한 계획은 시험 기간 동안 스트레스를 최소화하는 데 도움이 된다.,最小化する,適切な計画は試験期間中のストレスを最小化するのに役立つ。,减少,适当的计划有助于减少考试期间的压力。,minimizar,La planificación adecuada ayuda a minimizar el estrés durante el período de exámenes.,giảm thiểu,Lập kế hoạch đúng đắn giúp giảm thiểu căng thẳng trong kỳ thi.,ลดให้น้อยที่สุด,การวางแผนที่เหมาะสมช่วยลดความเครียดให้น้อยที่สุดในช่วงสอบ,meminimalkan,Perencanaan yang tepat membantu meminimalkan stres selama periode ujian.
minor,She chose psychology as her minor alongside her biology major.,부전공,그녀는 생물학 전공과 함께 심리학을 부전공으로 선택했다.,副専攻,彼女は生物学の専攻に加えて心理学を副専攻に選んだ。,辅修,她选择心理学作为辅修，同时主修生物学。,secundaria,Ella eligió psicología como su especialidad secundaria junto con su carrera de biología.,phụ,Cô chọn tâm lý học làm ngành phụ bên cạnh chuyên ngành sinh học.,วิชาโท,เธอเลือกจิตวิทยาเป็นวิชาโทควบคู่กับวิชาเอกชีววิทยา,minor,Dia memilih psikologi sebagai minor di samping jurusan biologinya.
mode,Online learning has become a popular mode of education worldwide.,방식,온라인 학습은 전 세계적으로 인기 있는 교육 방식이 되었다.,方式,オンライン学習は世界中で人気のある教育方式になっている。,模式,在线学习已成为全球流行的教育模式。,modo,El aprendizaje en línea se ha convertido en un modo popular de educación en todo el mundo.,phương thức,Học trực tuyến đã trở thành phương thức giáo dục phổ biến trên toàn thế giới.,รูปแบบ,การเรียนออนไลน์กลายเป็นรูปแบบการศึกษาที่นิยมทั่วโลก,mode,Pembelajaran daring telah menjadi mode pendidikan yang populer di seluruh dunia.
modify,The professor agreed to modify the assignment deadline.,수정하다,교수는 과제 마감일을 수정하기로 동의했다.,修正する,教授は課題の締め切りを修正することに同意した。,修改,教授同意修改作业截止日期。,modificar,El profesor accedió a modificar la fecha límite de la tarea.,sửa đổi,Giáo sư đồng ý sửa đổi thời hạn nộp bài.,แก้ไข,อาจารย์ตกลงแก้ไขกำหนดส่งงาน,memodifikasi,Profesor setuju untuk memodifikasi tenggat waktu tugas.
