english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
bumptious,The bumptious graduate student dominated every seminar discussion unnecessarily.,건방진; 잘난 체하는,건방진 대학원생이 모든 세미나 토론을 불필요하게 지배했다.,でしゃばりな; 傲慢な,でしゃばりな大学院生が不必要にすべてのセミナーの議論を支配した。,自大的; 自以为是的,那个自大的研究生不必要地主导了每次研讨会讨论。,presuntuoso,El presuntuoso estudiante de posgrado dominó innecesariamente cada discusión del seminario.,tự phụ; hợm hĩnh,Nghiên cứu sinh tự phụ đã chi phối không cần thiết mọi cuộc thảo luận hội thảo.,ทะนงตน; อวดดี,นักศึกษาปริญญาโทที่อวดดีครอบงำการอภิปรายสัมมนาทุกครั้งอย่างไม่จำเป็น,sombong; congkak,Mahasiswa pascasarjana yang sombong mendominasi setiap diskusi seminar secara tidak perlu.
burnish,The institution sought to burnish its reputation through landmark research grants.,닦다; 빛나게 하다,기관은 획기적인 연구 보조금을 통해 명성을 빛나게 하려 했다.,磨く; 光沢を出す,機関は画期的な研究助成金を通じて評判を磨こうとした。,擦亮; 提升,该机构试图通过里程碑式的研究资助来提升声誉。,pulir; lustrar,La institución buscó pulir su reputación mediante becas de investigación emblemáticas.,đánh bóng,Tổ chức tìm cách đánh bóng danh tiếng thông qua các khoản tài trợ nghiên cứu mang tính bước ngoặt.,ขัดเกลา; ทำให้เป็นเงางาม,สถาบันพยายามขัดเกลาชื่อเสียงผ่านทุนวิจัยที่สำคัญ,memoles; memperhalus,Institusi berusaha memoles reputasinya melalui hibah penelitian bersejarah.
byzantine,The byzantine regulatory framework confused even experienced legal practitioners.,복잡한; 난해한,복잡한 규제 체계는 경험 많은 법률 실무자들도 혼란스럽게 했다.,複雑怪奇な,複雑怪奇な規制の枠組みは経験豊富な法律実務家をも困惑させた。,错综复杂的,错综复杂的监管框架甚至让经验丰富的法律从业者也感到困惑。,bizantino; enrevesado,El enrevesado marco regulatorio confundió incluso a profesionales legales experimentados.,phức tạp rắc rối,Khung pháp lý phức tạp rắc rối khiến ngay cả luật sư giàu kinh nghiệm cũng bối rối.,ซับซ้อนวกวน,กรอบกฎระเบียบที่ซับซ้อนวกวนทำให้แม้แต่ผู้ปฏิบัติกฎหมายที่มีประสบการณ์สับสน,rumit; berbelit-belit,Kerangka regulasi yang rumit membingungkan bahkan praktisi hukum yang berpengalaman.
calumny,The calumny directed at the researcher proved entirely without factual basis.,중상; 비방,연구자를 향한 중상은 전혀 사실적 근거가 없는 것으로 밝혀졌다.,中傷; 誹謗,研究者に向けられた中傷は完全に事実的根拠がないことが判明した。,诽谤; 中伤,针对研究人员的诽谤被证明完全没有事实依据。,calumnia,La calumnia dirigida al investigador resultó carecer completamente de base factual.,sự vu khống,Sự vu khống nhắm vào nhà nghiên cứu được chứng minh hoàn toàn không có cơ sở thực tế.,การใส่ร้ายป้ายสี,การใส่ร้ายป้ายสีนักวิจัยพิสูจน์แล้วว่าไม่มีพื้นฐานข้อเท็จจริงใดๆ,fitnah,Fitnah yang ditujukan kepada peneliti terbukti sepenuhnya tanpa dasar faktual.
canard,The persistent canard about vaccine dangers has been thoroughly debunked.,헛소문; 유언비어,백신 위험에 대한 지속적인 헛소문은 철저히 폭로되었다.,虚報; デマ,ワクチンの危険性に関するしつこいデマは徹底的に暴かれた。,谣言; 假新闻,关于疫苗危险的持续谣言已被彻底揭穿。,bulo; infundio,El persistente bulo sobre los peligros de las vacunas ha sido completamente desmentido.,tin vịt,Tin vịt dai dẳng về nguy hiểm của vắc-xin đã bị bác bỏ hoàn toàn.,ข่าวลือ; เรื่องเท็จ,ข่าวลือที่ไม่หยุดหย่อนเกี่ยวกับอันตรายของวัคซีนถูกหักล้างอย่างละเอียด,kabar bohong,Kabar bohong yang terus-menerus tentang bahaya vaksin telah dibantah secara menyeluruh.
captious,The captious examiner found fault with even the most meticulous dissertations.,트집잡는; 흠잡기 좋아하는,트집잡는 심사관은 가장 꼼꼼한 논문에서도 결점을 찾아냈다.,あら探しをする,あら探しをする審査官は最も緻密な論文にさえ欠点を見つけた。,吹毛求疵的,吹毛求疵的审查员连最细致的论文都能挑出毛病。,capcioso; quisquilloso,El examinador capcioso encontraba faltas incluso en las disertaciones más meticulosas.,hay bắt bẻ,Giám khảo hay bắt bẻ tìm lỗi ngay cả trong những luận văn tỉ mỉ nhất.,จู้จี้จุกจิก; ชอบจับผิด,ผู้ตรวจสอบที่ชอบจับผิดหาข้อบกพร่องแม้ในวิทยานิพนธ์ที่ละเอียดที่สุด,suka mencari-cari kesalahan,Penguji yang suka mencari kesalahan menemukan kekeliruan bahkan di disertasi paling teliti.
chimera,Universal peace remains a chimera in contemporary geopolitical discourse.,키메라; 헛된 꿈,보편적 평화는 현대 지정학적 담론에서 키메라로 남아 있다.,空想; キメラ,普遍的平和は現代の地政学的言説においてキメラのままである。,幻想; 空想,在当代地缘政治话语中普遍和平仍然是一种幻想。,quimera,La paz universal sigue siendo una quimera en el discurso geopolítico contemporáneo.,ảo tưởng,Hòa bình phổ quát vẫn là ảo tưởng trong diễn ngôn địa chính trị đương đại.,ความฝันลมๆ แล้งๆ,สันติภาพสากลยังคงเป็นความฝันลมๆ แล้งๆ ในวาทกรรมภูมิรัฐศาสตร์ร่วมสมัย,angan-angan; khayalan,Perdamaian universal tetap menjadi khayalan dalam wacana geopolitik kontemporer.
circumscribe,Legal precedent circumscribes the scope of executive authority significantly.,제한하다; 한정하다,법적 선례가 행정부 권한의 범위를 상당히 제한한다.,制限する; 限定する,法的前例が行政権の範囲を大幅に制限している。,限制; 约束,法律先例大大限制了行政权力的范围。,circunscribir,El precedente legal circunscribe significativamente el alcance de la autoridad ejecutiva.,giới hạn,Tiền lệ pháp lý giới hạn đáng kể phạm vi quyền hành pháp.,จำกัดขอบเขต,แนวปฏิบัติทางกฎหมายจำกัดขอบเขตอำนาจฝ่ายบริหารอย่างมีนัยสำคัญ,membatasi,Preseden hukum secara signifikan membatasi cakupan otoritas eksekutif.
clandestine,Clandestine negotiations between the parties preceded the public accord.,비밀의; 은밀한,양당 간의 비밀 협상이 공개 합의에 앞서 이루어졌다.,秘密の; 隠密の,当事者間の秘密交渉が公の合意に先立って行われた。,秘密的; 暗中的,双方之间的秘密谈判先于公开协议。,clandestino,Las negociaciones clandestinas entre las partes precedieron al acuerdo público.,bí mật,Các cuộc đàm phán bí mật giữa các bên đã diễn ra trước thỏa thuận công khai.,ลับ; ซ่อนเร้น,การเจรจาลับระหว่างฝ่ายต่างๆ เกิดขึ้นก่อนข้อตกลงสาธารณะ,rahasia; sembunyi-sembunyi,Negosiasi rahasia antara pihak-pihak mendahului kesepakatan publik.
clemency,The court granted clemency based on compelling mitigating circumstances presented.,관용; 감형,법원은 제시된 설득력 있는 정상참작 사유에 근거하여 관용을 베풀었다.,寛大; 減刑,裁判所は提示された説得力のある酌量事情に基づいて寛大さを認めた。,宽大; 仁慈,法院根据令人信服的减轻情节给予了宽大处理。,clemencia,El tribunal concedió clemencia basándose en circunstancias atenuantes convincentes presentadas.,sự khoan hồng,Tòa án đã ban sự khoan hồng dựa trên các tình tiết giảm nhẹ thuyết phục được trình bày.,ความเมตตา; การผ่อนปรน,ศาลให้ความเมตตาตามพฤติการณ์บรรเทาโทษที่น่าเชื่อถือที่นำเสนอ,keringanan hukuman,Pengadilan memberikan keringanan berdasarkan keadaan meringankan yang meyakinkan.
commodious,"The commodious research facility accommodated over fifty simultaneous experiments.,널찍한; 넓은,널찍한 연구 시설은 50개 이상의 동시 실험을 수용했다.""",広々とした,広々とした研究施設は50以上の同時実験を収容した。,宽敞的,宽敞的研究设施可容纳五十多个同时进行的实验。,espacioso; cómodo,Las espaciosas instalaciones de investigación albergaban más de cincuenta experimentos simultáneos.,rộng rãi,Cơ sở nghiên cứu rộng rãi chứa hơn năm mươi thí nghiệm đồng thời.,กว้างขวาง; สะดวกสบาย,สถานที่วิจัยที่กว้างขวางรองรับการทดลองพร้อมกันมากกว่าห้าสิบรายการ,luas; lapang,Fasilitas penelitian yang luas menampung lebih dari lima puluh eksperimen secara bersamaan.
compunction,"She felt no compunction about challenging the department chair's hypothesis.,양심의 가책,그녀는 학과장의 가설에 이의를 제기하는 것에 대해 양심의 가책을 느끼지 않았다.""",良心の呵責,彼女は学科長の仮説に異議を唱えることに良心の呵責を感じなかった。,内疚; 悔恨,她对质疑系主任的假说毫无内疚。,remordimiento,No sintió remordimiento alguno por cuestionar la hipótesis del jefe de departamento.,sự hối hận,Cô không cảm thấy hối hận khi thách thức giả thuyết của trưởng khoa.,ความรู้สึกผิด; ความสำนึก,เธอไม่รู้สึกผิดใดๆ เกี่ยวกับการท้าทายสมมติฐานของหัวหน้าภาค,penyesalan,Dia tidak merasa penyesalan dalam menantang hipotesis ketua departemen.
conflagration,The political conflagration engulfed neighboring states within mere weeks.,대화재; 대분쟁,정치적 대분쟁이 불과 몇 주 만에 이웃 국가들을 휩쓸었다.,大火; 大紛争,政治的大紛争がわずか数週間で近隣諸国を巻き込んだ。,大火; 冲突,政治冲突在短短几周内吞噬了邻国。,conflagración,La conflagración política engulló a los estados vecinos en meras semanas.,đại hỏa; xung đột lớn,Cuộc xung đột chính trị lớn đã nhấn chìm các quốc gia láng giềng chỉ trong vài tuần.,เพลิงไหม้ใหญ่; ความขัดแย้งรุนแรง,ความขัดแย้งทางการเมืองครั้งใหญ่กลืนกินรัฐเพื่อนบ้านภายในไม่กี่สัปดาห์,kebakaran besar; konflik besar,Konflik politik besar itu melanda negara-negara tetangga dalam hitungan minggu.
consternation,"The unexpected findings caused consternation among the established researchers.,경악; 당혹,예상치 못한 발견은 기존 연구자들 사이에서 경악을 일으켰다.""",驚愕; 仰天,予想外の発見は確立された研究者の間に驚愕を引き起こした。,惊愕; 恐慌,意想不到的发现在资深研究人员中引起了惊愕。,consternación,Los hallazgos inesperados causaron consternación entre los investigadores establecidos.,sự kinh hoàng,Những phát hiện bất ngờ đã gây ra sự kinh hoàng trong giới nghiên cứu có uy tín.,ความตกตะลึง; ความตระหนก,ผลการค้นพบที่ไม่คาดคิดทำให้เกิดความตกตะลึงในหมู่นักวิจัยที่มีชื่อเสียง,kekhawatiran; kegemparan,Temuan tak terduga menyebabkan kegemparan di kalangan peneliti mapan.
contravene,The new policy contravenes established international humanitarian law principles.,위반하다,새 정책은 확립된 국제 인도법 원칙을 위반한다.,違反する,新しい政策は確立された国際人道法の原則に違反している。,违反; 抵触,新政策违反了既定的国际人道主义法原则。,contravenir,La nueva política contraviene los principios establecidos del derecho humanitario internacional.,vi phạm,Chính sách mới vi phạm các nguyên tắc luật nhân đạo quốc tế đã được thiết lập.,ฝ่าฝืน; ขัดแย้ง,นโยบายใหม่ฝ่าฝืนหลักการกฎหมายมนุษยธรรมระหว่างประเทศที่ยอมรับกัน,melanggar,Kebijakan baru tersebut melanggar prinsip-prinsip hukum humaniter internasional yang mapan.
contumacious,"The contumacious defendant refused every court order without explanation.,고집스럽게 반항하는,고집스럽게 반항하는 피고는 설명 없이 모든 법원 명령을 거부했다.""",反抗的な; 不従順な,反抗的な被告はすべての裁判所命令を説明なしに拒否した。,倔强不服的,不服从的被告毫无解释地拒绝了每一项法院命令。,contumaz,El acusado contumaz rechazó cada orden judicial sin explicación.,bướng bỉnh không tuân lệnh,Bị cáo bướng bỉnh từ chối mọi lệnh tòa án mà không giải thích.,ดื้อดึง; ไม่ยอมเชื่อฟัง,จำเลยที่ดื้อดึงปฏิเสธคำสั่งศาลทุกคำสั่งโดยไม่มีคำอธิบาย,membangkang,Terdakwa yang membangkang menolak setiap perintah pengadilan tanpa penjelasan.
convivial,The convivial atmosphere at the symposium fostered interdisciplinary exchange.,쾌활한; 사교적인,심포지엄의 쾌활한 분위기가 학제 간 교류를 촉진했다.,陽気な; 社交的な,シンポジウムの陽気な雰囲気が学際的交流を促進した。,欢乐的; 友好的,研讨会上欢乐的气氛促进了跨学科交流。,convivial,El ambiente convivial del simposio fomentó el intercambio interdisciplinario.,vui vẻ; thân thiện,Bầu không khí vui vẻ tại hội thảo đã thúc đẩy trao đổi liên ngành.,สังสรรค์; ร่าเริง,บรรยากาศที่ร่าเริงในงานสัมมนาส่งเสริมการแลกเปลี่ยนสหสาขาวิชา,ramah tamah,Suasana ramah tamah di simposium mendorong pertukaran interdisipliner.
corpulent,The corpulent manuscript required extensive editorial revision before publication.,อ้วนท้วน; ใหญ่โต,거대한 원고는 출판 전에 광범위한 편집 수정을 필요로 했다.,肥満の; 太った,膨大な原稿は出版前に大規模な編集上の修正を必要とした。,肥胖的; 臃肿的,臃肿的手稿在出版前需要大量编辑修改。,corpulento,El corpulento manuscrito requirió una extensa revisión editorial antes de su publicación.,đồ sộ; cồng kềnh,Bản thảo đồ sộ cần được chỉnh sửa biên tập rộng rãi trước khi xuất bản.,อ้วนใหญ่; เทอะทะ,ต้นฉบับที่เทอะทะต้องการการแก้ไขบรรณาธิการอย่างกว้างขวางก่อนตีพิมพ์,besar; gemuk,Manuskrip yang gemuk memerlukan revisi editorial yang luas sebelum publikasi.
countermand,The director countermanded the previous order after reviewing new evidence.,취소하다; 철회하다,이사는 새로운 증거를 검토한 후 이전 명령을 취소했다.,取り消す; 撤回する,ディレクターは新しい証拠を検討した後、以前の命令を取り消した。,撤销; 取消,主任在审查新证据后撤销了之前的命令。,revocar; contramandar,El director revocó la orden anterior tras revisar nuevas pruebas.,thu hồi lệnh,Giám đốc đã thu hồi lệnh trước đó sau khi xem xét bằng chứng mới.,เพิกถอนคำสั่ง,ผู้อำนวยการเพิกถอนคำสั่งก่อนหน้าหลังจากตรวจสอบหลักฐานใหม่,membatalkan perintah,Direktur membatalkan perintah sebelumnya setelah meninjau bukti baru.
craven,"The craven response to the crisis eroded public trust in leadership.,비겁한; 겁많은,위기에 대한 비겁한 대응이 지도부에 대한 대중의 신뢰를 약화시켰다.""",卑怯な; 臆病な,危機への卑怯な対応が指導部への国民の信頼を侵食した。,怯懦的; 胆小的,对危机的怯懦回应侵蚀了公众对领导层的信任。,cobarde; pusilánime,La cobarde respuesta a la crisis erosionó la confianza pública en el liderazgo.,hèn nhát,Phản ứng hèn nhát trước khủng hoảng đã làm xói mòn niềm tin của công chúng vào lãnh đạo.,ขี้ขลาด; ไม่กล้าหาญ,การตอบสนองที่ขี้ขลาดต่อวิกฤตกัดกร่อนความไว้วางใจของสาธารณชนต่อผู้นำ,pengecut,Respons pengecut terhadap krisis mengikis kepercayaan publik terhadap kepemimpinan.
cupidity,"Unchecked cupidity among executives precipitated the corporation's collapse.,탐욕; 욕심,경영진의 견제받지 않는 탐욕이 기업의 붕괴를 촉발했다.""",貪欲; 強欲,経営陣の抑制されない貪欲が企業の崩壊を引き起こした。,贪婪; 贪欲,高管中不受约束的贪欲导致了公司的崩溃。,codicia; avidez,La codicia desenfrenada entre los ejecutivos precipitó el colapso de la corporación.,lòng tham; dục vọng,Lòng tham không kiểm soát trong giới lãnh đạo đã dẫn đến sự sụp đổ của tập đoàn.,ความโลภ; ความละโมบ,ความโลภที่ไม่ถูกควบคุมในหมู่ผู้บริหารเร่งการล่มสลายขององค์กร,ketamakan,Ketamakan yang tidak terkendali di kalangan eksekutif mempercepat keruntuhan perusahaan.
dappled,Dappled sunlight filtered through the ancient forest canopy above.,얼룩덜룩한,얼룩덜룩한 햇빛이 위의 고대 숲 캐노피를 통해 스며들었다.,まだらの; 斑点のある,まだらの日差しが古代の森のキャノピーを通して差し込んだ。,斑驳的,斑驳的阳光透过上方古老的森林树冠。,moteado; jaspeado,La luz solar moteada se filtraba a través del dosel del bosque antiguo.,lốm đốm,Ánh nắng lốm đốm lọt qua tán rừng cổ thụ phía trên.,ด่างพร้อย; ลายจุด,แสงแดดที่ด่างพร้อยส่องผ่านเรือนยอดของป่าโบราณด้านบน,belang-belang,Sinar matahari belang-belang menyaring melalui kanopi hutan kuno di atas.
decadence,"Cultural decadence often precedes the decline of established civilizations.,퇴폐; 타락,문화적 퇴폐는 종종 확립된 문명의 쇠퇴에 앞선다.""",退廃; 頽廃,文化的退廃はしばしば確立された文明の衰退に先立つ。,颓废; 堕落,文化颓废往往先于既有文明的衰落。,decadencia,La decadencia cultural a menudo precede al declive de las civilizaciones establecidas.,sự suy đồi,Sự suy đồi văn hóa thường đi trước sự sụp đổ của các nền văn minh đã được thiết lập.,ความเสื่อมโทรม,ความเสื่อมโทรมทางวัฒนธรรมมักเกิดขึ้นก่อนการเสื่อมถอยของอารยธรรมที่ยั่งยืน,dekadensi; kemerosotan,Dekadensi budaya sering mendahului kemunduran peradaban yang mapan.
defenestrate,"The board effectively defenestrated the CEO during the emergency session.,내쫓다; 창문 밖으로 던지다,이사회는 긴급 회의에서 사실상 CEO를 내쫓았다.""",追い出す; 窓から投げる,取締役会は緊急会議でCEOを事実上追い出した。,解雇; 罢免,董事会在紧急会议期间实际上罢免了首席执行官。,defenestrar,La junta defenestró efectivamente al CEO durante la sesión de emergencia.,cách chức; loại bỏ,Hội đồng quản trị đã loại bỏ hiệu quả CEO trong phiên họp khẩn cấp.,ขับออก; ปลดออก,คณะกรรมการขับซีอีโอออกอย่างได้ผลระหว่างการประชุมฉุกเฉิน,menyingkirkan,Dewan secara efektif menyingkirkan CEO selama sesi darurat.
deign,"The distinguished professor rarely deigned to attend departmental meetings.,ยอมทำ; ลดตัวลงทำ,저명한 교수는 학과 회의에 거의 참석하지 않았다.""",~してやる; 降りて行う,著名な教授は学科会議に出席することをほとんどしなかった。,屈尊; 俯就,这位杰出的教授很少屈尊参加系会议。,dignarse,El distinguido profesor raramente se dignaba asistir a las reuniones departamentales.,hạ cố,Vị giáo sư danh tiếng hiếm khi hạ cố tham dự các cuộc họp khoa.,ยอมลดตัว,ศาสตราจารย์ผู้มีชื่อเสียงแทบไม่ยอมลดตัวเข้าร่วมการประชุมของภาควิชา,sudi,Profesor terkemuka itu jarang sudi menghadiri rapat departemen.
deluge,"A deluge of applications overwhelmed the admissions committee this year.,홍수; 쇄도,지원서의 쇄도가 올해 입학 위원회를 압도했다.""",大洪水; 殺到,出願の殺到が今年の入学委員会を圧倒した。,洪水; 大量涌入,大量的申请今年淹没了招生委员会。,diluvio; avalancha,Un diluvio de solicitudes abrumó al comité de admisiones este año.,sự tràn ngập,Sự tràn ngập đơn xin đã làm quá tải hội đồng tuyển sinh năm nay.,น้ำท่วม; สิ่งที่หลั่งไหลเข้ามา,จำนวนใบสมัครที่หลั่งไหลเข้ามาท่วมท้นคณะกรรมการรับเข้าในปีนี้,banjir,Banjir lamaran membanjiri panitia penerimaan tahun ini.
demur,Several committee members demurred at the proposed allocation of funds.,이의를 제기하다,여러 위원회 위원들이 제안된 자금 배분에 이의를 제기했다.,異議を唱える,数人の委員会メンバーが提案された資金配分に異議を唱えた。,提出异议; 反对,几位委员会成员对拟议的资金分配提出了异议。,objetar; poner reparos,Varios miembros del comité pusieron reparos a la asignación propuesta de fondos.,phản đối,Một số thành viên ủy ban đã phản đối việc phân bổ quỹ được đề xuất.,คัดค้าน; ท้วงติง,สมาชิกคณะกรรมการหลายคนคัดค้านการจัดสรรเงินทุนที่เสนอ,keberatan,Beberapa anggota komite keberatan dengan alokasi dana yang diusulkan.
denouement,The denouement of the political crisis surprised even seasoned analysts.,결말; 대단원,정치적 위기의 결말은 노련한 분석가들조차 놀라게 했다.,結末; 大団円,政治危機の結末はベテランのアナリストさえ驚かせた。,结局; 终场,政治危机的结局甚至让经验丰富的分析师也感到意外。,desenlace,El desenlace de la crisis política sorprendió incluso a analistas experimentados.,kết cục,Kết cục của cuộc khủng hoảng chính trị khiến ngay cả các nhà phân tích dày dặn cũng bất ngờ.,ตอนจบ; บทสรุป,ตอนจบของวิกฤตการเมืองทำให้แม้แต่นักวิเคราะห์ที่ช่ำชองก็ประหลาดใจ,akhir cerita; penyelesaian,Akhir dari krisis politik tersebut mengejutkan bahkan analis berpengalaman.
depreciate,"The currency depreciated sharply following the central bank's announcement.,가치가 떨어지다,중앙은행 발표 이후 통화 가치가 급격히 떨어졌다.""",減価する; 下落する,中央銀行の発表後、通貨は急激に下落した。,贬值,央行宣布后货币急剧贬值。,depreciar,La moneda se depreció bruscamente tras el anuncio del banco central.,mất giá,Đồng tiền mất giá mạnh sau thông báo của ngân hàng trung ương.,ลดค่า; เสื่อมค่า,สกุลเงินลดค่าลงอย่างรวดเร็วหลังจากการประกาศของธนาคารกลาง,terdepresiasi,Mata uang terdepresiasi tajam setelah pengumuman bank sentral.
despot,"The despot consolidated power by systematically eliminating political opposition.,독재자; 폭군,독재자는 정치적 반대 세력을 체계적으로 제거하여 권력을 공고히 했다.""",専制君主; 暴君,専制君主は政治的反対勢力を体系的に排除することで権力を固めた。,暴君; 专制者,暴君通过系统性地消除政治反对派来巩固权力。,déspota,El déspota consolidó el poder eliminando sistemáticamente la oposición política.,bạo chúa,Bạo chúa củng cố quyền lực bằng cách có hệ thống loại bỏ phe đối lập chính trị.,ทรราช; เผด็จการ,ทรราชรวบรวมอำนาจโดยกำจัดฝ่ายค้านทางการเมืองอย่างเป็นระบบ,despot; tiran,Despot itu mengonsolidasikan kekuasaan dengan secara sistematis menghilangkan oposisi politik.
diffuse,"The professor's diffuse lecture lacked a coherent argumentative structure.,산만한; 퍼진,교수의 산만한 강의는 일관된 논증 구조가 결여되어 있었다.""",散漫な; 拡散した,教授の散漫な講義は一貫した議論の構造を欠いていた。,冗长的; 散漫的,教授冗长的讲座缺乏连贯的论证结构。,difuso; prolijo,La difusa conferencia del profesor carecía de una estructura argumentativa coherente.,lan man; khuếch tán,Bài giảng lan man của giáo sư thiếu cấu trúc lập luận mạch lạc.,กระจาย; ไม่กระชับ,บรรยายที่ไม่กระชับของอาจารย์ขาดโครงสร้างการให้เหตุผลที่สอดคล้อง,menyebar; bertele-tele,Kuliah profesor yang bertele-tele tidak memiliki struktur argumentatif yang koheren.
dilatory,"The dilatory tactics of the defense prolonged the trial unnecessarily.,ชักช้า; ผัดวันประกันพรุ่ง,변호측의 지연 전술이 재판을 불필요하게 연장했다.""",遅延の; のろい,弁護側の遅延戦術が裁判を不必要に長引かせた。,拖延的; 迟缓的,辩方的拖延策略不必要地延长了审判。,dilatorio,Las tácticas dilatorias de la defensa prolongaron el juicio innecesariamente.,chần chừ; trì hoãn,Chiến thuật trì hoãn của bên bào chữa đã kéo dài phiên tòa không cần thiết.,ล่าช้า; ชักช้า,กลยุทธ์ชักช้าของฝ่ายจำเลยทำให้การพิจารณาคดียืดเยื้อโดยไม่จำเป็น,mengulur waktu,Taktik mengulur waktu dari pihak pembelaan memperpanjang persidangan secara tidak perlu.
disaffected,"Disaffected employees organized a collective petition against management policies.,불만을 품은,불만을 품은 직원들이 경영진 정책에 반대하는 집단 청원을 조직했다.""",不満を持った,不満を持った従業員が経営方針に反対する集団請願を組織した。,心怀不满的,心怀不满的员工组织了一次针对管理政策的集体请愿。,descontento; desafecto,Los empleados desafectos organizaron una petición colectiva contra las políticas de gestión.,bất mãn,Các nhân viên bất mãn đã tổ chức một bản kiến nghị tập thể chống lại chính sách quản lý.,ไม่พอใจ; ไม่จงรักภักดี,พนักงานที่ไม่พอใจจัดทำคำร้องร่วมต่อต้านนโยบายของฝ่ายบริหาร,tidak puas; kecewa,Karyawan yang tidak puas mengorganisir petisi kolektif terhadap kebijakan manajemen.
discomfit,"The unexpected question visibly discomfited the overconfident panelist.,당혹하게 하다,예상치 못한 질문이 자신감 넘치는 패널리스트를 눈에 띄게 당혹하게 했다.""",困惑させる; まごつかせる,予想外の質問が自信過剰なパネリストを目に見えて困惑させた。,使窘迫; 使不安,意想不到的问题明显使过于自信的小组成员感到窘迫。,desconcertar,La pregunta inesperada visiblemente desconcertó al panelista excesivamente confiado.,làm lúng túng,Câu hỏi bất ngờ đã làm lúng túng rõ ràng thành viên hội thảo quá tự tin.,ทำให้อึดอัด; ทำให้งุนงง,คำถามที่ไม่คาดคิดทำให้ผู้ร่วมอภิปรายที่มั่นใจเกินไปอึดอัดอย่างเห็นได้ชัด,membuat bingung,Pertanyaan tak terduga itu dengan jelas membingungkan panelis yang terlalu percaya diri.
disparage,"The reviewer unfairly disparaged the junior scholar's meticulous research.,폄하하다; 깎아내리다,리뷰어는 신진 학자의 꼼꼼한 연구를 부당하게 폄하했다.""",けなす; 見くびる,査読者は若手研究者の綿密な研究を不当にけなした。,贬低; 轻蔑,评审者不公平地贬低了年轻学者的细致研究。,menospreciar; denigrar,El revisor menospreció injustamente la meticulosa investigación del académico junior.,chê bai; hạ thấp,Người phản biện đã bất công chê bai nghiên cứu tỉ mỉ của học giả trẻ.,ดูถูก; ดูหมิ่น,ผู้ตรวจสอบดูหมิ่นงานวิจัยอันพิถีพิถันของนักวิชาการรุ่นน้องอย่างไม่ยุติธรรม,meremehkan,Pengulas secara tidak adil meremehkan penelitian teliti sarjana junior tersebut.
dissolute,"The dissolute aristocrat squandered the family's considerable inherited wealth.,방탕한; 방종한,방탕한 귀족은 가문의 상당한 상속 재산을 탕진했다.""",放蕩な; 道楽な,放蕩な貴族は家族のかなりの遺産を浪費した。,放荡的; 放纵的,放荡的贵族挥霍了家族可观的遗产。,disoluto,El aristócrata disoluto dilapidó la considerable riqueza heredada de la familia.,phóng đãng,Quý tộc phóng đãng đã hoang phí tài sản thừa kế đáng kể của gia đình.,เสเพล; เหลวไหล,ขุนนางเสเพลผลาญทรัพย์สมบัติมรดกจำนวนมากของตระกูล,bejat; tidak bermoral,Bangsawan bejat itu menghamburkan kekayaan warisan keluarga yang cukup besar.
dolorous,The dolorous melody evoked the collective suffering of wartime generations.,슬픈; 비통한,슬픈 선율이 전시 세대의 집단적 고통을 불러일으켰다.,悲痛な; 痛ましい,悲痛な旋律が戦時世代の集団的苦悩を喚起した。,悲伤的; 痛苦的,悲伤的旋律唤起了战争年代集体的苦难。,doloroso,La dolorosa melodía evocó el sufrimiento colectivo de las generaciones de guerra.,đau buồn,Giai điệu đau buồn gợi lên nỗi đau chung của các thế hệ thời chiến.,เศร้าโศก; ทุกข์ระทม,ท่วงทำนองที่เศร้าโศกกระตุ้นความทุกข์ร่วมของคนรุ่นสงคราม,menyedihkan; memilukan,Melodi yang memilukan membangkitkan penderitaan kolektif generasi masa perang.
doughty,"The doughty researcher persevered despite years of inconclusive experimental results.,용감한; 불굴의,용감한 연구자는 수년간의 결론 없는 실험 결과에도 불구하고 인내했다.""",勇敢な; 不屈の,勇敢な研究者は何年もの決定的でない実験結果にもかかわらず忍耐した。,勇敢的; 坚韧的,勇敢的研究人员尽管多年来实验结果不确定仍坚持不懈。,valiente; intrépido,El valiente investigador perseveró a pesar de años de resultados experimentales inconclusos.,dũng cảm; kiên cường,Nhà nghiên cứu kiên cường đã kiên trì bất chấp nhiều năm kết quả thí nghiệm chưa có kết luận.,กล้าหาญ; ไม่ย่อท้อ,นักวิจัยผู้กล้าหาญอดทนแม้จะมีผลการทดลองที่ไม่ชัดเจนมาหลายปี,berani; tangguh,Peneliti tangguh itu bertahan meski hasil eksperimen tidak meyakinkan selama bertahun-tahun.
