english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
precarious,The precarious funding situation threatened the continuation of the research program.,불안정한,불안정한 자금 상황은 연구 프로그램의 지속을 위협했다.,不安定な,不安定な資金状況が研究プログラムの継続を脅かした。,不稳定的,不稳定的资金状况威胁到了研究项目的持续。,precario,La precaria situación de financiación amenazó la continuación del programa de investigación.,bấp bênh,Tình trạng tài trợ bấp bênh đã đe dọa sự tiếp tục của chương trình nghiên cứu.,ไม่มั่นคง,สถานการณ์ทางการเงินที่ไม่มั่นคงคุกคามการดำเนินต่อไปของโปรแกรมวิจัย,genting,Situasi pendanaan yang genting mengancam keberlanjutan program penelitian.
precedent,The court ruling set a precedent for future cases involving intellectual property.,선례,법원 판결은 지적 재산권과 관련된 미래 사건에 대한 선례를 세웠다.,前例,その判決は知的財産に関わる将来の訴訟の前例を作った。,先例,法院裁决为未来涉及知识产权的案件树立了先例。,precedente,La sentencia judicial sentó un precedente para futuros casos que involucren propiedad intelectual.,tiền lệ,Phán quyết của tòa án đã tạo ra tiền lệ cho các vụ kiện tương lai liên quan đến sở hữu trí tuệ.,บรรทัดฐาน,คำตัดสินของศาลสร้างบรรทัดฐานสำหรับคดีในอนาคตที่เกี่ยวข้องกับทรัพย์สินทางปัญญา,preseden,Keputusan pengadilan menetapkan preseden untuk kasus masa depan yang melibatkan kekayaan intelektual.
preclude,Ethical considerations preclude the use of certain experimental methods on human subjects.,배제하다,윤리적 고려사항은 인간 피험자에 대한 특정 실험 방법의 사용을 배제한다.,排除する,倫理的配慮により人間の被験者に対する特定の実験方法の使用が排除される。,排除,伦理考量排除了在人类受试者上使用某些实验方法。,excluir,Las consideraciones éticas excluyen el uso de ciertos métodos experimentales en sujetos humanos.,ngăn cản,Các cân nhắc đạo đức ngăn cản việc sử dụng một số phương pháp thí nghiệm trên đối tượng con người.,กีดกัน,ข้อพิจารณาทางจริยธรรมกีดกันการใช้วิธีการทดลองบางอย่างกับมนุษย์,menghalangi,Pertimbangan etis menghalangi penggunaan metode eksperimental tertentu pada subjek manusia.
predominant,English is the predominant language of international academic publishing.,지배적인,영어는 국제 학술 출판의 지배적인 언어이다.,優勢な,英語は国際的な学術出版の優勢な言語である。,主导的,英语是国际学术出版的主导语言。,predominante,El inglés es el idioma predominante en la publicación académica internacional.,chiếm ưu thế,Tiếng Anh là ngôn ngữ chiếm ưu thế trong xuất bản học thuật quốc tế.,เด่น,ภาษาอังกฤษเป็นภาษาที่เด่นในการตีพิมพ์ทางวิชาการระหว่างประเทศ,dominan,Bahasa Inggris adalah bahasa dominan dalam penerbitan akademik internasional.
preliminary,The preliminary findings suggest a strong correlation between diet and cognitive function.,예비의,예비 결과는 식이와 인지 기능 사이의 강한 상관관계를 시사한다.,予備的な,予備的な調査結果は食事と認知機能の間に強い相関があることを示唆している。,初步的,初步研究结果表明饮食与认知功能之间存在强相关性。,preliminar,Los hallazgos preliminares sugieren una fuerte correlación entre la dieta y la función cognitiva.,sơ bộ,Các phát hiện sơ bộ cho thấy mối tương quan mạnh giữa chế độ ăn uống và chức năng nhận thức.,เบื้องต้น,ผลการค้นพบเบื้องต้นบ่งชี้ถึงความสัมพันธ์ที่แข็งแกร่งระหว่างอาหารกับการทำงานของสมอง,awal,Temuan awal menunjukkan korelasi kuat antara diet dan fungsi kognitif.
prevalent,Anxiety disorders are increasingly prevalent among university students worldwide.,만연한,불안 장애는 전 세계 대학생들 사이에서 점점 더 만연하고 있다.,流行している,不安障害は世界中の大学生の間でますます流行している。,普遍的,焦虑症在全球大学生中越来越普遍。,prevalente,Los trastornos de ansiedad son cada vez más prevalentes entre los estudiantes universitarios de todo el mundo.,phổ biến,Rối loạn lo âu ngày càng phổ biến trong sinh viên đại học trên toàn thế giới.,แพร่หลาย,โรควิตกกังวลแพร่หลายมากขึ้นในหมู่นักศึกษามหาวิทยาลัยทั่วโลก,lazim,Gangguan kecemasan semakin lazim di kalangan mahasiswa di seluruh dunia.
profound,The industrial revolution had a profound impact on global economic structures.,심오한,산업 혁명은 글로벌 경제 구조에 심오한 영향을 미쳤다.,深遠な,産業革命は世界の経済構造に深遠な影響を与えた。,深远的,工业革命对全球经济结构产生了深远的影响。,profundo,La revolución industrial tuvo un impacto profundo en las estructuras económicas globales.,sâu sắc,Cuộc cách mạng công nghiệp đã có tác động sâu sắc đến cấu trúc kinh tế toàn cầu.,ลึกซึ้ง,การปฏิวัติอุตสาหกรรมมีผลกระทบอย่างลึกซึ้งต่อโครงสร้างเศรษฐกิจโลก,mendalam,Revolusi industri memiliki dampak mendalam pada struktur ekonomi global.
prohibitive,The prohibitive cost of advanced equipment limits research opportunities in developing countries.,과도한,첨단 장비의 과도한 비용은 개발도상국의 연구 기회를 제한한다.,法外な,先端機器の法外な費用が発展途上国の研究機会を制限している。,过高的,先进设备的过高成本限制了发展中国家的研究机会。,prohibitivo,El costo prohibitivo del equipo avanzado limita las oportunidades de investigación en países en desarrollo.,quá cao,Chi phí quá cao của thiết bị tiên tiến hạn chế cơ hội nghiên cứu ở các nước đang phát triển.,แพงจนเข้าไม่ถึง,ค่าใช้จ่ายที่แพงจนเข้าไม่ถึงของอุปกรณ์ขั้นสูงจำกัดโอกาสในการวิจัยในประเทศกำลังพัฒนา,mahal sekali,Biaya peralatan canggih yang mahal sekali membatasi peluang penelitian di negara berkembang.
propagate,Misinformation can propagate rapidly through social media networks.,전파하다,잘못된 정보는 소셜 미디어 네트워크를 통해 빠르게 전파될 수 있다.,伝播する,誤情報はソーシャルメディアネットワークを通じて急速に伝播する可能性がある。,传播,错误信息可以通过社交媒体网络迅速传播。,propagar,La desinformación puede propagarse rápidamente a través de las redes sociales.,lan truyền,Thông tin sai lệch có thể lan truyền nhanh chóng qua các mạng truyền thông xã hội.,แพร่กระจาย,ข้อมูลเท็จสามารถแพร่กระจายอย่างรวดเร็วผ่านเครือข่ายโซเชียลมีเดีย,menyebarkan,Informasi yang salah dapat menyebar dengan cepat melalui jaringan media sosial.
propensity,There is a propensity among younger researchers to favor quantitative methods.,성향,젊은 연구자들 사이에는 양적 방법을 선호하는 성향이 있다.,傾向,若い研究者の間には量的方法を好む傾向がある。,倾向,年轻研究人员倾向于青睐定量方法。,propensión,Hay una propensión entre los investigadores más jóvenes a favorecer los métodos cuantitativos.,xu hướng,Có xu hướng trong các nhà nghiên cứu trẻ ưa thích phương pháp định lượng.,ความโน้มเอียง,มีความโน้มเอียงในหมู่นักวิจัยรุ่นใหม่ที่จะชอบวิธีเชิงปริมาณ,kecenderungan,Ada kecenderungan di kalangan peneliti muda untuk memilih metode kuantitatif.
blame,Don't blame others for your mistakes.,비난하다,자신의 실수를 남 탓하지 마세요.,責める,自分のミスを他人のせいにしないで。,责怪,不要因为你的错误责怪别人。,culpar,No culpes a otros por tus errores.,đổ lỗi,Đừng đổ lỗi cho người khác vì sai lầm của bạn.,โทษ,อย่าโทษคนอื่นเพราะความผิดของตัวเอง,menyalahkan,Jangan menyalahkan orang lain atas kesalahan Anda.
borrow,Can I borrow your pen for a moment?,빌리다,잠깐 펜을 빌려도 될까요?,借りる,ちょっとペンを借りてもいいですか？,借,我可以借你的笔用一下吗？,pedir prestado,¿Puedo pedirte prestado tu bolígrafo?,mượn,Tôi có thể mượn bút của bạn không?,ยืม,ขอยืมปากกาคุณสักครู่ได้ไหม,meminjam,Boleh saya meminjam pulpen Anda sebentar?
bother,Sorry to bother you but I need help.,귀찮게 하다,귀찮게 해서 죄송하지만 도움이 필요합니다.,迷惑をかける,お手数ですが助けが必要です。,打扰,抱歉打扰你但我需要帮助。,molestar,Perdona por molestarte pero necesito ayuda.,làm phiền,Xin lỗi đã làm phiền nhưng tôi cần giúp đỡ.,รบกวน,ขอโทษที่รบกวนแต่ฉันต้องการความช่วยเหลือ,mengganggu,Maaf mengganggu tapi saya butuh bantuan.
breath,Take a deep breath and relax.,숨,깊은 숨을 쉬고 긴장을 푸세요.,息,深呼吸してリラックスしてください。,呼吸,深呼吸然后放松。,respiración,Toma una respiración profunda y relájate.,hơi thở,Hít một hơi thật sâu và thư giãn.,ลมหายใจ,หายใจลึกๆ แล้วผ่อนคลาย,napas,Ambil napas dalam-dalam dan santai.
budget,We need to plan our travel budget carefully.,예산,여행 예산을 신중하게 계획해야 한다.,予算,旅行の予算を慎重に計画する必要がある。,预算,我们需要仔细规划旅行预算。,presupuesto,Necesitamos planificar nuestro presupuesto de viaje.,ngân sách,Chúng ta cần lập kế hoạch ngân sách du lịch cẩn thận.,งบประมาณ,เราต้องวางแผนงบประมาณการเดินทางอย่างรอบคอบ,anggaran,Kita perlu merencanakan anggaran perjalanan.
calculate,Please calculate the total cost.,계산하다,총 비용을 계산해 주세요.,計算する,合計費用を計算してください。,计算,请计算总费用。,calcular,Por favor calcula el costo total.,tính toán,Hãy tính tổng chi phí.,คำนวณ,กรุณาคำนวณค่าใช้จ่ายทั้งหมด,menghitung,Tolong hitung total biayanya.
calm,Stay calm during the emergency.,침착한,비상 시 침착하세요.,落ち着いた,緊急時は落ち着いてください。,冷静的,紧急情况下保持冷静。,tranquilo,Mantén la calma durante la emergencia.,bình tĩnh,Hãy giữ bình tĩnh trong tình huống khẩn cấp.,สงบ,ใจเย็นๆ ระหว่างเหตุฉุกเฉิน,tenang,Tetap tenang selama keadaan darurat.
cancel,We had to cancel the flight due to bad weather.,취소하다,악천후로 항공편을 취소해야 했다.,キャンセルする,悪天候のためフライトをキャンセルした。,取消,由于天气不好我们取消了航班。,cancelar,Tuvimos que cancelar el vuelo por mal tiempo.,hủy bỏ,Chúng tôi phải hủy chuyến bay do thời tiết xấu.,ยกเลิก,เราต้องยกเลิกเที่ยวบินเนื่องจากอากาศเลวร้าย,membatalkan,Kami harus membatalkan penerbangan karena cuaca buruk.
capable,She is capable of managing a large team.,유능한,그녀는 큰 팀을 관리할 능력이 있다.,有能な,彼女は大きなチームを管理する能力がある。,有能力的,她有能力管理一个大团队。,capaz,Ella es capaz de dirigir un equipo grande.,có năng lực,Cô ấy có năng lực quản lý một đội lớn.,มีความสามารถ,เธอมีความสามารถในการบริหารทีมใหญ่,mampu,Dia mampu mengelola tim yang besar.
capture,The photographer captured a beautiful sunset.,포착하다,사진작가가 아름다운 일몰을 포착했다.,捉える,写真家は美しい夕日を捉えた。,捕捉,摄影师捕捉到了美丽的日落。,capturar,El fotógrafo capturó una hermosa puesta de sol.,chụp lại,Nhiếp ảnh gia đã chụp lại hoàng hôn tuyệt đẹp.,จับภาพ,ช่างภาพจับภาพพระอาทิตย์ตกที่สวยงาม,menangkap,Fotografer menangkap matahari terbenam yang indah.
career,She started her career as a teacher.,경력,그녀는 교사로 경력을 시작했다.,キャリア,彼女は教師としてキャリアを始めた。,职业,她的职业生涯从当老师开始。,carrera,Ella comenzó su carrera como profesora.,sự nghiệp,Cô ấy bắt đầu sự nghiệp với nghề giáo viên.,อาชีพ,เธอเริ่มอาชีพในฐานะครู,karier,Dia memulai kariernya sebagai guru.
careful,Be careful when crossing the street.,조심하는,길을 건널 때 조심하세요.,注意深い,道を渡るときは注意してください。,小心的,过马路时要小心。,cuidadoso,Ten cuidado al cruzar la calle.,cẩn thận,Hãy cẩn thận khi qua đường.,ระวัง,ระวังเมื่อข้ามถนน,hati-hati,Hati-hati saat menyeberang jalan.
category,This book falls into the fiction category.,범주,이 책은 소설 범주에 속한다.,カテゴリー,この本はフィクションのカテゴリーに入る。,类别,这本书属于小说类别。,categoría,Este libro pertenece a la categoría de ficción.,thể loại,Cuốn sách này thuộc thể loại tiểu thuyết.,ประเภท,หนังสือเล่มนี้อยู่ในประเภทนิยาย,kategori,Buku ini masuk dalam kategori fiksi.
cause,Smoking can cause serious health problems.,원인,흡연은 심각한 건강 문제를 야기할 수 있다.,原因,喫煙は深刻な健康問題を引き起こす。,引起,吸烟会导致严重的健康问题。,causar,Fumar puede causar graves problemas de salud.,gây ra,Hút thuốc có thể gây ra vấn đề sức khỏe nghiêm trọng.,ทำให้เกิด,การสูบบุหรี่ทำให้เกิดปัญหาสุขภาพร้ายแรง,menyebabkan,Merokok dapat menyebabkan masalah kesehatan serius.
celebrate,We celebrate New Year with fireworks.,축하하다,우리는 불꽃놀이로 새해를 축하한다.,祝う,花火で新年を祝う。,庆祝,我们用烟花庆祝新年。,celebrar,Celebramos el Año Nuevo con fuegos artificiales.,ăn mừng,Chúng tôi ăn mừng năm mới bằng pháo hoa.,ฉลอง,เราฉลองปีใหม่ด้วยพลุ,merayakan,Kami merayakan Tahun Baru dengan kembang api.
certain,I am certain that she will come.,확실한,나는 그녀가 올 거라고 확신한다.,確かな,彼女が来ることは確かだ。,确定的,我确定她会来。,seguro,Estoy seguro de que ella vendrá.,chắc chắn,Tôi chắc chắn rằng cô ấy sẽ đến.,แน่นอน,ฉันแน่ใจว่าเธอจะมา,yakin,Saya yakin dia akan datang.
challenge,Learning a new language is a real challenge.,도전,새 언어를 배우는 것은 진정한 도전이다.,挑戦,新しい言語を学ぶのは本当の挑戦だ。,挑战,学习一门新语言是真正的挑战。,desafío,Aprender un nuevo idioma es un verdadero desafío.,thử thách,Học một ngôn ngữ mới là thử thách thực sự.,ความท้าทาย,การเรียนภาษาใหม่เป็นความท้าทายจริงๆ,tantangan,Belajar bahasa baru adalah tantangan nyata.
chance,There is a good chance of rain tomorrow.,기회,내일 비가 올 가능성이 높다.,チャンス,明日は雨の可能性が高い。,机会,明天很有可能下雨。,oportunidad,Hay buena posibilidad de lluvia mañana.,cơ hội,Có khả năng cao ngày mai sẽ mưa.,โอกาส,มีโอกาสสูงที่จะฝนตกพรุ่งนี้,peluang,Ada peluang besar hujan besok.
change,The weather can change quickly in spring.,변화,봄에는 날씨가 빠르게 변할 수 있다.,変わる,春は天気が急に変わることがある。,变化,春天天气变化很快。,cambiar,El clima puede cambiar rápidamente en primavera.,thay đổi,Thời tiết có thể thay đổi nhanh chóng vào mùa xuân.,เปลี่ยนแปลง,อากาศเปลี่ยนแปลงได้เร็วในฤดูใบไม้ผลิ,berubah,Cuaca bisa berubah cepat di musim semi.
character,She is a woman of strong character.,성격,그녀는 강한 성격의 여성이다.,性格,彼女は強い性格の女性だ。,性格,她是一个性格坚强的女人。,carácter,Ella es una mujer de carácter fuerte.,tính cách,Cô ấy là phụ nữ có tính cách mạnh mẽ.,อุปนิสัย,เธอเป็นผู้หญิงที่มีอุปนิสัยเข้มแข็ง,karakter,Dia adalah wanita berkarakter kuat.
charge,How much do they charge for delivery?,요금,배달 요금이 얼마인가요?,料金,配達料金はいくらですか？,收费,他们的送货费是多少？,cobrar,¿Cuánto cobran por la entrega?,tính phí,Họ tính phí giao hàng bao nhiêu?,คิดเงิน,พวกเขาคิดค่าจัดส่งเท่าไหร่,membebankan,Berapa yang mereka bebankan untuk pengiriman?
cheap,This restaurant is cheap but the food is good.,싼,이 식당은 싸지만 음식이 좋다.,安い,このレストランは安いが料理は良い。,便宜的,这家餐厅便宜但食物很好。,barato,Este restaurante es barato pero la comida es buena.,rẻ,Nhà hàng này rẻ nhưng đồ ăn ngon.,ถูก,ร้านอาหารนี้ถูกแต่อาหารอร่อย,murah,Restoran ini murah tapi makanannya enak.
check,Please check your email for the confirmation.,확인하다,확인 이메일을 확인해 주세요.,確認する,確認のためメールをチェックしてください。,检查,请检查你的电子邮件。,revisar,Revisa tu correo electrónico para la confirmación.,kiểm tra,Hãy kiểm tra email để xác nhận.,ตรวจสอบ,กรุณาตรวจสอบอีเมลเพื่อยืนยัน,memeriksa,Silakan periksa email Anda untuk konfirmasi.
choice,You have a choice between tea and coffee.,선택,차와 커피 중에서 선택할 수 있다.,選択,紅茶とコーヒーのどちらかを選べます。,选择,你可以在茶和咖啡之间选择。,elección,Tienes la elección entre té y café.,sự lựa chọn,Bạn có sự lựa chọn giữa trà và cà phê.,ทางเลือก,คุณมีทางเลือกระหว่างชาและกาแฟ,pilihan,Anda punya pilihan antara teh dan kopi.
circumstance,Under the circumstances we had to cancel.,상황,상황상 우리는 취소해야 했다.,状況,状況を考えるとキャンセルせざるを得なかった。,情况,在这种情况下我们不得不取消。,circunstancia,Dadas las circunstancias tuvimos que cancelar.,hoàn cảnh,Trong hoàn cảnh đó chúng tôi phải hủy.,สถานการณ์,ภายใต้สถานการณ์นี้เราต้องยกเลิก,keadaan,Dalam keadaan tersebut kami harus membatalkan.
claim,He claims to be an expert in cooking.,주장하다,그는 요리 전문가라고 주장한다.,主張する,彼は料理の専門家だと主張している。,声称,他声称自己是烹饪专家。,afirmar,Él afirma ser un experto en cocina.,tuyên bố,Anh ấy tuyên bố là chuyên gia nấu ăn.,อ้าง,เขาอ้างว่าเป็นผู้เชี่ยวชาญด้านการทำอาหาร,mengklaim,Dia mengklaim sebagai ahli memasak.
climate,The climate here is warm and humid.,기후,이곳의 기후는 따뜻하고 습하다.,気候,ここの気候は暖かくて湿気が多い。,气候,这里的气候温暖潮湿。,clima,El clima aquí es cálido y húmedo.,khí hậu,Khí hậu ở đây ấm và ẩm.,สภาพอากาศ,สภาพอากาศที่นี่อบอุ่นและชื้น,iklim,Iklim di sini hangat dan lembap.
collect,She collects stamps from different countries.,수집하다,그녀는 여러 나라의 우표를 수집한다.,集める,彼女は各国の切手を集めている。,收集,她收集来自不同国家的邮票。,coleccionar,Ella colecciona sellos de diferentes países.,sưu tầm,Cô ấy sưu tầm tem từ các nước khác nhau.,สะสม,เธอสะสมแสตมป์จากประเทศต่างๆ,mengumpulkan,Dia mengumpulkan perangko dari berbagai negara.
comfortable,This chair is very comfortable.,편안한,이 의자는 매우 편안하다.,快適な,この椅子はとても快適だ。,舒适的,这把椅子非常舒适。,cómodo,Esta silla es muy cómoda.,thoải mái,Chiếc ghế này rất thoải mái.,สบาย,เก้าอี้ตัวนี้นั่งสบายมาก,nyaman,Kursi ini sangat nyaman.
comment,She made a helpful comment on my essay.,의견,그녀는 내 에세이에 유용한 의견을 주었다.,コメント,彼女は私のエッセイに役立つコメントをした。,评论,她对我的文章提出了有益的评论。,comentario,Ella hizo un comentario útil sobre mi ensayo.,nhận xét,Cô ấy đưa ra nhận xét hữu ích về bài luận.,ความคิดเห็น,เธอแสดงความคิดเห็นที่เป็นประโยชน์เกี่ยวกับเรียงความ,komentar,Dia membuat komentar berguna tentang esai saya.
commit,He committed himself to finishing the project.,전념하다,그는 프로젝트를 끝내는 데 전념했다.,専念する,彼はプロジェクト完了に専念した。,致力于,他致力于完成这个项目。,comprometerse,Se comprometió a terminar el proyecto.,cam kết,Anh ấy đã cam kết hoàn thành dự án.,มุ่งมั่น,เขามุ่งมั่นที่จะทำโครงการให้เสร็จ,berkomitmen,Dia berkomitmen menyelesaikan proyek.
common,It is common to see birds in the park.,흔한,공원에서 새를 보는 것은 흔하다.,一般的な,公園で鳥を見るのはよくあることだ。,常见的,在公园里看到鸟是很常见的。,común,Es común ver pájaros en el parque.,phổ biến,Rất phổ biến khi thấy chim trong công viên.,ทั่วไป,เป็นเรื่องปกติที่จะเห็นนกในสวน,umum,Sudah umum melihat burung di taman.
communicate,It is important to communicate clearly.,소통하다,명확하게 소통하는 것이 중요하다.,伝える,はっきりと伝えることが大切だ。,交流,清楚地沟通很重要。,comunicar,Es importante comunicar con claridad.,giao tiếp,Điều quan trọng là giao tiếp rõ ràng.,สื่อสาร,สิ่งสำคัญคือการสื่อสารอย่างชัดเจน,berkomunikasi,Penting untuk berkomunikasi dengan jelas.
community,Our community organizes events every month.,지역 사회,우리 지역 사회는 매달 행사를 조직한다.,コミュニティ,私たちのコミュニティは毎月イベントを開催する。,社区,我们社区每月组织活动。,comunidad,Nuestra comunidad organiza eventos cada mes.,cộng đồng,Cộng đồng chúng tôi tổ chức sự kiện mỗi tháng.,ชุมชน,ชุมชนของเราจัดกิจกรรมทุกเดือน,komunitas,Komunitas kami menyelenggarakan acara setiap bulan.
compare,Let's compare prices before buying.,비교하다,사기 전에 가격을 비교하자.,比較する,買う前に価格を比較しよう。,比较,买之前先比较一下价格。,comparar,Comparemos precios antes de comprar.,so sánh,Hãy so sánh giá trước khi mua.,เปรียบเทียบ,มาเปรียบเทียบราคาก่อนซื้อกัน,membandingkan,Mari bandingkan harga sebelum membeli.
compete,Many athletes compete in the Olympics.,경쟁하다,많은 선수가 올림픽에서 경쟁한다.,競争する,多くの選手がオリンピックで競争する。,竞争,许多运动员在奥运会上竞争。,competir,Muchos atletas compiten en los Juegos Olímpicos.,cạnh tranh,Nhiều vận động viên cạnh tranh tại Thế vận hội.,แข่งขัน,นักกีฬาหลายคนแข่งขันในโอลิมปิก,berkompetisi,Banyak atlet berkompetisi di Olimpiade.
complain,Customers often complain about slow service.,불평하다,고객들은 종종 느린 서비스에 불평한다.,不満を言う,客はよくサービスが遅いと不満を言う。,抱怨,顾客经常抱怨服务太慢。,quejarse,Los clientes se quejan del servicio lento.,phàn nàn,Khách hàng thường phàn nàn về dịch vụ chậm.,บ่น,ลูกค้ามักบ่นเรื่องบริการช้า,mengeluh,Pelanggan sering mengeluh tentang layanan lambat.
complete,Please complete the form before submitting.,완성하다,제출 전에 양식을 완성해 주세요.,完了する,提出前にフォームを完了してください。,完成,请在提交前完成表格。,completar,Completa el formulario antes de enviarlo.,hoàn thành,Hãy hoàn thành biểu mẫu trước khi nộp.,เสร็จสมบูรณ์,กรุณากรอกแบบฟอร์มให้เสร็จก่อนส่ง,menyelesaikan,Selesaikan formulir sebelum mengirim.
concentrate,I can't concentrate with all this noise.,집중하다,이 소음 속에서는 집중할 수 없다.,集中する,この騒音では集中できない。,集中,这么吵我无法集中注意力。,concentrarse,No puedo concentrarme con todo este ruido.,tập trung,Tôi không thể tập trung với tiếng ồn này.,มีสมาธิ,ฉันมีสมาธิไม่ได้กับเสียงรบกวนเหล่านี้,berkonsentrasi,Saya tidak bisa berkonsentrasi dengan kebisingan ini.
concern,Air pollution is a major concern.,걱정,대기 오염은 주요 관심사이다.,懸念,大気汚染は大きな懸念だ。,关注,空气污染是一个重大关注问题。,preocupación,La contaminación del aire es una gran preocupación.,mối quan ngại,Ô nhiễm không khí là mối quan ngại lớn.,ความกังวล,มลพิษทางอากาศเป็นความกังวลหลัก,kekhawatiran,Polusi udara adalah kekhawatiran utama.
condition,The car is in good condition.,상태,그 차는 상태가 좋다.,状態,その車は良い状態だ。,状况,这辆车状况良好。,condición,El coche está en buenas condiciones.,tình trạng,Chiếc xe trong tình trạng tốt.,สภาพ,รถอยู่ในสภาพดี,kondisi,Mobil itu dalam kondisi baik.
confident,She feels confident about the exam.,자신감 있는,그녀는 시험에 자신감을 느낀다.,自信がある,彼女は試験に自信がある。,自信的,她对考试很有信心。,seguro,Ella se siente segura sobre el examen.,tự tin,Cô ấy cảm thấy tự tin về kỳ thi.,มั่นใจ,เธอรู้สึกมั่นใจเกี่ยวกับการสอบ,percaya diri,Dia merasa percaya diri tentang ujian.
confirm,Can you confirm your reservation?,확인하다,예약을 확인해 주시겠어요?,確認する,予約を確認していただけますか？,确认,你能确认你的预订吗？,confirmar,¿Puedes confirmar tu reservación?,xác nhận,Bạn có thể xác nhận đặt phòng không?,ยืนยัน,คุณช่วยยืนยันการจองได้ไหม,mengonfirmasi,Bisakah Anda mengonfirmasi reservasi Anda?
confuse,The instructions confused many students.,혼란스럽게 하다,지시사항이 많은 학생들을 혼란스럽게 했다.,混乱させる,その指示は多くの生徒を混乱させた。,使困惑,这些说明让很多学生感到困惑。,confundir,Las instrucciones confundieron a muchos estudiantes.,gây nhầm lẫn,Các hướng dẫn gây nhầm lẫn cho nhiều học sinh.,ทำให้สับสน,คำแนะนำทำให้นักเรียนหลายคนสับสน,membingungkan,Instruksinya membingungkan banyak siswa.
connect,This road connects two cities.,연결하다,이 도로는 두 도시를 연결한다.,つなぐ,この道路は2つの都市をつないでいる。,连接,这条路连接两座城市。,conectar,Esta carretera conecta dos ciudades.,kết nối,Con đường này kết nối hai thành phố.,เชื่อมต่อ,ถนนนี้เชื่อมต่อสองเมือง,menghubungkan,Jalan ini menghubungkan dua kota.
consequence,Pollution has serious consequences for health.,결과,오염은 건강에 심각한 결과를 가져온다.,結果,汚染は健康に深刻な結果をもたらす。,后果,污染对健康有严重后果。,consecuencia,La contaminación tiene graves consecuencias.,hậu quả,Ô nhiễm có hậu quả nghiêm trọng đối với sức khỏe.,ผลที่ตามมา,มลพิษมีผลร้ายแรงต่อสุขภาพ,konsekuensi,Polusi memiliki konsekuensi serius bagi kesehatan.
consider,Please consider all options before deciding.,고려하다,결정 전에 모든 옵션을 고려하세요.,検討する,決定前にすべての選択肢を検討してください。,考虑,请在决定前考虑所有选项。,considerar,Considera todas las opciones antes de decidir.,cân nhắc,Hãy cân nhắc tất cả lựa chọn trước khi quyết định.,พิจารณา,กรุณาพิจารณาทุกตัวเลือกก่อนตัดสินใจ,mempertimbangkan,Pertimbangkan semua opsi sebelum memutuskan.
consist,The team consists of ten members.,구성되다,팀은 10명의 멤버로 구성되어 있다.,構成される,チームは10人のメンバーで構成されている。,由...组成,团队由十名成员组成。,consistir,El equipo consiste en diez miembros.,bao gồm,Đội bao gồm mười thành viên.,ประกอบด้วย,ทีมประกอบด้วยสมาชิกสิบคน,terdiri dari,Tim ini terdiri dari sepuluh anggota.
constant,There is a constant need for clean water.,끊임없는,깨끗한 물에 대한 끊임없는 필요가 있다.,絶え間ない,きれいな水への絶え間ない需要がある。,持续的,对干净水的需求是持续的。,constante,Hay una necesidad constante de agua limpia.,liên tục,Có nhu cầu liên tục về nước sạch.,ตลอดเวลา,มีความต้องการน้ำสะอาดอยู่ตลอดเวลา,terus-menerus,Ada kebutuhan terus-menerus akan air bersih.
construct,They are constructing a new bridge.,건설하다,그들은 새 다리를 건설하고 있다.,建設する,彼らは新しい橋を建設している。,建造,他们正在建造一座新桥。,construir,Están construyendo un nuevo puente.,xây dựng,Họ đang xây dựng một cây cầu mới.,ก่อสร้าง,พวกเขากำลังก่อสร้างสะพานใหม่,membangun,Mereka sedang membangun jembatan baru.
consume,People consume too much plastic.,소비하다,사람들은 너무 많은 플라스틱을 소비한다.,消費する,人々はプラスチックを消費しすぎている。,消耗,人们消耗太多塑料。,consumir,La gente consume demasiado plástico.,tiêu thụ,Mọi người tiêu thụ quá nhiều nhựa.,บริโภค,ผู้คนบริโภคพลาสติกมากเกินไป,mengonsumsi,Orang-orang mengonsumsi terlalu banyak plastik.
contact,Please contact us if you have questions.,연락하다,질문이 있으시면 연락해 주세요.,連絡する,質問があればご連絡ください。,联系,如有疑问请联系我们。,contactar,Contáctanos si tienes preguntas.,liên hệ,Hãy liên hệ chúng tôi nếu có câu hỏi.,ติดต่อ,กรุณาติดต่อเราหากมีคำถาม,menghubungi,Hubungi kami jika Anda punya pertanyaan.
contain,This box contains old photographs.,포함하다,이 상자에는 오래된 사진이 들어 있다.,含む,この箱には古い写真が入っている。,包含,这个箱子里有旧照片。,contener,Esta caja contiene fotografías antiguas.,chứa,Hộp này chứa những bức ảnh cũ.,บรรจุ,กล่องนี้บรรจุรูปถ่ายเก่า,berisi,Kotak ini berisi foto-foto lama.
content,She was content with her simple life.,만족하는,그녀는 단순한 삶에 만족했다.,満足した,彼女はシンプルな生活に満足していた。,满足的,她对简单的生活很满足。,contento,Estaba contenta con su vida sencilla.,hài lòng,Cô ấy hài lòng với cuộc sống giản dị.,พอใจ,เธอพอใจกับชีวิตที่เรียบง่าย,puas,Dia puas dengan kehidupan sederhananya.
