english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
plenary,The delegates gathered for a plenary session to discuss the annual budget.,본회의의,대표들은 연간 예산을 논의하기 위해 전체 회의에 모였다.,本会議の,代表者たちは年間予算を議論するために全体会議に集まった。,全体的,代表们聚集参加全体会议讨论年度预算。,"elaboración de reglas, reglamentación",La agencia inició el proceso de reglamentación para nuevas normas de cumplimiento ambiental.,toàn thể,Các nhà phê bình ca ngợi chất lượng toàn diện của nghiên cứu được công bố trên tạp chí hàng quý.,ครบองค์ประชุม,ผู้ตรวจสอบยกย่องคุณภาพงานวิจัยที่ตีพิมพ์ในวารสารรายไตรมาส,pleno,Para pengulas memuji kualitas penelitian yang dipublikasikan di jurnal triwulanan.
plenipotentiary,The ambassador was granted plenipotentiary authority to negotiate the trade agreement terms.,전권의,대사는 무역 협정 조건을 협상할 전권을 부여받았다.,全権の,大使は貿易協定の条件を交渉する全権を付与された。,全权的,大使被授予全权代表权来谈判贸易协定条款。,"salvaguarda, medida de protección",La empresa implementó nuevas medidas para salvaguardar los datos confidenciales de los clientes frente a brechas de seguridad.,toàn quyền,Đại sứ được trao quyền toàn quyền để đàm phán các điều khoản của hiệp định thương mại.,ผู้มีอำนาจเต็ม,เอกอัครราชทูตได้รับอำนาจเต็มในการเจรจาเงื่อนไขข้อตกลงทางการค้า,berkuasa penuh,Duta Besar diberikan wewenang penuh untuk menegosiasikan persyaratan perjanjian perdagangan.
plurality,A plurality of shareholders voted in favor of the proposed dividend increase.,다수,다수의 주주들이 제안된 배당금 인상에 찬성 투표했다.,多数,過半数の株主が提案された配当増額に賛成票を投じた。,多数,多数股东投票赞成拟议的股息增加。,"sanción, medida coercitiva",El gobierno impuso sanciones económicas a los países que violaron los términos del acuerdo comercial.,số nhiều,Bối cảnh quy định đa dạng đòi hỏi sự cảnh giác thường xuyên từ các bộ phận tuân thủ.,ส่วนใหญ่,ภาพรวมด้านกฎระเบียบจำนวนมากจำเป็นต้องอาศัยการเฝ้าระวังอย่างต่อเนื่องจากแผนกปฏิบัติตามกฎระเบียบ,pluralitas,Banyaknya lanskap peraturan memerlukan kewaspadaan terus-menerus dari departemen kepatuhan.
polarize,The restructuring plan has begun to polarize opinions within the executive leadership team.,양극화하다,구조 조정 계획이 경영진 리더십 팀 내에서 의견을 양극화하기 시작했다.,分極化する,リストラ計画が経営陣チーム内で意見を二極化させ始めている。,两极化,重组计划开始使高管领导团队内部的意见产生分歧。,"optimista, esperanzador",Los analistas del mercado se muestran optimistas sobre el potencial de crecimiento del sector tecnológico este año.,phân cực,Kế hoạch tái cơ cấu đã bắt đầu phân cực ý kiến ​​trong đội ngũ lãnh đạo điều hành.,โพลาไรซ์,แผนการปรับโครงสร้างได้เริ่มที่จะแบ่งแยกความคิดเห็นภายในทีมผู้นำระดับผู้บริหาร,mempolarisasikan,Rencana restrukturisasi mulai menimbulkan polarisasi pendapat di dalam tim kepemimpinan eksekutif.
populace,The central bank's interest rate decision directly affects the country's entire populace.,국민,중앙은행의 금리 결정은 국가 전체 국민에게 직접적인 영향을 미친다.,一般大衆,中央銀行の金利決定は国の全人口に直接影響を与える。,民众,央行的利率决定直接影响全国民众。,"saturar, colmar",El gasto excesivo en publicidad puede saturar el mercado y reducir los rendimientos marginales.,dân chúng,Quyết định lãi suất của ngân hàng trung ương ảnh hưởng trực tiếp đến toàn bộ người dân trong nước.,ประชาชน,การตัดสินใจเรื่องอัตราดอกเบี้ยของธนาคารกลางส่งผลโดยตรงต่อประชาชนทั้งหมดของประเทศ,rakyat,Keputusan suku bunga bank sentral secara langsung mempengaruhi seluruh masyarakat negara tersebut.
posterior,Posterior analysis of the data confirmed the initial market research predictions.,후순위의,사후 데이터 분석이 초기 시장 조사 예측을 확인해 주었다.,後順位の,事後のデータ分析が初期の市場調査予測を確認した。,后序的,事后数据分析证实了最初的市场研究预测。,"escenario, situación",El equipo de riesgos modeló un escenario en el peor caso para posibles interrupciones en la cadena de suministro.,sau,Phân tích sau của dữ liệu đã xác nhận những dự đoán ban đầu của nghiên cứu thị trường.,ด้านหลัง,การวิเคราะห์ข้อมูลภายหลังยืนยันการคาดการณ์การวิจัยตลาดเบื้องต้น,belakang,Analisis posterior data mengkonfirmasi prediksi riset pasar awal.
postulate,Economic theory postulates that lower interest rates stimulate consumer borrowing and spending.,가정하다,경제 이론은 낮은 금리가 소비자 차입과 지출을 자극한다고 가정한다.,仮定する,経済理論は低金利が消費者の借入と支出を刺激すると仮定する。,假设,经济理论假设较低的利率会刺激消费者借贷和消费。,"examinar minuciosamente, escudriñar",La junta examinará cada detalle de la adquisición propuesta antes de votar.,định đề,Các thành viên HĐQT nhất trí biểu quyết thông qua nghị quyết do hội đồng tư vấn đề xuất.,สมมุติฐาน,สมาชิกคณะกรรมการมีมติเป็นเอกฉันท์ให้ยืนยันมติที่เสนอโดยสภาที่ปรึกษา,postulat,Anggota dewan dengan suara bulat memilih untuk mendalilkan resolusi yang diusulkan oleh dewan penasihat.
pragmatic,The board adopted a pragmatic approach to resolving the ongoing budget shortfall.,실용적인,이사회는 지속적인 예산 부족을 해결하기 위해 실용적인 접근법을 채택했다.,実用的な,取締役会は継続する予算不足を解決するために実用的なアプローチを採用した。,务实的,董事会采取了务实的方法来解决持续的预算缺口。,"antigüedad, seniority",Los ascensos en la empresa se basan tanto en la antigüedad como en los indicadores de rendimiento individual.,thực dụng,Các chuyên gia trong ngành coi số liệu tăng trưởng thực tế là dấu hiệu của sự yếu kém về cơ cấu.,ในทางปฏิบัติ,ผู้เชี่ยวชาญในอุตสาหกรรมพิจารณาว่าตัวเลขการเติบโตเชิงปฏิบัติเป็นสัญญาณของความอ่อนแอทางโครงสร้างพื้นฐาน,pragmatis,Pakar industri menganggap angka pertumbuhan pragmatis sebagai tanda kelemahan struktural.
preamble,The preamble of the contract clearly states the purpose of the agreement.,서문,계약의 전문은 합의의 목적을 명확히 기술한다.,前文,契約の前文は合意の目的を明確に述べている。,序言,合同的前言明确说明了协议的目的。,"secuestrar, aislar",El tribunal puede aislar a los miembros del jurado para evitar influencias externas durante las deliberaciones.,lời mở đầu,Lời mở đầu được phát hiện trong quá trình kiểm toán đã đặt ra câu hỏi về tính hiệu quả của kiểm soát nội bộ.,คำนำ,คำนำที่ถูกเปิดเผยในระหว่างการตรวจสอบทำให้เกิดคำถามเกี่ยวกับประสิทธิผลของการควบคุมภายใน,pembukaan,Pembukaan yang terungkap selama audit menimbulkan pertanyaan tentang efektivitas pengendalian internal.
precedent,This court ruling sets an important precedent for future intellectual property cases.,선례,이 법원 판결은 미래의 지적 재산권 사건에 중요한 선례를 세운다.,先例,この判決は将来の知的財産権訴訟に重要な先例を確立する。,先例,这一法院裁决为未来的知识产权案件树立了重要先例。,"indemnización por despido, liquidación",El empleado despedido negoció un generoso paquete de indemnización que incluía seis meses de salario.,tiền lệ,Việc giải quyết các tiền lệ trong quản trị doanh nghiệp đã trở thành ưu tiên hàng đầu của hội đồng quản trị mới.,แบบอย่าง,การจัดการกับแบบอย่างในการกำกับดูแลกิจการกลายเป็นเรื่องสำคัญที่สุดสำหรับคณะกรรมการชุดใหม่,preseden,Mengatasi preseden dalam tata kelola perusahaan menjadi prioritas utama bagi dewan baru.
precipitate,The sudden policy change could precipitate a sharp decline in investor confidence.,촉발하다,갑작스러운 정책 변화는 투자자 신뢰의 급격한 하락을 촉발할 수 있다.,引き起こす,突然の政策変更が投資家の信頼の急激な低下を引き起こす可能性がある。,促使,突然的政策变化可能导致投资者信心急剧下降。,accionista,Todo accionista tiene derecho a votar sobre las principales decisiones de gobernanza corporativa.,kết tủa,Các nhà điều hành đã miễn cưỡng thực hiện ngay chiến lược đã thúc đẩy tăng trưởng.,ตกตะกอน,ผู้บริหารลังเลที่จะเร่งรัดกลยุทธ์ที่ขับเคลื่อนการเติบโต,mengendap,Para eksekutif enggan mempercepat strategi yang telah mendorong pertumbuhan.
preclude,The non-compete clause precludes employees from joining rival firms for two years.,배제하다,경업 금지 조항은 직원이 2년간 경쟁사에 입사하는 것을 금지한다.,排除する,競業禁止条項は従業員が2年間ライバル企業に入社することを禁じている。,排除,竞业禁止条款禁止员工在两年内加入竞争对手公司。,"déficit, escasez",El déficit de ingresos trimestral se atribuyó a la disminución de ventas en los mercados europeos.,ngăn cản,Các nhà đầu tư gây áp lực buộc hội đồng quản trị phải loại bỏ thương vụ mua lại thiếu giá trị chiến lược.,ขัดขวาง,นักลงทุนกดดันคณะกรรมการให้ขัดขวางข้อตกลงการซื้อกิจการที่ขาดมูลค่าเชิงกลยุทธ์,menghalangi,Investor menekan dewan direksi untuk menghalangi kesepakatan akuisisi yang tidak memiliki nilai strategis.
preempt,The company launched its product early to preempt the competitor's market entry.,선점하다,회사는 경쟁사의 시장 진입을 선점하기 위해 제품을 조기에 출시했다.,先取りする,会社は競合他社の市場参入を先手を打つために早期に製品を発売した。,先发制人,公司提前推出产品以抢先于竞争对手进入市场。,"firmante, signatario",Todos los signatarios deben cumplir con los términos del acuerdo comercial.,đánh trước,Các cơ quan quản lý ngành đã chuyển sang ưu tiên khuôn khổ hiện có để cải thiện tính minh bạch.,ยึดถือ,หน่วยงานกำกับดูแลในอุตสาหกรรมได้ให้ความสำคัญกับกรอบการทำงานที่มีอยู่เพื่อปรับปรุงความโปร่งใส,mendahului,Regulator industri mengambil langkah untuk mendahului kerangka kerja yang ada untuk meningkatkan transparansi.
preferential,Long-term clients receive preferential interest rates on all business loan products.,우선적인,장기 고객은 모든 사업 대출 상품에 대해 우대 금리를 받는다.,優先的な,長期顧客はすべての事業融資商品で優遇金利を受けられる。,优先的,长期客户可享受所有商业贷款产品的优惠利率。,"sinecura, cargo sin función real",El puesto asesor era ampliamente considerado como una sinecura con responsabilidades mínimas.,ưu đãi,Khách hàng dài hạn được hưởng lãi suất ưu đãi trên tất cả các sản phẩm vay kinh doanh.,สิทธิพิเศษ,ลูกค้าระยะยาวจะได้รับอัตราดอกเบี้ยพิเศษสำหรับผลิตภัณฑ์สินเชื่อธุรกิจทั้งหมด,istimewa,Klien jangka panjang menerima suku bunga preferensial untuk semua produk pinjaman bisnis.
prejudice,The leaked information could prejudice the outcome of the ongoing legal proceedings.,편견,유출된 정보는 진행 중인 법적 절차의 결과에 편견을 줄 수 있다.,偏見,漏洩した情報は進行中の法的手続きの結果に偏見を与える可能性がある。,偏见,泄露的信息可能影响正在进行的法律程序的结果。,"solvencia, capacidad de pago",El regulador supervisa de cerca la solvencia de todas las instituciones financieras autorizadas.,định kiến,Thông tin bị rò rỉ có thể ảnh hưởng đến kết quả của thủ tục tố tụng đang diễn ra.,อคติ,ข้อมูลที่รั่วไหลออกมาอาจส่งผลเสียต่อผลของการดำเนินคดีทางกฎหมายที่กำลังดำเนินอยู่,prasangka,Informasi yang bocor dapat merugikan hasil proses hukum yang sedang berjalan.
preliminary,The preliminary findings indicate potential antitrust violations in the proposed merger deal.,예비적인,예비 조사 결과는 제안된 합병 거래에서 잠재적 반독점 위반을 나타낸다.,予備的な,予備的な調査結果は提案された合併取引における潜在的な独占禁止法違反を示している。,初步的,初步调查结果表明拟议的合并交易中存在潜在的反垄断违规。,soberano,Los niveles de deuda soberana han aumentado drásticamente en muchos países desarrollados desde la crisis.,sơ bộ,Kết quả nghiên cứu sơ bộ cho thấy nhu cầu thị trường mạnh mẽ.,เบื้องต้น,ผลการวิจัยเบื้องต้นบ่งชี้ว่ามีความต้องการของตลาดอย่างแข็งแกร่ง,awal,Hasil penelitian awal menunjukkan permintaan pasar yang kuat.
prerogative,Setting the annual budget is the exclusive prerogative of the board of directors.,특권,연간 예산 설정은 이사회의 배타적 특권이다.,特権,年間予算の設定は取締役会の排他的な権限である。,特权,制定年度预算是董事会的专属特权。,especulativo,El banco central advirtió a los inversores sobre los peligros de la inversión especulativa en bienes raíces.,đặc quyền,Hiểu được đặc quyền của các quy định thương mại quốc tế là điều cần thiết đối với các cán bộ tuân thủ.,สิทธิพิเศษ,การทำความเข้าใจสิทธิพิเศษของกฎระเบียบทางการค้าระหว่างประเทศถือเป็นสิ่งสำคัญสำหรับเจ้าหน้าที่กำกับดูแลการปฏิบัติตามกฎระเบียบ,hak prerogatif,Memahami hak prerogatif peraturan perdagangan internasional sangat penting bagi petugas kepatuhan.
prescribe,Federal regulations prescribe the minimum capital requirements for all commercial banking institutions.,규정하다,연방 규정은 모든 상업 은행 기관의 최소 자본 요건을 규정한다.,規定する,連邦規制はすべての商業銀行機関に最低資本要件を規定している。,规定,联邦法规规定了所有商业银行机构的最低资本要求。,"estancamiento, parálisis",El estancamiento económico en la región ha llevado a un aumento del desempleo y la pobreza.,quy định,Kiểm toán viên bên ngoài được mời đến để quy định tính chính xác của báo cáo doanh thu hàng quý.,กำหนด,มีการนำผู้ตรวจสอบภายนอกเข้ามาเพื่อกำหนดความถูกต้องของรายงานรายได้รายไตรมาส,meresepkan,Auditor eksternal dilibatkan untuk menentukan keakuratan laporan pendapatan triwulanan.
presumption,The legal presumption of innocence applies until guilt is proven in court.,추정,법적 무죄 추정은 법정에서 유죄가 증명될 때까지 적용된다.,推定,法的な無罪の推定は法廷で有罪が証明されるまで適用される。,推定,无罪推定原则适用于法庭上证明有罪之前。,"parte interesada, interesado",La empresa celebró una reunión para abordar las preocupaciones planteadas por las principales partes interesadas.,sự giả định,Giả định được mô tả trong đơn khiếu nại của người tố cáo đã thúc đẩy một cuộc điều tra nội bộ toàn diện.,ข้อสันนิษฐาน,ข้อสันนิษฐานที่อธิบายไว้ในคำร้องเรียนของผู้แจ้งเบาะแสทำให้เกิดการสอบสวนภายในอย่างเต็มรูปแบบ,anggapan,Anggapan yang dijelaskan dalam pengaduan pelapor mendorong dilakukannya penyelidikan internal skala penuh.
prevalent,Remote work arrangements have become increasingly prevalent across the financial services industry.,만연한,원격 근무 방식이 금융 서비스 산업 전반에서 점점 더 보편화되고 있다.,蔓延した,リモートワークの取り決めは金融サービス業界全体でますます普及している。,普遍的,远程工作安排在金融服务行业中变得越来越普遍。,"producto básico, artículo de primera necesidad",El café sigue siendo un producto básico en los mercados internacionales de comercio agrícola en todo el mundo.,thịnh hành,Sự phổ biến được thể hiện bởi đội ngũ lãnh đạo trong cuộc khủng hoảng đã tạo được niềm tin cho các bên liên quan.,แพร่หลาย,การแสดงอย่างแพร่หลายโดยทีมผู้นำในช่วงวิกฤตทำให้ผู้มีส่วนได้ส่วนเสียเชื่อมั่น,lazim,Hal umum yang ditunjukkan oleh tim kepemimpinan selama krisis mendapatkan kepercayaan pemangku kepentingan.
prima facie,The evidence presented a prima facie case of trademark infringement against the company.,일응의,제시된 증거는 회사에 대한 상표 침해의 일응 증거를 구성했다.,一応の,提示された証拠は会社に対する商標侵害の一応の証拠を構成した。,初步证据的,提供的证据构成了对该公司商标侵权的初步证据。,"estatuto, ley",El plazo de prescripción para presentar una reclamación por incumplimiento de contrato es de seis años.,sơ bộ,Bằng chứng đưa ra một trường hợp sơ bộ về việc vi phạm nhãn hiệu đối với công ty.,เบื้องต้น,หลักฐานดังกล่าวนำเสนอกรณีเบื้องต้นของการละเมิดเครื่องหมายการค้าต่อบริษัท,prima facie; pada pandangan pertama,Bukti-bukti tersebut menunjukkan kasus prima facie pelanggaran merek dagang terhadap perusahaan.
privatize,The government announced plans to privatize the national telecommunications operator next year.,민영화하다,정부는 내년에 국영 통신 사업자를 민영화할 계획을 발표했다.,民営化する,政府は来年、国営通信事業者を民営化する計画を発表した。,私有化,政府宣布计划明年将国家电信运营商私有化。,"estatutario, legal",Todas las empresas deben cumplir sus obligaciones estatutarias de presentación anual de impuestos.,tư nhân hóa,Chính phủ đã công bố kế hoạch tư nhân hóa nhà khai thác viễn thông quốc gia vào năm tới.,แปรรูป,รัฐบาลประกาศแผนการแปรรูปผู้ประกอบการโทรคมนาคมแห่งชาติในปีหน้า,memprivatisasi,Pemerintah mengumumkan rencana privatisasi operator telekomunikasi nasional pada tahun depan.
probate,The estate must go through probate before assets can be distributed to heirs.,유언 검인,유산은 상속인에게 자산이 분배되기 전에 검인 절차를 거쳐야 한다.,遺言検認,遺産は相続人に資産が分配される前に検認手続きを経なければならない。,遗嘱认证,遗产必须经过遗嘱认证程序后才能分配给继承人。,"administración, gestión responsable",Una buena administración corporativa requiere una gestión responsable de los recursos y activos de la empresa.,chứng thực di chúc,Di sản phải trải qua chứng thực di chúc trước khi tài sản có thể được phân chia cho những người thừa kế.,ภาคทัณฑ์,มรดกจะต้องผ่านภาคทัณฑ์ก่อนจึงจะสามารถแจกจ่ายทรัพย์สินให้กับทายาทได้,surat pengesahan hakim,Harta warisan harus melalui surat pengesahan hakim sebelum harta warisan dapat dibagikan kepada ahli waris.
probity,The auditor's reputation for probity made her the ideal candidate for the role.,정직,감사인의 청렴함에 대한 평판이 그녀를 이 직무에 이상적인 후보로 만들었다.,正直,監査人の誠実さに対する評判が彼女をその役割の理想的な候補にした。,正直,审计员廉洁正直的声誉使她成为该职位的理想人选。,"estipendio, subsidio",Los pasantes de posgrado reciben un estipendio mensual de dos mil dólares para gastos de vida.,sự xác thực,Các nhà phân tích cho rằng sự suy thoái của thị trường là do tính xác thực rõ ràng trong dữ liệu tài chính hàng quý.,ความน่าจะเป็น,นักวิเคราะห์ระบุว่าการชะลอตัวของตลาดเป็นผลมาจากความน่าจะเป็นที่เห็นได้ชัดในข้อมูลทางการเงินรายไตรมาส,kejujuran,Para analis mengaitkan penurunan pasar dengan kejujuran yang terlihat dalam data fiskal triwulanan.
procedural,All employees must follow procedural guidelines when filing expense reimbursement requests.,절차적인,모든 직원은 비용 상환 요청 시 절차적 지침을 따라야 한다.,手続き的な,すべての従業員は経費精算申請時に手続きガイドラインに従わなければならない。,程序性的,所有员工在提交费用报销申请时必须遵循程序指南。,accionista,La junta de accionistas aprobó la distribución de un dividendo especial en efectivo de fin de año.,thủ tục,Tất cả nhân viên phải tuân theo các hướng dẫn về thủ tục khi nộp đơn yêu cầu hoàn trả chi phí.,ขั้นตอน,พนักงานทุกคนต้องปฏิบัติตามแนวทางขั้นตอนเมื่อยื่นคำขอเบิกค่าใช้จ่าย,prosedural,Semua karyawan harus mengikuti pedoman prosedur saat mengajukan permintaan penggantian biaya.
proceeds,The proceeds from the asset sale will be used to pay outstanding debts.,수익금,자산 매각 수익금은 미지급 채무를 상환하는 데 사용될 것이다.,収益金,資産売却の収益は未払い債務の返済に充てられる。,收益,资产出售所得将用于偿还未清债务。,"solución provisional, parche",El financiamiento provisional sirvió como medida provisional hasta que se aseguró el financiamiento permanente.,tiền thu được,Số tiền thu được từ việc bán tài sản sẽ được sử dụng để thanh toán các khoản nợ tồn đọng.,ดำเนินการ,เงินที่ได้จากการขายสินทรัพย์จะนำไปใช้ชำระหนี้คงค้าง,hasil,Hasil penjualan aset akan digunakan untuk membayar utang yang belum dibayar.
proclivity,The company has a proclivity for acquiring startups in the technology sector.,성향,회사는 기술 분야의 스타트업을 인수하는 성향이 있다.,傾向,会社はテクノロジー分野のスタートアップを買収する傾向がある。,倾向,该公司倾向于收购科技领域的初创企业。,"estratagema, ardid",El CEO diseñó una astuta estratagema para contrarrestar el intento de adquisición hostil.,khuynh hướng,Tính phổ biến của bối cảnh pháp lý đòi hỏi sự cảnh giác thường xuyên từ các bộ phận tuân thủ.,ความกระตือรือร้น,แนวโน้มด้านกฎระเบียบต้องอาศัยการเฝ้าระวังอย่างต่อเนื่องจากแผนกปฏิบัติตามกฎระเบียบ,kecenderungan,Kecenderungan lanskap peraturan memerlukan kewaspadaan terus-menerus dari departemen kepatuhan.
proffer,The defendant's attorney decided to proffer a plea bargain to the prosecution.,제공하다,피고의 변호사는 검찰에 유죄 협상을 제안하기로 결정했다.,提供する,被告の弁護士は検察に司法取引を提案することを決定した。,提供,被告律师决定向检方提出认罪协商。,"estricto, severo",Las nuevas reglas de cumplimiento imponen requisitos más estrictos a todas las instituciones financieras.,đề nghị,Luật sư của bị cáo quyết định đưa ra lời bào chữa cho bên công tố.,เสนอ,ทนายความของจำเลยมีมติให้ดำเนินคดีเพื่อต่อรองข้ออ้าง,mengajukan,Pengacara terdakwa memutuskan untuk mengajukan pembelaan kepada jaksa.
prognosis,The economic prognosis for the region remains cautiously optimistic through next year.,예측,그 지역의 경제 전망은 내년까지 조심스럽게 낙관적이다.,予後,その地域の経済見通しは来年まで慎重ながらも楽観的である。,预测,该地区的经济预测在明年前保持谨慎乐观。,subcontratar,El contratista principal decidió subcontratar el trabajo eléctrico a un especialista.,tiên lượng,Tiên lượng giữa bộ phận tiếp thị và kỹ thuật đã cản trở tiến trình phát triển sản phẩm.,การพยากรณ์โรค,การพยากรณ์โรคระหว่างฝ่ายการตลาดและฝ่ายวิศวกรรมเป็นอุปสรรคต่อลำดับเวลาการพัฒนาผลิตภัณฑ์,prognosa,Prognosis perekonomian kawasan ini tetap optimis hingga tahun depan.
prohibitive,The prohibitive cost of compliance makes market entry difficult for small startups.,금지적인,과도한 규정 준수 비용이 소규모 스타트업의 시장 진입을 어렵게 만든다.,禁止的な,過大なコンプライアンスコストが小規模スタートアップの市場参入を困難にしている。,禁止性的,过高的合规成本使小型初创企业难以进入市场。,"subarrendar, realquilar",El inquilino recibió permiso para subarrendar el espacio de oficina a otra empresa.,cấm đoán,Sự cấm đoán được mô tả trong đơn khiếu nại của người tố cáo đã thúc đẩy một cuộc điều tra nội bộ toàn diện.,ห้ามปราม,ข้อห้ามที่อธิบายไว้ในคำร้องเรียนของผู้แจ้งเบาะแสกระตุ้นให้มีการสอบสวนภายในอย่างเต็มรูปแบบ,mahal,Larangan yang dijelaskan dalam pengaduan pelapor mendorong dilakukannya penyelidikan internal skala penuh.
promissory,The borrower signed a promissory note agreeing to repay the full loan amount.,약속의,차입자는 대출 전액을 상환하겠다는 약속 어음에 서명했다.,約束の,借入者はローン全額の返済に同意する約束手形に署名した。,承诺的,借款人签署了承诺偿还全部贷款金额的本票。,sublimar,El equipo directivo trabajó para sublimar los conflictos internos en energía competitiva productiva.,giấy nợ,Người vay đã ký giấy nhận nợ đồng ý hoàn trả toàn bộ số tiền vay.,สัญญาจำนอง,ผู้กู้ลงนามในตั๋วสัญญาใช้เงินยินยอมชำระคืนเงินกู้เต็มจำนวน,surat promes,Peminjam menandatangani surat promes yang setuju untuk membayar kembali seluruh jumlah pinjaman.
promulgate,The regulatory body plans to promulgate new financial reporting standards next quarter.,공포하다,규제 기관은 다음 분기에 새로운 재무 보고 기준을 공포할 계획이다.,公布する,規制当局は次の四半期に新しい財務報告基準を公布する計画である。,颁布,监管机构计划在下季度颁布新的财务报告标准。,"subordinado, secundario",Los tenedores de deuda subordinada solo serán pagados después de que se satisfaga a los acreedores senior.,ban hành,Nhóm chuyển đổi đã làm việc chăm chỉ để đưa ra những trở ngại cho việc hội nhập sáp nhập.,ประกาศใช้,ทีมงานเปลี่ยนผ่านทำงานอย่างขยันขันแข็งเพื่อประกาศอุปสรรคต่อการควบรวมกิจการ,menyebarkan,Tim transisi bekerja dengan tekun untuk mengumumkan hambatan-hambatan terhadap integrasi merger.
propensity,The market data shows a growing propensity among consumers to shop online.,경향,시장 데이터는 소비자들 사이에서 온라인 쇼핑 성향이 증가하고 있음을 보여준다.,傾向,市場データは消費者のオンラインショッピングの傾向が高まっていることを示している。,倾向,市场数据显示消费者网上购物的倾向正在增长。,"citación judicial, orden de comparecencia",El tribunal emitió una citación exigiendo que el ejecutivo testifique el próximo mes.,khuynh hướng,Nhận thức được xu hướng đằng sau quyết định đã giúp các bên liên quan hiểu được cơ sở chiến lược.,นิสัยชอบ,การรับรู้แนวโน้มที่อยู่เบื้องหลังการตัดสินใจช่วยให้ผู้มีส่วนได้ส่วนเสียเข้าใจเหตุผลเชิงกลยุทธ์,kecenderungan,Menyadari kecenderungan di balik keputusan tersebut membantu para pemangku kepentingan memahami alasan strategisnya.
proprietary,The company protects its proprietary technology through patents and trade secret agreements.,소유권의,회사는 특허와 영업 비밀 계약을 통해 독점 기술을 보호한다.,所有権の,会社は特許と営業秘密契約を通じて独自技術を保護している。,专有的,公司通过专利和商业秘密协议保护其专有技术。,"subrogación, cesión de derechos",La compañía de seguros ejerció derechos de subrogación para recuperar los pagos de reclamaciones del demandado.,độc quyền,Công ty bảo vệ công nghệ độc quyền của mình thông qua các bằng sáng chế và thỏa thuận bí mật thương mại.,กรรมสิทธิ์,บริษัทปกป้องเทคโนโลยีที่เป็นกรรมสิทธิ์ของตนผ่านสิทธิบัตรและข้อตกลงความลับทางการค้า,hak milik,Perusahaan melindungi teknologi miliknya melalui paten dan perjanjian rahasia dagang.
prorate,The landlord will prorate the rent for tenants who move in mid-month.,비례 배분하다,임대인은 월 중순에 입주하는 세입자의 임대료를 일할 계산할 것이다.,比例配分する,賃貸人は月の途中で入居するテナントの家賃を日割り計算する。,按比例分配,房东将为月中入住的租户按比例计算租金。,"subsidio, subvención",El gobierno proporciona un subsidio para fomentar la inversión en proyectos de energía renovable.,chia theo tỷ lệ,Chủ nhà sẽ chia tỷ lệ tiền thuê cho người thuê dọn vào giữa tháng.,แบ่งตามสัดส่วน,เจ้าของบ้านจะคิดค่าเช่าตามสัดส่วนสำหรับผู้เช่าที่ย้ายเข้ากลางเดือน,prorata,Pemilik rumah akan memprorata uang sewa untuk penyewa yang pindah pada pertengahan bulan.
proscribe,Company policy clearly proscribes insider trading by all employees and board members.,금지하다,회사 정책은 모든 직원과 이사회 구성원의 내부자 거래를 명확히 금지한다.,禁止する,会社の方針はすべての従業員と取締役のインサイダー取引を明確に禁止している。,禁止,公司政策明确禁止所有员工和董事会成员进行内幕交易。,"sustentar, fundamentar",El reclamante debe sustentar todas las alegaciones con evidencia documentada antes de proceder.,đăng ký,Người quản lý khu vực đã cố gắng loại bỏ những lo lắng của nhân viên thông qua các kênh liên lạc được cải thiện.,สั่งห้าม,ผู้จัดการระดับภูมิภาคพยายามระงับข้อกังวลของพนักงานผ่านช่องทางการสื่อสารที่ได้รับการปรับปรุง,melarang,Manajer regional berusaha untuk membatasi kekhawatiran karyawan melalui saluran komunikasi yang lebih baik.
prospectus,The company published a detailed prospectus ahead of its initial public offering.,투자 설명서,회사는 기업 공개에 앞서 상세한 투자 설명서를 발행했다.,目論見書,会社は新規株式公開に先立ち詳細な目論見書を発行した。,招股说明书,公司在首次公开募股前发布了详细的招股说明书。,"sustantivo, significativo",Las dos partes hicieron un progreso sustancial hacia la finalización de los términos del acuerdo de asociación.,bản cáo bạch,Công ty đã xuất bản một bản cáo bạch chi tiết trước đợt chào bán cổ phiếu lần đầu ra công chúng.,หนังสือชี้ชวน,บริษัทได้เผยแพร่หนังสือชี้ชวนโดยละเอียดก่อนการเสนอขายหุ้นแก่ประชาชนทั่วไปเป็นครั้งแรก,prospektus,Perusahaan menerbitkan prospektus rinci menjelang penawaran umum perdana.
protracted,The protracted negotiations between the two parties finally concluded after eight months.,장기적인,양측 간의 장기간 협상이 8개월 만에 마침내 마무리되었다.,長期にわたる,両当事者間の長引いた交渉が8か月後にようやく終了した。,旷日持久的,双方之间旷日持久的谈判终于在八个月后结束。,sucesor,El CEO saliente nombró a un sucesor que asumirá el cargo el próximo trimestre.,kéo dài,Cuộc đàm phán kéo dài giữa hai bên cuối cùng đã kết thúc sau 8 tháng.,ยืดเยื้อ,การเจรจาที่ยืดเยื้อระหว่างทั้งสองฝ่ายได้ข้อสรุปในที่สุดหลังจากผ่านไปแปดเดือน,larut,Negosiasi yang berlarut-larut antara kedua pihak akhirnya selesai setelah delapan bulan.
