english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
incipient,The incipient debate between executives delayed the approval of the capital expenditure budget.,시작하는,임원 간의 시작하는 논쟁이 자본 지출 예산 승인을 지연시켰다.,始まりの,幹部間の始まりの議論が資本支出予算の承認を遅らせた。,初期的,高管之间初期的争论推迟了资本支出预算的审批。,"incipiente, naciente",El incipiente debate entre los ejecutivos retrasó la aprobación del presupuesto de gastos de capital.,mới bắt đầu,Cuộc tranh luận mới bắt đầu giữa các giám đốc điều hành đã trì hoãn việc phê duyệt ngân sách chi tiêu vốn.,เริ่มแรก,การถกเถียงกันระหว่างผู้บริหารทำให้การอนุมัติงบประมาณรายจ่ายฝ่ายทุนล่าช้า,baru jadi,Perdebatan yang baru terjadi antara para eksekutif menunda persetujuan anggaran belanja modal.
incisive,The auditor found an incisive pattern in the expense reports from last quarter.,예리한,감사관은 지난 분기 경비 보고서에서 예리한 패턴을 발견했다.,鋭い,監査人は前四半期の経費報告書で鋭いパターンを発見した。,敏锐的,审计员在上季度费用报告中发现了敏锐的模式。,"incisivo, penetrante",El auditor encontró un patrón incisivo en los informes de gastos del trimestre pasado.,sắc bén,Kiểm toán viên đã tìm thấy một mô hình rõ ràng trong các báo cáo chi phí từ quý trước.,แหลมคม,ผู้ตรวจสอบบัญชีพบรูปแบบที่ชัดเจนในรายงานค่าใช้จ่ายจากไตรมาสที่แล้ว,tajam,Auditor menemukan pola yang tajam dalam laporan pengeluaran dari kuartal terakhir.
incongruous,An incongruous outlook on economic recovery shaped the investment committee's portfolio allocation decisions.,부적합한,경제 회복에 대한 부적합한 전망이 투자 위원회의 포트폴리오 배분 결정을 형성했다.,不調和な,景気回復に対する不調和な見通しが投資委員会のポートフォリオ配分決定を形作った。,不协调的,对经济复苏不协调的展望影响了投资委员会的投资组合配置决策。,"incongruente, inapropiado",Una perspectiva incongruente sobre la recuperación económica moldeó las decisiones de asignación de cartera del comité de inversiones.,không thích hợp,Triển vọng không phù hợp về sự phục hồi kinh tế đã định hình các quyết định phân bổ danh mục đầu tư của ủy ban đầu tư.,ไม่เข้ากัน,แนวโน้มที่ไม่สอดคล้องกันเกี่ยวกับการฟื้นตัวของเศรษฐกิจส่งผลต่อการตัดสินใจจัดสรรพอร์ตโฟลิโอของคณะกรรมการการลงทุน,tidak sesuai,Pandangan yang tidak sesuai mengenai pemulihan ekonomi membentuk keputusan alokasi portofolio komite investasi.
incontrovertible,Colleagues admired her incontrovertible response to the unexpected regulatory compliance challenges.,반박할 수 없는,동료들은 예상치 못한 규제 준수 과제에 대한 그녀의 반박할 수 없는 대응에 감탄했다.,反論できない,同僚たちは予期せぬ規制コンプライアンス課題に対する彼女の反論できない対応に感心した。,无可争辩的,同事们钦佩她对意外监管合规挑战的无可争辩的应对。,"incontrovertible, irrefutable",Los colegas admiraron su incontrovertible respuesta ante los inesperados desafíos de cumplimiento normativo.,không thể chối cãi,Các đồng nghiệp ngưỡng mộ phản ứng không thể chối cãi của cô trước những thách thức tuân thủ quy định bất ngờ.,เถียงไม่ได้,เพื่อนร่วมงานชื่นชมการตอบสนองของเธอต่อความท้าทายในการปฏิบัติตามกฎระเบียบที่ไม่คาดคิด,tak terbantahkan,Rekan kerja mengagumi tanggapannya yang tak terbantahkan terhadap tantangan kepatuhan terhadap peraturan yang tidak terduga.
incorrigible,The incorrigible approach taken by the new CEO transformed the company culture entirely.,교정 불가능한,신임 CEO의 교정 불가능한 접근 방식이 기업 문화를 완전히 바꿔 놓았다.,矯正不可能な,新CEOの矯正不可能なアプローチが企業文化を完全に変革した。,不可救药的,新任CEO不可救药的方针彻底改变了企业文化。,"incorregible, empedernido",El incorregible enfoque adoptado por el nuevo CEO transformó completamente la cultura corporativa.,không thể sửa chữa được,Cách tiếp cận không thể sửa chữa được của vị CEO mới đã thay đổi hoàn toàn văn hóa công ty.,แก้ไขไม่ได้,แนวทางที่แก้ไขไม่ได้ของซีอีโอคนใหม่ได้เปลี่ยนแปลงวัฒนธรรมของบริษัทไปโดยสิ้นเชิง,tidak dapat diperbaiki,Pendekatan yang tidak dapat diperbaiki yang diambil oleh CEO baru mengubah budaya perusahaan sepenuhnya.
incredulous,The incredulous approach taken by the new CEO transformed the company culture entirely.,의심하는,신임 CEO의 의심하는 접근 방식이 기업 문화를 완전히 바꿔 놓았다.,疑い深い,新CEOの疑い深いアプローチが企業文化を完全に変革した。,怀疑的,新任CEO怀疑的方针彻底改变了企业文化。,"incrédulo, escéptico",El incrédulo enfoque adoptado por el nuevo CEO transformó completamente la cultura corporativa.,không thể tin được,Cách tiếp cận đầy hoài nghi của vị CEO mới đã thay đổi hoàn toàn văn hóa công ty.,เหลือเชื่อ,แนวทางที่ไม่น่าเชื่อของซีอีโอคนใหม่ได้เปลี่ยนแปลงวัฒนธรรมของบริษัทไปโดยสิ้นเชิง,tidak percaya,Pendekatan tidak percaya yang diambil oleh CEO baru mengubah budaya perusahaan sepenuhnya.
inculcate,Strategic planners aim to inculcate competitive disadvantages through technology investment.,주입하다,전략 기획자들은 기술 투자를 통해 경쟁 열위를 주입하기로 목표한다.,教え込む,戦略プランナーはテクノロジー投資を通じて競争上の不利を教え込むことを目指す。,灌输,战略规划者旨在通过技术投资灌输竞争劣势。,"inculcar, infundir",Los planificadores estratégicos buscan inculcar las desventajas competitivas mediante la inversión en tecnología.,khắc sâu,Các nhà hoạch định chiến lược nhằm mục đích khắc sâu những bất lợi cạnh tranh thông qua đầu tư công nghệ.,ปลูกฝัง,นักวางแผนเชิงกลยุทธ์มุ่งหวังที่จะปลูกฝังความเสียเปรียบทางการแข่งขันผ่านการลงทุนด้านเทคโนโลยี,menanamkan,Perencana strategis bertujuan untuk menanamkan kelemahan kompetitif melalui investasi teknologi.
incumbent,An incumbent review of quarterly earnings revealed discrepancies that required further investigation.,의무적인,분기별 수익에 대한 의무적인 검토가 추가 조사가 필요한 불일치를 드러냈다.,義務的な,四半期収益の義務的なレビューがさらなる調査を必要とする不一致を明らかにした。,在职的,对季度收益的在职的审查揭示了需要进一步调查的差异。,"obligatorio, en ejercicio del cargo",Una revisión obligatoria de las ganancias trimestrales reveló discrepancias que requerían mayor investigación.,đương nhiệm,Một cuộc đánh giá đương nhiệm về thu nhập hàng quý đã tiết lộ những khác biệt cần phải điều tra thêm.,ดำรงตำแหน่ง,การตรวจสอบผลประกอบการรายไตรมาสเผยให้เห็นความคลาดเคลื่อนที่จำเป็นต้องมีการตรวจสอบเพิ่มเติม,petahana,Tinjauan yang dilakukan terhadap pendapatan kuartalan mengungkapkan adanya perbedaan yang memerlukan penyelidikan lebih lanjut.
indefatigable,An indefatigable outlook on economic recovery shaped the investment committee's portfolio allocation decisions.,지칠 줄 모르는,경제 회복에 대한 지칠 줄 모르는 전망이 투자 위원회의 포트폴리오 배분 결정을 형성했다.,疲れを知らない,景気回復に対する疲れを知らない見通しが投資委員会のポートフォリオ配分決定を形作った。,不知疲倦的,对经济复苏不知疲倦的展望影响了投资委员会的投资组合配置决策。,"infatigable, incansable",Una perspectiva infatigable sobre la recuperación económica moldeó las decisiones de asignación de cartera del comité de inversiones.,không mệt mỏi,Triển vọng không mệt mỏi về sự phục hồi kinh tế đã định hình các quyết định phân bổ danh mục đầu tư của ủy ban đầu tư.,ไม่ย่อท้อ,แนวโน้มที่ไม่ย่อท้อต่อการฟื้นตัวของเศรษฐกิจส่งผลต่อการตัดสินใจจัดสรรพอร์ตโฟลิโอของคณะกรรมการการลงทุน,tak kenal lelah,Prospek pemulihan ekonomi yang tidak kenal lelah membentuk keputusan alokasi portofolio komite investasi.
indelible,Management praised the indelible effort of the research team in meeting tight deadlines.,지울 수 없는,경영진은 촉박한 마감을 맞춘 연구팀의 지울 수 없는 노력을 칭찬했다.,消えない,経営陣はタイトな期限を守った研究チームの消えない努力を称賛した。,不可磨灭的,管理层赞扬了研究团队在紧迫期限内完成任务的不可磨灭的努力。,"indeleble, imborrable",La dirección elogió el indeleble esfuerzo del equipo de investigación para cumplir con los plazos ajustados.,không thể xóa nhòa,Ban quản lý ca ngợi nỗ lực không thể xóa nhòa của nhóm nghiên cứu trong việc đáp ứng thời hạn chặt chẽ.,ลบไม่ออก,ฝ่ายบริหารชื่นชมความพยายามอย่างไม่ลบเลือนของทีมวิจัยในการทำตามกำหนดเวลาที่จำกัด,tak terhapuskan,Manajemen memuji upaya tak terhapuskan dari tim peneliti dalam memenuhi tenggat waktu yang ketat.
indemnify,The committee urged stakeholders to indemnify the controversial measure without delay.,보상하다,위원회는 이해관계자들에게 논쟁적인 조치를 지체 없이 보상하도록 촉구했다.,補償する,委員会は利害関係者に対し、争議のある措置を遅滞なく補償するよう促した。,赔偿,委员会敦促利益相关者毫不拖延地赔偿有争议的措施。,"indemnizar, compensar",El comité instó a las partes interesadas a indemnizar sin demora la medida controvertida.,bồi thường,Ủy ban kêu gọi các bên liên quan bồi thường cho biện pháp gây tranh cãi ngay lập tức.,ชดใช้ค่าเสียหาย,คณะกรรมการเรียกร้องให้ผู้มีส่วนได้ส่วนเสียชดใช้มาตรการที่ก่อให้เกิดข้อขัดแย้งโดยไม่ชักช้า,mengganti kerugian,Komite mendesak para pemangku kepentingan untuk mengganti kerugian atas tindakan kontroversial tersebut tanpa penundaan.
indigenous,The indigenous tone of the negotiations stalled progress on the trade agreement.,토착의,협상의 토착의 분위기가 무역 협정 진전을 지연시켰다.,土着の,交渉の土着の雰囲気が貿易協定の進展を停滞させた。,土著的,谈判中土著的氛围使贸易协议进展陷入停滞。,"indígena, nativo",El indígena tono de las negociaciones paralizó el avance del acuerdo comercial.,bản địa,Giọng điệu bản địa của các cuộc đàm phán đã cản trở tiến trình đạt được hiệp định thương mại.,พื้นเมือง,น้ำเสียงของการเจรจาทำให้ความคืบหน้าในข้อตกลงทางการค้าหยุดชะงัก,pribumi,Nada negosiasi yang bersifat tradisional menghambat kemajuan perjanjian perdagangan.
indolent,Academic researchers studied the indolent and its effects on organizational decision-making processes.,게으른,학술 연구자들은 게으른과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,怠惰な,学術研究者は怠惰なとそれが組織の意思決定プロセスに与える影響を研究した。,懒惰的,学术研究人员研究了懒惰的及其对组织决策过程的影响。,"indolente, perezoso",Los investigadores académicos estudiaron la indolencia y sus efectos en los procesos de toma de decisiones organizacionales.,lười biếng,Các nhà nghiên cứu học thuật đã nghiên cứu sự lười biếng và ảnh hưởng của nó đến quá trình ra quyết định của tổ chức.,เกียจคร้าน,นักวิจัยทางวิชาการได้ศึกษาความเกียจคร้านและผลกระทบต่อกระบวนการตัดสินใจขององค์กร,malas,Peneliti akademis mempelajari kelambanan dan pengaruhnya terhadap proses pengambilan keputusan organisasi.
ineffable,Shareholders criticized the ineffable decision to restructure without adequate stakeholder consultation.,형언할 수 없는,주주들은 충분한 이해관계자 협의 없이 구조조정한 형언할 수 없는 결정을 비판했다.,言い表せない,株主は十分な利害関係者協議なく組織再編を行った言い表せない決定を批判した。,难以言表的,股东批评了在缺乏充分利益相关者协商的情况下进行重组的难以言表的决定。,"inefable, indescriptible",Los accionistas criticaron la inefable decisión de reestructurar sin una consulta adecuada a las partes interesadas.,không thể diễn tả được,Các cổ đông chỉ trích quyết định tái cơ cấu khó thực hiện mà không có sự tham vấn đầy đủ của các bên liên quan.,อธิบายไม่ได้,ผู้ถือหุ้นวิพากษ์วิจารณ์การตัดสินใจที่ไม่สามารถปรับโครงสร้างใหม่ได้โดยไม่ได้รับคำปรึกษาจากผู้มีส่วนได้ส่วนเสียอย่างเพียงพอ,tak terlukiskan,Para pemegang saham mengkritik keputusan yang tidak dapat diungkapkan dengan kata-kata untuk melakukan restrukturisasi tanpa konsultasi yang memadai dengan pemangku kepentingan.
inexorable,The inexorable regulations governing international trade posed challenges for small export businesses.,냉혹한,국제 무역을 규율하는 냉혹한 규정이 소규모 수출 기업에 어려움을 초래했다.,容赦のない,国際貿易を規制する容赦のない規制が小規模輸出企業に課題を突きつけた。,无情的,规范国际贸易的无情的法规给小型出口企业带来了挑战。,"inexorable, implacable",Las inexorables regulaciones que rigen el comercio internacional plantearon desafíos para las pequeñas empresas exportadoras.,không thể lay chuyển được,Các quy định không thể tránh khỏi điều chỉnh thương mại quốc tế đã đặt ra thách thức cho các doanh nghiệp xuất khẩu nhỏ.,ไม่หยุดหย่อน,กฎระเบียบที่ไม่มีวันสิ้นสุดเกี่ยวกับการค้าระหว่างประเทศก่อให้เกิดความท้าทายสำหรับธุรกิจส่งออกขนาดเล็ก,tak terhindarkan,Peraturan yang tidak dapat dielakkan dalam mengatur perdagangan internasional menimbulkan tantangan bagi usaha ekspor kecil.
ingenuous,The consultant delivered an ingenuous analysis that reshaped the marketing plan.,솔직한,컨설턴트는 마케팅 계획을 재편하는 솔직한 분석을 전달했다.,率直な,コンサルタントはマーケティング計画を一新する率直な分析を提供した。,天真的,顾问提交了一份重新塑造营销计划的天真的分析报告。,"ingenuo, sincero",El consultor presentó un análisis ingenuo que reformuló el plan de marketing.,ngây thơ,Nhà tư vấn đã đưa ra một phân tích khéo léo nhằm định hình lại kế hoạch tiếp thị.,ฉลาด,ที่ปรึกษาได้วิเคราะห์อย่างชาญฉลาดซึ่งปรับเปลี่ยนแผนการตลาด,cerdik,Konsultan menyampaikan analisis cerdik yang membentuk kembali rencana pemasaran.
inimical,Board members expressed inimical reservations about expanding into the untested Southeast Asian market.,적대적인,이사회 구성원들은 미개척 동남아 시장 진출에 대해 적대적인 유보를 표명했다.,敵対的な,取締役会メンバーは未開拓の東南アジア市場への進出に敵対的な留保を表明した。,敌对的,董事会成员对进军尚未开发的东南亚市场表达了敌对的保留意见。,"hostil, perjudicial",Los miembros de la junta expresaron hostiles reservas sobre la expansión al mercado del sudeste asiático aún inexplorado.,thù địch,Các thành viên hội đồng quản trị bày tỏ sự dè dặt đối với việc mở rộng sang thị trường Đông Nam Á chưa được thử nghiệm.,ไม่น่าเป็นไปได้,สมาชิกคณะกรรมการแสดงความเห็นอย่างไม่จริงใจเกี่ยวกับการขยายเข้าสู่ตลาดเอเชียตะวันออกเฉียงใต้ที่ยังไม่ผ่านการทดสอบ,bermusuhan,Para anggota dewan menyatakan keberatan mereka mengenai ekspansi ke pasar Asia Tenggara yang belum teruji.
inimitable,Shareholders criticized the inimitable decision to restructure without adequate stakeholder consultation.,모방할 수 없는,주주들은 충분한 이해관계자 협의 없이 구조조정한 모방할 수 없는 결정을 비판했다.,模倣できない,株主は十分な利害関係者協議なく組織再編を行った模倣できない決定を批判した。,无法模仿的,股东批评了在缺乏充分利益相关者协商的情况下进行重组的无法模仿的决定。,"inimitable, incomparable",Los accionistas criticaron la inimitable decisión de reestructurar sin una consulta adecuada a las partes interesadas.,không thể bắt chước được,Các cổ đông chỉ trích quyết định tái cơ cấu không thể bắt chước được mà không có sự tham vấn đầy đủ của các bên liên quan.,เลียนแบบไม่ได้,ผู้ถือหุ้นวิพากษ์วิจารณ์การตัดสินใจที่เลียนแบบไม่ได้ในการปรับโครงสร้างใหม่โดยไม่ได้รับคำปรึกษาจากผู้มีส่วนได้ส่วนเสียอย่างเพียงพอ,tak dapat ditiru,Para pemegang saham mengkritik keputusan yang tidak dapat ditiru untuk melakukan restrukturisasi tanpa konsultasi yang memadai dengan pemangku kepentingan.
innocuous,The innocuous policies introduced last quarter led to significant improvements in employee retention.,무해한,지난 분기에 도입된 무해한 정책이 직원 유지율에 상당한 개선을 가져왔다.,無害な,前四半期に導入された無害な政策が従業員定着率の大幅な改善をもたらした。,无害的,上季度引入的无害的政策显著改善了员工留存率。,"inocuo, inofensivo",Las inocuas políticas introducidas el trimestre pasado llevaron a mejoras significativas en la retención de empleados.,vô hại,Các chính sách vô thưởng vô phạt được đưa ra vào quý trước đã dẫn đến những cải thiện đáng kể trong việc giữ chân nhân viên.,ไม่มีอันตราย,นโยบายที่ไม่เป็นอันตรายที่นำมาใช้ในไตรมาสที่แล้วนำไปสู่การปรับปรุงการรักษาพนักงานอย่างมีนัยสำคัญ,tidak berbahaya,Kebijakan tidak berbahaya yang diperkenalkan pada kuartal terakhir menghasilkan peningkatan signifikan dalam retensi karyawan.
inscrutable,Partners described the working relationship as inscrutable yet ultimately productive in achieving goals.,불가해한,파트너들은 업무 관계를 불가해한 것이지만 궁극적으로 목표 달성에 생산적이라고 묘사했다.,不可解な,パートナーは業務関係を不可解なものだが最終的には目標達成に生産的だと述べた。,高深莫测的,合作伙伴将工作关系描述为高深莫测的但最终在实现目标方面富有成效。,"inescrutable, impenetrable",Los socios describieron la relación de trabajo como inescrutable pero en última instancia productiva para alcanzar los objetivos.,không thể hiểu được,Các đối tác mô tả mối quan hệ công việc là khó hiểu nhưng cuối cùng vẫn mang lại hiệu quả trong việc đạt được mục tiêu.,ไม่อาจเข้าใจได้,พันธมิตรอธิบายว่าความสัมพันธ์ในการทำงานนั้นเป็นสิ่งที่ไม่อาจเข้าใจได้แต่กลับมีประสิทธิผลในการบรรลุเป้าหมายในท้ายที่สุด,tidak bisa dipahami,Para mitra menggambarkan hubungan kerja sebagai hal yang tidak dapat dipahami namun pada akhirnya produktif dalam mencapai tujuan.
insidious,Industry experts considered the insidious growth figures a sign of underlying structural weakness.,교활한,업계 전문가들은 교활한 성장 수치를 근본적인 구조적 약점의 징후로 간주했다.,陰険な,業界専門家は陰険な成長数値を根本的な構造的弱さの兆候と見なした。,阴险的,行业专家认为阴险的增长数据是深层结构性弱点的信号。,"insidioso, solapado",Los expertos del sector consideraron las insidiosas cifras de crecimiento como señal de una debilidad estructural subyacente.,quỷ quyệt,Các chuyên gia trong ngành coi những con số tăng trưởng âm ỉ này là dấu hiệu của sự yếu kém về cơ cấu.,ร้ายกาจ,ผู้เชี่ยวชาญในอุตสาหกรรมมองว่าตัวเลขการเติบโตที่ร้ายกาจนี้เป็นสัญญาณของความอ่อนแอทางโครงสร้างที่ซ่อนอยู่,berbahaya,Pakar industri menganggap angka pertumbuhan yang berbahaya ini sebagai tanda kelemahan struktural.
insolvent,An insolvent review of quarterly earnings revealed discrepancies that required further investigation.,지불 불능의,분기별 수익에 대한 지불 불능의 검토가 추가 조사가 필요한 불일치를 드러냈다.,支払い不能の,四半期収益の支払い不能のレビューがさらなる調査を必要とする不一致を明らかにした。,资不抵债的,对季度收益的资不抵债的审查揭示了需要进一步调查的差异。,"insolvente, en quiebra",Una revisión insolvente de las ganancias trimestrales reveló discrepancias que requerían mayor investigación.,vỡ nợ,Một cuộc xem xét tình trạng mất khả năng thanh toán về thu nhập hàng quý đã tiết lộ những khác biệt cần được điều tra thêm.,ล้มละลาย,การตรวจสอบการล้มละลายของรายได้รายไตรมาสเผยให้เห็นความแตกต่างที่จำเป็นต้องมีการตรวจสอบเพิ่มเติม,bangkrut,Tinjauan pailit atas pendapatan kuartalan mengungkapkan adanya perbedaan yang memerlukan penyelidikan lebih lanjut.
insouciant,The committee issued an insouciant assessment of the proposed environmental sustainability initiative.,태평한,위원회는 제안된 환경 지속가능성 이니셔티브에 대한 태평한 평가를 발표했다.,無頓着な,委員会は提案された環境サステナビリティ施策に対する無頓着な評価を発表した。,漫不经心的,委员会就拟议的环境可持续发展倡议发布了漫不经心的评估。,"despreocupado, indiferente",El comité emitió una evaluación despreocupada de la iniciativa propuesta de sostenibilidad ambiental.,không quan tâm,Ủy ban đã đưa ra đánh giá thiếu sáng suốt về sáng kiến ​​bền vững môi trường được đề xuất.,ไม่พอใจ,คณะกรรมการได้ออกการประเมินที่ไม่น่าเชื่อถือสำหรับความคิดริเริ่มด้านความยั่งยืนด้านสิ่งแวดล้อมที่เสนอ,tidak peduli,Komite mengeluarkan penilaian yang tidak masuk akal terhadap usulan inisiatif kelestarian lingkungan.
intractable,Addressing the intractable head-on demonstrated the leadership's commitment to transparency and accountability.,다루기 힘든,다루기 힘든에 정면으로 대응한 것은 경영진의 투명성과 책임에 대한 의지를 보여주었다.,扱いにくい,扱いにくいに正面から取り組んだことは、リーダーシップの透明性と説明責任へのコミットメントを示した。,棘手的,正面应对棘手的展现了领导层对透明度和问责制的承诺。,"intratable, difícil de manejar",Abordar lo intratable de frente demostró el compromiso del liderazgo con la transparencia y la responsabilidad.,khó chữa,Việc giải quyết vấn đề khó khăn này đã thể hiện cam kết của ban lãnh đạo về tính minh bạch và trách nhiệm giải trình.,ดื้อดึง,การจัดการกับปัญหาที่ไม่อาจแก้ไขได้แสดงให้เห็นถึงความมุ่งมั่นของผู้นำในด้านความโปร่งใสและความรับผิดชอบ,keras kepala,Mengatasi permasalahan yang sulit ini menunjukkan komitmen kepemimpinan terhadap transparansi dan akuntabilitas.
intransigent,The intransigent policies introduced last quarter led to significant improvements in employee retention.,타협하지 않는,지난 분기에 도입된 타협하지 않는 정책이 직원 유지율에 상당한 개선을 가져왔다.,妥協しない,前四半期に導入された妥協しない政策が従業員定着率の大幅な改善をもたらした。,不妥协的,上季度引入的不妥协的政策显著改善了员工留存率。,"intransigente, inflexible",Las intransigentes políticas introducidas el trimestre pasado llevaron a mejoras significativas en la retención de empleados.,không khoan nhượng,Các chính sách không khoan nhượng được đưa ra vào quý trước đã dẫn đến những cải thiện đáng kể trong việc giữ chân nhân viên.,ดื้อรั้น,นโยบายดื้อรั้นที่นำมาใช้ในไตรมาสที่แล้วนำไปสู่การปรับปรุงการรักษาพนักงานอย่างมีนัยสำคัญ,keras kepala,Kebijakan keras yang diperkenalkan pada kuartal terakhir menghasilkan peningkatan signifikan dalam retensi karyawan.
intrepid,An intrepid review of quarterly earnings revealed discrepancies that required further investigation.,대담한,분기별 수익에 대한 대담한 검토가 추가 조사가 필요한 불일치를 드러냈다.,大胆な,四半期収益の大胆なレビューがさらなる調査を必要とする不一致を明らかにした。,勇敢的,对季度收益的勇敢的审查揭示了需要进一步调查的差异。,"intrépido, valiente",Una revisión intrépida de las ganancias trimestrales reveló discrepancias que requerían mayor investigación.,dũng cảm,Một bản đánh giá thận trọng về thu nhập hàng quý đã tiết lộ những khác biệt cần được điều tra thêm.,กล้าหาญ,การตรวจสอบรายได้รายไตรมาสอย่างกล้าหาญเผยให้เห็นความคลาดเคลื่อนที่จำเป็นต้องมีการตรวจสอบเพิ่มเติม,pemberani,Tinjauan yang cermat terhadap pendapatan kuartalan mengungkapkan adanya perbedaan yang memerlukan penyelidikan lebih lanjut.
inundate,The board voted to inundate the outdated policy before the fiscal year ends.,범람시키다,이사회는 회계연도가 끝나기 전에 구시대적 정책을 범람시키기로 결의했다.,氾濫させる,取締役会は会計年度末までに時代遅れの方針を氾濫させることを決議した。,淹没,董事会投票决定在财年结束前淹没过时的政策。,"inundar, desbordar",La junta directiva votó para inundar la política obsoleta antes del fin del ejercicio fiscal.,tràn ngập,Hội đồng đã bỏ phiếu để loại bỏ chính sách lỗi thời trước khi năm tài chính kết thúc.,น้ำท่วม,คณะกรรมการลงมติให้ท่วมท้นนโยบายที่ล้าสมัยก่อนสิ้นปีบัญชี,menggenangi,Dewan memutuskan untuk membatalkan kebijakan lama tersebut sebelum tahun fiskal berakhir.
inure,Regulatory bodies have the authority to inure licenses of non-compliant financial institutions.,익숙하게 하다,규제 기관은 비준수 금융 기관의 면허를 익숙하게 하는 권한이 있다.,慣れさせる,規制当局は非準拠の金融機関の免許を慣れさせる権限を有する。,使习惯,监管机构有权使习惯不合规金融机构的许可证。,"habituar, acostumbrar",Los organismos reguladores tienen autoridad para habituar las licencias de las instituciones financieras no conformes.,nước tiểu,Các cơ quan quản lý có thẩm quyền cấp giấy phép cho các tổ chức tài chính không tuân thủ.,ทำประกัน,หน่วยงานกำกับดูแลมีอำนาจในการได้รับใบอนุญาตของสถาบันการเงินที่ไม่ปฏิบัติตามข้อกำหนด,masuk,Badan pengatur mempunyai kewenangan untuk memberikan izin kepada lembaga keuangan yang tidak patuh.
invective,Economists pointed to the invective as evidence of a fundamental shift in consumer behavior.,독설,경제학자들은 소비자 행동의 근본적인 변화의 증거로 독설을(를) 지적했다.,罵倒,エコノミストは消費者行動の根本的な変化の証拠として罵倒を指摘した。,辱骂,经济学家指出辱骂是消费者行为发生根本性转变的证据。,"invectiva, insulto",Los economistas señalaron la invectiva como evidencia de un cambio fundamental en el comportamiento del consumidor.,sự xúc phạm,Các nhà kinh tế coi lời chỉ trích là bằng chứng cho sự thay đổi cơ bản trong hành vi của người tiêu dùng.,ประทุษร้าย,นักเศรษฐศาสตร์ชี้ว่าแนวคิดเชิงรุกนี้เป็นหลักฐานของการเปลี่ยนแปลงขั้นพื้นฐานในพฤติกรรมผู้บริโภค,makian,Para ekonom menyebut makian tersebut sebagai bukti perubahan mendasar dalam perilaku konsumen.
inveterate,The inveterate between marketing and engineering departments hindered the product development timeline.,뿌리 깊은,마케팅과 엔지니어링 부서 간의 뿌리 깊은이(가) 제품 개발 일정을 지연시켰다.,根深い,マーケティングとエンジニアリング部門間の根深いが製品開発スケジュールを遅延させた。,根深蒂固的,营销和工程部门之间的根深蒂固的阻碍了产品开发进度。,"arraigado, inveterado",Lo arraigado entre los departamentos de marketing e ingeniería obstaculizó el cronograma de desarrollo de productos.,thâm căn cố đế,Sự ăn sâu giữa bộ phận tiếp thị và kỹ thuật đã cản trở tiến trình phát triển sản phẩm.,ไม่ซ้ำซากจำเจ,ความไม่ลงรอยกันระหว่างฝ่ายการตลาดและฝ่ายวิศวกรรมเป็นอุปสรรคต่อลำดับเวลาการพัฒนาผลิตภัณฑ์,lazim,Kesenjangan antara departemen pemasaran dan teknik menghambat garis waktu pengembangan produk.
inviolable,The inviolable debate between executives delayed the approval of the capital expenditure budget.,침범할 수 없는,임원 간의 침범할 수 없는 논쟁이 자본 지출 예산 승인을 지연시켰다.,侵すことのできない,幹部間の侵すことのできない議論が資本支出予算の承認を遅らせた。,不可侵犯的,高管之间不可侵犯的争论推迟了资本支出预算的审批。,"inviolable, sagrado",El inviolable debate entre los ejecutivos retrasó la aprobación del presupuesto de gastos de capital.,bất khả xâm phạm,Cuộc tranh luận không thể chối cãi giữa các nhà điều hành đã trì hoãn việc phê duyệt ngân sách chi tiêu vốn.,ขัดขืนไม่ได้,การอภิปรายที่ขัดขืนไม่ได้ระหว่างผู้บริหารทำให้การอนุมัติงบประมาณรายจ่ายฝ่ายทุนล่าช้า,tidak dapat diganggu gugat,Perdebatan yang tidak dapat diganggu gugat antara para eksekutif menunda persetujuan anggaran belanja modal.
irascible,Investors were impressed by the irascible strategy outlined in the annual report.,성급한,투자자들은 연례 보고서에 서술된 성급한 전략에 감명받았다.,短気な,投資家は年次報告書に概説された短気な戦略に感銘を受けた。,易怒的,投资者对年度报告中概述的易怒的战略印象深刻。,"irascible, colérico",Los inversores quedaron impresionados por la irascible estrategia descrita en el informe anual.,nóng nảy,Các nhà đầu tư rất ấn tượng với chiến lược nóng nảy được nêu trong báo cáo thường niên.,โกรธง่าย,นักลงทุนรู้สึกประทับใจกับกลยุทธ์อันน่ารังเกียจที่ระบุไว้ในรายงานประจำปี,mudah marah,Investor terkesan dengan strategi berang yang diuraikan dalam laporan tahunan.
