english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
impact,Technology has had a huge impact on society.,영향,기술은 사회에 큰 영향을 미쳤다.,影響,テクノロジーは社会に大きな影響を与えた。,影响,技术对社会产生了巨大影响。,impacto,La tecnología ha tenido un gran impacto en la sociedad.,tác động,Công nghệ đã có tác động lớn đến xã hội.,ผลกระทบ,เทคโนโลยีมีผลกระทบอย่างมากต่อสังคม,dampak,Teknologi memiliki dampak besar pada masyarakat.
implement,The school implemented a new grading system.,시행하다,학교는 새로운 채점 체계를 시행했다.,実施する,学校は新しい成績評価システムを実施した。,实施,学校实施了新的评分系统。,implementar,La escuela implementó un nuevo sistema de calificación.,thực hiện,Trường đã thực hiện hệ thống chấm điểm mới.,นำไปปฏิบัติ,โรงเรียนนำระบบการให้คะแนนใหม่ไปปฏิบัติ,menerapkan,Sekolah menerapkan sistem penilaian baru.
implicate,The findings implicate poor diet in the disease.,연루시키다; 암시하다,연구 결과는 나쁜 식단이 질병에 관련됨을 암시한다.,関与させる,調査結果は不健康な食事がその病気に関与していることを示唆する。,牵涉,研究结果暗示不良饮食与该疾病有关。,implicar,Los hallazgos implican una mala dieta en la enfermedad.,liên quan,Các phát hiện cho thấy chế độ ăn kém có liên quan đến bệnh.,เกี่ยวพัน,ผลการวิจัยเกี่ยวพันอาหารที่ไม่ดีกับโรค,mengimplikasikan,Temuan mengimplikasikan pola makan buruk dalam penyakit.
imply,The data implies a correlation between the variables.,암시하다,데이터는 변수들 사이의 상관관계를 암시한다.,暗示する,データは変数間の相関を暗示している。,暗示,数据暗示变量之间存在相关性。,implicar,Los datos implican una correlación entre las variables.,ngụ ý,Dữ liệu ngụ ý mối tương quan giữa các biến.,บ่งชี้,ข้อมูลบ่งชี้ถึงความสัมพันธ์ระหว่างตัวแปร,menyiratkan,Data menyiratkan korelasi antara variabel.
impose,The government imposed new regulations on industry.,부과하다,정부는 산업에 새로운 규제를 부과했다.,課す,政府は産業に新しい規制を課した。,施加,政府对行业施加了新规定。,imponer,El gobierno impuso nuevas regulaciones a la industria.,áp đặt,Chính phủ đã áp đặt các quy định mới cho ngành công nghiệp.,กำหนด,รัฐบาลกำหนดกฎระเบียบใหม่กับอุตสาหกรรม,memberlakukan,Pemerintah memberlakukan peraturan baru pada industri.
incentive,Financial incentives encourage innovation.,동기; 장려책,재정적 장려책이 혁신을 촉진한다.,インセンティブ,財政的インセンティブがイノベーションを促進する。,激励,财务激励鼓励创新。,incentivo,Los incentivos financieros fomentan la innovación.,khuyến khích,Các ưu đãi tài chính khuyến khích đổi mới sáng tạo.,แรงจูงใจ,แรงจูงใจทางการเงินส่งเสริมนวัตกรรม,insentif,Insentif keuangan mendorong inovasi.
incidence,The incidence of diabetes is increasing worldwide.,발생률,당뇨병 발생률이 전 세계적으로 증가하고 있다.,発生率,糖尿病の発生率は世界的に増加している。,发生率,糖尿病的发生率在全球范围内增加。,incidencia,La incidencia de diabetes está aumentando a nivel mundial.,tỷ lệ mắc,Tỷ lệ mắc bệnh tiểu đường đang tăng trên toàn thế giới.,อุบัติการณ์,อุบัติการณ์ของโรคเบาหวานเพิ่มขึ้นทั่วโลก,insiden,Insiden diabetes meningkat di seluruh dunia.
index,The price index rose by 3% this quarter.,지수,물가 지수가 이번 분기에 3% 올랐다.,指数,物価指数は今四半期に3%上昇した。,指数,价格指数本季度上涨了3%。,índice,El índice de precios subió un 3% este trimestre.,chỉ số,Chỉ số giá đã tăng 3% trong quý này.,ดัชนี,ดัชนีราคาเพิ่มขึ้น 3% ในไตรมาสนี้,indeks,Indeks harga naik 3% kuartal ini.
inhibit,Lack of funding inhibits scientific research.,억제하다,자금 부족이 과학 연구를 억제한다.,妨げる,資金不足が科学研究を妨げている。,抑制,缺乏资金抑制了科学研究。,inhibir,La falta de fondos inhibe la investigación científica.,cản trở,Thiếu kinh phí cản trở nghiên cứu khoa học.,ยับยั้ง,การขาดเงินทุนยับยั้งการวิจัยทางวิทยาศาสตร์,menghambat,Kurangnya dana menghambat penelitian ilmiah.
initial,The initial results were promising.,초기의,초기 결과는 유망했다.,初期の,初期の結果は有望だった。,初始的,初始结果令人鼓舞。,inicial,Los resultados iniciales fueron prometedores.,ban đầu,Kết quả ban đầu rất hứa hẹn.,เริ่มต้น,ผลลัพธ์เริ่มต้นเป็นที่น่าพอใจ,awal,Hasil awal sangat menjanjikan.
initiate,The professor initiated a new research project.,시작하다,교수는 새로운 연구 프로젝트를 시작했다.,開始する,教授は新しい研究プロジェクトを開始した。,发起,教授发起了一个新的研究项目。,iniciar,El profesor inició un nuevo proyecto de investigación.,khởi xướng,Giáo sư đã khởi xướng một dự án nghiên cứu mới.,ริเริ่ม,ศาสตราจารย์ริเริ่มโครงการวิจัยใหม่,memulai,Profesor memulai proyek penelitian baru.
injure,The earthquake injured thousands of people.,부상을 입히다,지진으로 수천 명이 부상을 입었다.,負傷させる,地震で数千人が負傷した。,使受伤,地震使数千人受伤。,lesionar,El terremoto lesionó a miles de personas.,làm bị thương,Trận động đất đã làm bị thương hàng nghìn người.,ทำให้บาดเจ็บ,แผ่นดินไหวทำให้ผู้คนหลายพันคนบาดเจ็บ,melukai,Gempa bumi melukai ribuan orang.
innovation,Innovation drives economic competitiveness.,혁신,혁신이 경제적 경쟁력을 이끈다.,イノベーション,イノベーションが経済競争力を牽引する。,创新,创新推动经济竞争力。,innovación,La innovación impulsa la competitividad económica.,đổi mới,Đổi mới thúc đẩy năng lực cạnh tranh kinh tế.,นวัตกรรม,นวัตกรรมขับเคลื่อนความสามารถในการแข่งขันทางเศรษฐกิจ,inovasi,Inovasi mendorong daya saing ekonomi.
input,Student input is valued in curriculum design.,투입; 의견,학생 의견은 교육과정 설계에서 중요시된다.,入力; 意見,学生の意見はカリキュラム設計で重視される。,投入; 意见,学生的意见在课程设计中受到重视。,aportación,La aportación de los estudiantes se valora en el diseño curricular.,đầu vào; ý kiến,Ý kiến của sinh viên được coi trọng trong thiết kế chương trình.,ข้อมูลนำเข้า; ความคิดเห็น,ความคิดเห็นของนักเรียนมีคุณค่าในการออกแบบหลักสูตร,masukan,Masukan siswa dihargai dalam desain kurikulum.
insert,Insert the reference at the end of the paragraph.,삽입하다,단락 끝에 참고 문헌을 삽입하시오.,挿入する,段落の最後に参考文献を挿入してください。,插入,在段落末尾插入参考文献。,insertar,Inserta la referencia al final del párrafo.,chèn,Chèn tài liệu tham khảo vào cuối đoạn văn.,แทรก,แทรกข้อมูลอ้างอิงที่ท้ายย่อหน้า,menyisipkan,Sisipkan referensi di akhir paragraf.
insight,The study provides insight into consumer behavior.,통찰,그 연구는 소비자 행동에 대한 통찰을 제공한다.,洞察,その研究は消費者行動への洞察を提供する。,洞察,该研究提供了对消费者行为的洞察。,perspectiva,El estudio proporciona perspectiva sobre el comportamiento del consumidor.,cái nhìn sâu sắc,Nghiên cứu cung cấp cái nhìn sâu sắc về hành vi người tiêu dùng.,ความเข้าใจ,การศึกษาให้ความเข้าใจเกี่ยวกับพฤติกรรมผู้บริโภค,wawasan,Studi ini memberikan wawasan tentang perilaku konsumen.
inspect,Officials inspected the factory for safety violations.,검사하다,관리들이 공장의 안전 위반을 검사했다.,検査する,当局者が工場を安全違反について検査した。,检查,官员们检查了工厂的安全违规情况。,inspeccionar,Los funcionarios inspeccionaron la fábrica por violaciones de seguridad.,kiểm tra,Các quan chức đã kiểm tra nhà máy về vi phạm an toàn.,ตรวจสอบ,เจ้าหน้าที่ตรวจสอบโรงงานเพื่อหาการละเมิดด้านความปลอดภัย,menginspeksi,Pejabat menginspeksi pabrik untuk pelanggaran keselamatan.
instance,"For instance, many studies support this claim.",예,예를 들어 많은 연구가 이 주장을 뒷받침한다.,例,例えば、多くの研究がこの主張を裏付けている。,例子,例如，许多研究支持这一说法。,ejemplo,"Por ejemplo, muchos estudios apoyan esta afirmación.",ví dụ,"Ví dụ, nhiều nghiên cứu ủng hộ tuyên bố này.",ตัวอย่าง,ตัวอย่างเช่น การศึกษาหลายชิ้นสนับสนุนข้อกล่าวอ้างนี้,contoh,"Misalnya, banyak studi mendukung klaim ini."
institute,The research institute published new guidelines.,연구소,연구소는 새로운 지침을 발표했다.,研究所,研究所は新しいガイドラインを発表した。,研究所,研究所发布了新的指南。,instituto,El instituto de investigación publicó nuevas directrices.,viện,Viện nghiên cứu đã công bố hướng dẫn mới.,สถาบัน,สถาบันวิจัยเผยแพร่แนวทางใหม่,institut,Institut penelitian menerbitkan pedoman baru.
integral,Mathematics is integral to engineering studies.,필수적인,수학은 공학 연구에 필수적이다.,不可欠な,数学は工学の研究に不可欠だ。,不可或缺的,数学对工程学习不可或缺。,integral,Las matemáticas son integrales para los estudios de ingeniería.,không thể thiếu,Toán học không thể thiếu trong nghiên cứu kỹ thuật.,สำคัญ,คณิตศาสตร์เป็นส่วนสำคัญในการศึกษาวิศวกรรม,integral,Matematika merupakan bagian integral dari studi teknik.
integrate,Schools aim to integrate technology into learning.,통합하다,학교는 기술을 학습에 통합하는 것을 목표로 한다.,統合する,学校はテクノロジーを学習に統合することを目指している。,整合,学校旨在将技术整合到学习中。,integrar,Las escuelas buscan integrar la tecnología en el aprendizaje.,tích hợp,Các trường học hướng tới việc tích hợp công nghệ vào học tập.,บูรณาการ,โรงเรียนมุ่งบูรณาการเทคโนโลยีเข้ากับการเรียนรู้,mengintegrasikan,Sekolah bertujuan mengintegrasikan teknologi ke dalam pembelajaran.
interact,Students interact with peers during group work.,상호 작용하다,학생들은 그룹 활동 동안 동료들과 상호 작용한다.,交流する,学生はグループワーク中に仲間と交流する。,互动,学生在小组活动中与同伴互动。,interactuar,Los estudiantes interactúan con compañeros durante el trabajo grupal.,tương tác,Sinh viên tương tác với bạn bè trong hoạt động nhóm.,มีปฏิสัมพันธ์,นักเรียนมีปฏิสัมพันธ์กับเพื่อนระหว่างทำงานกลุ่ม,berinteraksi,Siswa berinteraksi dengan teman selama kerja kelompok.
internal,The company conducted an internal audit.,내부의,회사는 내부 감사를 실시했다.,内部の,会社は内部監査を実施した。,内部的,公司进行了内部审计。,interno,La empresa realizó una auditoría interna.,nội bộ,Công ty đã tiến hành kiểm toán nội bộ.,ภายใน,บริษัทดำเนินการตรวจสอบภายใน,internal,Perusahaan melakukan audit internal.
investigate,Police are investigating the cause of the accident.,조사하다,경찰이 사고 원인을 조사하고 있다.,調査する,警察は事故の原因を調査している。,调查,警方正在调查事故原因。,investigar,La policía está investigando la causa del accidente.,điều tra,Cảnh sát đang điều tra nguyên nhân vụ tai nạn.,สืบสวน,ตำรวจกำลังสืบสวนสาเหตุของอุบัติเหตุ,menyelidiki,Polisi sedang menyelidiki penyebab kecelakaan.
invest,The company invested heavily in renewable energy.,투자하다,회사는 재생 에너지에 많은 투자를 했다.,投資する,会社は再生可能エネルギーに多額の投資をした。,投资,公司在可再生能源方面投入了大量资金。,invertir,La empresa invirtió mucho en energía renovable.,đầu tư,Công ty đã đầu tư mạnh vào năng lượng tái tạo.,ลงทุน,บริษัทลงทุนอย่างมากในพลังงานหมุนเวียน,berinvestasi,Perusahaan berinvestasi besar-besaran dalam energi terbarukan.
isolate,Researchers isolated the virus in the laboratory.,분리하다,연구원들은 실험실에서 바이러스를 분리했다.,分離する,研究者たちは実験室でウイルスを分離した。,隔离,研究人员在实验室中分离了病毒。,aislar,Los investigadores aislaron el virus en el laboratorio.,cô lập,Các nhà nghiên cứu đã cô lập virus trong phòng thí nghiệm.,แยก,นักวิจัยแยกไวรัสในห้องปฏิบัติการ,mengisolasi,Para peneliti mengisolasi virus di laboratorium.
journal,She published her paper in a scientific journal.,학술지,그녀는 과학 학술지에 논문을 발표했다.,学術誌,彼女は科学学術誌に論文を発表した。,期刊,她在科学期刊上发表了论文。,revista,Ella publicó su artículo en una revista científica.,tạp chí,Cô ấy đã công bố bài báo trên tạp chí khoa học.,วารสาร,เธอตีพิมพ์บทความในวารสารวิทยาศาสตร์,jurnal,Dia menerbitkan makalahnya di jurnal ilmiah.
justify,You must justify your argument with evidence.,정당화하다,당신의 주장을 증거로 정당화해야 한다.,正当化する,根拠を持って主張を正当化しなければならない。,证明,你必须用证据证明你的论点。,justificar,Debes justificar tu argumento con evidencia.,biện minh,Bạn phải biện minh cho lập luận của mình bằng bằng chứng.,ให้เหตุผล,คุณต้องให้เหตุผลสนับสนุนข้อโต้แย้งด้วยหลักฐาน,membenarkan,Anda harus membenarkan argumen Anda dengan bukti.
label,Each specimen was carefully labeled.,분류하다; 라벨,각 표본은 신중하게 라벨이 붙여졌다.,ラベルを付ける,各標本には慎重にラベルが付けられた。,标签; 贴标签,每个标本都被仔细贴上了标签。,etiquetar,Cada espécimen fue cuidadosamente etiquetado.,dán nhãn,Mỗi mẫu vật được dán nhãn cẩn thận.,ติดฉลาก,ตัวอย่างแต่ละชิ้นถูกติดฉลากอย่างระมัดระวัง,memberi label,Setiap spesimen diberi label dengan cermat.
layer,The ozone layer protects us from UV radiation.,층,오존층은 우리를 자외선으로부터 보호한다.,層,オゾン層は紫外線から私たちを守っている。,层,臭氧层保护我们免受紫外线辐射。,capa,La capa de ozono nos protege de la radiación UV.,tầng,Tầng ozone bảo vệ chúng ta khỏi bức xạ tia cực tím.,ชั้น,ชั้นโอโซนปกป้องเราจากรังสียูวี,lapisan,Lapisan ozon melindungi kita dari radiasi UV.
lecture,The professor gave a lecture on climate science.,강의,교수는 기후 과학에 대한 강의를 했다.,講義,教授は気候科学についての講義を行った。,讲座,教授做了一场关于气候科学的讲座。,conferencia,El profesor dio una conferencia sobre ciencia del clima.,bài giảng,Giáo sư đã giảng một bài về khoa học khí hậu.,บรรยาย,ศาสตราจารย์บรรยายเกี่ยวกับวิทยาศาสตร์ภูมิอากาศ,kuliah,Profesor memberikan kuliah tentang ilmu iklim.
liberal,The university promotes liberal education values.,자유주의적인,그 대학은 자유주의 교육 가치를 증진한다.,自由な,その大学はリベラルな教育の価値を促進している。,自由的,大学倡导自由教育价值观。,liberal,La universidad promueve los valores de educación liberal.,tự do,Trường đại học thúc đẩy giá trị giáo dục khai phóng.,เสรี,มหาวิทยาลัยส่งเสริมค่านิยมการศึกษาเสรี,liberal,Universitas mempromosikan nilai-nilai pendidikan liberal.
license,A license is required to practice medicine.,면허,의료 행위를 하려면 면허가 필요하다.,免許,医療行為には免許が必要だ。,执照,行医需要执照。,licencia,Se requiere una licencia para ejercer la medicina.,giấy phép,Cần có giấy phép để hành nghề y.,ใบอนุญาต,จำเป็นต้องมีใบอนุญาตในการประกอบวิชาชีพแพทย์,lisensi,Lisensi diperlukan untuk praktik kedokteran.
link,Researchers found a link between diet and health.,연결,연구원들은 식단과 건강 사이의 연결을 발견했다.,関連,研究者たちは食事と健康の関連を発見した。,联系,研究人员发现了饮食与健康之间的联系。,vínculo,Los investigadores encontraron un vínculo entre la dieta y la salud.,mối liên hệ,Các nhà nghiên cứu phát hiện mối liên hệ giữa chế độ ăn và sức khỏe.,ความเชื่อมโยง,นักวิจัยพบความเชื่อมโยงระหว่างอาหารกับสุขภาพ,hubungan,Peneliti menemukan hubungan antara pola makan dan kesehatan.
locate,The library is located near the main campus.,위치하다,도서관은 메인 캠퍼스 근처에 위치해 있다.,位置する,図書館はメインキャンパスの近くに位置している。,位于,图书馆位于主校区附近。,ubicar,La biblioteca está ubicada cerca del campus principal.,nằm ở,Thư viện nằm ở gần khuôn viên chính.,ตั้งอยู่,ห้องสมุดตั้งอยู่ใกล้วิทยาเขตหลัก,terletak,Perpustakaan terletak dekat kampus utama.
logic,The argument lacks sound logic.,논리,그 주장은 건전한 논리가 부족하다.,論理,その議論は健全な論理に欠けている。,逻辑,该论点缺乏合理的逻辑。,lógica,El argumento carece de lógica sólida.,logic,Lập luận thiếu logic hợp lý.,ตรรกะ,ข้อโต้แย้งขาดตรรกะที่ดี,logika,Argumen tersebut kurang logika yang kuat.
maintain,It is important to maintain academic standards.,유지하다,학업 수준을 유지하는 것이 중요하다.,維持する,学問的基準を維持することが重要だ。,维持,维持学术标准很重要。,mantener,Es importante mantener los estándares académicos.,duy trì,Việc duy trì tiêu chuẩn học thuật là quan trọng.,รักษา,สิ่งสำคัญคือต้องรักษามาตรฐานทางวิชาการ,mempertahankan,Penting untuk mempertahankan standar akademis.
margin,The profit margin decreased by 5%.,이익률; 여백,이익률이 5% 감소했다.,マージン,利益率が5%減少した。,利润率,利润率下降了5%。,margen,El margen de ganancia disminuyó un 5%.,biên lợi nhuận,Biên lợi nhuận giảm 5%.,อัตรากำไร,อัตรากำไรลดลง 5%,margin,Margin keuntungan menurun 5%.
mature,Students become more mature through university life.,성숙한,학생들은 대학 생활을 통해 더 성숙해진다.,成熟した,学生は大学生活を通じてより成熟する。,成熟的,学生通过大学生活变得更加成熟。,maduro,Los estudiantes se vuelven más maduros a través de la vida universitaria.,trưởng thành,Sinh viên trở nên trưởng thành hơn qua đời sống đại học.,เป็นผู้ใหญ่,นักศึกษาเป็นผู้ใหญ่มากขึ้นผ่านชีวิตมหาวิทยาลัย,dewasa,Mahasiswa menjadi lebih dewasa melalui kehidupan universitas.
maximize,The company aims to maximize efficiency.,극대화하다,회사는 효율성을 극대화하는 것을 목표로 한다.,最大化する,会社は効率性を最大化することを目指している。,最大化,公司旨在最大化效率。,maximizar,La empresa busca maximizar la eficiencia.,tối đa hóa,Công ty hướng tới việc tối đa hóa hiệu quả.,เพิ่มสูงสุด,บริษัทมุ่งเพิ่มประสิทธิภาพให้สูงสุด,memaksimalkan,Perusahaan bertujuan memaksimalkan efisiensi.
mechanism,The brain has a complex mechanism for memory.,메커니즘,뇌에는 기억을 위한 복잡한 메커니즘이 있다.,メカニズム,脳には記憶のための複雑なメカニズムがある。,机制,大脑有复杂的记忆机制。,mecanismo,El cerebro tiene un mecanismo complejo para la memoria.,cơ chế,Não có cơ chế phức tạp cho trí nhớ.,กลไก,สมองมีกลไกที่ซับซ้อนสำหรับความจำ,mekanisme,Otak memiliki mekanisme kompleks untuk memori.
media,Social media influences public opinion.,미디어,소셜 미디어가 여론에 영향을 미친다.,メディア,ソーシャルメディアは世論に影響を与える。,媒体,社交媒体影响公众舆论。,medios,Las redes sociales influyen en la opinión pública.,truyền thông,Truyền thông xã hội ảnh hưởng đến dư luận.,สื่อ,สื่อสังคมมีอิทธิพลต่อความคิดเห็นของสาธารณชน,media,Media sosial mempengaruhi opini publik.
mediate,The United Nations mediated the peace talks.,중재하다,유엔이 평화 회담을 중재했다.,仲介する,国連が和平交渉を仲介した。,调解,联合国调解了和平谈判。,mediar,Las Naciones Unidas mediaron las conversaciones de paz.,hòa giải,Liên Hợp Quốc đã hòa giải các cuộc đàm phán hòa bình.,ไกล่เกลี่ย,สหประชาชาติไกล่เกลี่ยการเจรจาสันติภาพ,memediasi,PBB memediasi pembicaraan perdamaian.
medical,Medical research has advanced significantly.,의학의,의학 연구가 크게 발전했다.,医学の,医学研究は大きく進歩した。,医学的,医学研究取得了重大进展。,médico,La investigación médica ha avanzado significativamente.,y khoa,Nghiên cứu y khoa đã tiến bộ đáng kể.,ทางการแพทย์,การวิจัยทางการแพทย์ก้าวหน้าอย่างมาก,medis,Penelitian medis telah maju secara signifikan.
mental,Mental health is as important as physical health.,정신적인,정신 건강은 신체 건강만큼 중요하다.,精神の,精神的健康は身体的健康と同じくらい重要だ。,心理的,心理健康与身体健康同样重要。,mental,La salud mental es tan importante como la salud física.,tinh thần,Sức khỏe tinh thần quan trọng như sức khỏe thể chất.,จิตใจ,สุขภาพจิตใจสำคัญเท่ากับสุขภาพกาย,mental,Kesehatan mental sama pentingnya dengan kesehatan fisik.
migrate,Birds migrate south during the winter.,이주하다,새들은 겨울 동안 남쪽으로 이주한다.,移動する,鳥は冬の間、南に移動する。,迁徙,鸟类在冬天向南迁徙。,migrar,Las aves migran al sur durante el invierno.,di cư,Chim di cư về phía nam trong mùa đông.,อพยพ,นกอพยพไปทางใต้ในช่วงฤดูหนาว,bermigrasi,Burung bermigrasi ke selatan selama musim dingin.
military,Military spending accounts for a large portion of the budget.,군사의,군사비 지출은 예산의 큰 부분을 차지한다.,軍事の,軍事費は予算の大部分を占めている。,军事的,军事开支占预算的很大一部分。,militar,El gasto militar representa una gran parte del presupuesto.,quân sự,Chi tiêu quân sự chiếm phần lớn ngân sách.,ทหาร,การใช้จ่ายทางทหารคิดเป็นสัดส่วนใหญ่ของงบประมาณ,militer,Pengeluaran militer menyumbang porsi besar dari anggaran.
minimize,We should minimize waste in production.,최소화하다,우리는 생산 과정에서 폐기물을 최소화해야 한다.,最小化する,生産における廃棄物を最小化すべきだ。,最小化,我们应该最小化生产中的浪费。,minimizar,Debemos minimizar los residuos en la producción.,giảm thiểu,Chúng ta nên giảm thiểu chất thải trong sản xuất.,ลดให้น้อยที่สุด,เราควรลดของเสียในการผลิตให้น้อยที่สุด,meminimalkan,Kita harus meminimalkan limbah dalam produksi.
ministry,The Ministry of Education oversees public schools.,부처,교육부는 공립 학교를 감독한다.,省,教育省は公立学校を監督している。,部门,教育部监管公立学校。,ministerio,El Ministerio de Educación supervisa las escuelas públicas.,bộ,Bộ Giáo dục giám sát các trường công lập.,กระทรวง,กระทรวงศึกษาธิการดูแลโรงเรียนรัฐ,kementerian,Kementerian Pendidikan mengawasi sekolah-sekolah negeri.
minor,The differences between the groups were minor.,사소한,그룹 간의 차이는 사소했다.,わずかな,グループ間の差異はわずかだった。,次要的,各组之间的差异很小。,menor,Las diferencias entre los grupos fueron menores.,nhỏ,Sự khác biệt giữa các nhóm là nhỏ.,เล็กน้อย,ความแตกต่างระหว่างกลุ่มเป็นเรื่องเล็กน้อย,kecil,Perbedaan antara kelompok-kelompok itu kecil.
mode,Online learning is a popular mode of education.,방식,온라인 학습은 인기 있는 교육 방식이다.,方式,オンライン学習は人気のある教育方式だ。,模式,在线学习是一种流行的教育模式。,modo,El aprendizaje en línea es un modo popular de educación.,phương thức,Học trực tuyến là phương thức giáo dục phổ biến.,รูปแบบ,การเรียนออนไลน์เป็นรูปแบบการศึกษาที่ได้รับความนิยม,mode,Pembelajaran online adalah mode pendidikan yang populer.
modify,The researcher modified the experimental design.,수정하다,연구원은 실험 설계를 수정했다.,修正する,研究者は実験デザインを修正した。,修改,研究人员修改了实验设计。,modificar,El investigador modificó el diseño experimental.,điều chỉnh,Nhà nghiên cứu đã điều chỉnh thiết kế thí nghiệm.,ปรับเปลี่ยน,นักวิจัยปรับเปลี่ยนการออกแบบการทดลอง,memodifikasi,Peneliti memodifikasi desain eksperimen.
monitor,Teachers monitor student progress throughout the term.,모니터링하다,교사들은 학기 내내 학생 진도를 모니터링한다.,モニターする,教師は学期を通じて学生の進捗をモニターする。,监控,教师在整个学期监控学生的进步。,monitorear,Los profesores monitorean el progreso de los estudiantes durante el período.,theo dõi,Giáo viên theo dõi tiến độ của sinh viên trong suốt học kỳ.,ติดตาม,ครูติดตามความก้าวหน้าของนักเรียนตลอดภาคเรียน,memantau,Guru memantau kemajuan siswa sepanjang semester.
motive,The motive behind the policy change was unclear.,동기,정책 변경 이면의 동기는 불명확했다.,動機,政策変更の背後にある動機は不明確だった。,动机,政策变更背后的动机不明确。,motivo,El motivo detrás del cambio de política no estaba claro.,động cơ,Động cơ đằng sau thay đổi chính sách không rõ ràng.,แรงจูงใจ,แรงจูงใจเบื้องหลังการเปลี่ยนแปลงนโยบายไม่ชัดเจน,motif,Motif di balik perubahan kebijakan tidak jelas.
mutual,Mutual respect is essential in academic debate.,상호의,학술 토론에서 상호 존중은 필수적이다.,相互の,学術的議論において相互尊重は不可欠だ。,相互的,在学术辩论中相互尊重至关重要。,mutuo,El respeto mutuo es esencial en el debate académico.,lẫn nhau,Sự tôn trọng lẫn nhau rất cần thiết trong tranh luận học thuật.,ร่วมกัน,ความเคารพร่วมกันเป็นสิ่งจำเป็นในการอภิปรายทางวิชาการ,saling,Rasa saling menghormati sangat penting dalam debat akademis.
network,The university has a global research network.,네트워크,그 대학은 글로벌 연구 네트워크를 가지고 있다.,ネットワーク,その大学はグローバルな研究ネットワークを持っている。,网络,该大学拥有全球研究网络。,red,La universidad tiene una red de investigación global.,mạng lưới,Trường đại học có mạng lưới nghiên cứu toàn cầu.,เครือข่าย,มหาวิทยาลัยมีเครือข่ายการวิจัยระดับโลก,jaringan,Universitas memiliki jaringan penelitian global.
neutral,The researcher must remain neutral during the study.,중립적인,연구원은 연구 동안 중립적인 태도를 유지해야 한다.,中立の,研究者は研究中、中立を保たなければならない。,中立的,研究人员在研究期间必须保持中立。,neutral,El investigador debe permanecer neutral durante el estudio.,trung lập,Nhà nghiên cứu phải giữ thái độ trung lập trong suốt nghiên cứu.,เป็นกลาง,นักวิจัยต้องเป็นกลางระหว่างการศึกษา,netral,Peneliti harus tetap netral selama penelitian.
nevertheless,The results were unexpected; nevertheless they are valid.,그럼에도 불구하고,결과는 예상 밖이었다; 그럼에도 불구하고 유효하다.,それにもかかわらず,結果は予想外だった。それにもかかわらず有効だ。,尽管如此,结果出乎意料；尽管如此它们是有效的。,sin embargo,Los resultados fueron inesperados; sin embargo son válidos.,tuy nhiên,Kết quả bất ngờ; tuy nhiên chúng vẫn hợp lệ.,อย่างไรก็ตาม,ผลลัพธ์ไม่คาดคิด อย่างไรก็ตามผลลัพธ์เหล่านั้นถูกต้อง,namun demikian,Hasilnya tak terduga; namun demikian hasilnya valid.
norm,Academic honesty is a norm in universities.,규범,학문적 정직은 대학에서의 규범이다.,規範,学問的誠実さは大学の規範だ。,规范,学术诚信是大学的规范。,norma,La honestidad académica es una norma en las universidades.,chuẩn mực,Sự trung thực trong học thuật là chuẩn mực ở các trường đại học.,บรรทัดฐาน,ความซื่อสัตย์ทางวิชาการเป็นบรรทัดฐานในมหาวิทยาลัย,norma,Kejujuran akademis adalah norma di universitas.
notion,The notion that money brings happiness is debatable.,개념,돈이 행복을 가져다준다는 개념은 논란의 여지가 있다.,概念,お金が幸福をもたらすという概念は議論の余地がある。,观念,金钱带来幸福的观念是有争议的。,noción,La noción de que el dinero trae felicidad es debatible.,quan niệm,Quan niệm rằng tiền mang lại hạnh phúc là điều còn tranh cãi.,ความคิด,ความคิดที่ว่าเงินนำมาซึ่งความสุขเป็นที่ถกเถียง,gagasan,Gagasan bahwa uang membawa kebahagiaan masih diperdebatkan.
notwithstanding,"Notwithstanding the difficulties, progress was made.",~에도 불구하고,어려움에도 불구하고 진전이 있었다.,~にもかかわらず,困難にもかかわらず進歩があった。,尽管,尽管困难重重，还是取得了进展。,no obstante,"No obstante las dificultades, se logró progreso.",bất chấp,"Bất chấp khó khăn, đã có tiến bộ.",ทั้งที่,ทั้งที่มีความยากลำบาก แต่ก็มีความก้าวหน้า,meskipun,"Meskipun ada kesulitan, kemajuan telah dicapai."
nuclear,Nuclear energy remains controversial.,핵의,핵 에너지는 여전히 논란이 되고 있다.,核の,原子力エネルギーは依然として議論の的だ。,核的,核能仍然存在争议。,nuclear,La energía nuclear sigue siendo controversial.,hạt nhân,Năng lượng hạt nhân vẫn còn gây tranh cãi.,นิวเคลียร์,พลังงานนิวเคลียร์ยังคงเป็นที่ถกเถียง,nuklir,Energi nuklir tetap kontroversial.
objective,The objective of the study is to measure air quality.,목표,그 연구의 목표는 대기질을 측정하는 것이다.,目的,その研究の目的は大気質を測定することだ。,目标,该研究的目标是测量空气质量。,objetivo,El objetivo del estudio es medir la calidad del aire.,mục tiêu,Mục tiêu của nghiên cứu là đo chất lượng không khí.,วัตถุประสงค์,วัตถุประสงค์ของการศึกษาคือวัดคุณภาพอากาศ,tujuan,Tujuan penelitian ini adalah mengukur kualitas udara.
