english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
aware,Are you aware of the new regulations?,인식하는,새로운 규정을 인식하고 있습니까?,認識している,新しい規制を認識していますか？,意识到,你意识到新规定了吗？,consciente,¿Eres consciente de las nuevas regulaciones?,nhận thức,Bạn có nhận thức được các quy định mới không?,ตระหนัก,คุณตระหนักถึงกฎระเบียบใหม่หรือไม่,menyadari,Apakah Anda menyadari peraturan baru tersebut?
behalf,He spoke on behalf of the entire team.,대신하여,그는 전체 팀을 대신하여 발언했다.,代わりに,彼はチーム全体の代わりに発言した。,代表,他代表整个团队发言。,en nombre de,Habló en nombre de todo el equipo.,thay mặt,Anh ấy phát biểu thay mặt cả đội.,ในนามของ,เขาพูดในนามของทีมทั้งหมด,atas nama,Dia berbicara atas nama seluruh tim.
benefit,Regular exercise has many health benefits.,이점,규칙적인 운동은 많은 건강 이점을 가진다.,利益,定期的な運動には多くの健康上の利益がある。,好处,定期锻炼有许多健康好处。,beneficio,El ejercicio regular tiene muchos beneficios para la salud.,lợi ích,Tập thể dục đều đặn có nhiều lợi ích cho sức khỏe.,ประโยชน์,การออกกำลังกายสม่ำเสมอมีประโยชน์ต่อสุขภาพมากมาย,manfaat,Olahraga teratur memiliki banyak manfaat kesehatan.
bias,The report was criticized for its political bias.,편견,그 보고서는 정치적 편견으로 비판받았다.,偏見,そのレポートは政治的偏見で批判された。,偏见,该报告因政治偏见而受到批评。,sesgo,El informe fue criticado por su sesgo político.,thiên kiến,Báo cáo bị chỉ trích vì thiên kiến chính trị.,อคติ,รายงานถูกวิจารณ์เรื่องอคติทางการเมือง,bias,Laporan itu dikritik karena bias politiknya.
bond,Music creates a strong bond between people.,유대,음악은 사람들 사이에 강한 유대를 만든다.,絆,音楽は人々の間に強い絆を作る。,纽带,音乐在人们之间创造了强烈的纽带。,vínculo,La música crea un fuerte vínculo entre las personas.,sự gắn kết,Âm nhạc tạo ra sự gắn kết mạnh mẽ giữa mọi người.,ความผูกพัน,ดนตรีสร้างความผูกพันที่แน่นแฟ้นระหว่างผู้คน,ikatan,Musik menciptakan ikatan yang kuat di antara orang-orang.
brief,The meeting was brief and productive.,간결한,회의는 간결하고 생산적이었다.,簡潔な,会議は簡潔で生産的だった。,简短的,会议简短而富有成效。,breve,La reunión fue breve y productiva.,ngắn gọn,Cuộc họp ngắn gọn và hiệu quả.,สั้น,การประชุมสั้นและมีประสิทธิผล,singkat,Pertemuan itu singkat dan produktif.
bulk,They bought supplies in bulk to save money.,대량,그들은 돈을 절약하기 위해 대량으로 물품을 구매했다.,大量,彼らはお金を節約するために大量に物資を購入した。,大量,他们大量购买物资以省钱。,al por mayor,Compraron suministros al por mayor para ahorrar dinero.,số lượng lớn,Họ mua vật tư số lượng lớn để tiết kiệm tiền.,จำนวนมาก,พวกเขาซื้อสินค้าจำนวนมากเพื่อประหยัดเงิน,dalam jumlah besar,Mereka membeli persediaan dalam jumlah besar untuk menghemat uang.
burden,Debt can be a heavy burden on families.,부담,빚은 가정에 큰 부담이 될 수 있다.,負担,借金は家族にとって重い負担となりうる。,负担,债务可能是家庭的沉重负担。,carga,La deuda puede ser una carga pesada para las familias.,gánh nặng,Nợ có thể là gánh nặng lớn cho gia đình.,ภาระ,หนี้อาจเป็นภาระหนักสำหรับครอบครัว,beban,Utang bisa menjadi beban berat bagi keluarga.
cease,The factory ceased production last month.,중단하다,공장이 지난달 생산을 중단했다.,停止する,工場は先月生産を停止した。,停止,工厂上个月停止了生产。,cesar,La fábrica cesó la producción el mes pasado.,ngừng,Nhà máy đã ngừng sản xuất vào tháng trước.,หยุด,โรงงานหยุดการผลิตเมื่อเดือนที่แล้ว,menghentikan,Pabrik menghentikan produksi bulan lalu.
challenge,Climate change is a major challenge for our generation.,도전,기후 변화는 우리 세대의 주요 도전이다.,課題,気候変動は私たちの世代の主要な課題だ。,挑战,气候变化是我们这一代人的主要挑战。,desafío,El cambio climático es un gran desafío para nuestra generación.,thách thức,Biến đổi khí hậu là thách thức lớn cho thế hệ chúng ta.,ความท้าทาย,การเปลี่ยนแปลงสภาพภูมิอากาศเป็นความท้าทายสำคัญของรุ่นเรา,tantangan,Perubahan iklim adalah tantangan besar bagi generasi kita.
channel,The TV channel broadcasts news twenty-four hours a day.,채널,그 TV 채널은 하루 24시간 뉴스를 방송한다.,チャンネル,そのテレビチャンネルは24時間ニュースを放送している。,频道,这个电视频道全天24小时播放新闻。,canal,El canal de televisión transmite noticias las veinticuatro horas.,kênh,Kênh truyền hình phát sóng tin tức hai mươi bốn giờ mỗi ngày.,ช่อง,ช่องทีวีออกอากาศข่าวยี่สิบสี่ชั่วโมง,saluran,Saluran TV menyiarkan berita dua puluh empat jam sehari.
chapter,We will discuss chapter three in class today.,장,오늘 수업에서 3장을 논의할 것이다.,章,今日の授業で第3章について議論する。,章节,我们今天在课堂上讨论第三章。,capítulo,Discutiremos el capítulo tres en clase hoy.,chương,Chúng ta sẽ thảo luận chương ba trong lớp hôm nay.,บท,เราจะพูดถึงบทที่สามในชั้นเรียนวันนี้,bab,Kita akan membahas bab tiga di kelas hari ini.
civil,Civil rights are protected by law.,시민의,시민 권리는 법에 의해 보호된다.,市民の,市民の権利は法律で保護されている。,公民的,公民权利受到法律保护。,civil,Los derechos civiles están protegidos por la ley.,dân sự,Quyền dân sự được pháp luật bảo vệ.,พลเมือง,สิทธิพลเมืองได้รับการคุ้มครองตามกฎหมาย,sipil,Hak-hak sipil dilindungi oleh hukum.
classic,This is a classic example of poor planning.,고전적인,이것은 서투른 계획의 고전적인 예이다.,典型的な,これは計画不足の典型的な例だ。,经典的,这是计划不周的经典例子。,clásico,Este es un ejemplo clásico de mala planificación.,kinh điển,Đây là một ví dụ kinh điển về việc lập kế hoạch kém.,คลาสสิก,นี่เป็นตัวอย่างคลาสสิกของการวางแผนที่ไม่ดี,klasik,Ini adalah contoh klasik dari perencanaan yang buruk.
clause,The contract includes a termination clause.,조항,계약에는 해지 조항이 포함되어 있다.,条項,契約には解約条項が含まれている。,条款,合同包含一项终止条款。,cláusula,El contrato incluye una cláusula de terminación.,điều khoản,Hợp đồng bao gồm một điều khoản chấm dứt.,ข้อ,สัญญารวมถึงข้อกำหนดการยกเลิก,klausul,Kontrak tersebut mencakup klausul pemutusan.
climate,The climate in this region is tropical.,기후,이 지역의 기후는 열대성이다.,気候,この地域の気候は熱帯性だ。,气候,这个地区的气候是热带气候。,clima,El clima en esta región es tropical.,khí hậu,Khí hậu ở vùng này là nhiệt đới.,ภูมิอากาศ,ภูมิอากาศในภูมิภาคนี้เป็นเขตร้อน,iklim,Iklim di wilayah ini adalah tropis.
coincide,The festival coincides with the school holiday.,일치하다,축제가 학교 방학과 일치한다.,一致する,祭りは学校の休暇と一致する。,恰好同时,节日恰好与学校假期同时。,coincidir,El festival coincide con las vacaciones escolares.,trùng,Lễ hội trùng với kỳ nghỉ học.,ตรงกับ,เทศกาลตรงกับวันหยุดโรงเรียน,bertepatan,Festival itu bertepatan dengan liburan sekolah.
colleague,She discussed the project with her colleagues.,동료,그녀는 동료들과 프로젝트를 논의했다.,同僚,彼女は同僚とプロジェクトについて話し合った。,同事,她与同事们讨论了这个项目。,colega,Ella discutió el proyecto con sus colegas.,đồng nghiệp,Cô ấy đã thảo luận dự án với các đồng nghiệp.,เพื่อนร่วมงาน,เธอหารือโครงการกับเพื่อนร่วมงาน,rekan,Dia mendiskusikan proyek dengan rekan-rekannya.
command,The general gave the command to advance.,명령,장군이 전진 명령을 내렸다.,命令,将軍は前進の命令を出した。,命令,将军下达了前进的命令。,orden,El general dio la orden de avanzar.,mệnh lệnh,Vị tướng đã đưa ra mệnh lệnh tiến công.,คำสั่ง,นายพลออกคำสั่งให้รุกคืบ,perintah,Jenderal memberikan perintah untuk maju.
comment,Several people commented on the new policy.,논평하다,여러 사람이 새 정책에 논평했다.,コメントする,数人が新しい方針についてコメントした。,评论,几个人对新政策发表了评论。,comentar,Varias personas comentaron sobre la nueva política.,bình luận,Nhiều người đã bình luận về chính sách mới.,แสดงความเห็น,หลายคนแสดงความเห็นเกี่ยวกับนโยบายใหม่,mengomentari,Beberapa orang mengomentari kebijakan baru tersebut.
commission,The government set up a commission to investigate.,위원회,정부가 조사를 위한 위원회를 설립했다.,委員会,政府は調査のための委員会を設置した。,委员会,政府成立了一个调查委员会。,comisión,El gobierno estableció una comisión para investigar.,ủy ban,Chính phủ đã thành lập một ủy ban để điều tra.,คณะกรรมาธิการ,รัฐบาลตั้งคณะกรรมาธิการเพื่อสอบสวน,komisi,Pemerintah membentuk komisi untuk menyelidiki.
communicate,It is important to communicate clearly.,의사소통하다,명확하게 의사소통하는 것이 중요하다.,伝える,明確に伝えることが重要だ。,沟通,清楚地沟通很重要。,comunicar,Es importante comunicar con claridad.,giao tiếp,Điều quan trọng là giao tiếp rõ ràng.,สื่อสาร,เป็นสิ่งสำคัญที่จะสื่อสารอย่างชัดเจน,berkomunikasi,Penting untuk berkomunikasi dengan jelas.
community,The local community organized a charity event.,지역 사회,지역 사회가 자선 행사를 조직했다.,地域社会,地域社会がチャリティーイベントを企画した。,社区,当地社区组织了一场慈善活动。,comunidad,La comunidad local organizó un evento de caridad.,cộng đồng,Cộng đồng địa phương đã tổ chức một sự kiện từ thiện.,ชุมชน,ชุมชนท้องถิ่นจัดงานการกุศล,komunitas,Komunitas lokal mengorganisir acara amal.
compare,Let us compare the two products side by side.,비교하다,두 제품을 나란히 비교해 봅시다.,比較する,2つの製品を並べて比較しましょう。,比较,让我们把两个产品放在一起比较。,comparar,Comparemos los dos productos lado a lado.,so sánh,Hãy so sánh hai sản phẩm cạnh nhau.,เปรียบเทียบ,มาเปรียบเทียบผลิตภัณฑ์ทั้งสองเคียงข้างกัน,membandingkan,Mari kita membandingkan kedua produk secara berdampingan.
compensate,The company compensated workers for overtime.,보상하다,회사가 근로자들에게 초과 근무에 대해 보상했다.,補償する,会社は労働者に残業の補償をした。,补偿,公司补偿了工人的加班费。,compensar,La empresa compensó a los trabajadores por horas extras.,bồi thường,Công ty đã bồi thường cho công nhân vì làm thêm giờ.,ชดเชย,บริษัทชดเชยให้พนักงานสำหรับการทำงานล่วงเวลา,mengompensasi,Perusahaan mengompensasi pekerja atas lembur.
compile,She compiled a list of useful websites.,편집하다,그녀는 유용한 웹사이트 목록을 편집했다.,まとめる,彼女は有用なウェブサイトのリストをまとめた。,汇编,她汇编了一份有用网站的列表。,compilar,Ella compiló una lista de sitios web útiles.,biên soạn,Cô ấy đã biên soạn danh sách các trang web hữu ích.,รวบรวม,เธอรวบรวมรายการเว็บไซต์ที่มีประโยชน์,menyusun,Dia menyusun daftar situs web yang berguna.
complement,The wine complements the food perfectly.,보완하다,와인이 음식을 완벽하게 보완한다.,補完する,ワインが料理を完璧に補完する。,补充,这款葡萄酒完美地补充了这道菜。,complementar,El vino complementa la comida perfectamente.,bổ sung,Rượu vang bổ sung hoàn hảo cho món ăn.,เสริม,ไวน์เสริมอาหารได้อย่างสมบูรณ์แบบ,melengkapi,Anggur melengkapi makanan dengan sempurna.
component,Each component of the machine has a specific function.,구성 요소,기계의 각 구성 요소는 특정 기능을 가진다.,部品,機械の各部品には特定の機能がある。,组件,机器的每个组件都有特定的功能。,componente,Cada componente de la máquina tiene una función específica.,thành phần,Mỗi thành phần của máy có một chức năng cụ thể.,ส่วนประกอบ,ส่วนประกอบแต่ละส่วนของเครื่องจักรมีหน้าที่เฉพาะ,komponen,Setiap komponen mesin memiliki fungsi tertentu.
comprehensive,The book provides a comprehensive guide to cooking.,포괄적인,그 책은 요리에 대한 포괄적인 안내서를 제공한다.,包括的な,その本は料理についての包括的なガイドを提供する。,全面的,这本书提供了全面的烹饪指南。,completo,El libro proporciona una guía completa de cocina.,toàn diện,Cuốn sách cung cấp hướng dẫn toàn diện về nấu ăn.,ครอบคลุม,หนังสือเล่มนี้ให้คำแนะนำที่ครอบคลุมเกี่ยวกับการทำอาหาร,komprehensif,Buku ini menyediakan panduan memasak yang komprehensif.
conceive,She conceived the idea during a walk in the park.,구상하다,그녀는 공원을 산책하는 동안 그 아이디어를 구상했다.,考えつく,彼女は公園を散歩中にそのアイデアを考えついた。,构想,她在公园散步时构想了这个想法。,concebir,Ella concibió la idea durante un paseo por el parque.,nghĩ ra,Cô ấy nghĩ ra ý tưởng trong khi đi dạo trong công viên.,คิดขึ้น,เธอคิดขึ้นได้ระหว่างเดินเล่นในสวน,memikirkan,Dia memikirkan ide itu saat berjalan-jalan di taman.
conclude,The researchers concluded that more data was needed.,결론짓다,연구자들은 더 많은 데이터가 필요하다고 결론지었다.,結論づける,研究者たちはより多くのデータが必要だと結論づけた。,得出结论,研究人员得出结论，需要更多数据。,concluir,Los investigadores concluyeron que se necesitaban más datos.,kết luận,Các nhà nghiên cứu kết luận rằng cần thêm dữ liệu.,สรุป,นักวิจัยสรุปว่าต้องการข้อมูลเพิ่มเติม,menyimpulkan,Para peneliti menyimpulkan bahwa diperlukan lebih banyak data.
concrete,We need concrete evidence to support the theory.,구체적인,이론을 뒷받침할 구체적인 증거가 필요하다.,具体的な,理論を支持する具体的な証拠が必要だ。,具体的,我们需要具体的证据来支持这个理论。,concreto,Necesitamos evidencia concreta para apoyar la teoría.,cụ thể,Chúng ta cần bằng chứng cụ thể để hỗ trợ lý thuyết.,ที่เป็นรูปธรรม,เราต้องการหลักฐานที่เป็นรูปธรรมเพื่อสนับสนุนทฤษฎี,konkret,Kita membutuhkan bukti konkret untuk mendukung teori.
conduct,The university conducted a large-scale survey.,실시하다,대학이 대규모 조사를 실시했다.,実施する,大学は大規模な調査を実施した。,进行,大学进行了一项大规模调查。,realizar,La universidad realizó una encuesta a gran escala.,tiến hành,Trường đại học đã tiến hành một cuộc khảo sát quy mô lớn.,ดำเนินการ,มหาวิทยาลัยดำเนินการสำรวจขนาดใหญ่,melakukan,Universitas melakukan survei skala besar.
confirm,Please confirm your attendance by email.,확인하다,이메일로 참석을 확인해 주세요.,確認する,メールで出席を確認してください。,确认,请通过电子邮件确认您的出席。,confirmar,Por favor confirme su asistencia por correo electrónico.,xác nhận,Vui lòng xác nhận sự tham dự của bạn qua email.,ยืนยัน,กรุณายืนยันการเข้าร่วมทางอีเมล,mengonfirmasi,Silakan mengonfirmasi kehadiran Anda melalui email.
conflict,There is a conflict between the two departments.,갈등,두 부서 사이에 갈등이 있다.,対立,2つの部門の間に対立がある。,冲突,两个部门之间存在冲突。,conflicto,Hay un conflicto entre los dos departamentos.,xung đột,Có sự xung đột giữa hai bộ phận.,ความขัดแย้ง,มีความขัดแย้งระหว่างสองแผนก,konflik,Ada konflik antara dua departemen.
conform,All products must conform to safety standards.,준수하다,모든 제품은 안전 기준을 준수해야 한다.,準拠する,すべての製品は安全基準に準拠しなければならない。,符合,所有产品必须符合安全标准。,cumplir,Todos los productos deben cumplir con las normas de seguridad.,tuân thủ,Tất cả sản phẩm phải tuân thủ tiêu chuẩn an toàn.,ปฏิบัติตาม,ผลิตภัณฑ์ทั้งหมดต้องปฏิบัติตามมาตรฐานความปลอดภัย,mematuhi,Semua produk harus mematuhi standar keselamatan.
conscious,She made a conscious effort to be polite.,의식적인,그녀는 예의 바르게 행동하려고 의식적인 노력을 했다.,意識的な,彼女は礼儀正しくあるよう意識的な努力をした。,有意识的,她有意识地努力保持礼貌。,consciente,Ella hizo un esfuerzo consciente por ser educada.,có ý thức,Cô ấy đã nỗ lực có ý thức để lịch sự.,มีสติ,เธอพยายามอย่างมีสติที่จะสุภาพ,secara sadar,Dia secara sadar berusaha untuk sopan.
consensus,The team reached a consensus on the issue.,합의,팀이 그 문제에 대해 합의에 도달했다.,合意,チームはその問題について合意に達した。,共识,团队就这个问题达成了共识。,consenso,El equipo llegó a un consenso sobre el asunto.,sự đồng thuận,Đội đã đạt được sự đồng thuận về vấn đề này.,ฉันทามติ,ทีมบรรลุฉันทามติในประเด็นนี้,konsensus,Tim mencapai konsensus tentang masalah tersebut.
consequence,Pollution has serious consequences for the environment.,결과,오염은 환경에 심각한 결과를 초래한다.,結果,汚染は環境に深刻な結果をもたらす。,后果,污染对环境有严重的后果。,consecuencia,La contaminación tiene serias consecuencias para el medio ambiente.,hậu quả,Ô nhiễm có hậu quả nghiêm trọng cho môi trường.,ผลที่ตามมา,มลพิษมีผลที่ตามมาอย่างร้ายแรงต่อสิ่งแวดล้อม,konsekuensi,Polusi memiliki konsekuensi serius bagi lingkungan.
conservative,He has a conservative approach to investment.,보수적인,그는 투자에 보수적인 접근법을 가지고 있다.,保守的な,彼は投資に対して保守的なアプローチを持っている。,保守的,他对投资持保守态度。,conservador,Él tiene un enfoque conservador hacia la inversión.,bảo thủ,Anh ấy có cách tiếp cận bảo thủ trong đầu tư.,อนุรักษ์นิยม,เขามีแนวทางอนุรักษ์นิยมในการลงทุน,konservatif,Dia memiliki pendekatan konservatif terhadap investasi.
consist,The team consists of ten members.,구성되다,팀은 10명의 멤버로 구성되어 있다.,構成される,チームは10人のメンバーで構成されている。,由…组成,团队由十名成员组成。,consistir,El equipo consiste en diez miembros.,bao gồm,Đội bao gồm mười thành viên.,ประกอบด้วย,ทีมประกอบด้วยสมาชิกสิบคน,terdiri,Tim terdiri dari sepuluh anggota.
constitute,Women constitute over half of the population.,구성하다,여성이 인구의 절반 이상을 구성한다.,構成する,女性は人口の半分以上を構成している。,构成,女性占人口的一半以上。,constituir,Las mujeres constituyen más de la mitad de la población.,chiếm,Phụ nữ chiếm hơn một nửa dân số.,เป็นส่วนหนึ่ง,ผู้หญิงเป็นส่วนหนึ่งมากกว่าครึ่งของประชากร,merupakan,Wanita merupakan lebih dari setengah populasi.
construct,They constructed a new bridge across the river.,건설하다,그들은 강을 가로지르는 새 다리를 건설했다.,建設する,彼らは川に新しい橋を建設した。,建造,他们在河上建了一座新桥。,construir,Construyeron un nuevo puente sobre el río.,xây dựng,Họ đã xây dựng một cây cầu mới bắc qua sông.,สร้าง,พวกเขาสร้างสะพานใหม่ข้ามแม่น้ำ,membangun,Mereka membangun jembatan baru melintasi sungai.
consult,You should consult a doctor if symptoms persist.,상담하다,증상이 지속되면 의사와 상담해야 한다.,相談する,症状が続く場合は医師に相談すべきだ。,咨询,如果症状持续，应该咨询医生。,consultar,Debes consultar a un médico si los síntomas persisten.,tham khảo,Bạn nên tham khảo ý kiến bác sĩ nếu triệu chứng kéo dài.,ปรึกษา,คุณควรปรึกษาแพทย์หากอาการยังคงอยู่,berkonsultasi,Anda harus berkonsultasi dengan dokter jika gejala berlanjut.
consume,The factory consumes a large amount of energy.,소비하다,공장은 대량의 에너지를 소비한다.,消費する,工場は大量のエネルギーを消費する。,消耗,工厂消耗大量能源。,consumir,La fábrica consume una gran cantidad de energía.,tiêu thụ,Nhà máy tiêu thụ một lượng lớn năng lượng.,บริโภค,โรงงานบริโภคพลังงานจำนวนมาก,mengonsumsi,Pabrik mengonsumsi energi dalam jumlah besar.
contact,Please contact us if you have any questions.,연락하다,질문이 있으면 연락해 주세요.,連絡する,質問があればご連絡ください。,联系,如果您有任何问题，请联系我们。,contactar,Por favor contáctenos si tiene alguna pregunta.,liên hệ,Vui lòng liên hệ với chúng tôi nếu bạn có câu hỏi.,ติดต่อ,กรุณาติดต่อเราหากคุณมีคำถาม,menghubungi,Silakan menghubungi kami jika Anda memiliki pertanyaan.
contemporary,Contemporary art is often hard to understand.,현대의,현대 미술은 이해하기 어려운 경우가 많다.,現代の,現代アートはしばしば理解しにくい。,当代的,当代艺术往往难以理解。,contemporáneo,El arte contemporáneo a menudo es difícil de entender.,đương đại,Nghệ thuật đương đại thường khó hiểu.,ร่วมสมัย,ศิลปะร่วมสมัยมักจะเข้าใจยาก,kontemporer,Seni kontemporer sering sulit dipahami.
context,You need to understand the context of the speech.,맥락,연설의 맥락을 이해해야 한다.,文脈,スピーチの文脈を理解する必要がある。,语境,你需要了解演讲的语境。,contexto,Necesitas entender el contexto del discurso.,bối cảnh,Bạn cần hiểu bối cảnh của bài phát biểu.,บริบท,คุณต้องเข้าใจบริบทของสุนทรพจน์,konteks,Anda perlu memahami konteks pidato tersebut.
contract,She signed a two-year contract with the company.,계약,그녀는 회사와 2년 계약을 체결했다.,契約,彼女は会社と2年の契約を結んだ。,合同,她与公司签了两年的合同。,contrato,Ella firmó un contrato de dos años con la empresa.,hợp đồng,Cô ấy đã ký hợp đồng hai năm với công ty.,สัญญา,เธอเซ็นสัญญาสองปีกับบริษัท,kontrak,Dia menandatangani kontrak dua tahun dengan perusahaan.
contrast,The contrast between rich and poor is striking.,대조,빈부의 대조가 눈에 띈다.,対照,貧富の対照は際立っている。,对比,贫富之间的对比很鲜明。,contraste,El contraste entre ricos y pobres es sorprendente.,sự tương phản,Sự tương phản giữa giàu và nghèo rất nổi bật.,ความแตกต่าง,ความแตกต่างระหว่างคนรวยกับคนจนเป็นที่น่าทึ่ง,kontras,Kontras antara kaya dan miskin sangat mencolok.
convention,The annual convention attracted thousands of visitors.,대회,연례 대회는 수천 명의 방문객을 끌어들였다.,大会,年次大会は何千人もの来場者を集めた。,大会,年度大会吸引了数千名访客。,convención,La convención anual atrajo a miles de visitantes.,hội nghị,Hội nghị hàng năm thu hút hàng nghìn khách tham quan.,การประชุม,การประชุมประจำปีดึงดูดผู้เยี่ยมชมหลายพันคน,konvensi,Konvensi tahunan menarik ribuan pengunjung.
convert,They converted the garage into a bedroom.,전환하다,그들은 차고를 침실로 전환했다.,変換する,彼らはガレージを寝室に変換した。,改造,他们把车库改造成了卧室。,convertir,Convirtieron el garaje en un dormitorio.,chuyển đổi,Họ đã chuyển đổi nhà để xe thành phòng ngủ.,แปลง,พวกเขาแปลงโรงรถเป็นห้องนอน,mengubah,Mereka mengubah garasi menjadi kamar tidur.
convince,She convinced her parents to let her study abroad.,설득하다,그녀는 부모님을 설득하여 유학을 허락받았다.,納得させる,彼女は両親を納得させて留学を許可してもらった。,说服,她说服了父母让她出国留学。,convencer,Ella convenció a sus padres de dejarla estudiar en el extranjero.,thuyết phục,Cô ấy đã thuyết phục bố mẹ cho đi du học.,โน้มน้าว,เธอโน้มน้าวพ่อแม่ให้ยอมให้ไปเรียนต่างประเทศ,meyakinkan,Dia meyakinkan orang tuanya untuk membiarkannya belajar di luar negeri.
cooperate,The two countries agreed to cooperate on security.,협력하다,두 나라는 안보에 대해 협력하기로 합의했다.,協力する,両国は安全保障で協力することに合意した。,合作,两国同意在安全方面合作。,cooperar,Los dos países acordaron cooperar en seguridad.,hợp tác,Hai quốc gia đã đồng ý hợp tác về an ninh.,ร่วมมือ,สองประเทศตกลงที่จะร่วมมือด้านความมั่นคง,bekerja sama,Kedua negara sepakat untuk bekerja sama dalam keamanan.
core,The core of the problem is lack of funding.,핵심,문제의 핵심은 자금 부족이다.,核心,問題の核心は資金不足だ。,核心,问题的核心是缺乏资金。,núcleo,El núcleo del problema es la falta de financiamiento.,cốt lõi,Cốt lõi của vấn đề là thiếu kinh phí.,แก่นแท้,แก่นแท้ของปัญหาคือการขาดเงินทุน,inti,Inti masalahnya adalah kurangnya pendanaan.
corporate,The corporate headquarters is in London.,기업의,기업 본사는 런던에 있다.,企業の,企業本社はロンドンにある。,公司的,公司总部在伦敦。,corporativo,La sede corporativa está en Londres.,doanh nghiệp,Trụ sở chính của doanh nghiệp ở London.,องค์กร,สำนักงานใหญ่ขององค์กรอยู่ในลอนดอน,korporat,Kantor pusat korporat berada di London.
couple,The couple celebrated their anniversary.,부부,그 부부는 결혼기념일을 축하했다.,カップル,そのカップルは記念日を祝った。,夫妇,这对夫妇庆祝了他们的纪念日。,pareja,La pareja celebró su aniversario.,cặp đôi,Cặp đôi đã kỷ niệm ngày cưới của họ.,คู่,คู่รักฉลองวันครบรอบ,pasangan,Pasangan itu merayakan hari jadi mereka.
create,The artist created a beautiful sculpture.,만들다,예술가가 아름다운 조각품을 만들었다.,作成する,アーティストは美しい彫刻を作成した。,创造,艺术家创造了一个美丽的雕塑。,crear,El artista creó una hermosa escultura.,tạo ra,Nghệ sĩ đã tạo ra một tác phẩm điêu khắc đẹp.,สร้างสรรค์,ศิลปินสร้างสรรค์ประติมากรรมที่สวยงาม,menciptakan,Seniman menciptakan patung yang indah.
credit,She received credit for her contribution.,공로,그녀는 기여에 대한 공로를 인정받았다.,功績,彼女は貢献に対して功績を認められた。,功劳,她因其贡献而获得了认可。,crédito,Recibió crédito por su contribución.,sự ghi nhận,Cô ấy đã được ghi nhận cho đóng góp của mình.,เครดิต,เธอได้รับเครดิตจากการมีส่วนร่วม,penghargaan,Dia menerima penghargaan atas kontribusinya.
crisis,The country faced a severe economic crisis.,위기,그 나라는 심각한 경제 위기에 직면했다.,危機,その国は深刻な経済危機に直面した。,危机,该国面临严重的经济危机。,crisis,El país enfrentó una grave crisis económica.,khủng hoảng,Đất nước đối mặt với cuộc khủng hoảng kinh tế nghiêm trọng.,วิกฤต,ประเทศเผชิญกับวิกฤตเศรษฐกิจร้ายแรง,krisis,Negara itu menghadapi krisis ekonomi yang parah.
criteria,The selection criteria are clearly stated.,기준,선발 기준이 명확히 명시되어 있다.,基準,選考基準は明確に示されている。,标准,选择标准已明确说明。,criterios,Los criterios de selección están claramente establecidos.,tiêu chí,Tiêu chí tuyển chọn được nêu rõ ràng.,เกณฑ์,เกณฑ์การคัดเลือกระบุไว้อย่างชัดเจน,kriteria,Kriteria seleksi dinyatakan dengan jelas.
crucial,Teamwork is crucial for the success of the project.,중요한,팀워크는 프로젝트 성공에 중요하다.,極めて重要な,チームワークはプロジェクトの成功に極めて重要だ。,至关重要的,团队合作对项目的成功至关重要。,crucial,El trabajo en equipo es crucial para el éxito del proyecto.,quan trọng,Làm việc nhóm rất quan trọng cho sự thành công của dự án.,สำคัญอย่างยิ่ง,การทำงานเป็นทีมสำคัญอย่างยิ่งต่อความสำเร็จของโครงการ,sangat penting,Kerja tim sangat penting untuk keberhasilan proyek.
cultural,Cultural differences can lead to misunderstandings.,문화적인,문화적 차이는 오해를 초래할 수 있다.,文化的な,文化的な違いは誤解を招くことがある。,文化的,文化差异可能导致误解。,cultural,Las diferencias culturales pueden llevar a malentendidos.,văn hóa,Sự khác biệt văn hóa có thể dẫn đến hiểu lầm.,ทางวัฒนธรรม,ความแตกต่างทางวัฒนธรรมอาจนำไปสู่ความเข้าใจผิด,budaya,Perbedaan budaya dapat menyebabkan kesalahpahaman.
currency,The local currency has lost value recently.,통화,현지 통화가 최근 가치를 잃었다.,通貨,現地通貨は最近価値が下がった。,货币,当地货币最近贬值了。,moneda,La moneda local ha perdido valor recientemente.,tiền tệ,Đồng tiền tệ địa phương đã mất giá gần đây.,สกุลเงิน,สกุลเงินท้องถิ่นสูญเสียมูลค่าเมื่อเร็วๆ นี้,mata uang,Mata uang lokal telah kehilangan nilainya baru-baru ini.
debate,The debate over climate change continues.,토론,기후 변화에 대한 토론이 계속되고 있다.,議論,気候変動に関する議論は続いている。,辩论,关于气候变化的辩论仍在继续。,debate,El debate sobre el cambio climático continúa.,cuộc tranh luận,Cuộc tranh luận về biến đổi khí hậu vẫn tiếp tục.,การอภิปราย,การอภิปรายเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศยังคงดำเนินต่อไป,debat,Debat tentang perubahan iklim terus berlanjut.
