english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
diffusion,Diffusion causes molecules to move from areas of high to low concentration.,확산,확산은 분자가 고농도 영역에서 저농도 영역으로 이동하게 한다.,拡散,拡散は分子を高濃度領域から低濃度領域へ移動させる。,扩散,扩散使分子从高浓度区域移动到低浓度区域。,difusión,La difusión hace que las moléculas se muevan de áreas de alta a baja concentración.,khuếch tán,Khuếch tán khiến các phân tử di chuyển từ vùng có nồng độ cao đến vùng có nồng độ thấp.,การแพร่,การแพร่ทำให้โมเลกุลเคลื่อนที่จากบริเวณที่มีความเข้มข้นสูงไปยังบริเวณที่มีความเข้มข้นต่ำ,difusi,Difusi menyebabkan molekul bergerak dari area konsentrasi tinggi ke rendah.
epidemiology,Epidemiology tracks the spread and control of diseases in populations.,역학,역학은 인구 내 질병의 확산과 통제를 추적한다.,疫学,疫学は集団における疾病の拡散と制御を追跡する。,流行病学,流行病学追踪人群中疾病的传播和控制。,epidemiología,La epidemiología rastrea la propagación y control de enfermedades en poblaciones.,dịch tễ học,Dịch tễ học theo dõi sự lây lan và kiểm soát bệnh tật trong quần thể.,ระบาดวิทยา,ระบาดวิทยาติดตามการแพร่กระจายและการควบคุมโรคในประชากร,epidemiologi,Epidemiologi melacak penyebaran dan pengendalian penyakit dalam populasi.
flora,The flora of tropical rainforests includes thousands of plant species.,식물군,열대 우림의 식물군은 수천 종의 식물을 포함한다.,植物相,熱帯雨林の植物相は何千もの植物種を含む。,植物群,热带雨林的植物群包括数千种植物。,flora,La flora de los bosques tropicales incluye miles de especies de plantas.,hệ thực vật,Hệ thực vật của rừng nhiệt đới bao gồm hàng nghìn loài thực vật.,พืชพรรณ,พืชพรรณของป่าฝนเขตร้อนรวมถึงพืชนับพันชนิด,flora,Flora hutan hujan tropis mencakup ribuan spesies tumbuhan.
gravitational,Gravitational forces between celestial bodies determine orbital paths.,중력의,천체 사이의 중력은 궤도 경로를 결정한다.,重力の,天体間の重力は軌道経路を決定する。,引力的,天体之间的引力决定了轨道路径。,gravitacional,Las fuerzas gravitacionales entre cuerpos celestes determinan las trayectorias orbitales.,hấp dẫn,Lực hấp dẫn giữa các thiên thể quyết định quỹ đạo.,แรงโน้มถ่วง,แรงโน้มถ่วงระหว่างวัตถุท้องฟ้ากำหนดเส้นทางวงโคจร,gravitasi,Gaya gravitasi antara benda langit menentukan jalur orbital.
hydrological,The hydrological cycle describes the continuous movement of water on Earth.,수문학적인,수문학적 순환은 지구상의 물의 지속적인 이동을 설명한다.,水文学的な,水文学的循環は地球上の水の継続的な移動を説明する。,水文的,水文循环描述了地球上水的持续运动。,hidrológico,El ciclo hidrológico describe el movimiento continuo del agua en la Tierra.,thủy văn,Chu trình thủy văn mô tả sự chuyển động liên tục của nước trên Trái Đất.,อุทกวิทยา,วัฏจักรอุทกวิทยาอธิบายการเคลื่อนที่อย่างต่อเนื่องของน้ำบนโลก,hidrologi,Siklus hidrologi menggambarkan pergerakan air yang terus-menerus di Bumi.
inoculate,Doctors inoculate patients against infectious diseases using vaccines.,접종하다,의사들은 백신을 사용하여 환자에게 감염성 질병에 대한 접종을 한다.,接種する,医師はワクチンを使用して患者に感染症の予防接種を行う。,接种,医生使用疫苗为患者接种以预防传染病。,inocular,Los médicos inoculan a los pacientes contra enfermedades infecciosas usando vacunas.,tiêm chủng,Bác sĩ tiêm chủng cho bệnh nhân để phòng ngừa bệnh truyền nhiễm bằng vắc-xin.,ฉีดวัคซีน,แพทย์ฉีดวัคซีนให้ผู้ป่วยเพื่อป้องกันโรคติดเชื้อ,menginokulasi,Dokter menginokulasi pasien terhadap penyakit menular menggunakan vaksin.
keystone,The keystone species maintains the ecological balance of its habitat.,핵심종,핵심종은 서식지의 생태적 균형을 유지한다.,中枢種,中枢種はその生息地の生態的バランスを維持する。,关键物种,关键物种维持其栖息地的生态平衡。,especie clave,La especie clave mantiene el equilibrio ecológico de su hábitat.,loài chủ chốt,Loài chủ chốt duy trì sự cân bằng sinh thái của môi trường sống của nó.,สปีชีส์หลัก,สปีชีส์หลักรักษาสมดุลทางนิเวศวิทยาของถิ่นที่อยู่,spesies kunci,Spesies kunci mempertahankan keseimbangan ekologis habitatnya.
luminosity,The luminosity of a star depends on its temperature and surface area.,광도,별의 광도는 온도와 표면적에 따라 달라진다.,光度,星の光度はその温度と表面積に依存する。,光度,恒星的光度取决于其温度和表面积。,luminosidad,La luminosidad de una estrella depende de su temperatura y área superficial.,độ sáng,Độ sáng của một ngôi sao phụ thuộc vào nhiệt độ và diện tích bề mặt của nó.,ความส่องสว่าง,ความส่องสว่างของดาวฤกษ์ขึ้นอยู่กับอุณหภูมิและพื้นที่ผิว,luminositas,Luminositas bintang bergantung pada suhu dan luas permukaannya.
mutualism,Mutualism is a symbiotic relationship where both organisms benefit equally.,상리공생,상리공생은 두 유기체가 동등하게 이익을 얻는 공생 관계이다.,相利共生,相利共生は両方の生物が等しく利益を得る共生関係である。,互利共生,互利共生是一种双方生物体同等受益的共生关系。,mutualismo,El mutualismo es una relación simbiótica donde ambos organismos se benefician por igual.,hỗ sinh,Hỗ sinh là mối quan hệ cộng sinh trong đó cả hai sinh vật đều có lợi.,ภาวะพึ่งพากัน,ภาวะพึ่งพากันเป็นความสัมพันธ์แบบพึ่งพาที่ทั้งสองฝ่ายได้ประโยชน์เท่าเทียมกัน,mutualisme,Mutualisme adalah hubungan simbiosis di mana kedua organisme sama-sama diuntungkan.
niche,Each species occupies a unique ecological niche within its ecosystem.,생태적 지위,각 종은 생태계 내에서 고유한 생태적 지위를 차지한다.,ニッチ,各種はその生態系内で独自の生態的ニッチを占める。,生态位,每个物种在其生态系统中占据独特的生态位。,nicho,Cada especie ocupa un nicho ecológico único dentro de su ecosistema.,ổ sinh thái,Mỗi loài chiếm một ổ sinh thái độc đáo trong hệ sinh thái của nó.,ช่องนิเวศ,แต่ละสปีชีส์ครอบครองช่องนิเวศที่เป็นเอกลักษณ์ในระบบนิเวศ,ceruk,Setiap spesies menempati ceruk ekologis yang unik dalam ekosistemnya.
abate,The storm began to abate after several hours of heavy rain.,줄어들다,폭우가 몇 시간 지속된 후 폭풍이 줄어들기 시작했다.,弱まる,嵐は数時間の豪雨の後に弱まり始めた。,减弱,暴风雨在数小时的大雨后开始减弱。,disminuir,La tormenta comenzó a disminuir después de varias horas de lluvia.,giảm bớt,Cơn bão bắt đầu giảm bớt sau vài giờ mưa lớn.,บรรเทา,พายุเริ่มบรรเทาลงหลังจากฝนตกหนักหลายชั่วโมง,mereda,Badai mulai mereda setelah beberapa jam hujan lebat.
aberrant,The aberrant results prompted scientists to repeat the experiment.,비정상적인,비정상적인 결과로 인해 과학자들은 실험을 반복했다.,異常な,異常な結果により科学者たちは実験を繰り返した。,异常的,异常的结果促使科学家们重复实验。,aberrante,Los resultados aberrantes llevaron a los científicos a repetir el experimento.,bất thường,Kết quả bất thường khiến các nhà khoa học lặp lại thí nghiệm.,ผิดปกติ,ผลลัพธ์ที่ผิดปกติทำให้นักวิทยาศาสตร์ทำการทดลองซ้ำ,menyimpang,Hasil yang menyimpang mendorong ilmuwan untuk mengulangi eksperimen.
abridge,The editor decided to abridge the lengthy manuscript for publication.,요약하다,편집자는 출판을 위해 긴 원고를 요약하기로 했다.,要約する,編集者は出版のために長い原稿を要約することにした。,删节,编辑决定删节冗长的手稿以便出版。,abreviar,El editor decidió abreviar el extenso manuscrito para su publicación.,rút gọn,Biên tập viên quyết định rút gọn bản thảo dài để xuất bản.,ย่อ,บรรณาธิการตัดสินใจย่อต้นฉบับที่ยาวเพื่อการตีพิมพ์,meringkas,Editor memutuskan untuk meringkas naskah panjang itu untuk publikasi.
abstain,Participants were asked to abstain from caffeine during the study.,삼가다,참가자들은 연구 기간 동안 카페인을 삼가도록 요청받았다.,控える,参加者は研究中カフェインを控えるよう求められた。,戒除,参与者被要求在研究期间戒除咖啡因。,abstenerse,Se pidió a los participantes que se abstuvieran de cafeína durante el estudio.,kiêng,Người tham gia được yêu cầu kiêng caffeine trong suốt nghiên cứu.,งดเว้น,ผู้เข้าร่วมถูกขอให้งดเว้นจากคาเฟอีนระหว่างการศึกษา,menahan diri,Peserta diminta untuk menahan diri dari kafein selama penelitian.
abstract,The professor presented an abstract concept using concrete examples.,추상적인,교수는 구체적인 예시를 사용하여 추상적인 개념을 설명했다.,抽象的な,教授は具体例を用いて抽象的な概念を示した。,抽象的,教授用具体的例子来呈现一个抽象的概念。,abstracto,El profesor presentó un concepto abstracto usando ejemplos concretos.,trừu tượng,Giáo sư trình bày một khái niệm trừu tượng bằng các ví dụ cụ thể.,นามธรรม,อาจารย์นำเสนอแนวคิดนามธรรมโดยใช้ตัวอย่างที่เป็นรูปธรรม,abstrak,Profesor menyajikan konsep abstrak menggunakan contoh konkret.
accelerate,Technological advances accelerate the pace of scientific discovery significantly.,가속하다,기술 발전은 과학적 발견의 속도를 크게 가속한다.,加速する,技術の進歩は科学的発見のペースを大幅に加速する。,加速,技术进步显著加速了科学发现的步伐。,acelerar,Los avances tecnológicos aceleran significativamente el ritmo del descubrimiento científico.,đẩy nhanh,Tiến bộ công nghệ đẩy nhanh đáng kể tốc độ khám phá khoa học.,เร่ง,ความก้าวหน้าทางเทคโนโลยีเร่งการค้นพบทางวิทยาศาสตร์อย่างมาก,mempercepat,Kemajuan teknologi mempercepat laju penemuan ilmiah secara signifikan.
accentuate,The report accentuates the need for sustainable energy solutions globally.,강조하다,보고서는 전 세계적으로 지속 가능한 에너지 솔루션의 필요성을 강조한다.,強調する,報告書は世界的に持続可能なエネルギー解決策の必要性を強調している。,强调,该报告强调了全球对可持续能源解决方案的需求。,acentuar,El informe acentúa la necesidad de soluciones energéticas sostenibles a nivel global.,nhấn mạnh,Báo cáo nhấn mạnh nhu cầu về giải pháp năng lượng bền vững trên toàn cầu.,เน้นย้ำ,รายงานเน้นย้ำความจำเป็นของพลังงานยั่งยืนทั่วโลก,menonjolkan,Laporan ini menonjolkan kebutuhan solusi energi berkelanjutan secara global.
accessible,The library aims to make academic resources accessible to all students.,접근 가능한,도서관은 모든 학생이 학술 자료에 접근할 수 있도록 하는 것을 목표로 한다.,利用しやすい,図書館は学術資料をすべての学生が利用しやすくすることを目指している。,可获取的,图书馆旨在让所有学生都能获取学术资源。,accesible,La biblioteca busca hacer los recursos académicos accesibles para todos los estudiantes.,dễ tiếp cận,Thư viện nhằm mục đích làm cho tài nguyên học thuật dễ tiếp cận với tất cả sinh viên.,เข้าถึงได้,ห้องสมุดมุ่งทำให้ทรัพยากรทางวิชาการเข้าถึงได้สำหรับนักศึกษาทุกคน,dapat diakses,Perpustakaan bertujuan membuat sumber daya akademis dapat diakses oleh semua mahasiswa.
accommodate,The university can accommodate over five thousand students on campus.,수용하다,대학교는 캠퍼스에서 5천 명 이상의 학생을 수용할 수 있다.,収容する,大学はキャンパスに5千人以上の学生を収容できる。,容纳,该大学可以容纳五千多名校园学生。,acomodar,La universidad puede acomodar a más de cinco mil estudiantes en el campus.,chứa được,Trường đại học có thể chứa được hơn năm ngàn sinh viên trong khuôn viên.,รองรับ,มหาวิทยาลัยสามารถรองรับนักศึกษาได้มากกว่าห้าพันคนในวิทยาเขต,menampung,Universitas dapat menampung lebih dari lima ribu mahasiswa di kampus.
accumulate,Sediment layers accumulate over millions of years on the ocean floor.,축적하다,퇴적층은 수백만 년에 걸쳐 해저에 축적된다.,蓄積する,堆積層は数百万年にわたって海底に蓄積する。,积累,沉积层在数百万年间积累在海底。,acumular,Las capas de sedimento se acumulan durante millones de años en el fondo oceánico.,tích tụ,Các lớp trầm tích tích tụ trong hàng triệu năm dưới đáy đại dương.,สะสม,ชั้นตะกอนสะสมเป็นเวลาหลายล้านปีบนพื้นมหาสมุทร,terakumulasi,Lapisan sedimen terakumulasi selama jutaan tahun di dasar laut.
acknowledge,Scientists must acknowledge the limitations of their research methodology.,인정하다,과학자들은 자신의 연구 방법론의 한계를 인정해야 한다.,認める,科学者は研究方法論の限界を認めなければならない。,承认,科学家必须承认其研究方法的局限性。,reconocer,Los científicos deben reconocer las limitaciones de su metodología de investigación.,thừa nhận,Các nhà khoa học phải thừa nhận những hạn chế trong phương pháp nghiên cứu.,ยอมรับ,นักวิทยาศาสตร์ต้องยอมรับข้อจำกัดของระเบียบวิธีวิจัย,mengakui,Ilmuwan harus mengakui keterbatasan metodologi penelitian mereka.
acquisition,Language acquisition occurs most rapidly during early childhood development.,습득,언어 습득은 초기 아동 발달 기간에 가장 빠르게 일어난다.,習得,言語習得は幼児期の発達中に最も急速に起こる。,习得,语言习得在儿童早期发展期间最为迅速。,adquisición,La adquisición del lenguaje ocurre más rápidamente durante el desarrollo infantil temprano.,sự tiếp thu,Việc tiếp thu ngôn ngữ diễn ra nhanh nhất trong giai đoạn phát triển thời thơ ấu.,การเรียนรู้,การเรียนรู้ภาษาเกิดขึ้นเร็วที่สุดในช่วงพัฒนาการวัยเด็กตอนต้น,pemerolehan,Pemerolehan bahasa terjadi paling cepat selama perkembangan anak usia dini.
acute,The patient presented with acute symptoms requiring immediate medical attention.,급성의,환자는 즉각적인 의료 조치가 필요한 급성 증상을 보였다.,急性の,患者は緊急の医療処置を必要とする急性症状を呈した。,急性的,患者出现了需要立即就医的急性症状。,agudo,El paciente presentó síntomas agudos que requerían atención médica inmediata.,cấp tính,Bệnh nhân có triệu chứng cấp tính cần được chăm sóc y tế ngay lập tức.,เฉียบพลัน,ผู้ป่วยมีอาการเฉียบพลันที่ต้องได้รับการรักษาทันที,akut,Pasien menunjukkan gejala akut yang memerlukan perhatian medis segera.
adapt,Species must adapt to changing environmental conditions to survive successfully.,적응하다,종은 성공적으로 살아남기 위해 변화하는 환경 조건에 적응해야 한다.,適応する,種は生き残るために変化する環境条件に適応しなければならない。,适应,物种必须适应不断变化的环境条件才能成功生存。,adaptarse,Las especies deben adaptarse a las condiciones ambientales cambiantes para sobrevivir.,thích nghi,Các loài phải thích nghi với điều kiện môi trường thay đổi để tồn tại.,ปรับตัว,สิ่งมีชีวิตต้องปรับตัวให้เข้ากับสภาพแวดล้อมที่เปลี่ยนแปลง,beradaptasi,Spesies harus beradaptasi dengan kondisi lingkungan yang berubah untuk bertahan hidup.
adequate,The study lacked adequate sample size to draw meaningful conclusions.,적절한,그 연구는 의미 있는 결론을 도출하기에 적절한 표본 크기가 부족했다.,適切な,その研究は有意義な結論を導くための適切なサンプルサイズが不足していた。,充分的,该研究缺乏足够的样本量来得出有意义的结论。,adecuado,El estudio carecía de un tamaño de muestra adecuado para sacar conclusiones significativas.,đầy đủ,Nghiên cứu thiếu cỡ mẫu đầy đủ để rút ra kết luận có ý nghĩa.,เพียงพอ,การศึกษาขาดขนาดตัวอย่างที่เพียงพอในการสรุปผลที่มีความหมาย,memadai,Penelitian tersebut kekurangan ukuran sampel yang memadai untuk menarik kesimpulan bermakna.
adhere,Researchers must adhere to strict ethical guidelines during clinical trials.,준수하다,연구자들은 임상 시험 동안 엄격한 윤리 지침을 준수해야 한다.,従う,研究者は臨床試験中に厳格な倫理ガイドラインに従わなければならない。,遵守,研究人员必须在临床试验期间遵守严格的伦理准则。,adherirse,Los investigadores deben adherirse a estrictas directrices éticas durante los ensayos clínicos.,tuân thủ,Các nhà nghiên cứu phải tuân thủ hướng dẫn đạo đức nghiêm ngặt trong thử nghiệm lâm sàng.,ปฏิบัติตาม,นักวิจัยต้องปฏิบัติตามแนวทางจริยธรรมอย่างเคร่งครัดในการทดลองทางคลินิก,mematuhi,Peneliti harus mematuhi pedoman etika yang ketat selama uji klinis.
adjacent,The library is adjacent to the science building on the main campus.,인접한,도서관은 메인 캠퍼스의 과학관에 인접해 있다.,隣接した,図書館はメインキャンパスの理学部棟に隣接している。,相邻的,图书馆与主校区的科学楼相邻。,adyacente,La biblioteca es adyacente al edificio de ciencias en el campus principal.,liền kề,Thư viện nằm liền kề tòa nhà khoa học trong khuôn viên chính.,ติดกัน,ห้องสมุดอยู่ติดกับอาคารวิทยาศาสตร์ในวิทยาเขตหลัก,berdekatan,Perpustakaan berdekatan dengan gedung sains di kampus utama.
advent,The advent of the internet transformed global communication fundamentally.,출현,인터넷의 출현은 전 세계 커뮤니케이션을 근본적으로 변화시켰다.,出現,インターネットの出現は世界的なコミュニケーションを根本的に変えた。,出现,互联网的出现从根本上改变了全球通信。,advenimiento,El advenimiento de internet transformó fundamentalmente la comunicación global.,sự ra đời,Sự ra đời của internet đã thay đổi căn bản giao tiếp toàn cầu.,การมาถึง,การมาถึงของอินเทอร์เน็ตเปลี่ยนแปลงการสื่อสารทั่วโลกอย่างสิ้นเชิง,kemunculan,Kemunculan internet mengubah komunikasi global secara mendasar.
advocate,Many researchers advocate for increased funding in public health programs.,옹호하다,많은 연구자들이 공중 보건 프로그램에 대한 자금 증가를 옹호한다.,提唱する,多くの研究者が公衆衛生プログラムへの資金増加を提唱している。,提倡,许多研究人员提倡增加公共卫生项目的资金。,abogar,Muchos investigadores abogan por más financiación en programas de salud pública.,ủng hộ,Nhiều nhà nghiên cứu ủng hộ việc tăng tài trợ cho các chương trình y tế công cộng.,สนับสนุน,นักวิจัยหลายคนสนับสนุนการเพิ่มงบประมาณในโปรแกรมสาธารณสุข,mengadvokasi,Banyak peneliti mengadvokasi peningkatan pendanaan program kesehatan masyarakat.
aesthetic,The aesthetic value of architecture reflects cultural priorities of each era.,미학적인,건축의 미학적 가치는 각 시대의 문화적 우선순위를 반영한다.,美的な,建築の美的価値はそれぞれの時代の文化的優先事項を反映している。,美学的,建筑的美学价值反映了每个时代的文化优先事项。,estético,El valor estético de la arquitectura refleja las prioridades culturales de cada época.,thẩm mỹ,Giá trị thẩm mỹ của kiến trúc phản ánh ưu tiên văn hóa của mỗi thời đại.,สุนทรียศาสตร์,คุณค่าทางสุนทรียศาสตร์ของสถาปัตยกรรมสะท้อนลำดับความสำคัญทางวัฒนธรรม,estetika,Nilai estetika arsitektur mencerminkan prioritas budaya setiap era.
affinity,Certain molecules display a strong affinity for binding with receptor proteins.,친화력,특정 분자는 수용체 단백질과의 결합에 대한 강한 친화력을 보인다.,親和性,特定の分子は受容体タンパク質との結合に強い親和性を示す。,亲和力,某些分子对与受体蛋白结合表现出强烈的亲和力。,afinidad,Ciertas moléculas muestran una fuerte afinidad por unirse a proteínas receptoras.,ái lực,Một số phân tử có ái lực mạnh trong việc liên kết với protein thụ thể.,ความสัมพันธ์,โมเลกุลบางชนิดแสดงความสัมพันธ์ที่แข็งแกร่งในการจับกับโปรตีนตัวรับ,afinitas,Molekul tertentu menunjukkan afinitas kuat untuk berikatan dengan protein reseptor.
aggregate,Researchers aggregate data from multiple sources for comprehensive analysis.,종합하다,연구자들은 포괄적인 분석을 위해 여러 출처의 데이터를 종합한다.,集計する,研究者は包括的な分析のために複数の情報源からデータを集計する。,汇总,研究人员从多个来源汇总数据以进行综合分析。,agregar,Los investigadores agregan datos de múltiples fuentes para un análisis integral.,tổng hợp,Các nhà nghiên cứu tổng hợp dữ liệu từ nhiều nguồn để phân tích toàn diện.,รวม,นักวิจัยรวมข้อมูลจากหลายแหล่งเพื่อการวิเคราะห์ที่ครอบคลุม,mengagregasi,Peneliti mengagregasi data dari berbagai sumber untuk analisis komprehensif.
alleviate,New medications can alleviate symptoms but rarely cure chronic diseases completely.,완화하다,새로운 약물은 증상을 완화할 수 있지만 만성 질환을 완전히 치료하지는 못한다.,緩和する,新しい薬は症状を緩和できるが慢性疾患を完全に治すことはまれだ。,缓解,新药可以缓解症状但很少能完全治愈慢性疾病。,aliviar,Los nuevos medicamentos pueden aliviar síntomas pero rara vez curan enfermedades crónicas.,giảm nhẹ,Thuốc mới có thể giảm nhẹ triệu chứng nhưng hiếm khi chữa khỏi hoàn toàn bệnh mãn tính.,บรรเทา,ยาใหม่สามารถบรรเทาอาการได้แต่ไม่ค่อยรักษาโรคเรื้อรังได้หมด,meringankan,Obat baru dapat meringankan gejala tetapi jarang menyembuhkan penyakit kronis sepenuhnya.
allocate,The government plans to allocate more funds to educational research projects.,배분하다,정부는 교육 연구 프로젝트에 더 많은 자금을 배분할 계획이다.,割り当てる,政府は教育研究プロジェクトにより多くの資金を割り当てる計画だ。,分配,政府计划为教育研究项目分配更多资金。,asignar,El gobierno planea asignar más fondos a proyectos de investigación educativa.,phân bổ,Chính phủ dự định phân bổ thêm ngân sách cho các dự án nghiên cứu giáo dục.,จัดสรร,รัฐบาลวางแผนจัดสรรเงินทุนเพิ่มเติมให้กับโครงการวิจัยด้านการศึกษา,mengalokasikan,Pemerintah berencana mengalokasikan lebih banyak dana untuk proyek penelitian pendidikan.
altruistic,Altruistic behavior in animals challenges traditional evolutionary theory significantly.,이타적인,동물의 이타적 행동은 전통적 진화론에 상당한 도전을 제기한다.,利他的な,動物の利他的行動は伝統的な進化論に大きな挑戦を投げかけている。,利他的,动物的利他行为对传统进化论提出了重大挑战。,altruista,El comportamiento altruista en animales desafía significativamente la teoría evolutiva tradicional.,vị tha,Hành vi vị tha ở động vật thách thức đáng kể lý thuyết tiến hóa truyền thống.,เสียสละ,พฤติกรรมเสียสละในสัตว์ท้าทายทฤษฎีวิวัฒนาการแบบดั้งเดิมอย่างมาก,altruistis,Perilaku altruistis pada hewan menantang teori evolusi tradisional secara signifikan.
ambiguous,The ambiguous wording of the contract led to multiple legal interpretations.,모호한,계약서의 모호한 문구는 여러 가지 법적 해석을 초래했다.,曖昧な,契約の曖昧な文言は複数の法的解釈を生じさせた。,模糊的,合同中模糊的措辞导致了多种法律解释。,ambiguo,La redacción ambigua del contrato dio lugar a múltiples interpretaciones legales.,mơ hồ,Từ ngữ mơ hồ trong hợp đồng dẫn đến nhiều cách giải thích pháp lý.,คลุมเครือ,ถ้อยคำที่คลุมเครือในสัญญานำไปสู่การตีความทางกฎหมายหลายแบบ,ambigu,Kata-kata ambigu dalam kontrak menyebabkan berbagai interpretasi hukum.
ambivalent,The committee remained ambivalent about implementing the proposed policy changes.,양면적인,위원회는 제안된 정책 변경 시행에 대해 양면적인 태도를 유지했다.,両価的な,委員会は提案された政策変更の実施について両価的な態度を保った。,矛盾的,委员会对实施拟议的政策变更态度矛盾。,ambivalente,El comité se mostró ambivalente sobre la implementación de los cambios de política propuestos.,lưỡng lự,Ủy ban vẫn lưỡng lự về việc thực hiện các thay đổi chính sách được đề xuất.,ลังเลใจ,คณะกรรมการยังลังเลใจเกี่ยวกับการดำเนินการเปลี่ยนแปลงนโยบายที่เสนอ,ambivalen,Komite tetap ambivalen tentang penerapan perubahan kebijakan yang diusulkan.
amenable,The new director was amenable to suggestions from junior research staff.,순응하는,새 디렉터는 하급 연구원들의 제안에 순응하는 태도를 보였다.,従順な,新しい所長はジュニア研究スタッフからの提案に従順だった。,乐于接受的,新主管乐于接受初级研究人员的建议。,receptivo,El nuevo director era receptivo a las sugerencias del personal investigador junior.,dễ chấp nhận,Giám đốc mới dễ chấp nhận đề xuất từ nhân viên nghiên cứu cấp dưới.,ยินยอม,ผู้อำนวยการคนใหม่ยินยอมรับข้อเสนอแนะจากเจ้าหน้าที่วิจัยรุ่นน้อง,bersedia,Direktur baru bersedia menerima saran dari staf peneliti junior.
amorphous,The amorphous structure of the material made classification extremely difficult.,비정형의,그 재료의 비정형 구조는 분류를 매우 어렵게 만들었다.,非晶質の,その材料の非晶質構造は分類を極めて困難にした。,无定形的,该材料的无定形结构使分类极其困难。,amorfo,La estructura amorfa del material hizo la clasificación extremadamente difícil.,vô định hình,Cấu trúc vô định hình của vật liệu khiến việc phân loại cực kỳ khó khăn.,ไร้รูปร่าง,โครงสร้างไร้รูปร่างของวัสดุทำให้การจำแนกยากมาก,amorf,Struktur amorf material tersebut membuat klasifikasi sangat sulit.
ample,There is ample evidence supporting the theory of continental drift today.,충분한,오늘날 대륙 이동설을 뒷받침하는 충분한 증거가 있다.,十分な,今日では大陸移動説を裏付ける十分な証拠がある。,充足的,今天有充足的证据支持大陆漂移理论。,amplio,Hay amplia evidencia que respalda la teoría de la deriva continental hoy.,dồi dào,Có bằng chứng dồi dào ủng hộ thuyết trôi dạt lục địa ngày nay.,เพียงพอ,มีหลักฐานเพียงพอสนับสนุนทฤษฎีทวีปเลื่อนในปัจจุบัน,cukup,Ada cukup bukti yang mendukung teori pergeseran benua saat ini.
anomaly,Scientists detected an anomaly in the satellite data requiring further investigation.,이상 현상,과학자들은 추가 조사가 필요한 위성 데이터의 이상 현상을 감지했다.,異常,科学者たちは衛星データに更なる調査を必要とする異常を検出した。,异常,科学家在卫星数据中发现了需要进一步调查的异常。,anomalía,Los científicos detectaron una anomalía en los datos satelitales que requería más investigación.,dị thường,Các nhà khoa học phát hiện một dị thường trong dữ liệu vệ tinh cần điều tra thêm.,ความผิดปกติ,นักวิทยาศาสตร์ตรวจพบความผิดปกติในข้อมูลดาวเทียมที่ต้องศึกษาเพิ่มเติม,anomali,Ilmuwan mendeteksi anomali dalam data satelit yang memerlukan investigasi lebih lanjut.
antagonist,The drug acts as an antagonist by blocking specific receptor sites.,길항제,그 약물은 특정 수용체 부위를 차단하여 길항제로 작용한다.,拮抗物質,その薬は特定の受容体部位を遮断することで拮抗物質として作用する。,拮抗剂,该药物通过阻断特定受体位点充当拮抗剂。,antagonista,El fármaco actúa como antagonista bloqueando sitios receptores específicos.,chất đối kháng,Thuốc hoạt động như chất đối kháng bằng cách chặn các vị trí thụ thể cụ thể.,ตัวต้าน,ยาทำหน้าที่เป็นตัวต้านโดยการปิดกั้นตำแหน่งตัวรับเฉพาะ,antagonis,Obat ini bertindak sebagai antagonis dengan memblokir situs reseptor tertentu.
anticipate,Economists anticipate a significant downturn in global markets next quarter.,예상하다,경제학자들은 다음 분기에 글로벌 시장의 상당한 하락을 예상한다.,予想する,経済学者は来四半期にグローバル市場の大幅な下降を予想している。,预期,经济学家预期下一季度全球市场将出现显著下滑。,anticipar,Los economistas anticipan una recesión significativa en los mercados globales el próximo trimestre.,dự đoán,Các nhà kinh tế dự đoán sự suy thoái đáng kể trong thị trường toàn cầu quý tới.,คาดการณ์,นักเศรษฐศาสตร์คาดการณ์การชะลอตัวอย่างมากในตลาดโลกไตรมาสหน้า,mengantisipasi,Ekonom mengantisipasi penurunan signifikan di pasar global kuartal depan.
apathy,Student apathy toward civic engagement concerns many political science professors.,무관심,시민 참여에 대한 학생들의 무관심은 많은 정치학 교수들을 걱정시킨다.,無関心,市民参加に対する学生の無関心は多くの政治学教授を懸念させている。,冷漠,学生对公民参与的冷漠令许多政治学教授担忧。,apatía,La apatía estudiantil hacia la participación cívica preocupa a muchos profesores de ciencia política.,sự thờ ơ,Sự thờ ơ của sinh viên đối với sự tham gia công dân khiến nhiều giáo sư lo ngại.,ความเฉยเมย,ความเฉยเมยของนักศึกษาต่อการมีส่วนร่วมทางพลเมืองเป็นที่กังวล,apatis,Sikap apatis mahasiswa terhadap keterlibatan sipil mengkhawatirkan banyak profesor ilmu politik.
apparatus,The laboratory apparatus was carefully calibrated before each experimental trial.,장치,실험실 장치는 각 실험 시행 전에 주의 깊게 교정되었다.,装置,実験装置は各実験試行の前に慎重に校正された。,仪器,实验室仪器在每次实验试验前都经过仔细校准。,aparato,El aparato de laboratorio fue cuidadosamente calibrado antes de cada ensayo experimental.,thiết bị,Thiết bị phòng thí nghiệm được hiệu chuẩn cẩn thận trước mỗi lần thử nghiệm.,เครื่องมือ,เครื่องมือในห้องปฏิบัติการถูกปรับเทียบอย่างรอบคอบก่อนการทดลองแต่ละครั้ง,peralatan,Peralatan laboratorium dikalibrasi dengan cermat sebelum setiap percobaan.
