adjudicate,The tribunal was convened to adjudicate the boundary dispute between the two nations.,판결하다,국제 재판소는 두 국가 간의 국경 분쟁을 판결하기 위해 소집되었다.,裁定する,裁判所は両国間の国境紛争を裁定するために召集された。,裁决,法庭被召集来裁决两国之间的边界争端。,adjudicar,El tribunal fue convocado para adjudicar la disputa fronteriza entre las dos naciones.,phân xử,Tòa án được triệu tập để phân xử tranh chấp biên giới giữa hai quốc gia.,ตัดสิน,ศาลถูกเรียกประชุมเพื่อตัดสินข้อพิพาทเรื่องพรมแดนระหว่างสองประเทศ,mengadili,Pengadilan diadakan untuk mengadili sengketa perbatasan antara kedua negara.
libertarian,Libertarian political philosophy prioritizes individual freedom over collective state intervention.,자유지상주의의,자유지상주의 정치 철학은 집단적 국가 개입보다 개인의 자유를 우선시한다.,リバタリアンの,リバタリアン政治哲学は集団的国家介入よりも個人の自由を優先する。,自由意志主义的,自由意志主义政治哲学将个人自由置于集体国家干预之上。,libertario,La filosofía política libertaria prioriza la libertad individual sobre la intervención estatal colectiva.,chủ nghĩa tự do cá nhân,Triết học chính trị chủ nghĩa tự do cá nhân ưu tiên tự do cá nhân hơn sự can thiệp tập thể của nhà nước.,เสรีนิยมสุดโต่ง,ปรัชญาการเมืองแบบเสรีนิยมสุดโต่งให้ความสำคัญกับเสรีภาพส่วนบุคคลมากกว่าการแทรกแซงของรัฐ,libertarian,Filosofi politik libertarian memprioritaskan kebebasan individu di atas intervensi negara kolektif.
juristic,The juristic interpretation of the amendment has evolved significantly over the past century.,법률적인,그 수정안의 법률적 해석은 지난 세기 동안 크게 발전해 왔다.,法律上の,その修正条項の法律上の解釈は過去一世紀にわたり大きく進化してきた。,法律上的,该修正案的法律解释在过去一个世纪中发生了重大演变。,jurídico,La interpretación jurídica de la enmienda ha evolucionado significativamente durante el último siglo.,pháp lý,Cách giải thích pháp lý về tu chính án đã phát triển đáng kể trong thế kỷ qua.,ทางนิติศาสตร์,การตีความทางนิติศาสตร์ของการแก้ไขเพิ่มเติมได้พัฒนาอย่างมากในช่วงศตวรรษที่ผ่านมา,yuridis,Interpretasi yuridis atas amandemen tersebut telah berkembang secara signifikan selama satu abad terakhir.
clemency,The governor exercised clemency and commuted the prisoner's death sentence to life imprisonment.,관용,주지사는 관용을 베풀어 수감자의 사형을 종신형으로 감형했다.,恩赦,知事は恩赦を行使し囚人の死刑判決を終身刑に減刑した。,宽大处理,州长行使宽大权力，将囚犯的死刑减为终身监禁。,clemencia,El gobernador ejerció clemencia y conmutó la sentencia de muerte del prisionero a cadena perpetua.,khoan hồng,Thống đốc đã thực hiện sự khoan hồng và giảm án tử hình của tù nhân thành tù chung thân.,การอภัยโทษ,ผู้ว่าการรัฐใช้อำนาจอภัยโทษและลดโทษประหารชีวิตของนักโทษเป็นจำคุกตลอดชีวิต,grasi,Gubernur menggunakan hak grasi dan mengubah hukuman mati narapidana menjadi penjara seumur hidup.
polemic,Her latest book is a sharp polemic against the erosion of civil liberties in democratic states.,논쟁서,그녀의 최신 저서는 민주주의 국가에서의 시민 자유 침해에 대한 날카로운 논쟁서이다.,論争文,彼女の最新作は民主主義国家における市民的自由の侵食に対する鋭い論争文である。,论战,她的最新著作是对民主国家公民自由遭到侵蚀的尖锐论战。,polémica,Su último libro es una aguda polémica contra la erosión de las libertades civiles en los estados democráticos.,bài luận chiến,Cuốn sách mới nhất của bà là một bài luận chiến sắc bén chống lại sự xói mòn quyền tự do dân sự.,บทโต้แย้ง,หนังสือเล่มล่าสุดของเธอเป็นบทโต้แย้งอย่างแหลมคมต่อการกัดเซาะเสรีภาพพลเมืองในรัฐประชาธิปไตย,polemik,Buku terbarunya merupakan polemik tajam terhadap erosi kebebasan sipil di negara-negara demokratis.
egalitarian,The movement championed egalitarian principles to address systemic social inequalities.,평등주의적인,그 운동은 체계적 사회 불평등을 해결하기 위해 평등주의적 원칙을 옹호했다.,平等主義の,その運動は体系的な社会的不平等に対処するために平等主義の原則を支持した。,平等主义的,该运动倡导平等主义原则以解决系统性的社会不平等。,igualitario,El movimiento defendió los principios igualitarios para abordar las desigualdades sociales sistémicas.,bình đẳng,Phong trào ủng hộ các nguyên tắc bình đẳng để giải quyết bất bình đẳng xã hội có hệ thống.,เสมอภาค,ขบวนการสนับสนุนหลักการเสมอภาคเพื่อแก้ไขความไม่เท่าเทียมทางสังคมเชิงระบบ,egaliter,Gerakan tersebut memperjuangkan prinsip egaliter untuk mengatasi ketidaksetaraan sosial yang sistemik.
appellate,The appellate court overturned the lower court's ruling on procedural grounds.,항소의,항소 법원은 절차적 근거로 하급 법원의 판결을 뒤집었다.,控訴の,控訴裁判所は手続き上の理由で下級裁判所の判決を覆した。,上诉的,上诉法院以程序理由推翻了下级法院的裁决。,de apelación,El tribunal de apelación revocó la sentencia del tribunal inferior por motivos procedimentales.,phúc thẩm,Tòa phúc thẩm đã lật lại phán quyết của tòa cấp dưới trên cơ sở thủ tục.,อุทธรณ์,ศาลอุทธรณ์พลิกคำตัดสินของศาลชั้นต้นด้วยเหตุผลทางกระบวนพิจารณา,banding,Pengadilan banding membatalkan putusan pengadilan yang lebih rendah atas dasar prosedural.
demagogue,History demonstrates how a demagogue can exploit public fear to consolidate political power.,선동가,역사는 선동가가 어떻게 대중의 공포를 이용하여 정치적 권력을 강화할 수 있는지 보여준다.,扇動家,歴史はデマゴーグが大衆の恐怖を利用して政治権力を強固にする方法を示している。,煽动家,历史表明煽动家如何利用公众恐惧来巩固政治权力。,demagogo,La historia demuestra cómo un demagogo puede explotar el miedo público para consolidar el poder político.,kẻ mị dân,Lịch sử cho thấy kẻ mị dân có thể lợi dụng nỗi sợ của công chúng để củng cố quyền lực chính trị.,นักปลุกระดม,ประวัติศาสตร์แสดงให้เห็นว่านักปลุกระดมสามารถใช้ประโยชน์จากความกลัวของสาธารณชนเพื่อรวบรวมอำนาจทางการเมือง,demagog,Sejarah menunjukkan bagaimana seorang demagog dapat mengeksploitasi ketakutan publik untuk mengkonsolidasi kekuasaan politik.
codify,The commission was tasked with codifying existing customary practices into formal statutory law.,성문화하다,위원회는 기존의 관습적 관행을 공식적인 성문법으로 성문화하는 임무를 맡았다.,法典化する,委員会は既存の慣習的慣行を正式な制定法に法典化する任務を負った。,编纂,委员会的任务是将现有的习惯做法编纂成正式的成文法。,codificar,La comisión fue encargada de codificar las prácticas consuetudinarias existentes en ley estatutaria formal.,pháp điển hóa,Ủy ban được giao nhiệm vụ pháp điển hóa các thông lệ hiện hành thành luật thành văn chính thức.,รวบรวมเป็นประมวลกฎหมาย,คณะกรรมการได้รับมอบหมายให้รวบรวมแนวปฏิบัติตามจารีตประเพณีที่มีอยู่เป็นกฎหมายลายลักษณ์อักษรอย่างเป็นทางการ,mengkodifikasi,Komisi ditugaskan untuk mengkodifikasi praktik adat yang ada menjadi hukum undang-undang formal.
meritocracy,Proponents argue that a genuine meritocracy rewards talent and effort regardless of social background.,능력주의,지지자들은 진정한 능력주의가 사회적 배경에 관계없이 재능과 노력에 보상한다고 주장한다.,実力主義,支持者たちは真の実力主義は社会的背景に関係なく才能と努力に報いると主張する。,精英制度,支持者认为真正的精英制度不论社会背景如何都会奖励才能和努力。,meritocracia,Los defensores argumentan que una meritocracia genuina recompensa el talento y el esfuerzo independientemente del origen social.,chế độ nhân tài,Những người ủng hộ lập luận rằng chế độ nhân tài đích thực sẽ khen thưởng tài năng và nỗ lực bất kể xuất thân xã hội.,ระบบคุณธรรม,ผู้สนับสนุนโต้แย้งว่าระบบคุณธรรมที่แท้จริงให้รางวัลแก่ความสามารถและความพยายามโดยไม่คำนึงถึงภูมิหลังทางสังคม,meritokrasi,Para pendukung berpendapat bahwa meritokrasi sejati menghargai bakat dan usaha tanpa memandang latar belakang sosial.
subpoena,The committee issued a subpoena compelling the executive to testify before the inquiry.,소환장,위원회는 그 임원에게 조사 위원회 앞에서 증언하도록 강제하는 소환장을 발부했다.,召喚状,委員会は幹部に調査委員会での証言を強制する召喚状を発行した。,传票,委员会发出传票，要求该高管在调查中作证。,citación judicial,El comité emitió una citación judicial obligando al ejecutivo a testificar ante la investigación.,trát hầu tòa,Ủy ban đã ban hành trát hầu tòa buộc giám đốc phải ra điều trần trước cuộc điều tra.,หมายเรียก,คณะกรรมการออกหมายเรียกบังคับให้ผู้บริหารมาให้การต่อหน้าคณะสอบสวน,surat panggilan,Komite mengeluarkan surat panggilan yang memaksa eksekutif untuk bersaksi di hadapan penyelidikan.
disenfranchise,Restrictive voter identification laws disproportionately disenfranchise marginalized communities.,선거권을 박탈하다,제한적인 유권자 신분증 법률은 소외된 공동체의 선거권을 불균형적으로 박탈한다.,選挙権を剥奪する,制限的な有権者身分証明法は周縁化されたコミュニティの選挙権を不均衡に剥奪している。,剥夺选举权,限制性的选民身份证法律不成比例地剥夺了边缘化社区的选举权。,privar del derecho al voto,Las leyes restrictivas de identificación de votantes privan desproporcionadamente del derecho al voto a las comunidades marginadas.,tước quyền bầu cử,Các luật yêu cầu giấy tờ tùy thân cử tri hạn chế tước quyền bầu cử của các cộng đồng bị thiệt thòi một cách không cân xứng.,ตัดสิทธิเลือกตั้ง,กฎหมายบัตรประจำตัวผู้มีสิทธิเลือกตั้งที่เข้มงวดตัดสิทธิเลือกตั้งของชุมชนชายขอบอย่างไม่สมสัดส่วน,mencabut hak pilih,Undang-undang identifikasi pemilih yang restriktif secara tidak proporsional mencabut hak pilih komunitas terpinggirkan.
utilitarianism,Utilitarianism evaluates the morality of actions based on their capacity to maximize overall well-being.,공리주의,공리주의는 행동의 도덕성을 전체적인 복지를 극대화하는 능력에 기반하여 평가한다.,功利主義,功利主義は行動の道徳性をそれが全体的な幸福を最大化する能力に基づいて評価する。,功利主义,功利主义根据行为最大化整体福祉的能力来评估其道德性。,utilitarismo,El utilitarismo evalúa la moralidad de las acciones basándose en su capacidad para maximizar el bienestar general.,chủ nghĩa vị lợi,Chủ nghĩa vị lợi đánh giá đạo đức của hành động dựa trên khả năng tối đa hóa phúc lợi chung.,ลัทธิอรรถประโยชน์,ลัทธิอรรถประโยชน์ประเมินศีลธรรมของการกระทำจากความสามารถในการเพิ่มความเป็นอยู่ที่ดีโดยรวมให้สูงสุด,utilitarianisme,Utilitarianisme mengevaluasi moralitas tindakan berdasarkan kapasitasnya untuk memaksimalkan kesejahteraan secara keseluruhan.
probity,Public servants are expected to demonstrate the highest standards of probity in financial matters.,청렴,공무원은 재정 문제에서 최고 수준의 청렴을 보여줄 것으로 기대된다.,廉潔さ,公務員は財政問題において最高水準の廉潔さを示すことが期待されている。,廉正,公务员应在财务事务中展示最高标准的廉正。,probidad,Se espera que los servidores públicos demuestren los más altos estándares de probidad en asuntos financieros.,liêm chính,Công chức được kỳ vọng thể hiện tiêu chuẩn cao nhất về liêm chính trong các vấn đề tài chính.,ความซื่อสัตย์สุจริต,ข้าราชการถูกคาดหวังให้แสดงมาตรฐานความซื่อสัตย์สุจริตสูงสุดในเรื่องการเงิน,kejujuran,Pegawai negeri diharapkan menunjukkan standar kejujuran tertinggi dalam urusan keuangan.
contravene,The regulation was struck down because it contravened fundamental constitutional protections.,위반하다,그 규정은 기본적인 헌법적 보호를 위반했기 때문에 무효화되었다.,違反する,その規制は基本的な憲法上の保護に違反したため無効とされた。,违反,该法规因违反基本宪法保护而被废除。,contravenir,La regulación fue anulada porque contravenía las protecciones constitucionales fundamentales.,vi phạm,Quy định đã bị bãi bỏ vì vi phạm các quyền bảo vệ hiến pháp cơ bản.,ฝ่าฝืน,กฎระเบียบถูกยกเลิกเพราะฝ่าฝืนการคุ้มครองตามรัฐธรรมนูญขั้นพื้นฐาน,melanggar,Peraturan tersebut dibatalkan karena melanggar perlindungan konstitusional yang mendasar.
inalienable,The declaration affirmed that all individuals possess inalienable rights to life and liberty.,양도할 수 없는,선언문은 모든 개인이 생명과 자유에 대한 양도할 수 없는 권리를 가지고 있음을 확인했다.,不可譲の,宣言はすべての個人が生命と自由に対する不可譲の権利を持つことを確認した。,不可剥夺的,该宣言确认所有个人拥有不可剥夺的生命和自由权利。,inalienable,La declaración afirmó que todos los individuos poseen derechos inalienables a la vida y la libertad.,bất khả xâm phạm,Tuyên ngôn khẳng định rằng tất cả các cá nhân đều có quyền bất khả xâm phạm về sự sống và tự do.,ที่ไม่อาจโอนได้,คำประกาศยืนยันว่าบุคคลทุกคนมีสิทธิที่ไม่อาจโอนได้ในชีวิตและเสรีภาพ,yang tidak dapat dicabut,Deklarasi tersebut menegaskan bahwa semua individu memiliki hak yang tidak dapat dicabut atas kehidupan dan kebebasan.
nihilism,The philosopher explored how nihilism challenges the foundations of objective moral truth.,허무주의,그 철학자는 허무주의가 객관적 도덕적 진리의 기초를 어떻게 도전하는지 탐구했다.,ニヒリズム,その哲学者はニヒリズムが客観的な道徳的真理の基盤にどのように挑戦するかを探究した。,虚无主义,该哲学家探讨了虚无主义如何挑战客观道德真理的基础。,nihilismo,El filósofo exploró cómo el nihilismo desafía los fundamentos de la verdad moral objetiva.,chủ nghĩa hư vô,Triết gia khám phá cách chủ nghĩa hư vô thách thức nền tảng của chân lý đạo đức khách quan.,ลัทธินิฮิลลิสม์,นักปรัชญาสำรวจว่าลัทธินิฮิลลิสม์ท้าทายรากฐานของความจริงทางศีลธรรมที่เป็นปรนัยอย่างไร,nihilisme,Filsuf tersebut mengeksplorasi bagaimana nihilisme menantang fondasi kebenaran moral yang objektif.
moratorium,The government declared a moratorium on deep-sea drilling pending environmental review.,모라토리엄,정부는 환경 검토가 완료될 때까지 심해 시추에 대한 모라토리엄을 선언했다.,一時停止,政府は環境審査を待つ間深海掘削の一時停止を宣言した。,暂停,政府宣布在环境审查期间暂停深海钻探。,moratoria,El gobierno declaró una moratoria sobre la perforación en aguas profundas en espera de una revisión ambiental.,lệnh hoãn,Chính phủ tuyên bố lệnh hoãn khoan biển sâu trong khi chờ đánh giá môi trường.,การพักชำระ,รัฐบาลประกาศพักการขุดเจาะน้ำลึกจนกว่าจะมีการตรวจสอบด้านสิ่งแวดล้อม,moratorium,Pemerintah menyatakan moratorium pengeboran laut dalam sambil menunggu tinjauan lingkungan.
nepotism,The appointment was widely criticized as an instance of flagrant nepotism within the administration.,족벌주의,그 임명은 행정부 내의 노골적인 족벌주의의 사례로 광범위하게 비판받았다.,縁故主義,その任命は政権内の露骨な縁故主義の例として広く批判された。,裙带关系,该任命被广泛批评为政府内部公然裙带关系的实例。,nepotismo,El nombramiento fue ampliamente criticado como un caso de nepotismo flagrante dentro de la administración.,chế độ gia đình trị,Việc bổ nhiệm bị chỉ trích rộng rãi là một trường hợp gia đình trị trắng trợn trong chính quyền.,ระบบอุปถัมภ์,การแต่งตั้งถูกวิพากษ์วิจารณ์อย่างกว้างขวางว่าเป็นกรณีระบบอุปถัมภ์อย่างโจ่งแจ้งภายในรัฐบาล,nepotisme,Pengangkatan tersebut dikritik secara luas sebagai contoh nepotisme yang mencolok dalam pemerintahan.
arbitration,Both parties agreed to resolve the commercial dispute through binding international arbitration.,중재,양측은 구속력 있는 국제 중재를 통해 상업 분쟁을 해결하기로 합의했다.,仲裁,両当事者は拘束力のある国際仲裁を通じて商事紛争を解決することに同意した。,仲裁,双方同意通过具有约束力的国际仲裁解决商业争端。,arbitraje,Ambas partes acordaron resolver la disputa comercial mediante arbitraje internacional vinculante.,trọng tài,Cả hai bên đồng ý giải quyết tranh chấp thương mại thông qua trọng tài quốc tế có ràng buộc.,อนุญาโตตุลาการ,ทั้งสองฝ่ายตกลงที่จะแก้ไขข้อพิพาททางการค้าผ่านอนุญาโตตุลาการระหว่างประเทศที่มีผลผูกพัน,arbitrase,Kedua belah pihak setuju untuk menyelesaikan sengketa komersial melalui arbitrase internasional yang mengikat.
disenfranchisement,Systematic disenfranchisement of minority voters remains a pressing concern in electoral reform debates.,선거권 박탈,소수 유권자의 체계적 선거권 박탈은 선거 개혁 논쟁에서 여전히 긴급한 관심사이다.,選挙権剥奪,少数派有権者の組織的な選挙権剥奪は選挙改革の議論において差し迫った懸念のままである。,剥夺选举权,系统性地剥夺少数族裔选民的选举权仍然是选举改革辩论中的紧迫问题。,privación del derecho al voto,La privación sistemática del derecho al voto de los votantes minoritarios sigue siendo una preocupación urgente en los debates de reforma electoral.,sự tước quyền bầu cử,Sự tước quyền bầu cử có hệ thống của cử tri thiểu số vẫn là mối quan tâm cấp bách trong các cuộc tranh luận về cải cách bầu cử.,การตัดสิทธิเลือกตั้ง,การตัดสิทธิเลือกตั้งอย่างเป็นระบบของผู้มีสิทธิเลือกตั้งกลุ่มน้อยยังคงเป็นความกังวลเร่งด่วนในการอภิปรายปฏิรูปการเลือกตั้ง,pencabutan hak pilih,Pencabutan hak pilih yang sistematis terhadap pemilih minoritas tetap menjadi perhatian mendesak dalam debat reformasi pemilu.
existentialism,Existentialism asserts that individuals must create meaning through authentic personal choices.,실존주의,실존주의는 개인이 진정한 개인적 선택을 통해 의미를 창조해야 한다고 주장한다.,実存主義,実存主義は個人が真正な個人的選択を通じて意味を創造しなければならないと主張する。,存在主义,存在主义认为个人必须通过真实的个人选择来创造意义。,existencialismo,El existencialismo afirma que los individuos deben crear significado a través de elecciones personales auténticas.,chủ nghĩa hiện sinh,Chủ nghĩa hiện sinh khẳng định rằng cá nhân phải tạo ra ý nghĩa thông qua những lựa chọn cá nhân chân thực.,อัตถิภาวนิยม,อัตถิภาวนิยมยืนยันว่าบุคคลต้องสร้างความหมายผ่านการเลือกส่วนบุคคลที่แท้จริง,eksistensialisme,Eksistensialisme menegaskan bahwa individu harus menciptakan makna melalui pilihan pribadi yang autentik.
machiavellian,The minister's machiavellian tactics of political manipulation ultimately backfired spectacularly.,마키아벨리적인,장관의 마키아벨리적인 정치적 조작 전술은 결국 극적으로 역효과를 냈다.,マキャベリ的な,大臣のマキャベリ的な政治操作の戦術は最終的に劇的に裏目に出た。,马基雅维利式的,部长马基雅维利式的政治操纵手段最终产生了惊人的反效果。,maquiavélico,Las tácticas maquiavélicas de manipulación política del ministro finalmente resultaron contraproducentes de manera espectacular.,mưu mô,Chiến thuật mưu mô thao túng chính trị của bộ trưởng cuối cùng đã phản tác dụng ngoạn mục.,เจ้าเล่ห์,กลยุทธ์เจ้าเล่ห์ในการชักใยทางการเมืองของรัฐมนตรีในที่สุดก็ย้อนกลับมาทำร้ายตัวเองอย่างน่าตื่นตาตื่นใจ,machiavelis,Taktik machiavelis manipulasi politik menteri tersebut akhirnya menjadi bumerang secara spektakuler.
epistemology,Contemporary epistemology grapples with how digital information shapes our understanding of knowledge.,인식론,현대 인식론은 디지털 정보가 우리의 지식 이해를 어떻게 형성하는지와 씨름하고 있다.,認識論,現代の認識論はデジタル情報がいかに知識の理解を形作るかという問題に取り組んでいる。,认识论,当代认识论探讨数字信息如何塑造我们对知识的理解。,epistemología,La epistemología contemporánea se enfrenta a cómo la información digital moldea nuestra comprensión del conocimiento.,nhận thức luận,Nhận thức luận đương đại đang vật lộn với cách thông tin số định hình sự hiểu biết của chúng ta về tri thức.,ญาณวิทยา,ญาณวิทยาร่วมสมัยต่อสู้กับวิธีที่ข้อมูลดิจิทัลหล่อหลอมความเข้าใจเรื่องความรู้ของเรา,epistemologi,Epistemologi kontemporer bergulat dengan bagaimana informasi digital membentuk pemahaman kita tentang pengetahuan.
injunction,The court granted a preliminary injunction to halt construction near the protected wetlands.,금지 명령,법원은 보호 습지 근처의 건설을 중단시키기 위한 예비적 금지 명령을 승인했다.,差止命令,裁判所は保護湿地近くの建設を停止させる仮差止命令を認めた。,禁令,法院发出了初步禁令，以阻止在受保护湿地附近的建设。,orden judicial,El tribunal concedió una orden judicial preliminar para detener la construcción cerca de los humedales protegidos.,lệnh cấm,Tòa án đã ban hành lệnh cấm sơ bộ để ngăn chặn việc xây dựng gần vùng đất ngập nước được bảo vệ.,คำสั่งศาล,ศาลออกคำสั่งศาลเบื้องต้นเพื่อระงับการก่อสร้างใกล้พื้นที่ชุ่มน้ำที่ได้รับการคุ้มครอง,perintah pengadilan,Pengadilan mengabulkan perintah pengadilan awal untuk menghentikan pembangunan di dekat lahan basah yang dilindungi.
ontology,Ontology investigates the fundamental nature of being and the categories of existence.,존재론,존재론은 존재의 근본적 본질과 존재의 범주를 탐구한다.,存在論,存在論は存在の根本的な本質と存在のカテゴリーを研究する。,本体论,本体论研究存在的根本性质和存在的范畴。,ontología,La ontología investiga la naturaleza fundamental del ser y las categorías de la existencia.,bản thể luận,Bản thể luận nghiên cứu bản chất cơ bản của sự tồn tại và các phạm trù của hiện hữu.,ภววิทยา,ภววิทยาสำรวจธรรมชาติพื้นฐานของการดำรงอยู่และหมวดหมู่ของสิ่งที่มีอยู่,ontologi,Ontologi menyelidiki sifat fundamental keberadaan dan kategori eksistensi.
recuse,The judge was compelled to recuse herself from the case due to a conflict of interest.,기피하다,판사는 이해 충돌로 인해 해당 사건에서 기피해야 했다.,忌避する,裁判官は利益相反のためその事件から自らを忌避せざるを得なかった。,回避,法官因利益冲突被迫回避该案件。,recusarse,La jueza se vio obligada a recusarse del caso debido a un conflicto de intereses.,từ chối thụ lý,Thẩm phán buộc phải từ chối thụ lý vụ án do xung đột lợi ích.,ถอนตัว,ผู้พิพากษาถูกบังคับให้ถอนตัวจากคดีเนื่องจากมีผลประโยชน์ทับซ้อน,mengundurkan diri,Hakim terpaksa mengundurkan diri dari kasus tersebut karena konflik kepentingan.
teleology,Teleology in ethics examines whether the moral worth of actions depends on their intended outcomes.,목적론,윤리학에서의 목적론은 행동의 도덕적 가치가 의도된 결과에 달려 있는지 검토한다.,目的論,倫理学における目的論は行為の道徳的価値がその意図された結果に依存するかどうかを検討する。,目的论,伦理学中的目的论探讨行为的道德价值是否取决于其预期结果。,teleología,La teleología en la ética examina si el valor moral de las acciones depende de sus resultados previstos.,mục đích luận,Mục đích luận trong đạo đức học xem xét liệu giá trị đạo đức của hành động có phụ thuộc vào kết quả dự định không.,เทเลโอโลยี,เทเลโอโลยีในจริยศาสตร์ตรวจสอบว่าคุณค่าทางศีลธรรมของการกระทำขึ้นอยู่กับผลลัพธ์ที่ตั้งใจไว้หรือไม่,teleologi,Teleologi dalam etika memeriksa apakah nilai moral tindakan bergantung pada hasil yang dimaksudkan.
rescind,The administration moved to rescind the executive order following widespread judicial challenges.,철회하다,행정부는 광범위한 사법적 도전에 따라 행정 명령을 철회하기 위해 움직였다.,撤回する,政権は広範な司法的異議を受けてその大統領令を撤回する動きを見せた。,撤销,在广泛的司法挑战之后，政府采取行动撤销了该行政命令。,rescindir,La administración procedió a rescindir la orden ejecutiva tras numerosos desafíos judiciales.,hủy bỏ,Chính quyền đã hành động để hủy bỏ sắc lệnh hành pháp sau các thách thức tư pháp rộng rãi.,ยกเลิก,รัฐบาลดำเนินการยกเลิกคำสั่งฝ่ายบริหารหลังจากถูกท้าทายทางตุลาการอย่างกว้างขวาง,mencabut,Pemerintah bertindak untuk mencabut perintah eksekutif setelah tantangan hukum yang meluas.
deontological,Deontological ethics holds that certain actions are inherently right or wrong regardless of consequences.,의무론적인,의무론적 윤리학은 특정 행동이 결과에 관계없이 본질적으로 옳거나 그르다고 주장한다.,義務論的な,義務論的倫理学は特定の行為が結果に関係なく本質的に正しいか間違っているかであると主張する。,义务论的,义务论伦理学认为某些行为不论后果如何，本质上是对的或错的。,deontológico,La ética deontológica sostiene que ciertas acciones son inherentemente correctas o incorrectas independientemente de las consecuencias.,nghĩa vụ luận,Đạo đức nghĩa vụ luận cho rằng một số hành động vốn dĩ đúng hoặc sai bất kể hậu quả.,จริยศาสตร์หน้าที่,จริยศาสตร์หน้าที่ถือว่าการกระทำบางอย่างเป็นสิ่งที่ถูกหรือผิดโดยเนื้อแท้โดยไม่คำนึงถึงผลลัพธ์,deontologis,Etika deontologis berpendapat bahwa tindakan tertentu secara inheren benar atau salah tanpa memandang konsekuensinya.
filibuster,The opposition party threatened to filibuster the bill to prevent its passage before the recess.,의사진행 방해,야당은 휴회 전에 법안 통과를 막기 위해 의사진행 방해를 하겠다고 위협했다.,議事妨害,野党は休会前の法案通過を阻止するために議事妨害を行うと脅した。,冗长辩论阻挠,反对党威胁要通过冗长辩论阻挠该法案，以阻止其在休会前通过。,obstruccionismo,El partido de oposición amenazó con recurrir al obstruccionismo para impedir la aprobación del proyecto de ley antes del receso.,cản trở nghị sự,Đảng đối lập đe dọa sẽ cản trở nghị sự đối với dự luật để ngăn chặn việc thông qua trước kỳ nghỉ.,การอภิปรายไม่ไว้วางใจ,พรรคฝ่ายค้านขู่ว่าจะอภิปรายยืดเวลาเพื่อขัดขวางร่างกฎหมายก่อนปิดสมัยประชุม,filibuster,Partai oposisi mengancam akan melakukan filibuster terhadap RUU tersebut untuk mencegah pengesahannya sebelum masa reses.
quorum,The session could not proceed as the legislative body failed to achieve a quorum.,정족수,입법부가 정족수를 충족하지 못해 회의를 진행할 수 없었다.,定足数,議会が定足数を達成できなかったため審議を進めることができなかった。,法定人数,由于立法机构未能达到法定人数，会议无法继续进行。,quórum,La sesión no pudo continuar ya que el cuerpo legislativo no logró alcanzar el quórum.,số đại biểu cần thiết,Phiên họp không thể tiến hành vì cơ quan lập pháp không đạt được số đại biểu cần thiết.,องค์ประชุม,การประชุมไม่สามารถดำเนินต่อได้เนื่องจากสภานิติบัญญัติไม่ครบองค์ประชุม,kuorum,Sidang tidak dapat dilanjutkan karena badan legislatif gagal mencapai kuorum.
determinism,Philosophical determinism poses a fundamental challenge to conventional notions of moral responsibility.,결정론,철학적 결정론은 도덕적 책임에 대한 전통적 개념에 근본적인 도전을 제기한다.,決定論,哲学的決定論は道徳的責任に関する従来の概念に根本的な挑戦を投げかけている。,决定论,哲学决定论对道德责任的传统概念提出了根本性挑战。,determinismo,El determinismo filosófico plantea un desafío fundamental a las nociones convencionales de responsabilidad moral.,thuyết tất định,Thuyết tất định triết học đặt ra thách thức cơ bản đối với các quan niệm thông thường về trách nhiệm đạo đức.,นิยัตินิยม,นิยัตินิยมทางปรัชญาเป็นความท้าทายพื้นฐานต่อแนวคิดทั่วไปเรื่องความรับผิดชอบทางศีลธรรม,determinisme,Determinisme filosofis menimbulkan tantangan mendasar terhadap gagasan konvensional tentang tanggung jawab moral.
amnesty,The transitional government offered amnesty to political prisoners as part of the reconciliation process.,사면,과도 정부는 화해 과정의 일환으로 정치범에게 사면을 제공했다.,恩赦,暫定政府は和解プロセスの一環として政治犯に恩赦を提供した。,大赦,过渡政府向政治犯提供大赦作为和解进程的一部分。,amnistía,El gobierno de transición ofreció amnistía a los presos políticos como parte del proceso de reconciliación.,ân xá,Chính phủ chuyển tiếp đã ban ân xá cho các tù nhân chính trị như một phần của quá trình hòa giải.,การนิรโทษกรรม,รัฐบาลเฉพาะกาลเสนอนิรโทษกรรมแก่นักโทษการเมืองเป็นส่วนหนึ่งของกระบวนการปรองดอง,amnesti,Pemerintah transisi menawarkan amnesti kepada tahanan politik sebagai bagian dari proses rekonsiliasi.
solipsism,Solipsism represents the extreme philosophical position that only one's own mind is certain to exist.,유아론,유아론은 자신의 마음만이 확실히 존재한다는 극단적인 철학적 입장을 대표한다.,唯我論,唯我論は自分自身の心だけが確実に存在するという極端な哲学的立場を表す。,唯我论,唯我论代表着一种极端的哲学立场，认为只有自己的心灵才确定存在。,solipsismo,El solipsismo representa la posición filosófica extrema de que solo la propia mente tiene certeza de existir.,duy ngã luận,Duy ngã luận đại diện cho lập trường triết học cực đoan rằng chỉ có tâm trí của chính mình mới chắc chắn tồn tại.,อัตตาณัตินิยม,อัตตาณัตินิยมแสดงถึงจุดยืนทางปรัชญาที่สุดโต่งว่ามีเพียงจิตใจของตนเองเท่านั้นที่แน่นอนว่ามีอยู่,solipsisme,Solipsisme mewakili posisi filosofis ekstrem bahwa hanya pikiran sendiri yang pasti ada.
