english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
network,The university has a vast research network.,네트워크,대학은 방대한 연구 네트워크를 가지고 있다.,ネットワーク,大学は広大な研究ネットワークを持っている。,网络,大学拥有庞大的研究网络。,red,La universidad tiene una vasta red de investigación.,mạng lưới,Trường đại học có mạng lưới nghiên cứu rộng lớn.,เครือข่าย,มหาวิทยาลัยมีเครือข่ายการวิจัยที่กว้างขวาง,jaringan,Universitas memiliki jaringan penelitian yang luas.
neutral,The researcher maintained a neutral position.,중립적인,연구자는 중립적인 입장을 유지했다.,中立の,研究者は中立の立場を維持した。,中立的,研究人员保持了中立立场。,neutral,El investigador mantuvo una posición neutral.,trung lập,Nhà nghiên cứu duy trì lập trường trung lập.,เป็นกลาง,นักวิจัยรักษาจุดยืนที่เป็นกลาง,netral,Peneliti mempertahankan posisi netral.
nevertheless,The results were inconclusive; nevertheless they were published.,그럼에도 불구하고,결과는 결론이 나지 않았다; 그럼에도 불구하고 발표되었다.,それにもかかわらず,結果は決定的ではなかった。それにもかかわらず発表された。,然而,结果不确定，然而它们还是被发表了。,sin embargo,Los resultados fueron inconcluyentes; sin embargo fueron publicados.,tuy nhiên,Kết quả không thuyết phục; tuy nhiên chúng vẫn được công bố.,อย่างไรก็ตาม,ผลลัพธ์ไม่ชัดเจน อย่างไรก็ตามก็ได้รับการตีพิมพ์,meskipun demikian,Hasilnya tidak meyakinkan; meskipun demikian tetap dipublikasikan.
norm,Cultural norms vary across societies.,규범,문화적 규범은 사회마다 다르다.,規範,文化的規範は社会によって異なる。,规范,文化规范因社会而异。,norma,Las normas culturales varían entre sociedades.,chuẩn mực,Chuẩn mực văn hóa khác nhau giữa các xã hội.,บรรทัดฐาน,บรรทัดฐานทางวัฒนธรรมแตกต่างกันในแต่ละสังคม,norma,Norma budaya bervariasi antar masyarakat.
normal,The patient's vital signs returned to normal.,정상적인,환자의 활력 징후가 정상으로 돌아왔다.,正常な,患者のバイタルサインは正常に戻った。,正常的,患者的生命体征恢复正常。,normal,Los signos vitales del paciente volvieron a la normalidad.,bình thường,Các dấu hiệu sinh tồn của bệnh nhân trở về bình thường.,ปกติ,สัญญาณชีพของผู้ป่วยกลับสู่ปกติ,normal,Tanda vital pasien kembali normal.
notion,The notion that the earth was flat was disproven.,관념,지구가 평평하다는 관념은 반증되었다.,概念,地球は平らだという概念は反証された。,观念,地球是平的这一观念已被推翻。,noción,La noción de que la tierra era plana fue refutada.,quan niệm,Quan niệm rằng trái đất phẳng đã bị bác bỏ.,ความคิด,ความคิดที่ว่าโลกแบนได้รับการพิสูจน์แล้วว่าไม่จริง,gagasan,Gagasan bahwa bumi itu datar telah dibantah.
nuclear,Nuclear energy remains a controversial topic.,핵의,핵 에너지는 여전히 논란이 되는 주제이다.,核の,核エネルギーは依然として議論の的である。,核能,核能仍然是一个有争议的话题。,nuclear,La energía nuclear sigue siendo un tema controvertido.,hạt nhân,Năng lượng hạt nhân vẫn là chủ đề gây tranh cãi.,นิวเคลียร์,พลังงานนิวเคลียร์ยังคงเป็นหัวข้อที่ถกเถียง,nuklir,Energi nuklir tetap menjadi topik kontroversial.
aberration,The sudden drop in temperature was an aberration from the seasonal norm.,이상; 일탈,기온의 급격한 하락은 계절 정상치로부터의 이상 현상이었다.,逸脱; 異常,気温の急激な低下は季節の正常値からの逸脱であった。,异常; 偏差,气温的骤降是季节常态的异常现象。,aberración,La caída repentina de la temperatura fue una aberración de la norma estacional.,sự bất thường,Sự giảm nhiệt độ đột ngột là một bất thường so với mức bình thường theo mùa.,ความผิดปกติ,อุณหภูมิที่ลดลงอย่างกะทันหันเป็นความผิดปกติจากค่าปกติตามฤดูกาล,penyimpangan,Penurunan suhu yang tiba-tiba merupakan penyimpangan dari norma musiman.
abolish,The parliament voted to abolish outdated trade regulations.,폐지하다,의회는 구시대적인 무역 규정을 폐지하기로 투표했다.,廃止する,議会は時代遅れの貿易規制を廃止する投票を行った。,废除,议会投票废除了过时的贸易法规。,abolir,El parlamento votó para abolir las regulaciones comerciales obsoletas.,bãi bỏ,Quốc hội đã bỏ phiếu bãi bỏ các quy định thương mại lỗi thời.,ยกเลิก,รัฐสภาลงมติยกเลิกกฎระเบียบการค้าที่ล้าสมัย,menghapuskan,Parlemen memilih untuk menghapuskan peraturan perdagangan yang ketinggalan zaman.
abrupt,The abrupt policy shift caught many economists off guard.,갑작스러운,갑작스러운 정책 변화는 많은 경제학자들을 당황하게 했다.,突然の,突然の政策転換は多くの経済学者を驚かせた。,突然的,政策的突然转变让许多经济学家措手不及。,abrupto,El cambio abrupto de política tomó desprevenidos a muchos economistas.,đột ngột,Sự thay đổi chính sách đột ngột khiến nhiều nhà kinh tế bất ngờ.,กะทันหัน,การเปลี่ยนแปลงนโยบายอย่างกะทันหันทำให้นักเศรษฐศาสตร์หลายคนตั้งตัวไม่ทัน,tiba-tiba,Perubahan kebijakan yang tiba-tiba membuat banyak ekonom lengah.
abstain,Several delegates chose to abstain from voting on the controversial resolution.,기권하다,여러 대표들이 논란이 되는 결의안 투표를 기권하기로 했다.,棄権する,数人の代表が物議を醸す決議案の投票を棄権することを選んだ。,弃权,几位代表选择在有争议的决议上弃权。,abstenerse,Varios delegados optaron por abstenerse de votar sobre la resolución controvertida.,kiêng; bỏ phiếu trắng,Một số đại biểu đã chọn bỏ phiếu trắng đối với nghị quyết gây tranh cãi.,งดออกเสียง,ผู้แทนหลายคนเลือกที่จะงดออกเสียงในมติที่เป็นที่ถกเถียง,abstain,Beberapa delegasi memilih untuk abstain dari pemungutan suara tentang resolusi kontroversial tersebut.
absurd,It would be absurd to disregard decades of empirical research.,터무니없는,수십 년간의 실증적 연구를 무시하는 것은 터무니없는 일이다.,不合理な,何十年もの実証的研究を無視するのは不合理である。,荒谬的,无视数十年的实证研究是荒谬的。,absurdo,Sería absurdo ignorar décadas de investigación empírica.,vô lý,Sẽ là vô lý nếu bỏ qua hàng thập kỷ nghiên cứu thực nghiệm.,ไร้สาระ,มันจะเป็นเรื่องไร้สาระที่จะเพิกเฉยต่อการวิจัยเชิงประจักษ์หลายทศวรรษ,absurd,Akan absurd untuk mengabaikan penelitian empiris selama berpuluh-puluh tahun.
accelerate,Urbanization tends to accelerate economic growth in developing nations.,가속화하다,도시화는 개발도상국에서 경제 성장을 가속화하는 경향이 있다.,加速する,都市化は発展途上国の経済成長を加速させる傾向がある。,加速,城市化往往会加速发展中国家的经济增长。,acelerar,La urbanización tiende a acelerar el crecimiento económico en naciones en desarrollo.,tăng tốc,Đô thị hóa có xu hướng tăng tốc tăng trưởng kinh tế ở các nước đang phát triển.,เร่ง,การเป็นเมืองมีแนวโน้มที่จะเร่งการเติบโตทางเศรษฐกิจในประเทศกำลังพัฒนา,mempercepat,Urbanisasi cenderung mempercepat pertumbuhan ekonomi di negara-negara berkembang.
acclaim,The novel received widespread acclaim from literary critics.,찬사,그 소설은 문학 비평가들로부터 광범위한 찬사를 받았다.,称賛,その小説は文学評論家から広く称賛を受けた。,赞誉,这部小说获得了文学评论家的广泛赞誉。,aclamación,La novela recibió amplia aclamación de los críticos literarios.,sự tán dương,Cuốn tiểu thuyết nhận được sự tán dương rộng rãi từ các nhà phê bình văn học.,การยกย่อง,นวนิยายเรื่องนี้ได้รับการยกย่องอย่างกว้างขวางจากนักวิจารณ์วรรณกรรม,pujian,Novel tersebut mendapat pujian luas dari kritikus sastra.
accommodate,The university expanded its dormitories to accommodate more international students.,수용하다,대학교는 더 많은 유학생을 수용하기 위해 기숙사를 확장했다.,収容する,大学は留学生をより多く収容するために寮を拡張した。,容纳,大学扩建了宿舍以容纳更多国际学生。,acomodar,La universidad amplió sus dormitorios para acomodar a más estudiantes internacionales.,đáp ứng; chứa,Trường đại học đã mở rộng ký túc xá để đáp ứng thêm nhiều sinh viên quốc tế.,รองรับ,มหาวิทยาลัยขยายหอพักเพื่อรองรับนักศึกษาต่างชาติมากขึ้น,menampung,Universitas memperluas asramanya untuk menampung lebih banyak mahasiswa internasional.
accord,The two nations signed an accord on climate change mitigation.,협정,두 나라는 기후 변화 완화에 관한 협정에 서명했다.,協定,両国は気候変動緩和に関する協定に署名した。,协议,两国签署了一项关于减缓气候变化的协议。,acuerdo,Las dos naciones firmaron un acuerdo sobre mitigación del cambio climático.,hiệp định,Hai quốc gia đã ký một hiệp định về giảm thiểu biến đổi khí hậu.,ข้อตกลง,ทั้งสองประเทศลงนามข้อตกลงเรื่องการบรรเทาการเปลี่ยนแปลงสภาพภูมิอากาศ,kesepakatan,Kedua negara menandatangani kesepakatan tentang mitigasi perubahan iklim.
accountable,Public officials must be accountable for their use of taxpayer funds.,책임이 있는,공무원은 납세자 자금 사용에 대해 책임이 있어야 한다.,説明責任のある,公務員は納税者の資金の使用について説明責任を負わなければならない。,负责的,公职人员必须对纳税人资金的使用负责。,responsable,Los funcionarios públicos deben ser responsables del uso de los fondos de los contribuyentes.,có trách nhiệm,Các quan chức phải chịu trách nhiệm về việc sử dụng tiền thuế của người dân.,รับผิดชอบ,เจ้าหน้าที่ของรัฐต้องรับผิดชอบต่อการใช้เงินภาษีของประชาชน,bertanggung jawab,Pejabat publik harus bertanggung jawab atas penggunaan dana pembayar pajak.
accrue,Interest will accrue on the student loan during the deferment period.,발생하다; 누적되다,학자금 대출의 유예 기간 동안 이자가 발생한다.,発生する,猶予期間中に学生ローンの利子が発生する。,累积,在延期期间学生贷款将累积利息。,acumular,Los intereses se acumularán en el préstamo estudiantil durante el período de aplazamiento.,tích lũy,Lãi suất sẽ tích lũy trên khoản vay sinh viên trong thời gian hoãn trả.,สะสม,ดอกเบี้ยจะสะสมในสินเชื่อนักศึกษาในช่วงระยะเวลาเลื่อนการชำระ,bertambah,Bunga akan bertambah pada pinjaman mahasiswa selama periode penangguhan.
acquaint,The orientation program is designed to acquaint new students with campus resources.,익숙하게 하다,오리엔테이션 프로그램은 신입생들에게 캠퍼스 시설을 소개하기 위해 설계되었다.,知らせる; 慣れさせる,オリエンテーションプログラムは新入生にキャンパスの資源を知らせるために設計されている。,使熟悉,迎新计划旨在让新生熟悉校园资源。,familiarizar,El programa de orientación está diseñado para familiarizar a los nuevos estudiantes con los recursos del campus.,làm quen,Chương trình định hướng được thiết kế để giúp sinh viên mới làm quen với các tài nguyên trong khuôn viên.,ทำให้คุ้นเคย,โปรแกรมปฐมนิเทศออกแบบมาเพื่อทำให้นักศึกษาใหม่คุ้นเคยกับทรัพยากรในมหาวิทยาลัย,memperkenalkan,Program orientasi dirancang untuk memperkenalkan mahasiswa baru dengan sumber daya kampus.
acquit,The jury voted to acquit the defendant due to insufficient evidence.,무죄를 선고하다,배심원단은 증거 불충분으로 피고에게 무죄를 선고했다.,無罪にする,陪審員は証拠不十分のため被告を無罪とした。,宣判无罪,陪审团因证据不足投票宣判被告无罪。,absolver,El jurado votó para absolver al acusado por falta de pruebas.,tuyên trắng án,Bồi thẩm đoàn đã bỏ phiếu tuyên trắng án cho bị cáo do không đủ bằng chứng.,ตัดสินว่าไม่มีความผิด,คณะลูกขุนลงมติตัดสินว่าจำเลยไม่มีความผิดเนื่องจากหลักฐานไม่เพียงพอ,membebaskan,Juri memilih untuk membebaskan terdakwa karena bukti yang tidak cukup.
acute,There is an acute shortage of qualified teachers in rural areas.,심각한; 급성의,농촌 지역에서 자격을 갖춘 교사의 심각한 부족이 있다.,深刻な; 急性の,農村部では資格のある教師が深刻に不足している。,严重的; 急性的,农村地区严重缺乏合格教师。,agudo,Hay una escasez aguda de maestros calificados en áreas rurales.,nghiêm trọng; cấp tính,Có sự thiếu hụt nghiêm trọng giáo viên đủ trình độ ở các vùng nông thôn.,เฉียบพลัน; รุนแรง,มีการขาดแคลนครูที่มีคุณสมบัติอย่างรุนแรงในพื้นที่ชนบท,akut,Ada kekurangan akut guru yang berkualifikasi di daerah pedesaan.
adamant,The researcher was adamant that her methodology was scientifically rigorous.,단호한,연구자는 자신의 방법론이 과학적으로 엄밀하다고 단호했다.,断固とした,研究者は自分の方法論が科学的に厳密であると断固として主張した。,坚定的,研究人员坚持认为她的方法论在科学上是严谨的。,firme,La investigadora se mostró firme en que su metodología era científicamente rigurosa.,kiên quyết,Nhà nghiên cứu kiên quyết rằng phương pháp luận của bà là nghiêm ngặt về mặt khoa học.,ยืนกราน,นักวิจัยยืนกรานว่าระเบียบวิธีของเธอมีความเข้มงวดทางวิทยาศาสตร์,teguh,Peneliti itu teguh bahwa metodologinya ketat secara ilmiah.
adhere,All participants must adhere to the ethical guidelines of the study.,준수하다,모든 참가자는 연구의 윤리 지침을 준수해야 한다.,遵守する,すべての参加者は研究の倫理指針を遵守しなければならない。,遵守,所有参与者必须遵守研究的道德准则。,adherirse,Todos los participantes deben adherirse a las directrices éticas del estudio.,tuân thủ,Tất cả người tham gia phải tuân thủ các hướng dẫn đạo đức của nghiên cứu.,ปฏิบัติตาม,ผู้เข้าร่วมทุกคนต้องปฏิบัติตามแนวทางจริยธรรมของการศึกษา,mematuhi,Semua peserta harus mematuhi pedoman etika penelitian.
adjunct,She served as an adjunct professor while completing her doctoral dissertation.,비정규의; 부속의,그녀는 박사 논문을 완성하는 동안 비정규 교수로 재직했다.,非常勤の; 付属の,彼女は博士論文を執筆しながら非常勤教授を務めた。,兼职的; 附属的,她在完成博士论文期间担任兼职教授。,adjunto,Ella sirvió como profesora adjunta mientras completaba su disertación doctoral.,phụ trợ; trợ giảng,Bà ấy làm giảng viên trợ giảng trong khi hoàn thành luận án tiến sĩ.,ผู้ช่วย; เสริม,เธอทำหน้าที่เป็นอาจารย์พิเศษในขณะที่ทำวิทยานิพนธ์ปริญญาเอก,tambahan,Dia menjabat sebagai profesor tambahan sambil menyelesaikan disertasi doktoralnya.
administer,The organization will administer standardized tests across all participating schools.,시행하다; 관리하다,그 기관은 모든 참여 학교에서 표준화된 시험을 시행할 것이다.,実施する; 管理する,その機関は参加校すべてで標準化テストを実施する。,实施; 管理,该机构将在所有参与学校实施标准化考试。,administrar,La organización administrará pruebas estandarizadas en todas las escuelas participantes.,quản lý; thực hiện,Tổ chức sẽ thực hiện các bài kiểm tra tiêu chuẩn hóa tại tất cả các trường tham gia.,จัดการ; ดำเนินการ,องค์กรจะดำเนินการทดสอบมาตรฐานในโรงเรียนที่เข้าร่วมทั้งหมด,menyelenggarakan,Organisasi akan menyelenggarakan tes standar di semua sekolah yang berpartisipasi.
advent,The advent of artificial intelligence has transformed modern research methodologies.,출현; 도래,인공지능의 출현은 현대 연구 방법론을 변화시켰다.,出現; 到来,人工知能の出現は現代の研究方法論を変革した。,出现; 到来,人工智能的出现改变了现代研究方法论。,advenimiento,El advenimiento de la inteligencia artificial ha transformado las metodologías de investigación modernas.,sự ra đời,Sự ra đời của trí tuệ nhân tạo đã biến đổi phương pháp nghiên cứu hiện đại.,การมาถึง,การมาถึงของปัญญาประดิษฐ์ได้เปลี่ยนแปลงระเบียบวิธีวิจัยสมัยใหม่,kemunculan,Kemunculan kecerdasan buatan telah mengubah metodologi penelitian modern.
adverse,Prolonged exposure to pollutants can have adverse effects on respiratory health.,불리한; 해로운,오염물질에 장기간 노출되면 호흡기 건강에 해로운 영향을 미칠 수 있다.,有害な; 不利な,汚染物質への長期的な曝露は呼吸器の健康に有害な影響を及ぼす可能性がある。,不利的; 有害的,长期接触污染物可能对呼吸系统健康产生不利影响。,adverso,La exposición prolongada a contaminantes puede tener efectos adversos en la salud respiratoria.,bất lợi,Tiếp xúc kéo dài với chất ô nhiễm có thể gây tác động bất lợi đến sức khỏe hô hấp.,ไม่พึงประสงค์,การสัมผัสมลพิษเป็นเวลานานอาจมีผลไม่พึงประสงค์ต่อสุขภาพระบบทางเดินหายใจ,merugikan,Paparan polutan yang berkepanjangan dapat memiliki efek merugikan pada kesehatan pernapasan.
affiliation,Her affiliation with the prestigious research institute enhanced her academic credibility.,소속; 제휴,명문 연구소와의 소속은 그녀의 학문적 신뢰성을 높였다.,所属; 提携,名門研究所への所属は彼女の学術的信頼性を高めた。,隶属关系,她与知名研究机构的隶属关系提升了她的学术信誉。,afiliación,Su afiliación con el prestigioso instituto de investigación mejoró su credibilidad académica.,sự liên kết,Sự liên kết của bà với viện nghiên cứu danh tiếng đã nâng cao uy tín học thuật.,ความเกี่ยวข้อง,ความเกี่ยวข้องกับสถาบันวิจัยที่มีชื่อเสียงช่วยเพิ่มความน่าเชื่อถือทางวิชาการของเธอ,afiliasi,Afiliasinya dengan lembaga penelitian bergengsi meningkatkan kredibilitas akademisnya.
affirm,The supreme court voted to affirm the lower court's ruling on environmental protections.,확인하다; 긍정하다,대법원은 환경 보호에 관한 하급 법원의 판결을 확인하기로 투표했다.,確認する; 肯定する,最高裁判所は環境保護に関する下級裁判所の判決を支持する投票を行った。,确认; 肯定,最高法院投票确认了下级法院关于环境保护的裁决。,afirmar,La corte suprema votó para afirmar el fallo del tribunal inferior sobre protecciones ambientales.,khẳng định,Tòa án tối cao đã bỏ phiếu khẳng định phán quyết của tòa án cấp dưới về bảo vệ môi trường.,ยืนยัน,ศาลฎีกาลงมติยืนยันคำตัดสินของศาลชั้นล่างเกี่ยวกับการคุ้มครองสิ่งแวดล้อม,menegaskan,Mahkamah agung memilih untuk menegaskan putusan pengadilan rendah tentang perlindungan lingkungan.
aggravate,Industrial pollution continues to aggravate the region's water scarcity crisis.,악화시키다,산업 오염은 지역의 물 부족 위기를 계속 악화시키고 있다.,悪化させる,産業汚染はその地域の水不足危機を悪化させ続けている。,加剧,工业污染继续加剧该地区的水资源短缺危机。,agravar,La contaminación industrial continúa agravando la crisis de escasez de agua en la región.,làm trầm trọng,Ô nhiễm công nghiệp tiếp tục làm trầm trọng thêm cuộc khủng hoảng thiếu nước trong khu vực.,ทำให้แย่ลง,มลพิษทางอุตสาหกรรมยังคงทำให้วิกฤตการขาดแคลนน้ำของภูมิภาคแย่ลง,memperburuk,Polusi industri terus memperburuk krisis kelangkaan air di wilayah tersebut.
agitate,The student activists sought to agitate for reform of the university's admissions policy.,선동하다; 동요시키다,학생 활동가들은 대학 입학 정책의 개혁을 위해 선동하려 했다.,扇動する; 動揺させる,学生活動家たちは大学の入学方針の改革を求めて運動を展開した。,鼓动; 煽动,学生活动人士试图鼓动大学招生政策的改革。,agitar,Los activistas estudiantiles buscaron agitar por la reforma de la política de admisiones de la universidad.,kích động,Các nhà hoạt động sinh viên tìm cách vận động cải cách chính sách tuyển sinh của trường đại học.,ปลุกปั่น,นักศึกษานักกิจกรรมพยายามเรียกร้องการปฏิรูปนโยบายการรับเข้าเรียนของมหาวิทยาลัย,menghasut,Para aktivis mahasiswa berusaha menghasut reformasi kebijakan penerimaan universitas.
align,The curriculum was redesigned to align with national educational standards.,일치시키다; 맞추다,교육 과정은 국가 교육 기준에 맞추기 위해 재설계되었다.,整合させる; 一致させる,カリキュラムは国の教育基準に合わせて再設計された。,使一致,课程被重新设计以与国家教育标准保持一致。,alinear,El currículo fue rediseñado para alinearse con los estándares educativos nacionales.,liên kết; căn chỉnh,Chương trình giảng dạy được thiết kế lại để phù hợp với các tiêu chuẩn giáo dục quốc gia.,ปรับให้สอดคล้อง,หลักสูตรได้รับการออกแบบใหม่เพื่อให้สอดคล้องกับมาตรฐานการศึกษาแห่งชาติ,menyelaraskan,Kurikulum dirancang ulang untuk menyelaraskan dengan standar pendidikan nasional.
allegiance,Citizens are expected to pledge allegiance to the constitution and its principles.,충성,시민들은 헌법과 그 원칙에 대한 충성을 서약해야 한다.,忠誠,市民は憲法とその原則への忠誠を誓うことが求められる。,忠诚,公民应宣誓效忠宪法及其原则。,lealtad,Se espera que los ciudadanos juren lealtad a la constitución y sus principios.,lòng trung thành,Công dân được kỳ vọng tuyên thệ trung thành với hiến pháp và các nguyên tắc của nó.,ความจงรักภักดี,พลเมืองถูกคาดหวังให้ปฏิญาณความจงรักภักดีต่อรัฐธรรมนูญและหลักการ,kesetiaan,Warga negara diharapkan untuk menyatakan kesetiaan kepada konstitusi dan prinsip-prinsipnya.
alleviate,The new medication was developed to alleviate chronic pain in elderly patients.,완화하다,새로운 약물은 노인 환자의 만성 통증을 완화하기 위해 개발되었다.,緩和する,新しい薬は高齢患者の慢性痛を緩和するために開発された。,缓解,这种新药是为缓解老年患者的慢性疼痛而开发的。,aliviar,El nuevo medicamento fue desarrollado para aliviar el dolor crónico en pacientes ancianos.,giảm bớt,Loại thuốc mới được phát triển để giảm bớt cơn đau mãn tính ở bệnh nhân cao tuổi.,บรรเทา,ยาใหม่ได้รับการพัฒนาเพื่อบรรเทาอาการปวดเรื้อรังในผู้ป่วยสูงอายุ,meringankan,Obat baru tersebut dikembangkan untuk meringankan nyeri kronis pada pasien lanjut usia.
alloy,Steel is an alloy composed primarily of iron and carbon.,합금,강철은 주로 철과 탄소로 구성된 합금이다.,合金,鋼は主に鉄と炭素で構成された合金である。,合金,钢是一种主要由铁和碳组成的合金。,aleación,El acero es una aleación compuesta principalmente de hierro y carbono.,hợp kim,Thép là một hợp kim chủ yếu gồm sắt và carbon.,โลหะผสม,เหล็กกล้าเป็นโลหะผสมที่ประกอบด้วยเหล็กและคาร์บอนเป็นหลัก,paduan logam,Baja adalah paduan logam yang terutama terdiri dari besi dan karbon.
allude,The professor did not directly state the theory but chose to allude to it through examples.,암시하다,교수는 이론을 직접 말하지 않고 예시를 통해 암시하기로 했다.,ほのめかす,教授は理論を直接述べず、例を通じてほのめかすことを選んだ。,暗示,教授没有直接阐述该理论，而是选择通过例子暗示。,aludir,El profesor no declaró directamente la teoría sino que eligió aludir a ella mediante ejemplos.,ám chỉ,Giáo sư không trực tiếp nêu lý thuyết mà chọn cách ám chỉ qua các ví dụ.,พาดพิง,อาจารย์ไม่ได้กล่าวถึงทฤษฎีโดยตรงแต่เลือกที่จะพาดพิงผ่านตัวอย่าง,menyinggung,Profesor tidak secara langsung menyatakan teori tersebut tetapi memilih untuk menyinggungnya melalui contoh.
amalgamate,The board voted to amalgamate the two departments into a single research division.,합병하다,이사회는 두 부서를 하나의 연구 부문으로 합병하기로 투표했다.,合併する,理事会は二つの部門を一つの研究部門に合併する投票を行った。,合并,董事会投票将两个部门合并为一个研究部门。,fusionar,La junta votó para fusionar los dos departamentos en una sola división de investigación.,sáp nhập,Hội đồng đã bỏ phiếu sáp nhập hai khoa thành một bộ phận nghiên cứu duy nhất.,รวม,คณะกรรมการลงมติรวมสองแผนกเป็นหน่วยวิจัยเดียว,menggabungkan,Dewan memilih untuk menggabungkan dua departemen menjadi satu divisi penelitian.
ambiguity,The ambiguity of the contract's language led to multiple legal interpretations.,모호함,계약 문구의 모호함은 다양한 법적 해석을 초래했다.,曖昧さ,契約書の言葉の曖昧さが複数の法的解釈を生んだ。,模糊性,合同语言的模糊性导致了多种法律解释。,ambigüedad,La ambigüedad del lenguaje del contrato llevó a múltiples interpretaciones legales.,sự mơ hồ,Sự mơ hồ trong ngôn ngữ hợp đồng dẫn đến nhiều cách giải thích pháp lý.,ความคลุมเครือ,ความคลุมเครือของภาษาในสัญญานำไปสู่การตีความทางกฎหมายหลายแบบ,ambiguitas,Ambiguitas bahasa kontrak menyebabkan berbagai interpretasi hukum.
amenable,The committee appeared amenable to the proposed amendments to the charter.,기꺼이 따르는; 순응하는,위원회는 헌장에 대한 수정안에 기꺼이 따를 것으로 보였다.,従順な; 受け入れやすい,委員会は憲章の修正案に対して受け入れやすい姿勢を示した。,顺从的; 愿意的,委员会似乎愿意接受对章程的修正提案。,dispuesto,El comité parecía dispuesto a aceptar las enmiendas propuestas al estatuto.,sẵn lòng,Ủy ban có vẻ sẵn lòng với các sửa đổi đề xuất cho điều lệ.,ยินยอม,คณะกรรมการดูเหมือนยินยอมต่อการแก้ไขกฎบัตรที่เสนอ,bersedia,Komite tampak bersedia terhadap amandemen yang diusulkan pada piagam tersebut.
amicable,The two parties reached an amicable settlement without going to trial.,우호적인,두 당사자는 재판 없이 우호적인 합의에 도달했다.,友好的な,両当事者は裁判なしに友好的な和解に達した。,友好的,双方在不经审判的情况下达成了友好的和解。,amistoso,Las dos partes llegaron a un acuerdo amistoso sin ir a juicio.,thân thiện; hòa giải,Hai bên đã đạt được thỏa thuận hòa giải mà không cần ra tòa.,ฉันมิตร,ทั้งสองฝ่ายบรรลุข้อตกลงอย่างฉันมิตรโดยไม่ต้องขึ้นศาล,bersahabat,Kedua pihak mencapai penyelesaian yang bersahabat tanpa harus ke pengadilan.
ample,The library provides ample resources for graduate-level research.,충분한,도서관은 대학원 수준의 연구를 위한 충분한 자원을 제공한다.,十分な,図書館は大学院レベルの研究に十分な資料を提供している。,充足的,图书馆为研究生级别的研究提供了充足的资源。,amplio,La biblioteca proporciona amplios recursos para investigación de nivel de posgrado.,phong phú; đầy đủ,Thư viện cung cấp nguồn tài liệu phong phú cho nghiên cứu bậc sau đại học.,เพียงพอ,ห้องสมุดมีทรัพยากรเพียงพอสำหรับการวิจัยระดับบัณฑิตศึกษา,memadai,Perpustakaan menyediakan sumber daya yang memadai untuk penelitian tingkat pascasarjana.
anarchist,The anarchist movement gained traction among disillusioned intellectuals in the early twentieth century.,무정부주의자,무정부주의 운동은 20세기 초 환멸을 느낀 지식인들 사이에서 관심을 끌었다.,無政府主義者,無政府主義運動は20世紀初頭に幻滅した知識人の間で支持を集めた。,无政府主义者,无政府主义运动在二十世纪初期幻灭的知识分子中获得了关注。,anarquista,El movimiento anarquista ganó fuerza entre los intelectuales desilusionados a principios del siglo veinte.,người vô chính phủ,Phong trào vô chính phủ thu hút sự chú ý của các trí thức vỡ mộng vào đầu thế kỷ hai mươi.,อนาธิปไตย,ขบวนการอนาธิปไตยได้รับความสนใจในหมู่ปัญญาชนที่ผิดหวังในช่วงต้นศตวรรษที่ยี่สิบ,anarkis,Gerakan anarkis mendapat perhatian di kalangan intelektual yang kecewa pada awal abad kedua puluh.
anecdote,The lecturer opened with a personal anecdote to illustrate the concept of resilience.,일화,강사는 회복력의 개념을 설명하기 위해 개인적인 일화로 시작했다.,逸話,講師はレジリエンスの概念を説明するために個人的な逸話で話を始めた。,轶事,讲师以一个个人轶事开场来说明韧性的概念。,anécdota,El conferenciante abrió con una anécdota personal para ilustrar el concepto de resiliencia.,giai thoại,Giảng viên mở đầu bằng một giai thoại cá nhân để minh họa khái niệm về sự kiên cường.,เกร็ดเล็กเกร็ดน้อย,วิทยากรเปิดด้วยเกร็ดเล็กเกร็ดน้อยส่วนตัวเพื่อแสดงแนวคิดเรื่องความยืดหยุ่น,anekdot,Dosen membuka dengan anekdot pribadi untuk menggambarkan konsep ketahanan.
annex,The university plans to annex the adjacent building for its expanding science department.,합병하다; 부속 건물,대학은 확장 중인 과학부를 위해 인접 건물을 합병할 계획이다.,併合する; 別館,大学は拡大する科学部のために隣接する建物を併合する予定である。,吞并; 附属建筑,大学计划将邻近建筑纳入其不断扩大的科学系。,anexar,La universidad planea anexar el edificio adyacente para su departamento de ciencias en expansión.,sáp nhập; tòa nhà phụ,Trường đại học dự định sáp nhập tòa nhà liền kề cho khoa khoa học đang mở rộng.,ผนวก,มหาวิทยาลัยวางแผนจะผนวกอาคารที่อยู่ติดกันสำหรับภาควิชาวิทยาศาสตร์ที่กำลังขยาย,menganeksasi,Universitas berencana menganeksasi gedung yang bersebelahan untuk departemen sains yang sedang berkembang.
