english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
oversee,The board voted to oversee as part of the new corporate strategy.,감독하다,이사회는 새로운 기업 전략의 일환으로 감독하다기로 투표했습니다.,監督する,取締役会は新しい企業戦略の一環として監督することを決議しました。,监督,董事会投票监督作为新企业战略的一部分。,"supervisar, vigilar",La junta votó supervisar las operaciones como parte de la nueva estrategia corporativa.,giám sát,Giám đốc giám sát tất cả hoạt động ở khu vực châu Á.,กำกับดูแล,ผู้อำนวยการกำกับดูแลการดำเนินงานทั้งหมดในภูมิภาคเอเชีย,mengawasi,Direktur mengawasi semua operasi di kawasan Asia.
oversight,The oversight plays a critical role in the company's long-term strategic planning.,감독,감독은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,監視,監視は会社の長期戦略計画において重要な役割を果たしています。,监督,监督在公司的长期战略规划中起着关键作用。,"supervisión, control",La supervisión desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,giám sát,Sự giám sát đặc trưng của quý tài chính được cho là do sự không chắc chắn về địa chính trị.,การกำกับดูแล,การกำกับดูแลที่โดดเด่นในไตรมาสงบประมาณมีสาเหตุมาจากความไม่แน่นอนทางภูมิรัฐศาสตร์,pengawasan,Pengawasan yang menjadi ciri kuartal fiskal ini disebabkan oleh ketidakpastian geopolitik.
overturn,The overturn requires careful consideration before any final decisions are made.,뒤집다,뒤집다은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,覆す,覆すは最終決定を下す前に慎重な検討が必要です。,推翻,推翻在做出最终决定之前需要仔细考虑。,"revocar, anular",La revocación requiere una consideración cuidadosa antes de tomar decisiones finales.,lật đổ,Việc lật ngược đòi hỏi phải xem xét cẩn thận trước khi đưa ra bất kỳ quyết định cuối cùng nào.,คว่ำ,การพลิกกลับต้องพิจารณาอย่างรอบคอบก่อนที่จะทำการตัดสินใจขั้นสุดท้าย,menggulingkan,Pembatalan ini memerlukan pertimbangan yang cermat sebelum keputusan akhir dibuat.
overwhelm,Stakeholders expect the organization to overwhelm within the next fiscal year.,압도하다,이해관계자들은 조직이 다음 회계연도 내에 압도하다기를 기대합니다.,圧倒する,利害関係者は組織が次の会計年度内に圧倒することを期待しています。,压倒,利益相关者期望组织在下一财政年度内压倒。,"abrumar, superar",Los interesados esperan que la organización abrume la competencia en el próximo año fiscal.,áp đảo; choáng ngợp,Đội bị choáng ngợp bởi số lượng đơn hàng tăng đột biến.,ท่วมท้น,ทีมรู้สึกท่วมท้นจากคำสั่งซื้อที่เพิ่มขึ้นอย่างกะทันหัน,membanjiri; kewalahan,Tim kewalahan dengan lonjakan jumlah pesanan.
paradigm,The company's paradigm has been a topic of discussion at recent board meetings.,패러다임,회사의 패러다임이/가 최근 이사회에서 논의 주제가 되었습니다.,パラダイム,会社のパラダイムは最近の取締役会で議論のトピックとなっています。,范式,公司的范式已成为近期董事会会议的讨论话题。,"paradigma, modelo",El paradigma de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,khuôn mẫu,Mô hình giữa bộ phận tiếp thị và kỹ thuật đã cản trở tiến trình phát triển sản phẩm.,กระบวนทัศน์,กระบวนทัศน์ระหว่างฝ่ายการตลาดและฝ่ายวิศวกรรมเป็นอุปสรรคต่อลำดับเวลาการพัฒนาผลิตภัณฑ์,paradigma,Paradigma antara departemen pemasaran dan teknik menghambat timeline pengembangan produk.
paradox,The paradox plays a critical role in the company's long-term strategic planning.,역설,역설은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,パラドックス,パラドックスは会社の長期戦略計画において重要な役割を果たしています。,悖论,悖论在公司的长期战略规划中起着关键作用。,"paradoja, contradicción",La paradoja desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,nghịch lý,Nghịch lý được phát hiện trong quá trình kiểm toán đã đặt ra câu hỏi về tính hiệu quả của kiểm soát nội bộ.,ความขัดแย้ง,ความขัดแย้งที่เกิดขึ้นระหว่างการตรวจสอบทำให้เกิดคำถามเกี่ยวกับประสิทธิผลของการควบคุมภายใน,paradoks,Paradoks yang terungkap selama audit menimbulkan pertanyaan tentang efektivitas pengendalian internal.
parallel,A thorough review of the parallel revealed several areas for improvement.,병렬의,병렬의에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,並行の,並行のの徹底的なレビューにより、いくつかの改善点が明らかになりました。,平行的,对平行的的全面审查揭示了几个需要改进的领域。,"paralelo, simultáneo",Una revisión exhaustiva de los procesos paralelos reveló varias áreas de mejora.,song song,Việc xem xét kỹ lưỡng sự song song đã tiết lộ một số lĩnh vực cần cải thiện.,ขนาน,การตรวจสอบความคล้ายคลึงกันอย่างละเอียดเผยให้เห็นประเด็นที่ต้องปรับปรุงหลายประการ,paralel,Tinjauan menyeluruh terhadap paralel tersebut mengungkapkan beberapa area yang perlu ditingkatkan.
paramount,Maintaining a paramount standard is essential for the company's brand reputation.,최고의,최고의 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.,最重要な,最重要な基準を維持することは会社のブランドの評判に不可欠です。,最重要的,维持最重要的标准对公司的品牌声誉至关重要。,"primordial, de máxima importancia",Mantener un estándar primordial es esencial para la reputación de la marca de la empresa.,tối quan trọng,Điều quan trọng nhất được đội ngũ lãnh đạo thể hiện trong cuộc khủng hoảng đã giành được niềm tin của các bên liên quan.,สิ่งสำคัญยิ่ง,สิ่งที่สำคัญที่สุดที่แสดงโดยทีมผู้นำในช่วงวิกฤตทำให้ผู้มีส่วนได้ส่วนเสียเชื่อมั่น,yang terpenting,Keutamaan yang ditunjukkan oleh tim kepemimpinan selama krisis mendapatkan kepercayaan dari pemangku kepentingan.
partition,Management addressed concerns regarding the partition at the annual conference.,분할,경영진은 연례 회의에서 분할에 관한 우려를 다루었습니다.,分割,経営陣は年次会議で分割に関する懸念に対処しました。,分区,管理层在年度会议上讨论了有关分区的问题。,"partición, división",La dirección abordó las preocupaciones sobre la partición en la conferencia anual.,phân vùng,Ban quản lý đã giải quyết những lo ngại liên quan đến việc phân chia tại hội nghị thường niên.,พาร์ติชัน,ฝ่ายบริหารกล่าวถึงข้อกังวลเกี่ยวกับการแบ่งส่วนในการประชุมประจำปี,partisi,Manajemen menyampaikan kekhawatiran mengenai partisi tersebut pada konferensi tahunan.
patent,Understanding the patent is essential for making informed business decisions.,특허,정보에 입각한 비즈니스 결정을 위해 특허을/를 이해하는 것이 중요합니다.,特許,情報に基づくビジネス判断のために特許を理解することが重要です。,专利,了解专利对于做出明智的商业决策至关重要。,"patente, registro de propiedad intelectual",Comprender la patente es esencial para tomar decisiones empresariales informadas.,bằng sáng chế,Các nhà đầu tư rất ấn tượng với chiến lược bằng sáng chế được nêu trong báo cáo thường niên.,สิทธิบัตร,นักลงทุนรู้สึกประทับใจกับกลยุทธ์ด้านสิทธิบัตรที่ระบุไว้ในรายงานประจำปี,paten,Investor terkesan dengan strategi paten yang diuraikan dalam laporan tahunan.
patronage,The patronage plays a critical role in the company's long-term strategic planning.,후원,후원은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,後援,後援は会社の長期戦略計画において重要な役割を果たしています。,赞助,赞助在公司的长期战略规划中起着关键作用。,"patrocinio, mecenazgo",El patrocinio desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.,sự bảo trợ,Sự bảo trợ được phát hiện trong quá trình kiểm toán đã đặt ra câu hỏi về tính hiệu quả của kiểm soát nội bộ.,การอุปถัมภ์,ความอุปถัมภ์ที่เปิดเผยระหว่างการตรวจสอบทำให้เกิดคำถามเกี่ยวกับประสิทธิผลของการควบคุมภายใน,patronase,Perlindungan yang ditemukan selama audit menimbulkan pertanyaan tentang efektivitas pengendalian internal.
payroll,The payroll was carefully reviewed by the senior management team.,급여명부,급여명부은/는 고위 경영진에 의해 신중히 검토되었습니다.,給与台帳,給与台帳は上級管理チームによって慎重に検討されました。,工资单,工资单经过高级管理团队的仔细审查。,nómina de pago,La nómina de pago fue revisada cuidadosamente por el equipo de alta dirección.,bảng lương,Phòng bảng lương xử lý thanh toán lương vào ngày cuối cùng của mỗi tháng.,บัญชีเงินเดือน,แผนกบัญชีเงินเดือนดำเนินการจ่ายเงินเดือนในวันสุดท้ายของแต่ละเดือน,daftar gaji,Departemen penggajian memproses pembayaran gaji pada hari terakhir setiap bulan.
pecuniary,The pecuniary nature of the proposal raised concerns among board members.,금전적인,제안의 금전적인 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,金銭的な,提案の金銭的な性質が取締役会メンバーの間で懸念を引き起こしました。,金钱的,提案的金钱的性质引起了董事会成员的关切。,"pecuniario, monetario",La naturaleza pecuniaria de la propuesta generó preocupaciones entre los miembros de la junta.,tiền bạc,Ủy ban đã đưa ra đánh giá bằng tiền cho sáng kiến ​​bền vững môi trường được đề xuất.,การเงิน,คณะกรรมการได้ออกการประเมินทางการเงินของโครงการริเริ่มด้านความยั่งยืนด้านสิ่งแวดล้อมที่เสนอ,uang,Komite mengeluarkan penilaian uang atas usulan inisiatif kelestarian lingkungan.
peer review,A detailed analysis of the peer review was included in the quarterly report.,동료 심사,동료 심사에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,査読,査読の詳細な分析が四半期報告書に含まれていました。,同行评审,季度报告中包含了对同行评审的详细分析。,"revisión por pares, evaluación de colegas",Un análisis detallado de la revisión por pares fue incluido en el informe trimestral.,đánh giá ngang hàng,Một phân tích chi tiết về đánh giá ngang hàng đã được đưa vào báo cáo hàng quý.,การทบทวนโดยเพื่อน,การวิเคราะห์โดยละเอียดของการทบทวนโดยผู้ทรงคุณวุฒิถูกรวมไว้ในรายงานรายไตรมาส,tinjauan sejawat,Analisis rinci mengenai tinjauan sejawat disertakan dalam laporan triwulanan.
penalty,Experts believe the penalty will significantly impact the industry going forward.,벌금,전문가들은 벌금이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,罰金,専門家は罰金が今後業界に大きな影響を与えると考えています。,罚款,专家认为罚款将对行业未来产生重大影响。,"multa, sanción",Los expertos creen que la multa tendrá un impacto significativo en la industria en el futuro.,hình phạt,Có hình phạt nặng cho việc nộp tờ khai thuế trễ.,บทลงโทษ,มีบทลงโทษที่รุนแรงสำหรับการยื่นแบบภาษีล่าช้า,denda,Ada denda berat untuk keterlambatan pengajuan laporan pajak.
pending,The company's pending has been a topic of discussion at recent board meetings.,보류 중인,회사의 보류 중인이/가 최근 이사회에서 논의 주제가 되었습니다.,保留中の,会社の保留中のは最近の取締役会で議論のトピックとなっています。,待定的,公司的待定的已成为近期董事会会议的讨论话题。,"pendiente, en espera",El asunto pendiente de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,đang chờ xử lý,Đơn xin cấp phép vẫn đang chờ phê duyệt từ hội đồng thành phố.,ค้างอยู่,ใบสมัครขออนุญาตยังค้างรอการอนุมัติจากสภาเทศบาล,tertunda,Permohonan izin masih tertunda menunggu persetujuan dari dewan kota.
penetrate,The committee recommended that the company penetrate to reduce operational risks.,침투하다,위원회는 운영 위험을 줄이기 위해 회사가 침투하다도록 권고했습니다.,浸透する,委員会は運営リスクを削減するために会社が浸透することを推奨しました。,渗透,委员会建议公司渗透以降低运营风险。,"penetrar, ingresar en un mercado",El comité recomendó que la empresa penetre nuevos mercados para reducir los riesgos operativos.,thâm nhập,Ủy ban khuyến nghị công ty thâm nhập để giảm thiểu rủi ro hoạt động.,เจาะ,คณะกรรมการแนะนำให้บริษัทเจาะเข้าไปลดความเสี่ยงในการปฏิบัติงาน,menembus,Komite merekomendasikan agar perusahaan melakukan penetrasi untuk mengurangi risiko operasional.
pension,The pension was carefully reviewed by the senior management team.,연금,연금은/는 고위 경영진에 의해 신중히 검토되었습니다.,年金,年金は上級管理チームによって慎重に検討されました。,养老金,养老金经过高级管理团队的仔细审查。,"pensión, jubilación",La pensión fue revisada cuidadosamente por el equipo de alta dirección.,lương hưu,Lương hưu đã được đội ngũ quản lý cấp cao xem xét cẩn thận.,เงินบำนาญ,เงินบำนาญได้รับการตรวจสอบอย่างรอบคอบโดยทีมผู้บริหารระดับสูง,pensiun,Pensiun tersebut ditinjau dengan cermat oleh tim manajemen senior.
perceive,The CEO announced plans to perceive across all regional office locations.,인식하다,CEO는 모든 지역 사무소에 걸쳐 인식하다 계획을 발표했습니다.,認識する,CEOはすべての地域オフィスにわたって認識する計画を発表しました。,感知,首席执行官宣布了在所有区域办事处感知的计划。,"percibir, darse cuenta",El CEO anunció planes para percibir nuevas tendencias en todas las oficinas regionales.,nhận thức,Khách hàng nhận thức thương hiệu là đáng tin cậy và có chất lượng cao.,รับรู้,ลูกค้ารับรู้แบรนด์ว่ามีความน่าเชื่อถือและคุณภาพสูง,memahami,Pelanggan memahami merek tersebut sebagai merek yang dapat dipercaya dan berkualitas tinggi.
perennial,The report highlighted several perennial factors affecting the quarterly results.,다년생의,보고서는 분기 실적에 영향을 미치는 여러 다년생의 요소를 강조했습니다.,永続的な,報告書は四半期の業績に影響を与えるいくつかの永続的な要因を強調しました。,长期的,报告强调了影响季度业绩的几个长期的因素。,"perenne, permanente",El informe destacó varios factores perennes que afectan los resultados trimestrales.,lâu năm,Tác động lâu dài của sự thay đổi chính sách đã được cảm nhận ở tất cả các văn phòng khu vực.,ยืนต้น,ผลกระทบที่ยั่งยืนของการเปลี่ยนแปลงนโยบายเกิดขึ้นทั่วทั้งสำนักงานภูมิภาคทั้งหมด,abadi,Dampak jangka panjang dari perubahan kebijakan ini dirasakan di seluruh kantor regional.
peripheral,A peripheral perspective is needed to evaluate the long-term business impact.,주변적인,장기적 사업 영향을 평가하려면 주변적인 관점이 필요합니다.,周辺的な,長期的なビジネスへの影響を評価するには周辺的な視点が必要です。,外围的,评估长期商业影响需要外围的的视角。,"periférico, secundario",Se necesita una perspectiva periférica para evaluar el impacto empresarial a largo plazo.,ngoại vi,Cần có một góc nhìn ngoại vi để đánh giá tác động kinh doanh lâu dài.,อุปกรณ์ต่อพ่วง,มุมมองต่อพ่วงเป็นสิ่งจำเป็นในการประเมินผลกระทบทางธุรกิจในระยะยาว,periferal,Perspektif periferal diperlukan untuk mengevaluasi dampak bisnis jangka panjang.
permanent,The team found the new regulations to be quite permanent in their scope.,영구적인,팀은 새로운 규정이 범위에서 상당히 영구적인다는 것을 발견했습니다.,永久的な,チームは新しい規制がその範囲においてかなり永久的なであることを発見しました。,永久的,团队发现新法规在范围上相当永久的。,"permanente, duradero",El equipo encontró que las nuevas regulaciones eran bastante permanentes en su alcance.,vĩnh viễn,"Sau giai đoạn thử việc, cô ấy được mời vào vị trí chính thức.",ถาวร,หลังจากช่วงทดลองงาน เธอได้รับการเสนอตำแหน่งถาวร,permanen,"Setelah masa percobaan, dia ditawari posisi permanen."
permissible,It is essential to permissible in order to maintain our competitive advantage.,허용되는,경쟁 우위를 유지하기 위해 허용되는는 것이 필수적입니다.,許容される,競争優位を維持するために許容されることが不可欠です。,允许的,为了保持竞争优势，允许的是至关重要的。,"permisible, permitido",Es esencial actuar dentro de lo permisible para mantener nuestra ventaja competitiva.,được phép,Điều cần thiết là phải được cho phép để duy trì lợi thế cạnh tranh của chúng tôi.,ได้รับอนุญาต,จำเป็นอย่างยิ่งที่จะต้องได้รับอนุญาตเพื่อรักษาความได้เปรียบทางการแข่งขันของเรา,diizinkan,Hal ini penting untuk diizinkan untuk mempertahankan keunggulan kompetitif kita.
perpetuate,It is essential to perpetuate in order to maintain our competitive advantage.,영속시키다,경쟁 우위를 유지하기 위해 영속시키다는 것이 필수적입니다.,永続させる,競争優位を維持するために永続させることが不可欠です。,使永久化,为了保持竞争优势，使永久化是至关重要的。,"perpetuar, mantener",Es esencial perpetuar los valores empresariales para mantener nuestra ventaja competitiva.,kéo dài mãi,Các nhà đàm phán quốc tế đã đồng ý duy trì các hạn chế thương mại gây cản trở thương mại song phương.,ยืดเยื้อ,ผู้เจรจาระหว่างประเทศตกลงที่จะขยายเวลาข้อจำกัดทางการค้าที่ขัดขวางการค้าทวิภาคี,melanggengkan,Para perunding internasional sepakat untuk melanggengkan pembatasan perdagangan yang menghambat perdagangan bilateral.
persevere,Senior executives were asked to persevere before the next quarterly review.,인내하다,고위 임원들은 다음 분기 검토 전에 인내하다도록 요청받았습니다.,忍耐する,上級幹部は次の四半期レビューの前に忍耐するよう求められました。,坚持不懈,高管们被要求在下季度审查之前坚持不懈。,"perseverar, persistir",A los altos ejecutivos se les pidió perseverar ante los desafíos antes de la próxima revisión trimestral.,kiên trì,Cổ đông kỳ vọng lãnh đạo kiên trì thực hiện những thay đổi được đề xuất tại đại hội thường niên.,อดทน,ผู้ถือหุ้นคาดหวังให้ผู้นำยืนหยัดต่อการเปลี่ยนแปลงที่เสนอในการประชุมประจำปี,bertahan,Pemegang saham mengharapkan kepemimpinan untuk mempertahankan usulan perubahan pada pertemuan tahunan.
personnel,Management addressed concerns regarding the personnel at the annual conference.,인사,경영진은 연례 회의에서 인사에 관한 우려를 다루었습니다.,人事,経営陣は年次会議で人事に関する懸念に対処しました。,人员,管理层在年度会议上讨论了有关人员的问题。,"personal, empleados",La dirección abordó las preocupaciones sobre el personal en la conferencia anual.,nhân sự,Phòng nhân sự xử lý tất cả các yêu cầu nghỉ phép của nhân viên.,บุคลากร,แผนกบุคลากรจัดการคำขอลาทั้งหมดของพนักงาน,personel,Departemen personel menangani semua permintaan cuti karyawan.
perspective,A detailed analysis of the perspective was included in the quarterly report.,관점,관점에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,視点,視点の詳細な分析が四半期報告書に含まれていました。,视角,季度报告中包含了对视角的详细分析。,"perspectiva, punto de vista",Un análisis detallado de la perspectiva fue incluido en el informe trimestral.,quan điểm,Nhà tư vấn đã mang đến quan điểm mới mẻ cho dự án.,มุมมอง,ที่ปรึกษานำมุมมองใหม่มาสู่โครงการ,perspektif,Konsultan membawa perspektif baru ke dalam proyek tersebut.
pertinent,The manager described the situation as particularly pertinent for the department.,적절한,관리자는 상황이 부서에 특히 적절한다고 설명했습니다.,適切な,マネージャーは状況が部門にとって特に適切なであると説明しました。,相关的,经理描述该情况对部门来说特别相关的。,"pertinente, relevante",El gerente describió la situación como particularmente pertinente para el departamento.,thích hợp,Ban quản lý khen ngợi nỗ lực thích hợp của nhóm nghiên cứu trong việc đáp ứng thời hạn chặt chẽ.,ที่เกี่ยวข้อง,ฝ่ายบริหารชื่นชมความพยายามของทีมวิจัยในการบรรลุกำหนดเวลาที่จำกัด,relevan,Manajemen memuji upaya tim peneliti dalam memenuhi tenggat waktu yang ketat.
pervasive,A pervasive analysis of the data revealed unexpected trends in the market.,만연한,데이터에 대한 만연한 분석은 시장에서 예상치 못한 추세를 보여주었습니다.,蔓延した,データの蔓延した分析により、市場の予期しないトレンドが明らかになりました。,普遍的,对数据的普遍的分析揭示了市场中意想不到的趋势。,"omnipresente, generalizado",Un análisis de los datos reveló una tendencia omnipresente con tendencias inesperadas en el mercado.,tràn lan,Cuộc tranh luận lan rộng giữa các giám đốc điều hành đã trì hoãn việc phê duyệt ngân sách chi tiêu vốn.,แพร่หลาย,การถกเถียงกันอย่างแพร่หลายระหว่างผู้บริหารทำให้การอนุมัติงบประมาณรายจ่ายฝ่ายทุนล่าช้า,meresap,Perdebatan yang meluas antar eksekutif menunda persetujuan anggaran belanja modal.
petition,The company's petition has been a topic of discussion at recent board meetings.,청원,회사의 청원이/가 최근 이사회에서 논의 주제가 되었습니다.,請願,会社の請願は最近の取締役会で議論のトピックとなっています。,请愿,公司的请愿已成为近期董事会会议的讨论话题。,"petición, solicitud formal",La petición de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,đơn kiến ​​nghị,Kiến nghị của công ty đã trở thành chủ đề thảo luận tại các cuộc họp hội đồng quản trị gần đây.,คำร้อง,คำร้องของบริษัทเป็นหัวข้อถกเถียงในการประชุมคณะกรรมการครั้งล่าสุด,permohonan,Petisi perusahaan telah menjadi topik diskusi pada rapat dewan baru-baru ini.
pharmaceutical,The pharmaceutical was carefully reviewed by the senior management team.,제약의,제약의은/는 고위 경영진에 의해 신중히 검토되었습니다.,製薬の,製薬のは上級管理チームによって慎重に検討されました。,制药的,制药的经过高级管理团队的仔细审查。,farmacéutico,El sector farmacéutico fue revisado cuidadosamente por el equipo de alta dirección.,dược phẩm,Dược phẩm đã được đội ngũ quản lý cấp cao xem xét cẩn thận.,ยา,เภสัชภัณฑ์ได้รับการตรวจสอบอย่างรอบคอบโดยทีมผู้บริหารระดับสูง,farmasi,Obat-obatan tersebut ditinjau dengan cermat oleh tim manajemen senior.
philanthropic,The philanthropic requires careful consideration before any final decisions are made.,자선의,자선의은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,慈善の,慈善のは最終決定を下す前に慎重な検討が必要です。,慈善的,慈善的在做出最终决定之前需要仔细考虑。,"filantrópico, benéfico",El enfoque filantrópico requiere una consideración cuidadosa antes de tomar decisiones finales.,từ thiện,Việc từ thiện đòi hỏi phải cân nhắc kỹ lưỡng trước khi đưa ra bất kỳ quyết định cuối cùng nào.,ใจบุญสุนทาน,งานการกุศลต้องได้รับการพิจารณาอย่างรอบคอบก่อนตัดสินใจขั้นสุดท้าย,dermawan,Filantropis memerlukan pertimbangan yang cermat sebelum mengambil keputusan akhir.
plaintiff,The company's plaintiff has been a topic of discussion at recent board meetings.,원고,회사의 원고이/가 최근 이사회에서 논의 주제가 되었습니다.,原告,会社の原告は最近の取締役会で議論のトピックとなっています。,原告,公司的原告已成为近期董事会会议的讨论话题。,"demandante, acusador",El caso del demandante de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,nguyên đơn,Nguyên đơn của công ty đã trở thành chủ đề thảo luận tại các cuộc họp hội đồng quản trị gần đây.,โจทก์,โจทก์ของบริษัทเป็นหัวข้อสนทนาในการประชุมคณะกรรมการครั้งล่าสุด,penggugat,Penggugat perusahaan telah menjadi topik diskusi pada rapat dewan baru-baru ini.
plausible,The plausible nature of the proposal raised concerns among board members.,그럴듯한,제안의 그럴듯한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,もっともらしい,提案のもっともらしい性質が取締役会メンバーの間で懸念を引き起こしました。,似乎合理的,提案的似乎合理的性质引起了董事会成员的关切。,"plausible, creíble",La naturaleza plausible de la propuesta generó preocupaciones entre los miembros de la junta.,có lý,Cách tiếp cận hợp lý của vị CEO mới đã thay đổi hoàn toàn văn hóa công ty.,เป็นไปได้,แนวทางที่เป็นไปได้ของซีอีโอคนใหม่ได้เปลี่ยนแปลงวัฒนธรรมของบริษัทไปอย่างสิ้นเชิง,masuk akal,Pendekatan masuk akal yang diambil oleh CEO baru mengubah budaya perusahaan sepenuhnya.
pledge,The company's pledge has been a topic of discussion at recent board meetings.,서약,회사의 서약이/가 최근 이사회에서 논의 주제가 되었습니다.,誓約,会社の誓約は最近の取締役会で議論のトピックとなっています。,承诺,公司的承诺已成为近期董事会会议的讨论话题。,"compromiso, promesa",El compromiso de la empresa ha sido un tema de debate en las reuniones recientes de la junta.,cam kết,CEO cam kết giảm 50% lượng khí thải carbon trong thập kỷ tới.,คำมั่นสัญญา,CEO ให้คำมั่นสัญญาว่าจะลดการปล่อยก๊าซคาร์บอน 50% ภายในทศวรรษหน้า,janji,CEO berjanji untuk mengurangi emisi karbon sebesar 50% dalam dekade mendatang.
plenary,Experts believe the plenary will significantly impact the industry going forward.,전체의,전문가들은 전체의이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,全体の,専門家は全体のが今後業界に大きな影響を与えると考えています。,全体的,专家认为全体的将对行业未来产生重大影响。,"plenario, en pleno",Los expertos creen que la sesión plenaria tendrá un impacto significativo en la industria en el futuro.,toàn thể,Các nhà phê bình ca ngợi chất lượng toàn diện của nghiên cứu được công bố trên tạp chí hàng quý.,ครบองค์ประชุม,ผู้ตรวจสอบยกย่องคุณภาพงานวิจัยที่ตีพิมพ์ในวารสารรายไตรมาส,pleno,Para pengulas memuji kualitas penelitian yang dipublikasikan di jurnal triwulanan.
pluralism,Understanding the pluralism is essential for making informed business decisions.,다원주의,정보에 입각한 비즈니스 결정을 위해 다원주의을/를 이해하는 것이 중요합니다.,多元主義,情報に基づくビジネス判断のために多元主義を理解することが重要です。,多元主义,了解多元主义对于做出明智的商业决策至关重要。,"pluralismo, diversidad",Comprender el pluralismo es esencial para tomar decisiones empresariales informadas.,chủ nghĩa đa nguyên,Hiểu được chủ nghĩa đa nguyên là điều cần thiết để đưa ra quyết định kinh doanh sáng suốt.,พหุนิยม,การทำความเข้าใจพหุนิยมถือเป็นสิ่งสำคัญสำหรับการตัดสินใจทางธุรกิจโดยมีข้อมูลครบถ้วน,kemajemukan,Memahami pluralisme sangat penting untuk membuat keputusan bisnis yang tepat.
polarize,The company decided to polarize in response to the changing market conditions.,양극화하다,회사는 변화하는 시장 상황에 대응하여 양극화하다기로 결정했습니다.,分極化する,会社は変化する市場状況に対応して分極化することを決定しました。,两极化,公司决定两极化以应对不断变化的市场状况。,"polarizar, dividir",La empresa decidió no polarizar el debate en respuesta a las cambiantes condiciones del mercado.,phân cực,Công ty quyết định phân cực để đáp ứng với các điều kiện thị trường đang thay đổi.,โพลาไรซ์,บริษัทตัดสินใจที่จะแบ่งขั้วเพื่อตอบสนองต่อสภาวะตลาดที่เปลี่ยนแปลงไป,mempolarisasikan,Perusahaan memutuskan untuk melakukan polarisasi sebagai respons terhadap perubahan kondisi pasar.
portfolio,Understanding the portfolio is essential for making informed business decisions.,포트폴리오,정보에 입각한 비즈니스 결정을 위해 포트폴리오을/를 이해하는 것이 중요합니다.,ポートフォリオ,情報に基づくビジネス判断のためにポートフォリオを理解することが重要です。,投资组合,了解投资组合对于做出明智的商业决策至关重要。,"cartera de inversiones, portafolio",Comprender la cartera de inversiones es esencial para tomar decisiones empresariales informadas.,danh mục đầu tư,Hiểu danh mục đầu tư là điều cần thiết để đưa ra quyết định kinh doanh sáng suốt.,ผลงาน,การทำความเข้าใจพอร์ตโฟลิโอถือเป็นสิ่งสำคัญสำหรับการตัดสินใจทางธุรกิจโดยมีข้อมูลครบถ้วน,portofolio,Memahami portofolio sangat penting untuk membuat keputusan bisnis yang tepat.
postulate,It is essential to postulate in order to maintain our competitive advantage.,가정하다,경쟁 우위를 유지하기 위해 가정하다는 것이 필수적입니다.,仮定する,競争優位を維持するために仮定することが不可欠です。,假设,为了保持竞争优势，假设是至关重要的。,"postular, suponer",Es esencial postular hipótesis para mantener nuestra ventaja competitiva.,định đề,Các thành viên HĐQT nhất trí biểu quyết thông qua nghị quyết do hội đồng tư vấn đề xuất.,สมมุติฐาน,สมาชิกคณะกรรมการมีมติเป็นเอกฉันท์ให้ยืนยันมติที่เสนอโดยสภาที่ปรึกษา,postulat,Anggota dewan dengan suara bulat memilih untuk mendalilkan resolusi yang diusulkan oleh dewan penasihat.
pragmatic,It is important to take a pragmatic approach when handling client relationships.,실용적인,고객 관계를 처리할 때 실용적인 접근 방식을 취하는 것이 중요합니다.,実用的な,顧客関係を扱う際に実用的なアプローチを取ることが重要です。,务实的,在处理客户关系时采取务实的的方法很重要。,"pragmático, práctico",Es importante adoptar un enfoque pragmático al gestionar las relaciones con los clientes.,thực dụng,Các chuyên gia trong ngành coi số liệu tăng trưởng thực tế là dấu hiệu của sự yếu kém về cơ cấu.,ในทางปฏิบัติ,ผู้เชี่ยวชาญในอุตสาหกรรมพิจารณาว่าตัวเลขการเติบโตเชิงปฏิบัติเป็นสัญญาณของความอ่อนแอทางโครงสร้างพื้นฐาน,pragmatis,Pakar industri menganggap angka pertumbuhan pragmatis sebagai tanda kelemahan struktural.
