english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
thereafter,"He graduated from university and thereafter pursued a career in law.",그 이후에,"그는 대학을 졸업하고 그 이후에 법률 분야에서 경력을 쌓았다.",その後,"彼は大学を卒業し、その後法律のキャリアを追求した。",此后,"他大学毕业后从事了法律职业。",a partir de entonces,"Se graduó de la universidad y a partir de entonces siguió una carrera en derecho.",sau đó,"Anh ấy tốt nghiệp đại học và sau đó theo đuổi sự nghiệp luật.",หลังจากนั้น,"เขาจบมหาวิทยาลัยและหลังจากนั้นก็ประกอบอาชีพด้านกฎหมาย",setelah itu,"Dia lulus dari universitas dan setelah itu mengejar karier di bidang hukum."
unveil,"The company will unveil its latest product at the conference.",공개하다,"그 회사는 컨퍼런스에서 최신 제품을 공개할 것이다.",発表する,"会社はカンファレンスで最新製品を発表する予定だ。",揭幕,"公司将在会议上揭幕其最新产品。",revelar,"La empresa revelará su último producto en la conferencia.",ra mắt,"Công ty sẽ ra mắt sản phẩm mới nhất tại hội nghị.",เปิดตัว,"บริษัทจะเปิดตัวผลิตภัณฑ์ล่าสุดในการประชุม",meluncurkan,"Perusahaan akan meluncurkan produk terbarunya di konferensi."
upright,"She maintained an upright posture throughout the presentation.",곧은,"그녀는 발표 내내 곧은 자세를 유지했다.",真っ直ぐな,"彼女はプレゼンテーション中ずっと真っ直ぐな姿勢を保った。",端正的,"她在整个演讲中保持端正的姿态。",erguido,"Mantuvo una postura erguida durante toda la presentación.",thẳng đứng,"Cô ấy duy trì tư thế thẳng đứng trong suốt bài thuyết trình.",ตั้งตรง,"เธอรักษาท่าทางตั้งตรงตลอดการนำเสนอ",tegak,"Dia mempertahankan postur tegak sepanjang presentasi."
usher,"The digital revolution ushered in a new era of communication.",안내하다,"디지털 혁명은 새로운 소통의 시대를 안내했다.",先導する,"デジタル革命は新しいコミュニケーションの時代を先導した。",引领,"数字革命引领了通信的新时代。",marcar,"La revolución digital marcó el comienzo de una nueva era de comunicación.",mở ra,"Cuộc cách mạng số đã mở ra một kỷ nguyên giao tiếp mới.",นำไปสู่,"การปฏิวัติดิจิทัลนำไปสู่ยุคใหม่ของการสื่อสาร",mengantarkan,"Revolusi digital mengantarkan era baru komunikasi."
utmost,"Patient safety is of utmost importance in healthcare.",최대한의,"환자 안전은 의료에서 최대한의 중요성을 지닌다.",最大の,"患者の安全は医療において最大の重要性を持つ。",最大的,"患者安全在医疗保健中具有最大的重要性。",máximo,"La seguridad del paciente es de máxima importancia en la atención médica.",tối đa,"An toàn bệnh nhân có tầm quan trọng tối đa trong chăm sóc sức khỏe.",สูงสุด,"ความปลอดภัยของผู้ป่วยมีความสำคัญสูงสุดในการดูแลสุขภาพ",paling penting,"Keselamatan pasien adalah hal yang paling penting dalam layanan kesehatan."
utter,"The project was an utter failure due to poor planning.",완전한,"그 프로젝트는 부실한 계획으로 인해 완전한 실패였다.",全くの,"そのプロジェクトは計画不足のために全くの失敗だった。",完全的,"由于规划不善，该项目完全失败了。",total,"El proyecto fue un fracaso total debido a una mala planificación.",hoàn toàn,"Dự án là một thất bại hoàn toàn do lập kế hoạch kém.",สิ้นเชิง,"โครงการล้มเหลวอย่างสิ้นเชิงเนื่องจากการวางแผนที่ไม่ดี",total,"Proyek itu gagal total karena perencanaan yang buruk."
vacuum,"The political vacuum led to instability in the region.",공백,"정치적 공백은 지역의 불안정성을 초래했다.",真空,"政治的真空が地域の不安定を招いた。",真空,"政治真空导致了该地区的不稳定。",vacío,"El vacío político condujo a la inestabilidad en la región.",khoảng trống,"Khoảng trống chính trị đã dẫn đến sự bất ổn trong khu vực.",สุญญากาศ,"สุญญากาศทางการเมืองนำไปสู่ความไม่มั่นคงในภูมิภาค",kekosongan,"Kekosongan politik menyebabkan ketidakstabilan di wilayah tersebut."
vague,"The instructions were too vague for anyone to follow correctly.",모호한,"지시 사항이 너무 모호해서 누구도 정확하게 따를 수 없었다.",曖昧な,"指示が曖昧すぎて誰も正しく従えなかった。",模糊的,"说明太模糊了，没人能正确遵循。",vago,"Las instrucciones eran demasiado vagas para que alguien las siguiera correctamente.",mơ hồ,"Hướng dẫn quá mơ hồ để ai có thể làm theo đúng.",คลุมเครือ,"คำสั่งคลุมเครือเกินกว่าที่ใครจะปฏิบัติตามได้อย่างถูกต้อง",samar,"Instruksinya terlalu samar untuk diikuti siapa pun dengan benar."
vanish,"Many species of wildlife could vanish within the next decade.",사라지다,"많은 야생 동물 종이 앞으로 10년 이내에 사라질 수 있다.",消える,"多くの野生生物種が今後10年以内に消える可能性がある。",消失,"许多野生动物物种可能在未来十年内消失。",desaparecer,"Muchas especies de vida silvestre podrían desaparecer en la próxima década.",biến mất,"Nhiều loài động vật hoang dã có thể biến mất trong thập kỷ tới.",หายไป,"สัตว์ป่าหลายชนิดอาจหายไปภายในทศวรรษหน้า",lenyap,"Banyak spesies satwa liar bisa lenyap dalam dekade berikutnya."
variable,"Temperature is a key variable in this experiment.",변수,"온도는 이 실험에서 핵심 변수이다.",変数,"温度はこの実験における重要な変数である。",变量,"温度是这个实验中的关键变量。",variable,"La temperatura es una variable clave en este experimento.",biến số,"Nhiệt độ là biến số quan trọng trong thí nghiệm này.",ตัวแปร,"อุณหภูมิเป็นตัวแปรสำคัญในการทดลองนี้",variabel,"Suhu adalah variabel kunci dalam eksperimen ini."
vendor,"The company selected a new vendor for its office supplies.",공급업체,"회사는 사무용품을 위한 새로운 공급업체를 선정했다.",業者,"会社はオフィス用品の新しい業者を選定した。",供应商,"公司为办公用品选择了新的供应商。",proveedor,"La empresa seleccionó un nuevo proveedor para sus suministros de oficina.",nhà cung cấp,"Công ty đã chọn nhà cung cấp mới cho vật tư văn phòng.",ผู้ขาย,"บริษัทเลือกผู้ขายรายใหม่สำหรับเครื่องใช้สำนักงาน",vendor,"Perusahaan memilih vendor baru untuk perlengkapan kantornya."
venture,"Starting a new business venture requires careful planning.",사업,"새로운 사업을 시작하는 것은 신중한 계획이 필요하다.",事業,"新しい事業を始めるには慎重な計画が必要だ。",冒险,"开始一项新的商业冒险需要仔细的规划。",empresa,"Iniciar una nueva empresa requiere una planificación cuidadosa.",liên doanh,"Bắt đầu một liên doanh kinh doanh mới đòi hỏi kế hoạch cẩn thận.",กิจการ,"การเริ่มต้นกิจการใหม่ต้องมีการวางแผนอย่างรอบคอบ",usaha,"Memulai usaha bisnis baru memerlukan perencanaan yang matang."
venue,"The conference venue can accommodate up to five hundred participants.",장소,"회의 장소는 최대 500명의 참가자를 수용할 수 있다.",会場,"会議の会場は最大500人の参加者を収容できる。",场地,"会议场地最多可容纳五百名参与者。",lugar,"El lugar de la conferencia puede albergar hasta quinientos participantes.",địa điểm,"Địa điểm hội nghị có thể chứa tới năm trăm người tham dự.",สถานที่,"สถานที่จัดการประชุมสามารถรองรับผู้เข้าร่วมได้ถึงห้าร้อยคน",tempat,"Tempat konferensi dapat menampung hingga lima ratus peserta."
verdict,"The jury delivered a unanimous verdict of not guilty.",평결,"배심원단은 만장일치로 무죄 평결을 내렸다.",評決,"陪審員は全会一致で無罪の評決を下した。",裁决,"陪审团做出了一致的无罪裁决。",veredicto,"El jurado emitió un veredicto unánime de no culpable.",phán quyết,"Bồi thẩm đoàn đã đưa ra phán quyết nhất trí vô tội.",คำตัดสิน,"คณะลูกขุนมีคำตัดสินเป็นเอกฉันท์ว่าไม่มีความผิด",vonis,"Juri memberikan vonis bulat tidak bersalah."
versatile,"She is a versatile musician who can play multiple instruments.",다재다능한,"그녀는 여러 악기를 연주할 수 있는 다재다능한 음악가이다.",多才な,"彼女は複数の楽器を演奏できる多才な音楽家だ。",多才多艺的,"她是一位能演奏多种乐器的多才多艺的音乐家。",versátil,"Es una músico versátil que puede tocar múltiples instrumentos.",đa năng,"Cô ấy là một nhạc sĩ đa năng có thể chơi nhiều nhạc cụ.",เก่งรอบด้าน,"เธอเป็นนักดนตรีที่เก่งรอบด้านสามารถเล่นเครื่องดนตรีได้หลายชนิด",serbaguna,"Dia adalah musisi serbaguna yang bisa memainkan berbagai instrumen."
vibrant,"The city has a vibrant cultural scene with numerous galleries and theaters.",활기찬,"그 도시는 수많은 갤러리와 극장이 있는 활기찬 문화 현장을 가지고 있다.",活気のある,"その都市には数多くのギャラリーや劇場がある活気のある文化シーンがある。",充满活力的,"这座城市拥有充满活力的文化氛围和众多画廊与剧院。",vibrante,"La ciudad tiene una vibrante escena cultural con numerosas galerías y teatros.",sôi động,"Thành phố có một đời sống văn hóa sôi động với nhiều phòng trưng bày và nhà hát.",มีชีวิตชีวา,"เมืองนี้มีวงการวัฒนธรรมที่มีชีวิตชีวาพร้อมแกลเลอรีและโรงละครมากมาย",semarak,"Kota ini memiliki kehidupan budaya yang semarak dengan banyak galeri dan teater."
virtue,"Patience is considered a virtue in many cultures.",미덕,"인내심은 많은 문화에서 미덕으로 여겨진다.",美徳,"忍耐は多くの文化で美徳とされている。",美德,"耐心在许多文化中被视为一种美德。",virtud,"La paciencia se considera una virtud en muchas culturas.",đức hạnh,"Kiên nhẫn được coi là đức hạnh trong nhiều nền văn hóa.",คุณธรรม,"ความอดทนถือเป็นคุณธรรมในหลายวัฒนธรรม",kebajikan,"Kesabaran dianggap sebagai kebajikan di banyak budaya."
vocal,"She has been a vocal advocate for environmental protection.",목소리를 높이는,"그녀는 환경 보호를 위해 목소리를 높이는 옹호자였다.",声高な,"彼女は環境保護の声高な擁護者である。",直言不讳的,"她一直是环境保护的直言不讳的倡导者。",vocal,"Ha sido una defensora vocal de la protección ambiental.",lên tiếng,"Cô ấy là người lên tiếng ủng hộ bảo vệ môi trường.",เปิดเผย,"เธอเป็นผู้สนับสนุนอย่างเปิดเผยในเรื่องการปกป้องสิ่งแวดล้อม",vokal,"Dia telah menjadi advokat vokal untuk perlindungan lingkungan."
weave,"The author skillfully weaves multiple storylines together.",엮다,"저자는 여러 줄거리를 능숙하게 엮는다.",織り込む,"著者は複数のストーリーラインを巧みに織り込んでいる。",编织,"作者巧妙地将多条故事线编织在一起。",tejer,"El autor teje hábilmente múltiples líneas argumentales.",đan xen,"Tác giả khéo léo đan xen nhiều cốt truyện lại với nhau.",ถักทอ,"ผู้เขียนถักทอเรื่องราวหลายสายเข้าด้วยกันอย่างชำนาญ",merangkai,"Penulis dengan terampil merangkai beberapa alur cerita bersama."
wield,"The prime minister wields considerable influence over economic policy.",행사하다,"총리는 경제 정책에 상당한 영향력을 행사한다.",行使する,"首相は経済政策に対してかなりの影響力を行使する。",行使,"首相对经济政策行使着相当大的影响力。",ejercer,"El primer ministro ejerce una influencia considerable sobre la política económica.",nắm giữ,"Thủ tướng nắm giữ ảnh hưởng đáng kể đối với chính sách kinh tế.",ใช้อำนาจ,"นายกรัฐมนตรีใช้อำนาจอิทธิพลอย่างมากต่อนโยบายเศรษฐกิจ",menggunakan,"Perdana menteri menggunakan pengaruh yang cukup besar atas kebijakan ekonomi."
withhold,"The company decided to withhold payment until the work was completed.",보류하다,"회사는 작업이 완료될 때까지 지불을 보류하기로 결정했다.",差し控える,"会社は作業が完了するまで支払いを差し控えることにした。",扣留,"公司决定在工作完成之前扣留付款。",retener,"La empresa decidió retener el pago hasta que se completara el trabajo.",giữ lại,"Công ty quyết định giữ lại thanh toán cho đến khi công việc hoàn thành.",ระงับ,"บริษัทตัดสินใจระงับการจ่ายเงินจนกว่างานจะเสร็จสิ้น",menahan,"Perusahaan memutuskan untuk menahan pembayaran sampai pekerjaan selesai."
withstand,"The building was designed to withstand earthquakes of high magnitude.",견디다,"그 건물은 높은 규모의 지진을 견딜 수 있도록 설계되었다.",耐える,"その建物は大規模な地震に耐えるよう設計されていた。",承受,"这座建筑被设计成能够承受高强度地震。",resistir,"El edificio fue diseñado para resistir terremotos de gran magnitud.",chống chịu,"Tòa nhà được thiết kế để chống chịu động đất cường độ cao.",ทนต่อ,"อาคารถูกออกแบบให้ทนต่อแผ่นดินไหวที่มีขนาดใหญ่",menahan,"Bangunan itu dirancang untuk menahan gempa bumi berkekuatan tinggi."
workforce,"The company plans to expand its workforce by twenty percent.",노동력,"회사는 노동력을 20퍼센트 확대할 계획이다.",労働力,"会社は労働力を20パーセント拡大する計画だ。",劳动力,"公司计划将劳动力扩大百分之二十。",fuerza laboral,"La empresa planea expandir su fuerza laboral en un veinte por ciento.",lực lượng lao động,"Công ty dự định mở rộng lực lượng lao động thêm hai mươi phần trăm.",แรงงาน,"บริษัทวางแผนขยายแรงงานร้อยละยี่สิบ",tenaga kerja,"Perusahaan berencana memperluas tenaga kerjanya sebesar dua puluh persen."
worthwhile,"Investing in education is always a worthwhile endeavor.",가치 있는,"교육에 투자하는 것은 항상 가치 있는 노력이다.",価値のある,"教育への投資は常に価値のある取り組みである。",值得的,"投资教育始终是值得的。",que vale la pena,"Invertir en educación siempre es un esfuerzo que vale la pena.",đáng giá,"Đầu tư vào giáo dục luôn là một nỗ lực đáng giá.",คุ้มค่า,"การลงทุนในการศึกษาเป็นความพยายามที่คุ้มค่าเสมอ",bermanfaat,"Berinvestasi dalam pendidikan selalu merupakan usaha yang bermanfaat."
zeal,"She approached her new role with great zeal and enthusiasm.",열정,"그녀는 큰 열정과 열의로 새로운 역할에 임했다.",熱意,"彼女は大きな熱意と情熱を持って新しい役割に臨んだ。",热忱,"她以极大的热忱和热情投入了新角色。",celo,"Abordó su nuevo rol con gran celo y entusiasmo.",nhiệt huyết,"Cô ấy tiếp cận vai trò mới với nhiệt huyết và sự nhiệt tình lớn.",ความกระตือรือร้น,"เธอเข้าสู่บทบาทใหม่ด้วยความกระตือรือร้นและความทุ่มเทอย่างมาก",semangat,"Dia mendekati peran barunya dengan semangat dan antusiasme yang besar."
timely,"Timely intervention prevented the crisis from escalating.",시기적절한,"시기적절한 개입이 위기의 확대를 막았다.",タイムリーな,"タイムリーな介入が危機の拡大を防いだ。",及时的,"及时的干预阻止了危机的升级。",oportuno,"La intervención oportuna evitó que la crisis se agravara.",kịp thời,"Sự can thiệp kịp thời đã ngăn chặn cuộc khủng hoảng leo thang.",ทันเวลา,"การแทรกแซงอย่างทันเวลาป้องกันไม่ให้วิกฤตลุกลาม",tepat waktu,"Intervensi tepat waktu mencegah krisis semakin meningkat."
token,"The gift was a token of appreciation for his years of service.",상징,"그 선물은 그의 수년간의 봉사에 대한 감사의 상징이었다.",しるし,"その贈り物は彼の長年の勤務に対する感謝のしるしだった。",象征,"这份礼物是对他多年服务的感谢象征。",muestra,"El regalo fue una muestra de agradecimiento por sus años de servicio.",biểu hiện,"Món quà là biểu hiện của sự trân trọng cho những năm cống hiến.",สัญลักษณ์,"ของขวัญเป็นสัญลักษณ์แห่งความชื่นชมสำหรับการรับใช้หลายปีของเขา",tanda,"Hadiah itu adalah tanda penghargaan atas bertahun-tahun pengabdiannya."
transition,"The transition from school to university can be challenging.",전환,"학교에서 대학으로의 전환은 어려울 수 있다.",移行,"学校から大学への移行は困難な場合がある。",过渡,"从学校到大学的过渡可能具有挑战性。",transición,"La transición de la escuela a la universidad puede ser desafiante.",chuyển đổi,"Sự chuyển đổi từ trường học sang đại học có thể đầy thách thức.",การเปลี่ยนผ่าน,"การเปลี่ยนผ่านจากโรงเรียนสู่มหาวิทยาลัยอาจเป็นเรื่องท้าทาย",transisi,"Transisi dari sekolah ke universitas bisa menantang."
traverse,"Explorers had to traverse dense jungles to reach the ancient ruins.",횡단하다,"탐험가들은 고대 유적에 도달하기 위해 빽빽한 정글을 횡단해야 했다.",横断する,"探検家たちは古代遺跡に到達するために密林を横断しなければならなかった。",穿越,"探险家们不得不穿越茂密的丛林才能到达古代遗迹。",atravesar,"Los exploradores tuvieron que atravesar densas selvas para llegar a las ruinas antiguas.",băng qua,"Các nhà thám hiểm phải băng qua rừng rậm để đến được tàn tích cổ đại.",ข้ามผ่าน,"นักสำรวจต้องข้ามผ่านป่าทึบเพื่อไปถึงซากปรักหักพังโบราณ",melintasi,"Penjelajah harus melintasi hutan lebat untuk mencapai reruntuhan kuno."
tremble,"Her voice began to tremble as she recounted the events.",떨다,"그녀가 사건을 회상할 때 목소리가 떨리기 시작했다.",震える,"彼女が出来事を語ると声が震え始めた。",颤抖,"当她回忆那些事件时，她的声音开始颤抖。",temblar,"Su voz comenzó a temblar mientras relataba los eventos.",run rẩy,"Giọng cô ấy bắt đầu run rẩy khi kể lại sự việc.",สั่น,"เสียงของเธอเริ่มสั่นเมื่อเล่าเหตุการณ์",gemetar,"Suaranya mulai gemetar saat menceritakan kejadian tersebut."
trivialize,"We should not trivialize the impact of bullying on children.",경시하다,"아이들에 대한 괴롭힘의 영향을 경시해서는 안 된다.",軽視する,"子どもに対するいじめの影響を軽視すべきではない。",轻视,"我们不应轻视欺凌对儿童的影响。",trivializar,"No debemos trivializar el impacto del acoso en los niños.",xem nhẹ,"Chúng ta không nên xem nhẹ tác động của bắt nạt đối với trẻ em.",มองข้าม,"เราไม่ควรมองข้ามผลกระทบของการกลั่นแกล้งต่อเด็ก",meremehkan,"Kita tidak boleh meremehkan dampak perundungan terhadap anak-anak."
truncate,"The editor had to truncate the article to fit the page limit.",잘라내다,"편집자는 페이지 제한에 맞추기 위해 기사를 잘라내야 했다.",切り詰める,"編集者はページ制限に合わせるために記事を切り詰めなければならなかった。",截断,"编辑不得不截断文章以符合页面限制。",truncar,"El editor tuvo que truncar el artículo para ajustarse al límite de páginas.",cắt bớt,"Biên tập viên phải cắt bớt bài viết để vừa giới hạn trang.",ตัดทอน,"บรรณาธิการต้องตัดทอนบทความให้พอดีกับจำนวนหน้า",memotong,"Editor harus memotong artikel agar sesuai dengan batas halaman."
turmoil,"The financial turmoil affected economies around the world.",혼란,"금융 혼란은 전 세계 경제에 영향을 미쳤다.",混乱,"金融の混乱は世界中の経済に影響を与えた。",动乱,"金融动乱影响了全球经济。",agitación,"La agitación financiera afectó a las economías de todo el mundo.",hỗn loạn,"Sự hỗn loạn tài chính đã ảnh hưởng đến nền kinh tế trên toàn thế giới.",ความวุ่นวาย,"ความวุ่นวายทางการเงินส่งผลกระทบต่อเศรษฐกิจทั่วโลก",kekacauan,"Kekacauan finansial memengaruhi ekonomi di seluruh dunia."
unanimous,"The committee reached a unanimous decision to approve the proposal.",만장일치의,"위원회는 제안을 승인하는 만장일치 결정에 도달했다.",全会一致の,"委員会は提案を承認する全会一致の決定に達した。",一致的,"委员会一致决定批准该提案。",unánime,"El comité llegó a una decisión unánime de aprobar la propuesta.",nhất trí,"Ủy ban đã đạt được quyết định nhất trí thông qua đề xuất.",เป็นเอกฉันท์,"คณะกรรมการมีมติเป็นเอกฉันท์ให้อนุมัติข้อเสนอ",bulat,"Komite mencapai keputusan bulat untuk menyetujui proposal tersebut."
uncover,"Journalists worked to uncover the truth behind the scandal.",밝혀내다,"기자들은 스캔들 뒤의 진실을 밝혀내기 위해 노력했다.",明らかにする,"ジャーナリストはスキャンダルの背後にある真実を明らかにしようとした。",揭露,"记者们努力揭露丑闻背后的真相。",descubrir,"Los periodistas trabajaron para descubrir la verdad detrás del escándalo.",phát hiện,"Các nhà báo đã nỗ lực phát hiện sự thật đằng sau vụ bê bối.",เปิดเผย,"นักข่าวทำงานเพื่อเปิดเผยความจริงเบื้องหลังเรื่องอื้อฉาว",mengungkap,"Jurnalis bekerja untuk mengungkap kebenaran di balik skandal tersebut."
underestimate,"Many people underestimate the time needed to learn a new language.",과소평가하다,"많은 사람들이 새로운 언어를 배우는 데 필요한 시간을 과소평가한다.",過小評価する,"多くの人が新しい言語を学ぶのに必要な時間を過小評価している。",低估,"许多人低估了学习一门新语言所需的时间。",subestimar,"Muchas personas subestiman el tiempo necesario para aprender un nuevo idioma.",đánh giá thấp,"Nhiều người đánh giá thấp thời gian cần thiết để học một ngôn ngữ mới.",ประเมินต่ำ,"หลายคนประเมินเวลาที่จำเป็นในการเรียนภาษาใหม่ต่ำเกินไป",meremehkan,"Banyak orang meremehkan waktu yang diperlukan untuk mempelajari bahasa baru."
unfold,"The events that unfolded shocked the entire nation.",전개되다,"전개된 사건들은 온 나라를 충격에 빠뜨렸다.",展開する,"展開した出来事は国全体に衝撃を与えた。",展开,"事态的展开震惊了整个国家。",desarrollarse,"Los eventos que se desarrollaron conmocionaron a toda la nación.",diễn ra,"Các sự kiện diễn ra đã gây sốc cho cả đất nước.",คลี่คลาย,"เหตุการณ์ที่คลี่คลายออกมาทำให้ทั้งประเทศตกตะลึง",terungkap,"Peristiwa yang terungkap mengejutkan seluruh bangsa."
descend,"The aircraft began to descend through heavy cloud cover.",하강하다,"항공기는 두꺼운 구름 속을 하강하기 시작했다.",降下する,"航空機は厚い雲の中を降下し始めた。",下降,"飞机开始在厚厚的云层中下降。",descender,"La aeronave comenzó a descender a través de una densa capa de nubes.",hạ xuống,"Máy bay bắt đầu hạ xuống qua lớp mây dày.",ลง,"เครื่องบินเริ่มลงผ่านเมฆหนา",turun,"Pesawat mulai turun menembus awan tebal."
desirable,"Fluency in multiple languages is a desirable skill in international relations.",바람직한,"여러 언어에 능통한 것은 국제 관계에서 바람직한 기술이다.",望ましい,"複数の言語に堪能であることは国際関係において望ましいスキルである。",理想的的,"精通多种语言在国际关系中是一项理想的技能。",deseable,"La fluidez en múltiples idiomas es una habilidad deseable en relaciones internacionales.",đáng mong muốn,"Thông thạo nhiều ngôn ngữ là kỹ năng đáng mong muốn trong quan hệ quốc tế.",พึงประสงค์,"ความคล่องแคล่วในหลายภาษาเป็นทักษะที่พึงประสงค์ในความสัมพันธ์ระหว่างประเทศ",diinginkan,"Kefasihan dalam berbagai bahasa adalah keterampilan yang diinginkan dalam hubungan internasional."
detach,"It is important to detach personal bias from academic research.",분리하다,"학술 연구에서 개인적 편견을 분리하는 것이 중요하다.",切り離す,"学術研究から個人的な偏見を切り離すことが重要である。",分离,"将个人偏见与学术研究分离是很重要的。",separar,"Es importante separar el sesgo personal de la investigación académica.",tách rời,"Điều quan trọng là tách rời thành kiến cá nhân khỏi nghiên cứu học thuật.",แยก,"สิ่งสำคัญคือต้องแยกอคติส่วนตัวออกจากการวิจัยทางวิชาการ",memisahkan,"Penting untuk memisahkan bias pribadi dari penelitian akademis."
detention,"The policy of indefinite detention raised serious human rights concerns.",구금,"무기한 구금 정책은 심각한 인권 우려를 제기했다.",拘留,"無期限拘留の政策は深刻な人権上の懸念を引き起こした。",拘留,"无限期拘留的政策引发了严重的人权关切。",detención,"La política de detención indefinida planteó serias preocupaciones sobre derechos humanos.",giam giữ,"Chính sách giam giữ vô thời hạn đã gây ra mối lo ngại nghiêm trọng về nhân quyền.",การกักขัง,"นโยบายการกักขังไม่มีกำหนดก่อให้เกิดความกังวลด้านสิทธิมนุษยชนอย่างร้ายแรง",penahanan,"Kebijakan penahanan tanpa batas waktu menimbulkan kekhawatiran hak asasi manusia yang serius."
meander,"The river meanders through the lush valley.",구불구불 흐르다,"강은 울창한 계곡을 구불구불 흐른다.",蛇行する,"川は緑豊かな谷を蛇行して流れる。",蜿蜒,"河流蜿蜒穿过郁郁葱葱的山谷。",serpentear,"El río serpentea a través del exuberante valle.",uốn khúc,"Con sông uốn khúc qua thung lũng xanh tươi.",คดเคี้ยว,"แม่น้ำคดเคี้ยวผ่านหุบเขาอันอุดมสมบูรณ์",berkelok-kelok,"Sungai berkelok-kelok melalui lembah yang subur."
mediocre,"The student's performance was mediocre throughout the semester.",평범한,"학생의 성과는 학기 내내 평범했다.",平凡な,"その学生の成績は学期を通じて平凡だった。",平庸的,"这名学生整个学期的表现都很平庸。",mediocre,"El desempeño del estudiante fue mediocre durante todo el semestre.",tầm thường,"Thành tích của sinh viên tầm thường suốt học kỳ.",ธรรมดา,"ผลการเรียนของนักศึกษาธรรมดาตลอดภาคเรียน",biasa-biasa saja,"Kinerja siswa biasa-biasa saja sepanjang semester."
membrane,"The cell membrane controls what enters and exits the cell.",세포막,"세포막은 세포에 들어오고 나가는 것을 조절한다.",膜,"細胞膜は細胞に出入りするものを制御する。",膜,"细胞膜控制着进出细胞的物质。",membrana,"La membrana celular controla lo que entra y sale de la célula.",màng,"Màng tế bào kiểm soát những gì đi vào và ra khỏi tế bào.",เยื่อหุ้ม,"เยื่อหุ้มเซลล์ควบคุมสิ่งที่เข้าและออกจากเซลล์",membran,"Membran sel mengontrol apa yang masuk dan keluar dari sel."
menial,"He refused to do menial tasks despite being a new employee.",하찮은,"그는 신입 사원임에도 하찮은 업무를 거부했다.",取るに足らない,"新入社員にもかかわらず、彼は取るに足らない仕事を拒否した。",卑微的,"尽管是新员工，他拒绝做卑微的工作。",servil,"Se negó a hacer tareas serviles a pesar de ser un nuevo empleado.",tầm thường,"Anh ấy từ chối làm công việc tầm thường dù là nhân viên mới.",ต่ำต้อย,"เขาปฏิเสธที่จะทำงานต่ำต้อยแม้จะเป็นพนักงานใหม่",rendahan,"Dia menolak melakukan tugas rendahan meskipun masih karyawan baru."
mercenary,"Critics accused the corporation of mercenary motives.",돈에만 관심 있는,"비평가들은 그 기업이 돈에만 관심 있는 동기를 가지고 있다고 비난했다.",金目当ての,"批評家たちはその企業の金目当ての動機を非難した。",唯利是图的,"批评者指责该公司唯利是图。",mercenario,"Los críticos acusaron a la corporación de motivos mercenarios.",vụ lợi,"Các nhà phê bình cáo buộc tập đoàn có động cơ vụ lợi.",หาเงิน,"นักวิจารณ์กล่าวหาว่าบริษัทมีแรงจูงใจในการหาเงิน",bayaran,"Kritikus menuduh korporasi memiliki motif bayaran."
metaphysical,"The philosopher explored metaphysical questions about existence.",형이상학적,"그 철학자는 존재에 대한 형이상학적 질문을 탐구했다.",形而上学的,"その哲学者は存在に関する形而上学的な問題を探究した。",形而上学的,"这位哲学家探讨了关于存在的形而上学问题。",metafísico,"El filósofo exploró preguntas metafísicas sobre la existencia.",siêu hình,"Nhà triết học khám phá các câu hỏi siêu hình về sự tồn tại.",อภิปรัชญา,"นักปรัชญาสำรวจคำถามอภิปรัชญาเกี่ยวกับการดำรงอยู่",metafisika,"Filsuf itu mengeksplorasi pertanyaan metafisika tentang keberadaan."
militant,"The militant group demanded immediate political reform.",전투적인,"전투적인 단체가 즉각적인 정치 개혁을 요구했다.",戦闘的な,"戦闘的な団体が即座の政治改革を要求した。",激进的,"激进团体要求立即进行政治改革。",militante,"El grupo militante exigió una reforma política inmediata.",chiến đấu,"Nhóm chiến đấu yêu cầu cải cách chính trị ngay lập tức.",หัวรุนแรง,"กลุ่มหัวรุนแรงเรียกร้องการปฏิรูปทางการเมืองทันที",militan,"Kelompok militan menuntut reformasi politik segera."
mingle,"Guests were encouraged to mingle at the reception.",어울리다,"손님들은 리셉션에서 어울리도록 권장되었다.",交わる,"ゲストはレセプションで交わることを奨励された。",交融,"鼓励客人在招待会上交融。",mezclarse,"Se animó a los invitados a mezclarse en la recepción.",giao lưu,"Khách được khuyến khích giao lưu tại buổi tiếp tân.",ปะปนกัน,"แขกได้รับการสนับสนุนให้ปะปนกันในงานเลี้ยงต้อนรับ",berbaur,"Para tamu didorong untuk berbaur di resepsi."
minuscule,"The difference in results was minuscule.",극소의,"결과의 차이는 극소했다.",極小の,"結果の差は極小だった。",微小的,"结果的差异是微小的。",minúsculo,"La diferencia en los resultados fue minúscula.",cực nhỏ,"Sự khác biệt trong kết quả là cực nhỏ.",จิ๋ว,"ความแตกต่างของผลลัพธ์เป็นจิ๋ว",sangat kecil,"Perbedaan dalam hasil sangat kecil."
